N	2gram	Propp_Isto_3	Otkroven
318	не стал	1	1
319	ко всему	1	1
320	у которых	1	1
321	это конечно	1	1
322	они всегда	1	1
323	души человеческой	1	1
324	жизни и	2	1
325	всего что	1	1
326	это так	1	1
327	во всяком	2	1
328	указывает на	1	1
329	они и	3	1
330	он видит	3	1
331	с обычными	1	1
332	доступ к	1	1
333	и толстым	1	1
