N	2gram	Bakhtin_fo_1	Komedia
387	конечно в	1	1
388	культуры в	1	1
389	мир в	2	1
390	на три	1	1
391	литературе нового	1	1
392	в таком	3	1
393	особенно в	1	1
394	существенное место	1	1
395	великих французских	1	1
396	и вариаций	1	1
397	и очень	1	1
398	время не	2	1
399	в пути	1	1
400	слова и	2	1
401	но они	3	1
402	природой и	1	1
403	остались бы	1	1
404	высшей степени	1	1
405	еще более	3	1
406	только два	2	1
407	к своему	2	1
408	значительной степени	1	1
409	жизнь и	4	1
410	вплоть до	1	1
411	во всем	2	1
412	в этих	3	1
413	то есть	33	1
414	и прежде	2	1
415	типа к	1	1
416	и к	2	1
417	которые в	1	1
418	он дает	1	1
419	и после	1	1
420	между двумя	6	1
421	государство со	1	1
422	в порядке	3	1
423	а как	3	1
424	он может	1	1
425	его же	1	1
426	на себе	1	1
427	в совершенно	1	1
428	и каждый	1	1
429	в дальнейшем	6	1
430	и этим	1	1
431	попали в	1	1
432	с человеком	1	1
433	со всех	1	1
434	наше внимание	1	1
435	уже на	2	1
436	из этих	1	1
437	так что	1	1
438	в той	4	1
439	для этой	1	1
440	почти нет	1	1
441	них не	1	1
442	у них	2	1
443	это отношение	1	1
444	которое мы	1	1
445	не попали	1	1
446	что из	1	1
447	главный герой	2	1
448	в низком	1	1
449	женщины и	1	1
450	человек а	1	1
451	как он	2	1
452	и внутреннее	3	1
453	поэтому и	3	1
454	во всех	6	1
455	литературу и	1	1
456	и другие	5	1
457	с этим	6	1
458	к этой	1	1
459	друзья его	1	1
460	зависимости от	1	1
461	для того	5	1
462	месте где	1	1
463	сказать что	3	1
464	далеко не	2	1
465	в глаза	2	1
466	только на	3	1
467	до наших	2	1
468	на том	1	1
469	которые были	1	1
470	лучше всего	1	1
471	и потому	3	1
472	в греческих	1	1
473	наших дней	1	1
474	реального исторического	3	1
475	и наиболее	1	1
476	перед нами	1	1
477	борьба и	1	1
478	к более	1	1
479	и за	1	1
480	первоначальные формы	1	1
481	формы и	3	1
482	это было	1	1
483	времени а	1	1
484	что все	2	1
485	принципы построения	1	1
486	бы известное	1	1
487	герой в	1	1
488	из самых	1	1
489	другая попытка	1	1
490	не вызывает	1	1
491	друг друга	3	1
492	этих элементов	1	1
493	тех случаях	1	1
494	и др	9	1
495	борьбе и	1	1
496	же так	1	1
497	противоречие между	1	1
498	в родном	1	1
499	в зависимости	1	1
500	человек может	1	1
501	этого слова	1	1
502	явления в	2	1
503	не делает	1	1
504	а наоборот	1	1
505	том же	2	1
506	пародия на	1	1
507	жизнь или	1	1
508	французских реалистов	1	1
509	мира а	1	1
510	в данном	2	1
511	и представляет	1	1
512	которой он	1	1
513	исторических условиях	1	1
514	политического деятеля	1	1
515	не могут	3	1
516	очистительной жертвы	1	1
517	в отличие	2	1
518	миру и	1	1
519	в мире	1	1
520	с собой	1	1
521	однако не	1	1
522	не являются	2	1
523	также и	2	1
524	одно это	1	1
525	в данной	2	1
526	стран и	1	1
527	с большой	2	1
528	но нельзя	1	1
529	надо сказать	1	1
530	весь ее	1	1
531	роль в	9	1
532	соответствии с	2	1
533	что действия	1	1
534	находим в	1	1
535	в это	2	1
536	из того	1	1
537	включается в	1	1
538	объясняется и	1	1
539	той же	2	1
540	говорить в	1	1
541	к человеку	1	1
542	том числе	4	1
543	из которой	1	1
544	термин этот	1	1
545	о которой	1	1
546	на чужой	1	1
547	не приходится	1	1
548	начать с	1	1
549	само собой	2	1
550	с самого	2	1
551	о чем	1	1
552	не осталось	2	1
553	но без	1	1
554	по существу	12	1
555	в основном	5	1
556	нравов и	1	1
557	от их	1	1
558	себя в	1	1
559	фрагментах и	1	1
560	в ней	4	1
561	себе все	1	1
562	в которых	2	1
563	в высшей	1	1
564	тем же	1	1
565	друга во	1	1
566	и уже	3	1
567	к себе	4	1
568	и римской	1	1
569	то были	1	1
570	искусстве и	3	1
571	которой можно	1	1
572	и это	4	1
573	это уже	1	1
574	стороне от	1	1
575	в каждом	1	1
576	мира в	3	1
577	друг на	2	1
578	слово в	1	1
579	отнюдь не	5	1
580	и своей	1	1
581	в соответствии	2	1
582	образа сократа	1	1
583	составная часть	1	1
584	и следовательно	4	1
585	обычно в	2	1
586	дошли до	1	1
587	человека в	17	1
588	и эта	2	1
589	что во	1	1
590	своей социальной	1	1
591	ближе к	1	1
592	этим объясняется	1	1
593	же времени	1	1
594	чем не	3	1
595	самое слово	1	1
596	всего это	2	1
597	и более	1	1
598	самого начала	2	1
599	и были	2	1
600	как бы	2	1
601	жизни но	5	1
602	в своем	4	1
603	соответствует и	1	1
