N	2gram	Propp_Russ_2	Analitik
378	так что	4	1
379	есть в	2	1
380	по убеждению	1	1
381	из первых	1	1
382	смерть и	2	1
383	или даже	3	1
384	в мифе	1	1
385	их как	1	1
386	одно из	2	1
387	себе в	1	1
388	могло бы	1	1
389	к ним	1	1
390	царство мертвых	2	1
391	ту сторону	1	1
392	не составляет	1	1
393	случае не	1	1
394	она будет	1	1
395	в самый	2	1
396	нет в	1	1
397	не противоречит	1	1
398	для того	6	1
399	он же	1	1
400	что на	2	1
401	как у	1	1
402	связаны с	3	1
403	ее в	8	1
404	а именно	3	1
405	а с	2	1
406	и др	1	1
407	целым рядом	1	1
408	и затем	1	1
409	обратить внимание	1	1
410	превращается в	1	1
411	ей не	1	1
412	зависит от	1	1
413	из наиболее	2	1
414	когда же	1	1
415	или с	3	1
416	в одно	1	1
417	состояла в	2	1
418	к себе	1	1
419	не удается	1	1
420	в предыдущей	1	1
421	того кого	1	1
422	из которых	2	1
423	и мир	1	1
424	на ивана	6	1
425	в область	1	1
426	в течение	2	1
427	применении к	1	1
428	в литературе	1	1
429	в москве	1	1
430	был в	1	1
431	цикла можно	1	1
432	и всех	1	1
433	с этой	2	1
434	> в	1	1
435	говорилось что	1	1
436	не будем	3	1
437	но это	1	1
438	и тогда	1	1
439	под названием	2	1
440	случаях когда	1	1
441	как на	1	1
442	от него	1	1
443	и новое	1	1
444	на свою	1	1
445	мы должны	1	1
446	будто бы	5	1
447	в связь	1	1
448	но если	3	1
449	к ее	1	1
450	жизни в	2	1
451	этот вопрос	2	1
452	только как	2	1
453	их с	1	1
454	не что	2	1
455	оно не	1	1
456	из этого	2	1
457	более полное	1	1
458	к этой	1	1
459	и другие	14	1
460	в своих	2	1
461	все что	1	1
