N	2gram	Losev_Dial_1	Komedia
280	говоря не	2	1
281	в создании	1	1
282	то мы	2	1
283	во внешнем	1	1
284	другой пример	1	1
285	не просто	7	1
286	от такого	1	1
287	друг от	1	1
288	чем же	1	1
289	первый взгляд	1	1
290	если она	3	1
291	общего с	5	1
292	по которому	1	1
293	в полном	1	1
294	себя так	1	1
295	на нас	1	1
296	тем же	1	1
297	более или	3	1
298	следующим образом	1	1
299	гораздо более	3	1
300	жизни в	1	1
301	для ее	1	1
302	которого она	1	1
303	не приходится	1	1
304	из жизни	1	1
305	мне не	2	1
306	только два	1	1
307	если мы	2	1
308	в себе	11	1
309	не могла	1	1
310	не против	1	1
311	и стало	2	1
312	больше всего	1	1
313	главным образом	1	1
314	которой не	3	1
315	и более	4	1
316	не могли	1	1
317	к выводу	1	1
318	в понятие	1	1
319	в другом	2	1
320	его не	6	1
321	а по	1	1
322	полной мере	1	1
323	с целью	1	1
324	не умеет	1	1
325	а содержит	1	1
326	и мы	5	1
327	ты мне	1	1
328	по себе	25	1
329	еще одно	1	1
330	в жизни	1	1
331	чем другом	2	1
332	но уже	2	1
333	люди не	1	1
334	в реальном	1	1
335	со своими	1	1
336	и уже	1	1
337	он и	2	1
338	ни с	6	1
339	с такой	1	1
340	поправки в	1	1
341	выражение в	1	1
342	как таковой	4	1
343	и тогда	2	1
344	не больше	2	1
345	со всей	2	1
346	только тем	1	1
347	или менее	3	1
348	их самих	1	1
349	от своего	1	1
350	и при	2	1
351	ее была	1	1
352	нас не	2	1
353	и без	1	1
354	же это	3	1
355	стало быть	9	1
356	образом и	2	1
357	с достойным	1	1
358	другом и	1	1
359	тем не	1	1
360	вещей и	2	1
361	что например	1	1
362	для нее	2	1
363	и очень	1	1
364	с точки	12	1
365	случае в	1	1
366	власть в	1	1
367	дня и	1	1
368	женился на	1	1
369	но они	2	1
370	тем самым	1	1
371	что эта	4	1
372	правда в	1	1
373	чувства в	1	1
374	на себе	3	1
375	как о	2	1
376	в основе	3	1
377	было у	1	1
378	а сами	1	1
379	иметь в	3	1
380	та или	3	1
381	вытекает из	1	1
382	никогда не	9	1
383	ничего не	17	1
384	в разных	3	1
385	имеем дело	1	1
386	и является	2	1
387	здесь же	1	1
388	из того	2	1
389	теперь почти	1	1
390	в каком	8	1
391	перед ними	1	1
392	нет ни	2	1
393	и всех	3	1
394	отличается от	2	1
395	его с	3	1
396	той или	7	1
397	должен быть	1	1
398	находясь в	1	1
399	от друга	1	1
400	с каким	1	1
401	в душу	4	1
402	мысль о	1	1
403	вероятно и	1	1
404	если они	1	1
405	нельзя сказать	1	1
406	убеждение в	1	1
407	времени и	1	1
408	мог бы	2	1
409	речь как	2	1
410	но никак	1	1
411	по сравнению	2	1
412	обвинение в	1	1
413	жизнь и	3	1
414	соответствует ли	2	1
415	в эпоху	2	1
416	о котором	1	1
417	не будучи	2	1
418	с ним	6	1
419	выводу что	1	1
420	помнить что	2	1
421	можно найти	2	1
422	взаимоотношения с	1	1
423	по смыслу	1	1
424	борется с	1	1
425	а также	1	1
426	мы убеждаемся	1	1
427	узнать в	1	1
428	такого толкования	1	1
429	пришли к	1	1
430	достаточное количество	1	1
431	зрения на	1	1
432	и та	3	1
433	но мы	1	1
434	никак не	6	1
435	его жизни	1	1
436	можем сказать	2	1
437	все его	1	1
438	этих двух	1	1
439	каждом из	2	1
440	говорить об	1	1
441	нуждается в	3	1
442	для той	2	1
443	что же	3	1
444	и ни	6	1
445	и следовательно	2	1
446	если это	2	1
447	раз на	1	1
448	ничего этого	1	1
449	не зная	2	1
450	без нее	1	1
451	имеется в	1	1
452	как например	2	1
453	понимать не	1	1
454	по своей	1	1
455	мы видим	4	1
456	более близкие	1	1
457	что даже	2	1
458	пор не	1	1
459	и весьма	1	1
460	не идет	2	1
461	даже если	3	1
462	очень много	3	1
463	то он	2	1
464	и несчастный	1	1
465	далеко от	1	1
466	конечно не	3	1
467	только на	3	1
468	и они	1	1
469	то и	2	1
470	идти речь	2	1
471	в сознании	3	1
472	от других	1	1
473	мне кажется	1	1
474	он имеет	1	1
475	мир в	1	1
476	не так	1	1
477	для него	2	1
478	земли и	1	1
479	содержание и	1	1
480	не о	4	1
481	на меня	1	1
482	иначе не	2	1
483	как раз	4	1
484	я вижу	1	1
485	ее на	2	1
486	о которых	2	1
487	в очень	1	1
488	кольца на	1	1
489	к самому	2	1
490	были бы	2	1
491	имели бы	1	1
492	во власти	1	1
493	ни до	1	1
494	и даже	13	1
495	или иной	3	1
496	и из	3	1
497	на примере	1	1
498	на второе	1	1
499	три основных	1	1
500	убеждаемся в	1	1
501	из других	1	1
502	а с	2	1
503	что не	7	1
504	говорит о	5	1
505	как можно	2	1
506	привести еще	1	1
507	этого не	1	1
508	и самый	1	1
509	а не	14	1
510	другой стороны	4	1
511	сам себе	1	1
512	гете и	2	1
513	одну из	1	1
514	ни о	5	1
515	чувственного и	2	1
516	вместе взятых	1	1
517	там где	1	1
518	самого начала	1	1
519	одна и	2	1
520	жизнь в	1	1
521	становится ясным	1	1
522	несмотря на	10	1
523	голову не	1	1
524	если ни	1	1
525	никому и	1	1
526	или по	2	1
527	в разной	1	1
528	ничего нет	1	1
529	к своему	1	1
530	почти всех	1	1
531	и там	1	1
532	именно в	2	1
533	по существу	1	1
534	то к	1	1
535	в состоянии	1	1
536	в современной	2	1
537	xix в	1	1
538	еще раз	1	1
539	но даже	1	1
540	судить о	1	1
541	а то	1	1
542	у вас	1	1
543	является как	1	1
544	о мире	1	1
545	это уже	1	1
546	по краям	1	1
547	ли в	1	1
548	при таком	1	1
549	которое и	1	1
550	в новой	1	1
551	само по	5	1
552	в результате	1	1
553	это как	1	1
554	поэтому она	1	1
555	когда он	1	1
556	или другой	4	1
557	не с	5	1
558	но об	1	1
559	они говорят	1	1
560	как две	1	1
561	тем более	2	1
562	не должен	1	1
563	и как	7	1
564	разной степени	1	1
565	том чтобы	1	1
566	могла идти	1	1
567	находим в	2	1
568	хотя в	1	1
569	в искусстве	1	1
570	встречается в	1	1
571	к ее	1	1
572	между ними	1	1
573	не знает	2	1
574	сказать что	10	1
575	только как	2	1
576	была бы	3	1
577	все к	1	1
578	о себе	1	1
579	какой мере	1	1
580	в последнем	1	1
581	ко всему	2	1
582	т е	25	1
583	жизни мы	1	1
584	точно так	2	1
585	того или	1	1
586	люди и	1	1
587	и эта	2	1
588	думать что	3	1
589	так же	4	1
590	все что	1	1
