N	3gram	Losev_Prob_1	VeschiIm
166	не потому что	2	1
167	в том чтобы	1	1
168	но в то	1	1
169	вещь есть именно	1	1
170	мы не знаем	1	1
171	же есть не	1	1
172	в конце концов	4	1
173	потому что сначала	1	1
174	не существует это	2	1
175	взятая сама по	4	1
176	и уж тем	1	1
177	оно не только	1	1
178	и потому что	1	1
179	мы будем говорить	1	1
180	и в этом	2	1
181	мы говорили о	1	1
182	тоже ведь есть	1	1
183	тех или других	1	1
184	или по крайней	1	1
185	и как бы	2	1
186	отнюдь не есть	2	1
187	даже и в	1	1
188	и ничего не	1	1
189	она содержит в	1	1
190	с тем или	1	1
191	в каком случае	3	1
192	уже по одному	1	1
193	вещи и не	2	1
194	внутренней и внешней	1	1
195	потому что она	1	1
196	это не значит	1	1
197	решения вопроса о	1	1
198	еще и потому	1	1
199	т д все	1	1
200	не может а	1	1
201	ни на что	1	1
202	с другой стороны	3	1
203	смысл но не	2	1
204	когда мы говорим	2	1
205	только не есть	1	1
206	вовсе еще не	3	1
207	по себе отнюдь	2	1
208	никак нельзя сказать	1	1
209	уж тем более	2	1
210	сущность ни только	1	1
211	ни в каком	3	1
212	не есть нечто	1	1
213	нельзя сказать что	1	1
214	только на то	1	1
215	взятый сам по	1	1
216	во всяком случае	3	1
217	и не есть	3	1
218	вовсе не есть	6	1
219	в то время	1	1
220	несет с собой	2	1
221	не есть треугольник	1	1
222	не только потому	1	1
223	только сущность ни	1	1
224	о том что	5	1
225	если бы оно	1	1
226	в самой же	1	1
227	ту же самую	1	1
228	не только не	3	1
229	это есть именно	2	1
230	в истории философии	2	1
231	сказать что тут	1	1
232	современном состоянии науки	2	1
233	такой смысл который	1	1
234	ни только сущность	1	1
235	и в результате	1	1
236	не говорит о	1	1
237	одного и того	2	1
238	для того чтобы	8	1
239	сущность и явление	3	1
240	этом смысле и	2	1
241	ни только явление	1	1
242	необходимо исходить из	1	1
243	не значит что	1	1
244	в результате этого	1	1
245	и что он	1	1
246	тех или иных	2	1
247	живого существа к	1	1
248	не только то	1	1
249	свидетельствует о том	2	1
250	она есть нечто	2	1
251	есть она сама	1	1
252	только тогда когда	1	1
253	любые вещи и	1	1
254	перед нами как	1	1
255	мы еще не	1	1
256	и только в	1	1
257	она не есть	1	1
