N	2gram	Propp_Russ_2	NovoeSre
112	по существу	4	2
113	ни одна	1	2
114	как будто	1	2
115	возвращается к	1	2
116	как это	4	2
117	такой же	1	2
118	в то	2	2
119	одна из	11	2
120	того чтобы	6	2
121	и от	3	2
122	а в	9	2
123	и начинается	1	2
124	когда мы	2	2
125	могут быть	2	2
126	также что	2	1
127	религия не	1	1
128	и через	3	1
129	он может	1	1
130	переход от	2	1
131	к таким	2	1
132	более широкого	1	1
133	приводит к	1	1
134	и до	1	1
135	в образе	2	1
136	с собой	1	1
137	на нее	6	1
138	мы уже	1	1
139	не с	2	1
140	свои песни	1	1
141	еще в	2	1
142	к тем	1	1
143	на место	1	1
144	к новой	1	1
145	с ним	1	1
146	можно сказать	1	1
147	говорить о	1	1
148	погружается в	1	1
149	на себя	2	1
150	это должно	1	1
151	то это	1	1
152	не был	2	1
153	в виду	2	1
154	это время	2	1
155	более высокой	1	1
156	в xix	3	1
157	на нем	1	1
158	на них	4	1
159	что его	1	1
160	не могу	1	1
161	и во	1	1
162	все в	2	1
163	своего рода	1	1
164	к нему	4	1
165	значение и	1	1
166	в его	1	1
167	в эти	1	1
168	но нет	1	1
169	отличие от	3	1
170	востока и	1	1
171	которая должна	1	1
172	античности к	1	1
173	в своем	1	1
174	как например	3	1
175	об освящении	1	1
176	что он	1	1
177	всего как	1	1
178	бог чтобы	1	1
179	только в	1	1
180	во всем	2	1
181	по своей	1	1
182	от этого	1	1
183	в этот	10	1
184	так на	1	1
185	в самом	1	1
186	то время	2	1
187	он в	1	1
188	из этих	2	1
189	же и	1	1
190	это показывает	3	1
191	уже в	1	1
192	вопроса о	1	1
193	в большинстве	1	1
194	вообще не	1	1
195	раньше чем	1	1
196	от других	1	1
197	в статье	1	1
198	вера в	1	1
199	освобождение от	1	1
200	из них	4	1
201	бы к	1	1
202	все еще	1	1
203	мир в	1	1
204	для того	6	1
205	земли и	5	1
206	всяком случае	1	1
207	и когда	1	1
208	по всем	3	1
209	в конце	1	1
210	почему о	1	1
211	друг друга	3	1
212	людей и	2	1
213	тем что	3	1
214	в нее	1	1
215	но все	1	1
216	это конечно	1	1
217	от нее	1	1
218	значение в	1	1
219	возможно что	1	1
220	ней и	1	1
221	а по	1	1
222	знает что	1	1
223	с другими	3	1
224	был в	1	1
225	духовным и	1	1
226	было бы	3	1
227	он есть	2	1
228	а это	1	1
229	в отличие	3	1
230	на поверхности	1	1
231	для них	2	1
232	связано с	2	1
233	их не	1	1
234	превращается в	1	1
235	нет в	1	1
236	и возвращается	1	1
237	а на	9	1
238	в этой	3	1
239	не на	1	1
240	быть принята	1	1
241	не всегда	3	1
242	и поставил	1	1
243	ее на	2	1
244	оно же	1	1
245	и еще	2	1
246	которые будут	1	1
247	в эту	3	1
248	в этих	3	1
249	может иметь	1	1
250	во время	12	1
251	имея в	1	1
252	но если	3	1
253	и особенно	1	1
254	в такой	1	1
255	другая сторона	1	1
256	начиная со	1	1
257	к себе	1	1
258	в котором	3	1
259	в советской	2	1
260	только для	1	1
261	с своими	1	1
262	не столько	2	1
263	и мир	1	1
264	у нас	4	1
265	как другие	1	1
266	в другие	4	1
267	как конец	1	1
268	но он	3	1
269	быть только	2	1
270	мы должны	1	1
271	и более	1	1
272	их в	4	1
273	в человеческом	1	1
274	что этот	1	1
275	в состоянии	1	1
276	он видел	1	1
277	быть не	1	1
278	дай бог	1	1
279	в это	1	1
280	нас к	3	1
281	и очень	1	1
282	будто бы	5	1
283	так как	13	1
284	к такой	1	1
285	быть признан	1	1
286	магический характер	1	1
287	времени его	1	1
288	глядит из	1	1
289	а к	2	1
290	к этой	1	1
291	к ней	2	1
292	и его	1	1
293	а также	4	1
294	или не	1	1
295	есть уже	1	1
296	так называемый	1	1
297	женщины в	1	1
298	в период	1	1
299	в свою	1	1
300	в ночь	2	1
301	и оно	1	1
302	но можно	2	1
303	во все	1	1
304	оставить в	1	1
305	есть и	1	1
306	и всех	1	1
307	ли он	1	1
308	через них	7	1
309	в которой	2	1
310	эти слова	1	1
311	быть признана	1	1
312	во всяком	1	1
313	то они	1	1
314	станет более	1	1
315	оно не	1	1
316	как на	1	1
317	все что	1	1
