N	2gram	Propp_Russ_1	FransuaR
101	с точки	3	3
102	разного рода	1	3
103	дает в	1	3
104	но это	4	3
105	ничего не	3	3
106	этом отношении	1	3
107	и здесь	2	3
108	не могут	1	3
109	в виду	1	3
110	и вообще	1	3
111	с ним	2	3
112	и во	1	3
113	к нему	1	3
114	во всей	1	3
115	в форме	1	3
116	что он	1	3
117	до нас	1	3
118	в других	11	3
119	же деле	1	3
120	не были	2	3
121	связаны с	3	3
122	самом же	1	3
123	на весь	2	3
124	с рождением	1	3
125	и их	4	3
126	в тех	4	3
127	но для	1	3
128	в более	2	3
129	не является	1	3
130	на землю	1	3
131	не может	4	3
132	что в	19	3
133	например в	2	2
134	мы здесь	1	2
135	видеть в	1	2
136	из всех	1	2
137	и литературных	1	2
138	на тех	2	2
139	не вполне	1	2
140	бы ни	1	2
141	которое в	1	2
142	и он	1	2
143	это время	2	2
144	в народном	1	2
145	он был	2	2
146	на них	1	2
147	именно эти	1	2
148	в чем	1	2
149	но не	2	2
150	значение и	2	2
151	античности и	1	2
152	обряды и	2	2
153	и наконец	1	2
154	его к	2	2
155	из этих	4	2
156	на некоторых	1	2
157	во многих	5	2
158	он не	1	2
159	не к	1	2
160	в заключение	1	2
161	он так	2	2
162	его от	2	2
163	и по	8	2
164	так например	6	2
165	эта же	1	2
166	а затем	1	2
167	на все	2	2
168	большинстве случаев	2	2
169	в этих	3	2
170	и без	1	2
171	но эта	1	2
172	быть правильно	1	2
173	их в	3	2
174	при всех	1	2
175	а иногда	4	2
176	дело в	1	2
177	здесь на	1	2
178	начиная с	3	2
179	могут быть	2	2
180	к тому	4	2
181	и это	1	2
182	и многие	2	2
183	приводит к	3	2
184	во второй	1	2
185	на что	2	2
186	стремление к	1	2
187	из основных	1	2
188	и начало	2	2
189	о том	8	2
190	второй половине	1	2
191	в риме	1	2
192	можно сказать	1	2
193	в отрыве	1	2
194	исторического развития	1	2
195	представления о	1	2
196	в свете	2	2
197	мы видим	2	2
198	этот вопрос	2	2
199	в большинстве	2	2
200	только на	3	2
201	и нового	2	2
202	от того	1	2
203	была только	1	2
204	смерти и	1	2
205	в особенности	2	2
206	народного творчества	2	2
207	в народной	2	2
208	что не	1	2
209	у других	1	2
210	в некоторых	4	2
211	на этот	3	2
212	до конца	2	2
213	и самый	1	2
214	несмотря на	3	2
215	и так	1	2
216	некоторые из	1	2
217	его на	1	2
218	к жизни	3	2
219	наряду с	1	2
220	в это	3	2
221	того что	4	2
222	что мы	1	2
223	в основном	3	2
224	в целом	2	2
225	между прочим	2	2
226	кроме того	1	2
227	и для	2	2
228	при таком	1	2
229	или в	2	2
230	которого они	1	2
231	хотя и	2	2
232	от него	1	2
233	интерес к	2	2
234	же в	1	2
235	в таком	1	2
236	и могилы	1	1
237	то на	3	1
238	ими как	1	1
239	фольклору но	1	1
240	а из	1	1
241	тех же	1	1
242	многих отношениях	1	1
243	и должны	1	1
244	в приведенном	1	1
245	между двумя	2	1
246	характерное для	1	1
247	из самых	1	1
248	в определенные	1	1
249	по которым	1	1
250	на две	1	1
251	оно было	1	1
252	собственном смысле	1	1
253	то же	3	1
254	их и	3	1
255	мы не	6	1
256	и раньше	1	1
257	этого нет	1	1
258	к новой	1	1
259	греков и	1	1
260	что нам	1	1
261	других праздников	2	1
262	говорить о	1	1
263	они связаны	1	1
264	его однако	1	1
265	и самой	1	1
266	в одиночку	1	1
267	жизни это	1	1
268	и римлян	1	1
269	совершенно иных	1	1
270	значение которых	1	1
271	изучались в	1	1
272	от них	3	1
273	же она	1	1
274	с которыми	1	1
275	по отношению	1	1
276	а и	5	1
277	входили в	1	1
278	в животном	1	1
279	с этим	2	1
280	так называемая	1	1
281	значение его	1	1
282	это был	1	1
283	как уже	4	1
284	и как	2	1
285	что по	4	1
286	в фольклоре	2	1
287	от этого	1	1
288	в этот	10	1
289	в которой	1	1
290	других аналогичных	1	1
291	в нашем	2	1
292	в другие	8	1
293	земля и	1	1
294	эти отличия	1	1
295	по преимуществу	1	1
296	по форме	1	1
297	праздников и	4	1
298	европы в	2	1
299	тому же	1	1
300	как он	2	1
301	на то	1	1
302	по-видимому не	1	1
303	наблюдаем в	1	1
304	причем на	1	1
305	чтобы они	2	1
306	собой не	1	1
307	и более	2	1
308	и сам	1	1
309	и связанные	2	1
310	не могли	1	1
311	в городах	2	1
312	на этом	3	1
313	они на	1	1
314	здесь мы	1	1
315	как они	2	1
316	связанные с	3	1
317	они должны	1	1
318	в совершенно	1	1
319	об этом	9	1
320	укладывается и	1	1
321	связанных с	1	1
322	и иногда	1	1
323	всех народов	1	1
324	поэтому они	1	1
325	было бы	1	1
326	говоря о	1	1
327	времен года	1	1
328	прочим в	1	1
329	этом мы	1	1
330	нет в	1	1
331	сам он	1	1
332	жизнь которым	1	1
333	мы имеем	4	1
334	оно имеет	1	1
335	в развитии	1	1
336	многие другие	2	1
337	священной истории	3	1
338	веков в	1	1
339	место в	1	1
340	и при	1	1
341	просто в	1	1
342	жизнь и	1	1
343	не столько	1	1
344	представление о	3	1
345	в которых	5	1
346	своего рода	3	1
347	одном из	1	1
348	как это	8	1
349	только для	2	1
350	точку зрения	1	1
351	его имеет	1	1
352	которые в	1	1
353	свет на	1	1
354	что было	1	1
355	какой-то особой	1	1
356	с праздником	2	1
357	более древних	1	1
358	и имели	1	1
359	слово для	1	1
360	был уже	1	1
361	не менее	3	1
362	вплоть до	4	1
363	но они	3	1
364	и веселье	1	1
365	такие фигуры	1	1
366	она не	2	1
367	изучения народных	1	1
368	в то	1	1
369	выводы и	1	1
370	народов в	1	1
371	в самых	1	1
372	считает что	1	1
373	не могло	1	1
374	представления и	2	1
375	следовательно и	1	1
376	и проклятия	1	1
377	в разных	3	1
378	западной европы	3	1
379	церковные и	1	1
380	явление в	1	1
381	видим что	1	1
382	и античных	1	1
383	и углубленной	1	1
384	до того	2	1
385	что на	4	1
386	характерен для	1	1
387	ему не	1	1
388	не потому	1	1
389	с другом	1	1
390	у нас	8	1
391	и всех	1	1
392	они и	2	1
393	например на	1	1
394	оно не	1	1
395	у себя	1	1
396	значения и	2	1
397	что все	1	1
398	того времени	1	1
399	и служит	1	1
400	как самого	1	1
401	интересный и	2	1
402	в собственном	1	1
403	сочетается с	1	1
404	непосредственное влияние	1	1
405	идет не	1	1
406	всей своей	1	1
407	в пределах	1	1
408	так в	4	1
409	мы наблюдаем	2	1
410	некоторых других	1	1
411	для нового	1	1
412	даже самых	1	1
413	с собой	4	1
414	можно было	1	1
415	те же	1	1
416	германии в	1	1
417	было в	1	1
418	праздник в	2	1
419	все свои	1	1
420	обрядов и	2	1
421	иногда в	2	1
422	еще в	4	1
423	подойти к	2	1
424	даже у	1	1
425	труд посвященный	3	1
426	других местах	3	1
427	мы рассмотрим	1	1
428	его через	1	1
429	но здесь	1	1
430	находится в	2	1
431	дальнейшего развития	1	1
432	их но	1	1
433	богатством и	1	1
434	немного на	1	1
435	вот почему	1	1
436	как особую	1	1
437	зрения он	1	1
438	характер этого	2	1
439	в раннем	1	1
440	и та	1	1
441	настоящее время	3	1
442	свое внимание	1	1
443	в глаза	1	1
444	рождения и	1	1
445	и объяснить	1	1
446	они ничего	1	1
447	должно было	2	1
448	нас в	1	1
449	стоит и	1	1
450	непосредственно после	1	1
451	них в	2	1
452	наконец в	1	1
453	на других	3	1
454	и следовательно	1	1
455	нет он	1	1
456	жизнь но	1	1
457	дома в	1	1
458	это приводит	1	1
459	веселье и	1	1
460	один из	8	1
461	рассуждение о	1	1
462	всякого рода	3	1
463	важное значение	1	1
464	с ними	5	1
465	которых они	1	1
466	в труде	1	1
467	в какой	2	1
468	и действительно	1	1
469	который в	1	1
470	смерти как	1	1
471	приводил к	1	1
472	всяком случае	1	1
473	и ее	1	1
474	не было	2	1
475	этого праздника	3	1
476	уже в	1	1
477	то и	1	1
478	черты этого	1	1
479	смысла в	1	1
480	в изобилии	1	1
481	основные мотивы	1	1
482	его и	2	1
483	в так	1	1
484	что и	7	1
485	с этими	1	1
486	к ним	3	1
487	не о	1	1
488	у него	2	1
489	случае не	1	1
490	только по	2	1
491	тем что	4	1
492	ее на	1	1
493	потребности в	1	1
494	они становятся	1	1
495	в очень	1	1
496	точек зрения	1	1
497	также на	3	1
498	в быт	2	1
499	еще далеко	1	1
500	к которому	1	1
501	которые не	3	1
502	себя и	2	1
503	говорит о	1	1
504	уже почти	1	1
505	что им	1	1
506	в любой	1	1
507	с церковными	1	1
508	которых мы	1	1
509	не на	2	1
510	нового года	10	1
511	а не	2	1
512	однако и	1	1
513	к таким	3	1
514	сколько в	1	1
515	жизнь в	1	1
516	его как	2	1
517	так называемой	3	1
518	подобного рода	1	1
519	о чем	3	1
520	одна из	4	1
521	пр и	1	1
522	под влиянием	1	1
523	люди в	1	1
524	уже давно	1	1
525	но оно	1	1
526	весенний и	1	1
527	границы между	1	1
528	в xix	10	1
529	с общей	1	1
530	из которых	1	1
531	в область	1	1
532	всегда был	1	1
533	целом ряде	1	1
534	для обозначения	2	1
535	в течение	5	1
536	подводя итоги	1	1
537	там где	2	1
538	друг с	1	1
539	бросается в	1	1
540	есть и	1	1
541	ли не	1	1
542	и смерти	1	1
543	этот не	1	1
544	как например	3	1
545	с последним	1	1
546	и различные	1	1
547	в начале	1	1
548	что касается	1	1
549	было освящено	1	1
550	под названием	1	1
551	очень интересный	1	1
552	уже на	1	1
553	в связи	4	1
554	тем и	2	1
555	в настоящее	3	1
556	очень ярко	1	1
557	или такие	1	1
558	они полностью	1	1
559	римские сатурналии	1	1
560	и обряды	3	1
561	как веселая	1	1
562	этой же	1	1
563	на другие	2	1
564	в домах	3	1
565	с ней	2	1
566	этого времени	2	1
567	обычно не	2	1
568	имеет место	2	1
569	какова их	1	1
570	отношению к	1	1
571	также не	1	1
572	для дальнейшего	1	1
573	к этому	4	1
574	как на	1	1
575	во всяком	1	1
576	все что	1	1
577	такой же	2	1
578	они не	1	1
579	как праздники	2	1
