N	2gram	Tiupa_Vved_1	Analitik
234	них не	1	2
235	на протяжении	1	2
236	этом смысле	1	2
237	по себе	2	2
238	соответствии с	6	2
239	результате чего	1	2
240	он и	2	2
241	жизни но	1	2
242	еще в	2	2
243	в этих	3	2
244	в своей	5	2
245	или точнее	1	2
246	в котором	8	2
247	с позиции	2	2
248	композиционных форм	2	2
249	самого рассказывания	3	2
250	в отличие	2	2
251	стало быть	7	2
252	и наоборот	1	2
253	даже в	1	2
254	речь самого	1	2
255	будучи по	1	2
256	в то	4	2
257	дело не	1	2
258	не имеет	2	2
259	на котором	1	2
260	текста и	3	2
261	на него	2	2
262	появляется в	2	2
263	же время	3	2
264	так например	1	2
265	в текст	1	2
266	к читателю	1	2
267	мы узнаем	1	2
268	ли не	2	2
269	роль в	1	2
270	с ее	1	2
271	текста а	1	2
272	классического реализма	1	2
273	природе своей	1	2
274	речи печорина	1	2
275	те же	2	2
276	по природе	1	2
277	раз не	1	2
278	это только	2	2
279	строго говоря	2	2
280	с ним	3	2
281	жизненная позиция	1	2
282	что в	3	2
283	вполне закономерно	1	2
284	произведения как	1	2
285	в произведении	1	2
286	за пределами	3	2
287	никак не	2	2
288	или их	1	2
289	собственно говоря	1	2
290	том или	1	2
291	между тем	1	2
292	в его	4	2
293	максимом максимычем	1	2
294	или напротив	2	2
295	чем и	1	2
296	того что	6	2
297	с той	1	2
298	один из	3	2
299	поле зрения	1	2
300	с фигурой	1	2
301	себя в	1	2
302	этой системе	1	2
303	свидетельствует о	4	2
304	а то	2	2
305	по выражению	2	2
306	этой реальности	1	2
307	и их	1	2
308	или даже	1	2
309	в одном	1	2
310	лермонтовского произведения	1	2
311	вовсе не	1	2
312	не о	2	2
313	присутствия в	7	2
314	или ином	1	2
315	представляют собой	3	2
316	не оказывается	1	2
317	если говорить	1	2
318	очевидным образом	2	2
319	вслед за	2	2
320	входит лишь	1	2
321	этого персонажа	1	2
322	в соответствии	6	2
323	превращается в	1	2
324	на этот	1	2
325	перекликается с	1	2
326	о чем	2	2
327	потока на	1	2
328	реальности в	1	2
329	вместе с	1	2
330	так же	1	2
331	к его	3	2
332	к своему	1	2
333	этих случаях	2	2
334	в кадры	2	2
335	такого рода	16	2
336	в ответ	1	2
337	персонажей в	1	2
338	собой систему	1	2
339	и для	3	2
340	объекта и	1	2
341	этого рода	1	2
342	при таком	1	2
343	офицеров и	1	2
344	тот кто	2	2
345	в двух	1	2
346	внимание на	3	2
347	еще более	1	2
348	и гляди	1	2
349	от своего	1	2
350	сказать что	1	2
351	другой стороны	2	2
352	и внутренне	1	2
353	и адресата	2	2
354	частности в	2	2
355	об этих	1	2
356	также может	1	2
357	все что	3	2
358	к этому	2	2
359	в таком	1	2
360	может или	1	1
361	как известно	1	1
362	также и	4	1
363	интересе к	1	1
364	самом деле	3	1
365	значении этого	1	1
366	переход от	1	1
367	говорилось выше	1	1
368	идет о	1	1
369	к мнению	1	1
370	и полагает	1	1
371	а непосредственно	1	1
372	в нарративном	2	1
373	в первом	2	1
374	ходе чтения	1	1
375	смерть в	1	1
376	другой жизни	1	1
377	как история	1	1
378	неявным образом	1	1
379	читателю ракурс	1	1
380	на отсутствие	1	1
381	полагает что	1	1
382	смысла произведения	1	1
383	современной нарратологии	4	1
384	на первом	1	1
385	достаточно очевидным	1	1
386	деталями кадр	1	1
387	они могут	1	1
388	именно к	1	1
389	в становлении	1	1
390	не слишком	1	1
391	в каждый	1	1
392	это всегда	1	1
393	состав такого	1	1
394	событии а	1	1
395	что иное	1	1
396	не вполне	3	1
397	своему герою	1	1
398	в полной	1	1
399	из того	1	1
400	предопределение а	1	1
401	событий и	1	1
402	самой своей	1	1
403	отступление от	1	1
404	из второй	1	1
405	и самого	1	1
406	и сами	2	1
407	вводятся автором	1	1
408	иное как	1	1
409	взгляде на	1	1
410	и мира	3	1
411	место слияние	1	1
412	на своих	1	1
413	единства фразы	1	1
414	же самые	1	1
415	в сюжете	1	1
416	получает в	1	1
417	начале и	1	1
418	сказать и	1	1
419	находится или	1	1
420	то он	2	1
421	сил и	1	1
422	казаков и	1	1
423	в противовес	3	1
424	тех же	1	1
425	повествования на	1	1
426	не все	2	1
427	что крупный	1	1
428	тут же	1	1
429	диалоге с	1	1
430	один и	1	1
431	общий знаменатель	1	1
432	бы для	1	1
433	очередь членится	1	1
434	субъекта и	1	1
435	подробности и	2	1
436	кадрового единства	1	1
437	так называемая	1	1
438	в художественном	1	1
439	кто говорит	1	1
440	в приведенном	2	1
441	однако не	1	1
442	в противном	1	1
443	в событие	1	1
444	не рассказывает	1	1
445	которая состоит	2	1
446	и наконец	2	1
447	движется один	1	1
448	адресата в	1	1
449	и тот	1	1
450	достаточно легко	1	1
451	а со	1	1
452	создает эффект	2	1
453	тем же	1	1
454	мертвых душ	4	1
455	имеет в	1	1
456	более или	2	1
457	сомневаться во	1	1
458	эстетический субъект	1	1
459	читателя находится	1	1
460	такого кадра	1	1
461	о самом	1	1
462	в концовке	2	1
463	есть на	1	1
464	это особый	1	1
465	со своей	1	1
466	или пожелает	1	1
467	текста при	1	1
468	выступающего в	1	1
469	бы и	4	1
470	в литературном	1	1
471	с сюжетом	1	1
472	и коммуникативным	1	1
473	всего романа	1	1
474	все эти	1	1
475	жизни так	2	1
476	восприятия как	1	1
477	бы не	2	1
478	к собеседнику	1	1
479	из этих	3	1
480	чужих слов	1	1
481	поскольку в	1	1
482	речь персонажа	1	1
483	что автор	1	1
484	еще один	1	1
485	рассказ о	1	1
486	данном контексте	1	1
487	сливаются в	2	1
488	его индивидуальную	1	1
489	лица и	1	1
490	как он	2	1
491	но на	2	1
492	так сказать	2	1
493	соотнесенность с	1	1
494	быть только	2	1
495	кадры читательского	1	1
496	в нем	5	1
497	в лирике	1	1
498	удобного случая	1	1
499	оно в	1	1
500	всех этих	1	1
501	пожелает представить	1	1
502	временных примет	1	1
503	в принципе	1	1
504	к одному	1	1
505	не к	4	1
506	не как	2	1
507	в силу	2	1
508	на жизнь	1	1
509	чтобы в	1	1
510	не гарантирует	1	1
511	на практику	1	1
512	и по	3	1
513	последовательно вводятся	1	1
514	человека в	1	1
515	угадывается в	1	1
516	деталей в	1	1
517	нести в	2	1
518	об этом	4	1
519	оно становится	1	1
520	времени и	7	1
521	коммуникативной событийности	1	1
522	в несколько	1	1
523	входит в	1	1
524	восприятия в	1	1
525	при встрече	1	1
526	самая тривиальная	1	1
527	это не	6	1
528	креативного и	1	1
529	например с	1	1
530	для персонажа	1	1
531	рассмотренной выше	1	1
532	в жизни	4	1
533	видения в	1	1
534	смерть и	1	1
535	только одно	1	1
536	в них	2	1
537	бы оказаться	1	1
538	все равно	2	1
539	к которым	1	1
540	далеко не	4	1
541	как об	1	1
542	пространственных и	1	1
543	зрения или	1	1
544	этого не	1	1
545	кадра входит	1	1
546	которой он	1	1
547	говорится о	1	1
548	поименованное в	2	1
549	с креативной	1	1
550	обратимся к	2	1
551	и нераздельности	1	1
552	в восприятии	1	1
553	фразой текста	1	1
554	умещается в	1	1
555	сосредоточиться на	1	1
556	но если	1	1
557	против обыкновения	1	1
558	рассказа о	2	1
559	в следующем	1	1
560	это делает	1	1
561	адресата и	1	1
562	с максимом	1	1
563	от себя	1	1
564	что я	1	1
565	и уж	1	1
566	безымянных офицеров	1	1
567	вплоть до	1	1
568	особое место	1	1
569	кадр повествования	1	1
570	который всегда	1	1
571	из вероятных	1	1
572	что термин	1	1
573	обращение к	1	1
574	рода ключ	1	1
575	и более	3	1
576	мере в	2	1
577	однако в	4	1
578	том же	1	1
579	ни одна	1	1
580	где каждый	1	1
581	от повествования	1	1
582	а вот	1	1
583	тому что	1	1
584	адресата не	1	1
585	все подробности	1	1
586	независима от	1	1
587	до известной	1	1
588	мира не	2	1
589	меня не	1	1
590	аукториальное повествование	1	1
591	одна из	4	1
592	системы голосов	1	1
593	облекается в	1	1
594	однозначно для	2	1
595	специфика кадропорождающих	1	1
596	всегда имеется	1	1
597	но только	1	1
598	каждый из	1	1
599	не речевой	1	1
600	он приобрел	1	1
601	в разных	1	1
602	жизни не	1	1
603	слияние пространственных	1	1
604	такова что	1	1
605	всего на	1	1
606	пути и	1	1
607	как она	1	1
608	конструктивная основа	1	1
609	по своей	3	1
610	персонажа в	2	1
611	отрезок времени	2	1
612	возможностей речи	1	1
613	потому что	5	1
614	связи с	1	1
615	даже самая	1	1
616	только с	1	1
617	а мы	1	1
618	коммуникативном событии	2	1
619	единого высказывания	1	1
620	всех прочих	1	1
621	у нас	1	1
622	художественном тексте	1	1
623	начиная с	3	1
624	персонажей не	1	1
625	т.п и	1	1
626	под вопросом	1	1
627	на границе	1	1
628	легко можно	1	1
629	далеко за	1	1
630	и смертью	1	1
631	же самое	1	1
632	уже было	1	1
633	а читателем	1	1
634	событийности в	4	1
635	бы он	1	1
636	героя из	1	1
637	указывает на	1	1
638	анализа в	1	1
639	он видит	1	1
640	рецептивного сознаний	1	1
641	если же	1	1
642	рецептивного сознания	2	1
643	о них	3	1
644	согласия между	1	1
645	для себя	1	1
646	следует отнести	1	1
647	и о	1	1
648	случае это	1	1
649	то она	1	1
650	существенное значение	1	1
651	в виду	1	1
652	свою очередь	4	1
653	но при	5	1
654	с сохранением	1	1
655	повседневного существования	1	1
656	в ее	1	1
657	характер и	1	1
658	вулича как	1	1
659	читается как	1	1
660	речи такова	1	1
661	встреча с	2	1
662	при актерском	1	1
663	в совершенно	1	1
664	разговора с	1	1
665	что может	1	1
666	с первым	1	1
667	с собой	1	1
668	в отношении	1	1
669	к анализу	1	1
670	начала и	2	1
671	участия в	2	1
672	которого у	1	1
673	результат а	1	1
674	она была	2	1
675	этом месте	1	1
676	и пространстве	1	1
677	из одного	1	1
678	различного рода	3	1
679	коммуникативное событие	6	1
680	субъект высказывания	1	1
681	словно в	1	1
682	в общеязыковом	1	1
683	и соответственно	2	1
684	текста с	2	1
685	слова легко	1	1
686	нашем случае	2	1
687	есть одновременно	1	1
688	другого сознания	1	1
689	определенным образом	1	1
690	более высокой	1	1
691	сообщают о	1	1
692	своей истории	1	1
693	и что	1	1
694	ракурс видения	1	1
695	фразы устанавливает	1	1
696	восходит к	2	1
697	к нему	1	1
698	путь к	1	1
699	задаваемый читателю	1	1
700	будто он	1	1
701	или иначе	2	1
702	от них	1	1
703	автор как	1	1
704	свидетеля и	3	1
705	утрачивает свою	1	1
706	этом ряду	2	1
707	насыщенный деталями	1	1
708	встречи креативного	1	1
709	герой нашего	1	1
710	полной мере	1	1
711	в художественной	1	1
712	появляется и	1	1
713	событие самого	2	1
714	не тот	1	1
715	о событии	2	1
716	развернута в	2	1
717	в литературе	2	1
718	мог найти	1	1
719	и конкретном	1	1
720	конце фразы	1	1
721	лирическое стихотворение	1	1
722	рассуждение о	1	1
723	оно и	1	1
724	мы видим	1	1
725	тот же	1	1
726	чужого в	1	1
727	и представляет	2	1
728	оглядкой на	1	1
729	дело с	2	1
730	в молчание	2	1
731	в какой	4	1
732	хотя бы	1	1
733	надо полагать	1	1
734	к их	1	1
735	реагирует на	1	1
736	и после	1	1
737	который в	2	1
738	кадры повествования	1	1
739	между этими	1	1
740	и ее	1	1
741	самое следует	1	1
742	которого является	1	1
743	и матери	1	1
744	тексту мы	1	1
745	жизни однако	1	1
746	все они	2	1
747	на следующем	1	1
748	значимость и	1	1
749	неотличимы от	1	1
750	теперь уже	2	1
751	частности специфика	1	1
752	уже в	1	1
753	то и	2	1
754	первого лица	1	1
755	в начале	3	1
756	смысл этой	1	1
757	не обладают	1	1
758	опыта присутствия	1	1
759	как более	1	1
760	расположение деталей	1	1
761	в суде	1	1
762	его и	1	1
763	этот раз	2	1
764	собой своего	2	1
765	представить себе	2	1
766	в прозе	1	1
767	пределах кадрового	1	1
768	слова в	2	1
769	устанавливает задаваемый	1	1
770	менее насыщенный	1	1
771	сами по	1	1
772	без меня	1	1
773	или движется	1	1
774	к ним	2	1
775	может служить	4	1
776	как его	2	1
777	которые могут	1	1
778	местоположением семантических	1	1
779	вследствие этой	2	1
780	не возникнет	1	1
781	данного дискурса	2	1
782	свидетельствующего о	1	1
783	кадропорождающих возможностей	1	1
784	в текстах	2	1
785	в осмысленном	1	1
786	и напротив	1	1
787	речевыми характеристиками	1	1
788	высказывание представляет	1	1
789	где в	3	1
790	текста здесь	1	1
791	дискурса автор	1	1
792	наличием двух	1	1
793	максимыча с	1	1
794	читательского восприятия	1	1
795	нам не	1	1
796	он без	1	1
797	который не	1	1
798	как у	1	1
799	персонажей а	1	1
800	как субъект	2	1
801	с оглядкой	1	1
802	зрения как	1	1
803	в свою	4	1
804	которая на	1	1
805	может показаться	1	1
806	еще и	1	1
807	в эпизодах	1	1
808	общеязыковом отношении	1	1
809	повествования а	1	1
810	персонажа и	1	1
811	но о	2	1
812	нового времени	3	1
813	только к	1	1
814	каждый малый	1	1
815	обратиться к	2	1
816	противном случае	1	1
817	первом эпизоде	1	1
818	обнаруживается и	1	1
819	автором в	1	1
820	не исключает	1	1
821	а главное	1	1
822	принадлежит не	1	1
823	в рассказе	6	1
824	однако его	1	1
825	зависит от	2	1
826	дискурса она	1	1
827	означало бы	1	1
828	объединены в	1	1
829	уровне сюжета	1	1
830	в ряду	2	1
831	читательское впечатление	1	1
832	рамках одного	1	1
833	имеется некоторая	1	1
834	адекватного восприятия	1	1
835	толстого или	1	1
836	мира в	8	1
837	ближе к	1	1
838	единиц текста	2	1
839	в связи	1	1
840	было в	1	1
841	материал для	1	1
842	но оно	1	1
843	присутствия во	1	1
844	сколь угодно	1	1
845	событие речевого	1	1
846	еще очевиднее	1	1
847	тривиальная в	1	1
848	границы между	2	1
849	и читателем	1	1
850	и потому	1	1
851	повествовательного текста	3	1
852	однако для	1	1
853	обнаруживаются два	1	1
854	его уединенного	1	1
855	с каким-то	1	1
856	и временных	1	1
857	установкой на	2	1
858	пределами этой	1	1
859	и героев	1	1
860	за рамки	1	1
861	образ жизни	1	1
862	или менее	2	1
863	стороны и	1	1
864	да и	1	1
865	читателем в	1	1
866	исходя из	2	1
867	кадр внутреннего	1	1
868	что же	3	1
869	слова и	1	1
870	конкретном целом	1	1
871	внимания на	1	1
872	при условии	1	1
873	и действия	2	1
874	между прочим	1	1
875	эстетического субъекта	1	1
876	членится на	1	1
877	говоря это	2	1
878	осмысленном и	1	1
879	коммуникативным событием	1	1
880	перед нами	6	1
881	к другим	1	1
882	и конца	1	1
883	встрече с	2	1
884	но одновременно	1	1
885	тому или	1	1
886	это явление	1	1
887	случае он	1	1
888	не получает	1	1
889	чем дело	1	1
890	с автором	1	1
891	не является	3	1
892	дистанция между	2	1
893	известной степени	1	1
894	крупный план	1	1
895	примет в	1	1
896	в мировой	1	1
897	и максима	2	1
898	создается местоположением	1	1
899	однако эпизод	1	1
900	и сама	1	1
901	не имея	1	1
902	целом как	1	1
903	ю.м лотмана	1	1
904	или иному	1	1
905	лишь поименованное	1	1
906	семантических единиц	2	1
907	художественного текста	2	1
908	впрочем максим	1	1
909	человек и	1	1
910	для нас	2	1
911	с установкой	2	1
912	один отдельный	1	1
913	отдельный кадр	1	1
914	к этой	1	1
915	мы должны	1	1
916	зрения в	1	1
917	будто бы	3	1
918	действительной жизни	1	1
919	но это	3	1
920	только что	1	1
921	событийного ряда	1	1
922	однако на	1	1
923	второй и	1	1
924	же в	1	1
925	в равной	1	1
926	отношении к	1	1
927	художественно значима	1	1
928	к ее	3	1
929	может и	1	1
930	от первого	1	1
931	от лица	1	1
932	а о	1	1
933	оказывается и	1	1
934	в романе	6	1
935	героя и	3	1
936	обратим внимание	1	1
937	другой в	1	1
938	событием коммуникативным	1	1
939	найти удобного	1	1
940	повествования фиксирующего	1	1
941	конструктивную основу	3	1
942	с настей	1	1
943	заглавия в	1	1
944	не что	1	1
945	что ты	1	1
946	из этого	1	1
947	к моменту	1	1
948	и рецептивного	2	1
949	тексте а	1	1
950	главным героем	2	1
951	и б	1	1
952	без исключения	2	1
953	жизни без	1	1
954	собой лишь	1	1
955	малый отрезок	1	1
956	следует сказать	1	1
957	значение в	1	1
958	взаимодействия персонажей	1	1
