N	2gram	Nazirov_Tr_1	Problemy
104	же не	1	4
105	его в	2	4
106	в них	1	4
107	рядом с	1	4
108	я ведь	2	4
109	в своей	1	4
110	в такой	1	4
111	но он	1	4
112	по себе	1	4
113	никогда не	2	4
114	во всем	1	4
115	как будто	3	4
116	его за	2	4
117	где он	1	4
118	не хочу	1	4
119	говорили что	1	4
120	еще в	2	4
121	между тем	1	4
122	говорит он	1	4
123	все время	1	4
124	только на	1	4
125	всяком случае	1	4
126	у него	6	4
127	тем что	2	4
128	что не	1	4
129	в стиле	1	4
130	до конца	2	4
131	а не	1	4
132	с которым	1	4
133	но как	1	4
134	вот как	1	4
135	в той	1	4
136	бы в	1	4
137	я в	1	4
138	что ты	1	4
139	во всяком	1	4
140	а между	1	3
141	если б	2	3
142	как его	1	3
143	это и	1	3
144	достоевского в	3	3
145	высшей степени	1	3
146	исповеди ставрогина	1	3
147	в виду	1	3
148	во всех	1	3
149	этот тон	1	3
150	а он	1	3
151	в общем	1	3
152	за пределы	1	3
153	поэтому он	1	3
154	своего слова	1	3
155	в целом	4	3
156	все эти	3	3
157	в братьях	1	3
158	знает что	2	3
159	нет в	2	3
160	в высшей	1	3
161	этого не	1	3
162	с тем	2	3
163	вот я	1	3
164	в котором	1	3
165	к одному	1	3
166	не как	1	3
167	раз и	2	3
168	но только	1	3
169	ничего не	2	3
170	или как	1	3
171	и т.д	1	3
172	с ее	3	3
173	всего этого	1	3
174	в ее	2	3
175	под влиянием	2	3
176	мире достоевского	1	3
177	что и	2	3
178	это не	5	3
179	в форме	1	3
180	исповедь ставрогина	1	3
181	того что	1	3
182	нуждается в	1	3
183	человека с	1	3
184	уже не	2	3
185	уже в	3	3
186	братьях карамазовых	1	3
187	эти слова	1	3
188	должно быть	3	3
189	которой он	1	3
190	не мог	2	3
191	я очень	1	3
192	и от	1	3
193	это как	1	3
194	конце концов	1	3
195	только что	1	3
196	том что	4	3
197	я и	1	2
198	например в	1	2
199	чтобы не	1	2
200	сам по	1	2
201	в первом	2	2
202	проникает в	1	2
203	а как	2	2
204	в вашей	1	2
205	в ней	1	2
206	быть в	1	2
207	столь же	2	2
208	б я	1	2
209	бы не	1	2
210	в голове	1	2
211	отличие от	2	2
212	не просто	2	2
213	материалом для	1	2
214	в своем	3	2
215	в душу	1	2
216	и как	3	2
217	я к	2	2
218	вы сами	1	2
219	них он	1	2
220	в которой	1	2
221	бы и	2	2
222	автор в	1	2
223	всегда с	1	2
224	как он	1	2
225	так сказать	1	2
226	в записках	2	2
227	вообще не	1	2
228	при этом	3	2
229	что тут	1	2
230	и по	1	2
231	на этом	1	2
232	если другой	1	2
233	а затем	1	2
234	что все	2	2
235	той же	1	2
236	это было	1	2
237	было в	2	2
238	он есть	1	2
239	диалог из	1	2
240	ни в	2	2
241	но уже	1	2
242	достоевского и	1	2
243	произведениях достоевского	1	2
244	же я	1	2
245	но я	1	2
246	в отличие	2	2
247	своего рода	3	2
248	но эта	2	2
249	речи в	1	2
250	что сам	1	2
251	на всю	1	2
252	тому что	1	2
253	вопрос о	2	2
254	что с	3	2
255	не менее	1	2
256	ну да	1	2
257	этими двумя	2	2
258	тогда и	1	2
259	к ней	1	2
260	по своей	1	2
261	же слова	1	2
262	ли это	1	2
263	на суде	3	2
264	иван карамазов	1	2
265	строится как	1	2
266	а что	2	2
267	и он	3	2
268	что вы	3	2
269	вы не	1	2
270	в дальнейшем	5	2
271	с собой	1	2
272	можно было	1	2
273	на нее	1	2
274	конечно в	1	2
275	мог бы	3	2
276	жизнь и	3	2
277	понятно что	1	2
278	о нем	1	2
279	о том	2	2
280	на вопрос	1	2
281	и пусть	1	2
282	что даже	1	2
283	то в	1	2
284	ставрогина к	2	2
285	эпизод с	3	2
286	в душе	2	2
287	него нет	1	2
288	друг друга	2	2
289	не случайно	2	2
290	один в	3	2
291	что на	1	2
292	была и	1	2
293	говорит о	2	2
294	на этот	1	2
295	всю жизнь	1	2
296	в рассказе	2	2
297	вместе с	1	2
298	не знал	1	2
299	ненависть к	2	2
300	несколько раз	1	2
301	смысле этого	1	2
302	очень важно	2	2
303	с этой	1	2
304	здесь есть	1	2
305	хочу чтобы	1	2
306	это уже	2	2
307	самое главное	1	2
308	что оно	1	2
309	в силах	2	2
310	ивану карамазову	1	2
311	я хочу	1	2
312	для достоевского	2	2
313	хотя бы	1	2
314	смердяков и	1	2
315	это в	1	2
316	ту же	1	1
317	одним из	1	1
318	цинизма и	1	1
319	силы и	1	1
320	о нет	1	1
321	и до	2	1
322	голову что	1	1
323	что эти	2	1
324	появилось в	1	1
325	достоевский считал	1	1
326	сильное впечатление	1	1
327	человеком и	1	1
328	общество в	2	1
329	очень может	1	1
330	что уже	1	1
331	событий и	1	1
332	ему в	1	1
333	начала в	1	1
334	сладострастие в	1	1
335	за этот	1	1
336	другим в	2	1
337	он был	2	1
338	он обратился	1	1
339	в преступлении	2	1
340	мысль что	1	1
341	он вообще	2	1
342	отказ от	1	1
343	я я	1	1
344	с отцом	1	1
345	с совершенно	1	1
346	тут же	2	1
347	руку и	1	1
348	его романа	1	1
349	от злости	1	1
350	ненавистью и	1	1
351	отнюдь не	3	1
352	тебе и	1	1
353	протяжении романа	1	1
354	чем же	1	1
355	в петербурге	1	1
356	в центре	1	1
357	за этим	1	1
358	перед нами	2	1
359	голядкина в	1	1
360	говорит что	2	1
361	столкновение с	1	1
362	x в	1	1
363	именно эта	1	1
364	чего же	1	1
365	впечатление что	2	1
366	в письмах	2	1
367	оттого что	1	1
368	что достоевский	4	1
369	в этой	4	1
370	роль в	1	1
371	говорит не	1	1
372	жизнь как	1	1
373	ответом на	1	1
374	не могла	1	1
375	человек не	1	1
376	что же?	2	1
377	одному из	1	1
378	и если	1	1
379	никому не	1	1
380	здесь мы	1	1
381	добродетели а	1	1
382	что этот	2	1
383	x здесь	1	1
384	об этом	4	1
385	говорил что	1	1
386	на все	1	1
387	о пусть	1	1
388	и сердце	1	1
389	характерный для	1	1
390	приходит в	1	1
391	любовь к	1	1
392	достоевский и	1	1
393	и беспокойство	1	1
394	эту тему	1	1
395	и знаете	1	1
396	для чего	1	1
397	стиля и	1	1
398	перед собой	1	1
399	же ведь	1	1
400	к ивану	2	1
401	и ее	2	1
402	я его	1	1
403	но у	1	1
404	перед другим	1	1
405	что говорит	2	1
406	знал и	1	1
407	где на	1	1
408	чтоб я	1	1
409	ко всему	1	1
410	отцом и	2	1
411	тем не	1	1
412	с такими	1	1
413	им под	1	1
414	любви и	2	1
415	откровенностью и	1	1
416	собою но	1	1
417	так он	1	1
418	но они	2	1
419	она не	1	1
420	ту сторону	1	1
421	считает что	1	1
422	на котором	1	1
423	одна из	2	1
424	я буду	2	1
425	достоевский не	4	1
426	нельзя ли	1	1
427	творчества достоевского	1	1
428	того чтобы	1	1
429	хочет и	1	1
430	только не	1	1
431	и оскорбляет	1	1
432	не выдержал	1	1
433	и всегда	1	1
434	в самой	1	1
435	бы сказали	1	1
436	успокоиться на	1	1
437	к вам	1	1
438	вот что	1	1
439	связи с	1	1
440	мы бы	1	1
441	в эпилоге	1	1
442	и при	1	1
443	почти не	1	1
444	входят в	1	1
445	самом тоне	1	1
446	ну а	1	1
447	перед ним	1	1
448	не могут	2	1
449	глаза в	1	1
450	не способен	1	1
451	за что	1	1
452	к речи	1	1
453	ставрогина и	3	1
454	время он	1	1
455	в применении	1	1
456	ориентацией в	1	1
457	образы и	1	1
458	данном случае	2	1
459	достоевского к	1	1
460	я вдруг	1	1
461	в особенности	1	1
462	первого же	2	1
463	но мы	1	1
464	говорит иван	1	1
465	и совершенно	1	1
466	его самого	1	1
467	за то	1	1
468	больше в	1	1
469	и ненависть	1	1
470	во многом	1	1
471	чем у	1	1
472	заставляет ее	1	1
473	по сравнению	1	1
474	за этими	1	1
475	ненависть и	1	1
476	я знаю	1	1
477	в последней	1	1
478	в диалог	1	1
479	здесь достоевский	1	1
480	лицо его	2	1
481	и должно	1	1
482	всем протяжении	1	1
483	знает но	1	1
484	после того	1	1
485	все в	1	1
486	связь между	1	1
487	это может	1	1
488	в последующих	1	1
489	и она	1	1
490	смеялся он	1	1
491	у которого	1	1
492	нет он	1	1
493	для самого	1	1
494	виде отдельных	1	1
495	известно что	1	1
496	о рассказе	1	1
497	один из	3	1
498	ее к	2	1
499	и дело	1	1
500	согласиться с	1	1
501	это очень	5	1
502	такого как	1	1
503	между этими	2	1
504	что ж	1	1
505	с одной	1	1
506	есть в	1	1
507	на всем	2	1
508	пусть пусть	1	1
509	эти черты	1	1
510	то и	2	1
511	всем его	1	1
512	же была	1	1
513	героя с	1	1
514	записках из	3	1
515	чтобы он	1	1
516	это неизбежно	1	1
517	ужасно люблю	1	1
518	и чужой	1	1
519	характерно что	1	1
520	главное для	1	1
521	чтобы она	1	1
522	не для	1	1
523	идет в	1	1
524	отметить что	1	1
525	быть по	1	1
526	и вместе	1	1
527	до начала	1	1
528	с иваном	2	1
529	знаете я	1	1
530	чем он	2	1
531	обратиться к	1	1
532	и их	1	1
533	может ли	1	1
534	власти и	1	1
535	он просит	1	1
536	а вы	1	1
537	он намеренно	1	1
538	о чем	3	1
539	себя на	1	1
540	о своих	1	1
541	с первого	2	1
542	и особенно	1	1
543	ко всем	1	1
544	и потому	1	1
545	я тебе	2	1
546	времени за	1	1
547	да я	1	1
548	всех людей	1	1
549	в человеке	1	1
550	это она	1	1
551	над ним	1	1
552	если так	1	1
553	мне теперь	1	1
554	в данном	2	1
555	и вас	2	1
556	не удалось	1	1
557	слова он	1	1
558	по плечу	1	1
559	мне пришло	1	1
560	это его	1	1
561	в бесах	9	1
562	как самоцель	1	1
563	нам еще	1	1
564	все сильнее	1	1
565	вопреки этой	1	1
566	еще раз	2	1
567	этом случае	1	1
568	в основном	3	1
569	о его	2	1
570	так ли	1	1
571	такой образ	1	1
572	не является	1	1
573	его имя	1	1
574	подполья это	1	1
575	своими товарищами	1	1
576	в результате	1	1
577	в двух	1	1
578	мысль о	1	1
579	романе это	1	1
580	в романе	10	1
581	очень хорошо	1	1
582	не я	1	1
583	эстетической критики	1	1
584	над собою	1	1
585	из тех	1	1
586	но этот	1	1
587	роли в	1	1
588	в кругу	1	1
589	и жизнь	1	1
590	и эта	1	1
