N	2gram	Losev_Vlad_3	VelikijI
344	основание в	1	1
345	него не	1	1
346	в одно	2	1
347	от христа	1	1
348	личность есть	1	1
349	категории не	1	1
350	только мы	1	1
351	ли было	1	1
352	какая же	1	1
353	него в	4	1
354	еще предстоит	1	1
355	бог есть	2	1
356	вместе с	7	1
357	так же	8	1
358	сделать его	1	1
359	как это	4	1
360	человека к	1	1
361	то есть	24	1
362	есть такое	1	1
363	ужаса в	1	1
364	является и	1	1
365	еще с	1	1
366	их к	1	1
367	в человеке	1	1
368	у нас	5	1
369	в которых	1	1
370	в изображении	2	1
371	он говорит	1	1
372	если оно	4	1
373	с такой	2	1
374	эта не	1	1
375	в одном	5	1
376	но я	1	1
377	личность хотя	1	1
378	не понимает	2	1
379	поскольку он	4	1
380	это значит	6	1
381	свобода и	1	1
382	если нет	3	1
383	к высшему	1	1
384	были да	1	1
385	мира с	1	1
386	и всех	1	1
387	этого слова	1	1
388	с этой	2	1
389	конечно ни	1	1
390	с бытием	2	1
391	раз и	8	1
392	на пути	1	1
393	любви и	1	1
394	в атмосфере	1	1
395	какие бы	1	1
396	и нет	1	1
397	можно ли	2	1
398	как можно	2	1
399	ничего кроме	1	1
400	есть прежде	2	1
401	и другое	1	1
402	смысле и	1	1
403	указать на	4	1
404	но она	1	1
405	миру в	1	1
406	и слишком	3	1
407	не существует	2	1
408	и от	6	1
409	найти в	2	1
410	и всегда	2	1
411	мира и	1	1
412	которая в	2	1
413	ничего не	5	1
414	в разных	2	1
415	того как	1	1
416	может быть	8	1
417	конце концов	5	1
418	видим что	1	1
419	основанное на	1	1
420	достоинство и	1	1
421	против того	1	1
422	объективной реальности	1	1
423	во всем	6	1
424	будто бы	1	1
425	это слово	1	1
426	вот что	3	1
427	на него	2	1
428	к жизни	1	1
429	но вот	3	1
430	что на	2	1
431	в будущем	1	1
432	может и	1	1
433	духа тут	1	1
434	и третье	2	1
435	освобождается от	1	1
436	да это	1	1
437	другой стороны	2	1
438	не быть	1	1
439	о духе	1	1
440	заключается что	1	1
441	него то	1	1
442	для нашего	1	1
443	заимствовал этот	1	1
444	но все	3	1
445	и идеи	1	1
446	есть и	4	1
447	насилия и	2	1
448	есть то	1	1
449	в трех	1	1
450	к этому	2	1
451	в окончательном	1	1
452	личность не	1	1
453	я вижу	2	1
454	взятого в	1	1
455	и другие	1	1
456	в своих	7	1
457	в процессе	1	1
458	и эта	3	1
459	себя и	1	1
460	она не	2	1
461	и находить	1	1
462	они не	1	1
