N	2gram	Tiupa_Narr_2	Narrotol
892	писал бахтин	1	1
893	нашей способности	1	1
894	страстям господним	1	1
895	какой бы	1	1
896	это видение	1	1
897	вверх ведь	1	1
898	настоящим временем	1	1
899	нарратора которому	1	1
900	что ни	1	1
901	ясно не	1	1
902	может существовать	1	1
903	теперь единственный	1	1
904	и по	3	1
905	рассказано в	1	1
906	на этом	1	1
907	незримого присутствия	1	1
908	матери а	1	1
909	не позволяющий	1	1
910	фаза может	1	1
911	трех нарративных	1	1
912	трудно мотивировать	1	1
913	не бывает	1	1
914	таким образом	5	1
915	иной жизни	1	1
916	с белыми	1	1
917	и пространственная	1	1
918	геннепа и	1	1
919	рассказа в	1	1
920	забвение в	1	1
921	этом последнем	1	1
922	о детстве	1	1
923	происходит завершающий	1	1
924	здесь мы	1	1
925	эпизоде где	1	1
926	и ответ	1	1
927	ю.м лотман	1	1
928	пребыванием архиерея	1	1
929	тьмы и	1	1
930	залитая светом	1	1
931	говорящих и	1	1
932	в другом	4	1
933	с позиций	1	1
934	об этом	4	1
935	и внутренняя	1	1
936	ценностными полюсами	1	1
937	известно глубинными	1	1
938	это весьма	1	1
939	явно недостает	1	1
940	видение решающим	1	1
941	как недавним	1	1
942	бывает плодотворным	1	1
943	прошедшим оставляет	1	1
944	входит в	1	1
945	личного опыта	2	1
946	которое кончается	1	1
947	даже поступательное	1	1
948	даме с	1	1
949	который и	1	1
950	сознание адресата	1	1
951	света например	1	1
952	и иных	1	1
953	с прошлым	1	1
954	знания убеждения	1	1
955	этом смысле	1	1
956	свести к	1	1
957	исчезают однако	1	1
958	за другой	1	1
959	движение сюжета	1	1
960	практически не	1	1
961	мать и	1	1
962	должен был	2	1
963	и деревья	1	1
964	рассказанном событии	1	1
965	делает его	1	1
966	сыне тем	1	1
967	даже луна	1	1
968	смерть и	1	1
969	оппозиция как	1	1
970	явного преображения	1	1
971	есть имя	1	1
972	но уже	1	1
973	всеми уже	1	1
974	устремленного к	1	1
975	достоевского и	2	1
976	павлушей в	1	1
977	количества звеньев	1	1
978	полюсе тьма	1	1
979	церковь и	1	1
980	соответствии с	3	1
981	и загранице	1	1
982	чем матерью	1	1
983	термина поскольку	1	1
984	как об	1	1
985	по длительности	1	1
986	жизни то	1	1
987	марии тимофеевне	1	1
988	в слове	3	1
989	глазами и	1	1
990	нельзя признать	1	1
991	начальный фрагмент	1	1
992	текстуально манифестированный	1	1
993	противящейся ему	1	1
994	архиерея упорядочено	1	1
995	неклассической нарративике	1	1
996	циклической конструкцией	1	1
997	символически углублена	1	1
998	матери даже	1	1
999	птиц в	1	1
1000	как сказано	1	1
1001	обед с	1	1
1002	с такой	1	1
1003	обретает сын	1	1
1004	момент единения	1	1
1005	мы не	2	1
1006	в совокупном	1	1
1007	кем-то жизни?	1	1
1008	в развитии	1	1
1009	весеннее солнышко	1	1
1010	мировой истории	1	1
1011	в.я проппом	1	1
1012	чехова усмотреть	1	1
1013	коммуникативной событийности	1	1
1014	наступает не	1	1
1015	вопроса а	1	1
1016	координат событие	1	1
1017	и ничего	1	1
1018	сразу а	1	1
1019	одного и	1	1
1020	текста дискурсивно	1	1
1021	несет в	1	1
1022	и конец	1	1
1023	вненаходимости бахтин	1	1
1024	персонажем в	1	1
1025	персонажа были	1	1
1026	радостный звон	1	1
1027	сводятся к	2	1
1028	белые кресты	1	1
1029	границей так	1	1
1030	воспринята и	1	1
1031	в ходе	1	1
1032	а лиминальный	1	1
1033	поставлены в	1	1
1034	как самостоятельный	1	1
1035	высказывания как	2	1
1036	она сама	1	1
1037	о марии	1	1
1038	угнетает и	1	1
1039	будущего несостоятельна	1	1
1040	именно видение	1	1
1041	семантической границы	1	1
1042	таким же	1	1
1043	причастной вненаходимости	1	1
1044	это живет	1	1
1045	цепи формируется	1	1
1046	но поскольку	1	1
1047	о герое	3	1
1048	но отгороженная	1	1
1049	в следующем	1	1
1050	окружающими ничего	1	1
1051	сисой всю	1	1
1052	ней матери	1	1
1053	за которым	2	1
1054	последних днях	1	1
1055	кажется светлее	1	1
1056	оказывается для	1	1
1057	в котором	5	1
1058	нею впервые	1	1
1059	пространства делает	1	1
1060	если первоначально	1	1
1061	принизан временными	1	1
1062	мире оформляло	1	1
1063	существенной ошибкой	1	1
1064	вспять к	1	1
1065	часто не	2	1
1066	ожидания смерти	1	1
1067	место в	5	1
1068	стороны повествователя?	1	1
1069	хранения и	1	1
1070	все и	1	1
1071	рода мотивировки	1	1
1072	воскресения павла	1	1
1073	в которых	1	1
1074	как символ	1	1
1075	мысли и	1	1
1076	будущем эта	1	1
1077	они неразрывно	1	1
1078	жизни с	2	1
1079	самым создающего	1	1
1080	от его	2	1
1081	всякий раз	2	1
1082	признать что	1	1
1083	самую ткань	1	1
1084	многочисленных манифестаций	1	1
1085	суть проблемной	1	1
1086	и другого	2	1
1087	или кого-либо	1	1
1088	литературной наррации	2	1
1089	стать таковым	1	1
1090	настоящее оказывается	1	1
1091	черные тени	1	1
1092	главы и	1	1
1093	особое место	3	1
1094	начинает означать	1	1
1095	окончательно отменяет	1	1
1096	в пасхальный	1	1
1097	есть его	1	1
1098	размышлял о	1	1
1099	кумулятивной интриги	2	1
1100	между художественным	1	1
1101	и преобразившего	1	1
1102	как вознесение	1	1
1103	самого умирающего	1	1
1104	тонах и	1	1
1105	последних дней	1	1
1106	но он	2	1
1107	рисунка очерчивания	1	1
1108	через посредство	1	1
1109	что было	1	1
1110	лишены необходимого	1	1
1111	наррации это	1	1
1112	мира на	1	1
1113	где о	1	1
1114	приобретает в	1	1
1115	и более	2	1
1116	их в	1	1
1117	в подлинное	1	1
1118	не могли	1	1
1119	в конце	4	1
1120	русской жизнью	1	1
1121	и воскресающего	1	1
1122	но стоит	1	1
1123	нарратора это	2	1
1124	желая разгадать	1	1
1125	следующую фазу	1	1
1126	приходится искать	1	1
1127	кресты на	1	1
1128	вместе со	1	1
1129	предшествующего строя	1	1
1130	эффект нанизывания	1	1
1131	мерно длящегося	1	1
1132	нагромождения или	1	1
1133	чувствовала себя	1	1
1134	сохраняется совершенно	1	1
1135	осознаваемое им	1	1
1136	было тут	1	1
1137	второй раз	1	1
1138	давит павла-петра	1	1
1139	сюжета затем	1	1
1140	фраза построена	1	1
1141	рассказу явно	1	1
1142	истинное его	1	1
1143	картине мира	2	1
1144	данного нарративного	1	1
1145	и разворачивается	1	1
1146	ведома не	1	1
1147	преобразившегося героя	1	1
1148	между людьми	1	1
1149	его полноте	1	1
1150	к неклассической	1	1
1151	деле когда	1	1
1152	человека есть	2	1
1153	причиной тихого	1	1
1154	человек и	1	1
1155	и персонажи	1	1
1156	в.я проппа	1	1
1157	ли я	1	1
1158	могилах эпизод	1	1
1159	воспоминаний преосвященного	1	1
1160	свете архиерей	1	1
1161	в людях	1	1
1162	и такого	2	1
1163	граница между	1	1
1164	метками лет	1	1
1165	выходила сходилась	1	1
1166	может служить	2	1
1167	дело не	1	1
1168	принадлежат к	1	1
1169	данного дискурса	1	1
1170	но ясно	1	1
1171	между жизнью	1	1
1172	раз подтверждает	1	1
1173	в процессе	2	1
1174	и молитвы	1	1
1175	это некоторая	1	1
1176	актантной инстанцией	1	1
1177	временность мерно	1	1
1178	березами то	1	1
1179	рассказ буквально	1	1
1180	возбуждал в	1	1
1181	как то	1	1
1182	в единство	1	1
1183	встречи двух	1	1
1184	его циклической	1	1
1185	или достоевского	1	1
1186	сходилась начинала	1	1
1187	катя с	1	1
1188	данный аспект	1	1
1189	эпизодов и	1	1
1190	всегда имеется	1	1
1191	это еще	1	1
1192	в забвении	1	1
1193	вытекает из	1	1
1194	не желая	1	1
1195	силу своей	1	1
