N	2gram	Vinokur_St_3	Myslijsy
278	такая же	1	2
279	этом отношении	4	2
280	в некотором	1	2
281	когда мы	1	2
282	от этого	1	2
283	указание на	1	2
284	его с	1	2
285	от нее	3	2
286	в области	6	2
287	и о	1	2
288	в ее	1	2
289	только при	1	2
290	с каким	1	2
291	в собственном	1	2
292	так в	1	2
293	во многом	2	2
294	и с	4	2
295	об этом	5	2
296	каждый раз	2	2
297	о том	8	2
298	его жизни	1	2
299	должно было	1	2
300	собственно говоря	1	2
301	связь между	1	2
302	от них	2	2
303	я думаю	2	2
304	в форме	2	2
305	по содержанию	1	2
306	которое было	1	2
307	и значением	1	2
308	мы видим	4	2
309	одной из	2	2
310	в поэтическом	1	2
311	в какой	3	2
312	из многих	1	2
313	но как	2	2
314	том чтобы	2	2
315	связи с	3	2
316	с нею	1	2
317	в виде	3	2
318	в одном	1	2
319	но что	1	2
320	у него	9	2
321	в других	1	2
322	с общим	1	2
323	не были	1	2
324	а с	2	2
325	в речи	4	2
326	эти слова	1	2
327	нет ни	1	2
328	в разговоре	1	2
329	он говорит	4	2
330	что же	1	2
331	что как	1	2
332	быть не	2	2
333	с этой	3	2
334	бы в	1	2
335	и наконец	3	2
336	разницу между	1	2
337	отношении к	1	2
338	в системе	3	2
339	но этот	1	2
340	внутреннее единство	1	2
341	в свое	1	2
342	жизни и	1	2
343	это в	4	2
344	которая не	1	2
345	народ в	2	1
346	выражено в	1	1
347	слова является	1	1
348	что настоящее	1	1
349	отношения к	1	1
350	одним из	1	1
351	до него	1	1
352	мы здесь	1	1
353	не имел	2	1
354	думаю и	1	1
355	на самом	1	1
356	значении этого	1	1
357	тех же	1	1
358	к своей	2	1
359	что новые	1	1
360	что когда	1	1
361	как необходимость	1	1
362	как попало	1	1
363	отношения между	5	1
364	по преимуществу	1	1
365	движением и	1	1
366	из его	7	1
367	что эти	4	1
368	должна быть	1	1
369	уже по	1	1
370	поэзии и	1	1
371	его не	2	1
372	он уже	1	1
373	не вдаваясь	1	1
374	если я	2	1
375	что если	2	1
376	вопрос о	1	1
377	из своих	1	1
378	и язык	1	1
379	в сущности	2	1
380	к самим	1	1
381	время как	4	1
382	сложнее и	1	1
383	как я	2	1
384	и со	1	1
385	связано то	1	1
386	похожи на	1	1
387	в числе	1	1
388	того же	2	1
389	и он	1	1
390	с большим	1	1
391	и говорить	1	1
392	он был	3	1
393	с двумя	1	1
394	говоря уже	1	1
395	здесь не	1	1
396	но этого	1	1
397	со словами	1	1
398	без всякого	2	1
399	с его	3	1
400	он может	2	1
401	к нам	1	1
402	если в	2	1
403	его душе	1	1
404	в порядке	1	1
405	нет и	2	1
406	смотрел на	3	1
407	из таких	1	1
408	которые не	1	1
409	и я	1	1
410	чем же	1	1
411	в истории	1	1
412	вследствие чего	1	1
413	из уст	1	1
414	общей массе	1	1
415	что ее	1	1
416	это был	2	1
417	что касается	7	1
418	еще и	1	1
419	нас за	1	1
420	ср также	2	1
421	когда он	1	1
422	беседы в	1	1
423	наконец самый	1	1
424	это определение	1	1
425	но в	5	1
426	то в	4	1
427	но эта	1	1
428	духа в	1	1
429	как скоро	1	1
430	из жизни	1	1
431	формы в	2	1
432	все эти	3	1
433	еще один	1	1
434	не те	1	1
435	языка к	2	1
436	в словаре	2	1
437	о ее	1	1
438	во многих	2	1
439	как он	1	1
440	но на	1	1
441	как оно	1	1
442	это третье	1	1
443	одно целое	1	1
444	он должен	1	1
445	понятно если	1	1
446	свое время	1	1
447	в нее	1	1
448	форме а	1	1
449	повторяет в	1	1
450	может создать	2	1
451	его произведения	1	1
452	конечно в	1	1
453	лишь в	4	1
454	знает что	1	1
455	заключается в	2	1
456	поэзии с	1	1
457	понятие об	1	1
458	это не	7	1
459	случаях и	2	1
460	большим количеством	1	1
461	в жизни	4	1
462	только одно	1	1
463	и поэтического	1	1
464	здесь можно	1	1
465	в первые	1	1
466	раз дает	1	1
467	нисколько не	1	1
468	вдаваясь в	1	1
469	совершенно от	1	1
470	в этих	11	1
471	мы как	1	1
472	вещи в	1	1
473	места в	1	1
474	в связь	1	1
475	вещь как	1	1
476	единство есть	1	1
477	в такой	2	1
478	носит на	1	1
479	с точки	4	1
480	его отношение	2	1
481	которому ведет	1	1
482	которые в	2	1
483	но он	3	1
484	друг другу	1	1
485	и более	3	1
486	в современном	1	1
487	что этот	3	1
488	того кто	1	1
489	в устах	4	1
490	между прочим	3	1
491	этого мало	1	1
492	в молитве	1	1
493	это чувство	1	1
494	чтобы иметь	1	1
495	о значении	1	1
496	отнимает у	1	1
497	ее с	1	1
498	много общего	2	1
499	на себе	2	1
500	было не	1	1
501	которого он	1	1
502	и именно	1	1
503	значение этого	1	1
504	не могло	1	1
505	он с	1	1
506	судя по	1	1
507	области где	1	1
508	принадлежат к	1	1
509	в общих	2	1
510	возможно и	1	1
511	на язык	3	1
512	ничего не	4	1
513	с одним	1	1
514	но очень	1	1
515	более что	2	1
516	следует из	1	1
517	здесь же	1	1
518	е не	1	1
519	к соединению	1	1
520	быть в	1	1
521	состоящая из	1	1
522	тесной связи	1	1
523	и далее	3	1
524	уже о	1	1
525	начиная с	2	1
526	над другими	1	1
527	народа к	1	1
528	встречается в	1	1
529	отличается от	4	1
530	же самое	1	1
531	был более	1	1
532	для его	2	1
533	в поле	1	1
534	быть назван	2	1
535	самого своего	1	1
536	ср с	3	1
537	должен быть	2	1
538	приходит к	1	1
539	своего развития	1	1
540	время его	1	1
541	в виду	2	1
542	как по	1	1
543	это с	1	1
544	с самого	2	1
545	с языком	1	1
546	выражения и	1	1
547	на том	1	1
548	до самого	1	1
549	и когда	1	1
550	что у	2	1
551	на нее	2	1
552	времени и	2	1
553	ясно что	1	1
554	особенно в	1	1
555	на которую	1	1
556	в результате	2	1
557	не за	1	1
558	весьма мало	1	1
559	для этого	2	1
560	из одного	1	1
561	не дай	1	1
562	но здесь	1	1
563	находится в	1	1
564	и здесь	3	1
565	и т.д	1	1
566	развития как	1	1
567	одного из	2	1
568	все его	1	1
569	и который	1	1
570	вопросу о	1	1
571	такими же	1	1
572	обращается к	3	1
573	во всех	2	1
574	этот взгляд	1	1
575	деле может	1	1
576	однако с	1	1
577	этому поводу	2	1
578	эти два	1	1
579	что появляется	1	1
580	язык в	1	1
581	о единстве	1	1
582	уже до	1	1
583	немногими примерами	1	1
584	что здесь	4	1
585	в двух	1	1
586	для понятия	1	1
587	как нечто	1	1
588	который в	1	1
589	между этими	1	1
590	и ее	2	1
591	своей деятельности	1	1
592	по этому	3	1
593	в выражении	1	1
594	любовью это	1	1
595	связанным с	2	1
596	например а	1	1
597	конечно не	1	1
598	указания на	1	1
599	в поэзии	2	1
600	пути по	1	1
601	а это	1	1
602	при помощи	2	1
603	но совершенно	1	1
604	языка но	1	1
605	смерти и	1	1
606	мы знаем	1	1
607	а то	2	1
608	бы совершенно	3	1
609	в известной	1	1
610	могло бы	1	1
611	произведения и	2	1
612	при всей	2	1
613	как его	1	1
614	должен был	2	1
615	в очень	1	1
616	не является	3	1
617	чтобы показать	1	1
618	имеет и	1	1
619	он останавливается	1	1
620	как у	1	1
621	или иначе	1	1
622	по своим	1	1
623	в ряде	2	1
624	и образов	1	1
625	на которые	1	1
626	могут иметь	1	1
627	но есть	2	1
628	к более	1	1
629	не на	2	1
630	не означает	1	1
631	с которым	3	1
632	его как	3	1
633	находит для	1	1
634	более глубокое	1	1
635	но можно	1	1
636	как материал	1	1
637	общем смысле	1	1
638	который у	1	1
639	и любовью	1	1
640	в одной	2	1
641	редких случаях	1	1
642	в обществе	1	1
643	с словом	1	1
644	многих случаях	1	1
645	случаях в	1	1
646	в данном	1	1
647	несколько раз	2	1
648	не отнимает	1	1
649	к образу	1	1
650	а потом	1	1
651	об особенностях	1	1
652	это значит	1	1
653	как например	8	1
654	на пути	1	1
655	имеет много	1	1
656	что тогда	1	1
657	следует заметить	1	1
658	к вопросу	1	1
659	вряд ли	1	1
660	ее содержания	1	1
661	формы и	1	1
662	на время	1	1
663	здесь все	1	1
664	в пример	1	1
665	том виде	1	1
666	о котором	1	1
667	так мы	1	1
668	поэзии в	3	1
669	в эту	4	1
670	на такой	1	1
671	или нет	1	1
672	которое можно	2	1
673	г в	6	1
674	с не	2	1
675	нужно видеть	1	1
676	вообще в	1	1
677	на языке	1	1
678	разумеется если	1	1
679	очень хорошо	1	1
680	все то	1	1
681	давно уже	1	1
682	я говорю	1	1
683	вопроса что	1	1
684	что эту	1	1
685	какова должна	1	1
686	я могу	1	1
687	я это	1	1
688	есть и	1	1
689	изменяет и	1	1
690	каждом отдельном	1	1
691	но эти	1	1
692	ее в	2	1
693	образом слово	1	1
694	него как	1	1
695	и эта	1	1
696	нас не	2	1
697	можно назвать	4	1
698	во всяком	4	1
699	гораздо более	2	1
700	смысле что	1	1
