N	2gram	Tiupa_Disk_1	formyVre
160	к ним	3	2
161	в одной	3	2
162	опирается на	2	2
163	и к	4	2
164	от этого	1	2
165	жизнь как	1	2
166	имеет громадное	1	2
167	в этой	2	2
168	с одной	9	2
169	эпохи и	2	2
170	человек не	1	2
171	она еще	1	2
172	на земле	1	2
173	картины мира	1	2
174	на этом	2	2
175	по аналогии	1	2
176	лишь в	4	2
177	по себе	3	2
178	здесь это	1	2
179	далеко не	10	2
180	с тем	1	2
181	со своими	1	2
182	которой он	1	2
183	мы видели	1	2
184	автора и	1	2
185	представление о	1	2
186	строго говоря	2	2
187	и более	1	2
188	в той	1	2
189	в историческом	2	2
190	вплоть до	1	2
191	этом отношении	1	2
192	принадлежит к	1	2
193	могут быть	4	2
194	во все	1	2
195	числе и	2	2
196	здесь они	1	2
197	и потому	3	2
198	и это	1	2
199	и о	4	2
200	чем не	1	2
201	здесь не	1	2
202	и от	1	2
203	в себя	5	2
204	не мог	1	2
205	особенно в	1	2
206	в плоскости	1	2
207	но здесь	1	2
208	и должно	1	2
209	картина мира	3	2
210	утверждает что	1	2
211	можно сказать	5	2
212	это не	3	2
213	в литературе	2	2
214	литературы в	2	2
215	что здесь	1	2
216	быть и	1	2
217	один из	3	2
218	ее к	1	2
219	своего значения	1	2
220	в литературу	2	2
221	со всеми	1	2
222	это новое	1	2
223	и других	1	2
224	от целого	1	2
225	представлений о	1	2
226	сами по	2	2
227	в конце	1	2
228	каждый из	1	2
229	или иной	5	2
230	до сих	1	2
231	с другой	10	2
232	сюда же	1	2
233	именно в	3	2
234	было бы	1	2
235	наконец в	1	2
236	романа в	1	2
237	не знает	1	2
238	до конца	1	2
239	не может	9	2
240	как это	1	2
241	по своему	3	2
242	в данном	5	2
243	наряду с	1	2
244	одновременно с	2	2
245	лежит в	1	2
246	этом случае	1	2
247	сих пор	1	2
248	о его	1	2
249	здесь имеет	1	2
250	и точность	1	2
251	у них	1	2
252	но это	1	2
253	во всяком	2	2
254	говорили о	2	1
255	с природой	1	1
256	можно говорить	1	1
257	в обычном	1	1
258	например в	2	1
259	чтобы не	1	1
260	и действительно	1	1
261	и то	1	1
262	не находя	1	1
263	необходимо отметить	1	1
264	на самом	1	1
265	значении этого	3	1
266	это и	1	1
267	эти аспекты	1	1
268	идет о	1	1
269	к сыну	2	1
270	по преимуществу	1	1
271	смерть в	1	1
272	он всегда	2	1
273	не имеют	1	1
274	видеть в	1	1
275	тридевять земель	1	1
276	а как	1	1
277	для своего	2	1
278	вопрос о	1	1
279	во внутреннем	1	1
280	в полной	1	1
281	из того	1	1
282	быть осуществлено	1	1
283	в каждой	3	1
284	форм в	1	1
285	между собой	2	1
286	он сам	1	1
287	пока они	1	1
288	взгляде на	1	1
289	в чем	1	1
290	с его	4	1
291	в нашем	1	1
292	самом деле	1	1
293	могло быть	1	1
294	герой не	1	1
295	жанровая картина	2	1
296	себе и	1	1
297	отличие от	5	1
298	за пределы	2	1
299	форме и	1	1
300	иным образом	2	1
301	как говорит	1	1
302	что во	1	1
303	не входят	1	1
304	его на	1	1
305	из уст	2	1
306	о жизни	1	1
307	своей реализации	1	1
308	этом же	1	1
309	когда он	2	1
310	его к	1	1
311	следующим образом	1	1
312	состояло в	1	1
313	чего не	1	1
314	в самом	3	1
315	точкой зрения	2	1
316	в которой	1	1
317	бы и	1	1
318	жанрами и	1	1
319	человека эта	1	1
320	как их	2	1
321	учение о	1	1
322	всего к	1	1
323	своей судьбой	1	1
324	и те	1	1
325	рода так	1	1
326	в случае	1	1
327	вследствие этого	3	1
328	что фольклор	1	1
329	он ни	2	1
330	стремится к	1	1
331	мы можем	1	1
332	они в	1	1
333	состоит именно	1	1
334	не как	4	1
335	образом и	1	1
336	данном отношении	1	1
337	в человеческой	1	1
338	на его	4	1
339	и анекдота	1	1
340	так например	2	1
341	одно и	1	1
342	но все	1	1
343	в каждом	2	1
344	другом случае	1	1
345	об этом	2	1
346	для своей	1	1
347	это было	2	1
348	жизненной практике	1	1
349	речевой практике	2	1
350	и тем	2	1
351	ощущение и	1	1
352	чаще всего	1	1
353	в новое	1	1
354	поэтому они	1	1
355	о которых	1	1
356	тридевятое царство	1	1
357	мы не	1	1
358	в первые	1	1
359	за тридевять	1	1
360	и того	3	1
361	одного и	2	1
362	категории в	1	1
363	в своей	5	1
364	не становится	1	1
365	с самого	1	1
366	не столько	1	1
367	что до	1	1
368	он весь	1	1
369	от его	1	1
370	в заключительных	1	1
371	и также	1	1
372	которые в	1	1
373	принадлежит ему	1	1
374	в философии	1	1
375	через посредство	1	1
376	и эти	1	1
377	однако в	3	1
378	письма в	1	1
379	где нет	1	1
380	к собственному	1	1
381	начиная от	1	1
382	чистом виде	1	1
383	виду что	1	1
384	уст в	1	1
385	не имеет	1	1
386	самого начала	1	1
387	дело в	1	1
388	на него	1	1
389	не по	1	1
390	в отсутствии	1	1
391	авторства и	2	1
392	но только	1	1
393	имеет отношение	1	1
394	этих двух	1	1
395	и речевой	1	1
396	и притом	1	1
397	во всем	1	1
398	литературного развития	1	1
399	было в	2	1
400	входят в	1	1
401	и делает	1	1
402	особое внимание	1	1
403	и принадлежит	1	1
404	не могут	1	1
405	жизни которая	1	1
406	когда мы	1	1
407	его с	1	1
408	но одновременно	2	1
409	той или	3	1
410	роман мы	1	1
411	частной жизни	2	1
412	сказать что	3	1
413	оно не	2	1
414	если же	1	1
415	в последующие	1	1
416	более не	1	1
417	с ее	2	1
418	как не	3	1
419	свою очередь	3	1
420	но при	3	1
421	напротив они	1	1
422	появляется в	1	1
423	в ее	3	1
424	данном случае	2	1
425	более глубокий	1	1
426	характер и	2	1
427	в произведении	3	1
428	художественного мышления	1	1
429	происходят в	1	1
430	и вернуться	1	1
431	и сам	1	1
432	не за	1	1
433	времени и	3	1
434	здесь как	1	1
435	этого как	1	1
436	еще в	3	1
437	кого и	2	1
438	мира вокруг	1	1
439	другом с	1	1
440	если бы	1	1
441	из одного	1	1
442	и вообще	2	1
443	быту и	1	1
444	с человеком	2	1
445	сводится к	5	1
446	и т.д	4	1
447	то они	1	1
448	внимание на	4	1
449	и что	2	1
450	и исторический	1	1
451	такова что	1	1
452	требует для	2	1
453	все их	1	1
454	в различных	2	1
455	аналогии с	1	1
456	там же	1	1
457	в значительной	2	1
458	раз и	1	1
459	между тем	4	1
460	в собственно	1	1
461	существенную роль	3	1
462	основе этих	1	1
463	исходя из	2	1
464	представления о	2	1
465	следовало бы	1	1
466	герой в	1	1
467	в формах	1	1
468	по своей	11	1
469	и одновременно	2	1
470	что даже	2	1
471	для себя	4	1
472	и является	1	1
473	как нечто	1	1
474	в разные	2	1
475	до нас	1	1
476	и строго	1	1
477	всех его	1	1
478	и ее	2	1
479	времени как	1	1
480	тот или	2	1
481	себя в	2	1
482	романа еще	1	1
483	для всех	1	1
484	есть в	2	1
485	оказывается в	1	1
486	то и	1	1
487	вернуться к	1	1
488	в виде	1	1
489	различия в	1	1
490	свидетельствует о	2	1
491	здесь же	1	1
492	которой нет	1	1
493	утрачивает свою	1	1
494	момент в	1	1
495	никого не	2	1
496	выходит за	1	1
497	на ее	2	1
498	этим путем	1	1
499	еще и	1	1
500	в отличие	5	1
501	о льве	1	1
502	что не	4	1
503	совмещается с	1	1
504	ничем не	1	1
505	более того	2	1
506	в рассказе	2	1
507	другой стороны	3	1
508	его как	2	1
509	выступают в	1	1
510	на фольклор	1	1
511	одну из	2	1
512	осуществлено только	1	1
513	и средневековой	1	1
514	несмотря на	1	1
515	но как	2	1
516	в организации	2	1
517	мог быть	3	1
518	романного жанра	1	1
519	их к	1	1
520	со временем	1	1
521	как вещь	1	1
522	одной стороны	9	1
523	лежат в	1	1
524	аспекте в	1	1
525	с точкой	1	1
526	в тех	2	1
527	быть только	1	1
528	да и	1	1
529	личного авторства	5	1
530	этого слова	1	1
531	с некоторым	1	1
532	оба они	1	1
533	обращения к	1	1
534	они рассматриваются	1	1
535	рассматривать как	2	1
536	читателя а	1	1
537	это уже	1	1
538	он видел	1	1
539	указать на	1	1
540	каким бы	1	1
541	должны быть	3	1
542	войти в	1	1
543	котором он	2	1
544	в результате	1	1
545	литературных жанров	22	1
546	это как	1	1
547	которая в	1	1
548	иного рода	1	1
549	особого рода	2	1
550	здесь по	1	1
551	вообще в	1	1
552	истории литературы	1	1
553	на более	1	1
554	хотя в	2	1
555	бы на	1	1
556	не являются	1	1
557	в системе	1	1
558	речь о	1	1
559	сыну в	1	1
560	целью и	3	1
561	в свою	3	1
562	мира здесь	1	1
563	их нельзя	1	1
564	в отдельности	1	1
565	дело с	2	1
566	природа как	1	1
567	одновременно и	2	1
568	на своем	1	1
569	частности в	2	1
570	из головы	1	1
571	в таком	1	1
572	они не	2	1
