N	2gram	Losev_Dial_1	Poddanst
123	в жизни	1	2
124	в определенную	1	2
125	для них	1	2
126	в них	3	2
127	не было	6	2
128	а не	14	2
129	должно быть	3	2
130	эта идея	1	2
131	в европе	1	2
132	реальность и	2	2
133	друг другу	3	2
134	ней не	1	2
135	не менее	2	2
136	своем значении	1	2
137	все это	11	2
138	между прочим	1	2
139	не о	4	2
140	она ни	2	2
141	мысль о	1	2
142	да и	6	2
143	в полной	2	2
144	еще более	3	2
145	тем более	2	2
146	для нас	1	2
147	исключительно в	1	2
148	может и	4	2
149	в частности	2	2
150	живыми и	1	1
151	равным образом	1	1
152	также и	7	1
153	же как	2	1
154	теми кто	1	1
155	с другом	1	1
156	это значит?	1	1
157	и то	9	1
158	пусть не	1	1
159	как известно	1	1
160	слой в	1	1
161	в обладании	1	1
162	которая хотя	1	1
163	нового не	1	1
164	тем же	1	1
165	и этим	1	1
166	культуры и	1	1
167	по преимуществу	1	1
168	идет речь	2	1
169	царская власть	1	1
170	зрения той	1	1
171	должна быть	3	1
172	и утверждается	1	1
173	на нее	1	1
174	не с	5	1
175	по природе	1	1
176	и само	1	1
177	еще в	1	1
178	бы что	1	1
179	что уже	2	1
180	в эпоху	2	1
181	для этого	2	1
182	ними как	1	1
183	оно есть	2	1
184	на себя	1	1
185	почти исключительно	1	1
186	мы и	2	1
187	эти явления	1	1
188	ли или	1	1
189	и что	12	1
190	еще не	2	1
191	были бы	2	1
192	виде то	1	1
193	без которой	1	1
194	в различных	1	1
195	науке и	1	1
196	восприятия что	2	1
197	бы она	1	1
198	различия между	1	1
199	ибо то	1	1
200	грань между	2	1
201	что и	3	1
202	не просто	7	1
203	и чем	1	1
204	мы хотим	1	1
205	обстановки и	2	1
206	не входят	1	1
207	а она	1	1
208	в современной	2	1
209	все же	5	1
210	и где	2	1
211	а никак	1	1
212	мы видим	4	1
213	действие в	1	1
214	более или	3	1
215	в какой	1	1
216	и живое	2	1
217	и движение	1	1
218	составе и	1	1
219	должен быть	1	1
220	понимать что	1	1
221	может оказаться	2	1
222	в самом	3	1
223	только то	4	1
224	но как	2	1
225	в которой	1	1
226	бы и	2	1
227	что это	11	1
228	или его	2	1
229	формы в	1	1
230	не поможет	2	1
231	могли бы	1	1
232	вопрос об	1	1
233	есть для	2	1
234	из этих	2	1
235	если мы	2	1
236	история и	1	1
237	себя в	1	1
238	в глубины	1	1
239	реальное и	3	1
240	переходит в	1	1
241	только один	1	1
242	уже в	1	1
243	говорить об	1	1
244	только на	3	1
245	на то	5	1
246	если он	1	1
247	в наших	1	1
248	не могла	1	1
249	т д	19	1
250	было с	1	1
251	из этой	1	1
252	мир в	1	1
253	идеи и	5	1
254	сторона –	1	1
255	не как	2	1
256	богов и	1	1
257	что каждая	1	1
258	несколько веков	1	1
259	к ним	2	1
260	мы можем	4	1
261	и только	1	1
262	само по	5	1
263	и по	1	1
264	одно и	4	1
265	бы это	1	1
266	в каждом	2	1
267	тем в	1	1
268	связанные с	2	1
269	не были	1	1
270	ней и	1	1
271	или иной	3	1
272	ясно что	8	1
273	его в	1	1
274	в душе	1	1
275	методами и	1	1
276	и быть	2	1
277	весь мир	1	1
278	а с	2	1
279	в природе	1	1
280	что не	7	1
281	или хотя	2	1
282	но есть	2	1
283	каком смысле	1	1
284	из нее	1	1
285	них и	1	1
286	к науке	1	1
287	кто не	1	1
288	где он	1	1
289	далеко не	1	1
290	в этой	1	1
291	как и	2	1
292	и уже	1	1
293	с которым	1	1
294	как ни	1	1
295	говорится о	1	1
296	бы ее	1	1
297	и я	1	1
298	в развитии	1	1
299	не об	1	1
300	нисколько не	4	1
301	есть некоторая	1	1
302	и еще	3	1
303	или менее	3	1
304	зрения можно	1	1
305	что если	2	1
306	и при	2	1
307	в которые	1	1
308	люди и	1	1
309	так же	4	1
310	идеи идея	1	1
311	представить себе	1	1
312	всяком случае	2	1
313	они несомненно	1	1
314	что именно	2	1
315	место в	1	1
316	можно быть	1	1
317	мысли и	3	1
318	знаем что	1	1
319	бы мы	1	1
320	в данном	3	1
321	вопрос о	2	1
322	сравнению с	2	1
323	и питаются	1	1
324	можно говорить	2	1
325	эта не	1	1
326	явление и	3	1
327	науки и	5	1
328	в отдельности	2	1
329	эти последние	2	1
330	и эти	1	1
331	и более	4	1
332	там где	1	1
333	или что	2	1
334	друг с	1	1
335	существенно и	1	1
336	того кто	2	1
337	об идее	1	1
338	xix в	1	1
339	совершенно явственно	1	1
340	и вся	1	1
341	и очень	1	1
342	от тех	1	1
343	усилия и	1	1
344	и –	14	1
345	сущности не	1	1
346	xviii века	1	1
347	что эта	4	1
348	она не	6	1
349	иной раз	2	1
350	есть прежде	1	1
351	но для	1	1
352	к другим	1	1
353	этом смысле	3	1
354	она должна	2	1
355	склонность к	3	1
356	только мы	1	1
357	не тождественны	1	1
358	можно судить	1	1
359	того чтобы	1	1
360	– все	6	1
361	та или	3	1
362	она может	1	1
363	об отношении	5	1
364	не имеет	15	1
365	никогда не	9	1
366	наука и	4	1
367	в результате	1	1
368	о котором	1	1
369	чтобы понять	3	1
370	находятся в	1	1
371	этих двух	1	1
372	или иная	3	1
373	они являются	1	1
374	не более	1	1
375	и притом	4	1
376	и которая	1	1
377	как она	7	1
378	как явление	1	1
379	что по	1	1
380	другой стороны	4	1
381	только что	3	1
382	в этих	5	1
383	в случаях	1	1
384	значило бы	2	1
385	в каком	8	1
386	только как	2	1
387	по одному	1	1
388	не та	1	1
389	и именно	1	1
390	относиться к	3	1
391	что все	1	1
392	этом не	1	1
393	и жизнь	1	1
394	есть и	5	1
395	ни к	2	1
396	мы все	1	1
397	науки как	1	1
398	что оно	5	1
399	всего что	1	1
400	к этой	1	1
401	ни на	6	1
402	реально и	1	1
403	и другие	1	1
404	не есть	40	1
405	вместе с	1	1
406	который не	1	1
407	во всяком	4	1
408	они не	1	1
409	из чего	1	1
410	гораздо более	3	1
