N	2gram	Potebnia_M_2	Mirosoze
274	самом деле	2	1
275	он может	1	1
276	только потому	2	1
277	бы для	1	1
278	мере в	1	1
279	не иначе	1	1
280	не вижу	1	1
281	должна быть	1	1
282	мы не	11	1
283	что если	6	1
284	на внешние	1	1
285	движение в	1	1
286	не была	1	1
287	степени как	1	1
288	не понятно	2	1
289	явление не	2	1
290	а еще	1	1
291	на них	1	1
292	быть в	1	1
293	этим не	1	1
294	тем как	2	1
295	быть признаны	1	1
296	есть своя	1	1
297	друг на	1	1
298	значение и	2	1
299	сознания не	1	1
300	только тогда	3	1
301	не все	2	1
302	если в	3	1
303	его во	1	1
304	иначе не	1	1
305	друга и	1	1
306	за пределы	2	1
307	сама по	2	1
308	человек может	1	1
309	которые не	3	1
310	отвечает ему	1	1
311	с этим	7	1
312	с себя	1	1
313	все остальные	5	1
314	могли бы	2	1
315	и как	6	1
316	его к	1	1
317	знаю что	1	1
318	вносит в	1	1
319	многие из	1	1
320	в целом	3	1
321	все эти	2	1
322	нельзя себе	1	1
323	во многих	3	1
324	из опыта	1	1
325	ее как	1	1
326	и кто	1	1
327	только один	4	1
328	человеку чем	1	1
329	не приводит	1	1
330	на то	5	1
331	опять не	1	1
332	же от	1	1
333	перестает быть	2	1
334	когда это	2	1
335	он должен	1	1
336	есть та	1	1
337	что нужно	1	1
338	отношений между	3	1
339	в человеческой	3	1
340	наших глазах	1	1
341	и творческого	1	1
342	под конец	1	1
343	что ни	2	1
344	имел бы	1	1
345	может понять	1	1
346	бы самостоятельное	1	1
347	но все	2	1
348	значительной степени	1	1
349	же не	1	1
350	сознание и	4	1
351	в другом	2	1
352	об этом	1	1
353	входит в	1	1
354	за собою	2	1
355	было бы	13	1
356	он есть	1	1
357	но потом	1	1
358	начала и	1	1
359	и тем	3	1
360	есть всегда	1	1
361	от всякой	1	1
362	этого не	2	1
363	с тем	4	1
364	на друга	1	1
365	и уже	5	1
366	как перед	1	1
367	в чистом	1	1
368	в развитии	1	1
369	и чувств	2	1
370	бы на	1	1
371	но если	2	1
372	от своего	1	1
373	сторона его	1	1
374	что такое	2	1
375	сознания но	1	1
376	можно найти	1	1
377	и без	1	1
378	в котором	4	1
379	с точки	1	1
380	человеком и	1	1
381	к одному	1	1
382	прийти к	1	1
383	в которых	1	1
384	сходства с	1	1
385	той мере	1	1
386	должны были	1	1
387	ее он	1	1
388	значение для	1	1
389	стало быть	4	1
390	одном из	4	1
391	то так	1	1
392	втором случае	1	1
393	и более	1	1
394	их в	2	1
395	между двумя	6	1
396	же такое	1	1
397	понятно для	1	1
398	был уже	1	1
399	не встречает	1	1
400	этого движения	1	1
401	это чувство	1	1
402	природа не	1	1
403	открывает в	1	1
404	для каждого	1	1
405	к этим	1	1
406	не производит	1	1
407	в самых	1	1
408	отличное от	2	1
409	о пределах	1	1
410	и весь	2	1
411	или как	1	1
412	мыслей и	1	1
413	душе и	1	1
414	в сознании	23	1
415	того же	14	1
416	до того	1	1
417	уже и	1	1
418	что на	3	1
419	не потому	1	1
420	не знали	2	1
421	в нее	4	1
422	не могут	7	1
423	жизнь представляется	1	1
424	бы он	1	1
425	за его	1	1
426	отличается от	1	1
427	для такого	1	1
428	мысли о	4	1
429	он видит	1	1
430	по сравнению	1	1
431	он никогда	1	1
432	для себя	1	1
433	того самого	2	1
434	потому нельзя	1	1
435	как не	3	1
436	в ее	1	1
437	к нам	2	1
438	тем в	1	1
439	природы вообще	1	1
440	смысл но	1	1
441	им как	1	1
442	как с	1	1
443	и сам	1	1
444	невозможно и	2	1
445	на нее	1	1
446	не с	3	1
447	мог бы	3	1
448	есть единственный	1	1
449	к тем	1	1
450	на что	1	1
451	в словах	3	1
452	с человеком	1	1
453	будет уже	1	1
454	находится в	3	1
455	сознание не	1	1
456	в самой	3	1
457	на вопрос	3	1
458	силы но	1	1
459	другому в	1	1
460	человек пораженный	1	1
461	своему значению	1	1
462	все в	1	1
463	которой мы	2	1
464	во втором	1	1
465	показывает как	1	1
466	и только	6	1
467	слова для	2	1
468	ней все	1	1
469	и первое	1	1
470	образа который	1	1
471	но так	1	1
472	вне себя	2	1
473	в какой	2	1
474	как внутреннее	1	1
475	он существует	1	1
476	которое должно	1	1
477	изображение отношений	1	1
478	в стороне	1	1
479	в природе	5	1
480	бы ни	5	1
481	со всеми	1	1
482	не то	2	1
483	можно как	1	1
484	человеком который	1	1
485	которому он	1	1
486	и у	3	1
487	и они	2	1
488	не дает	2	1
489	его и	1	1
490	искать в	3	1
491	а потому	5	1
492	никто не	1	1
493	не находит	1	1
494	в пространстве	2	1
495	смысле этого	3	1
496	но что	2	1
497	из нее	1	1
498	духа чем	1	1
499	бы это	1	1
500	это будет	3	1
501	не были	1	1
502	не связано	1	1
503	себе представить	2	1
504	с другой	6	1
505	вслед за	3	1
506	и прежде	1	1
507	и быть	1	1
508	во второй	1	1
509	такое же	2	1
510	а с	2	1
511	на которые	1	1
512	слияния с	1	1
513	и нередко	1	1
514	нашей души	2	1
515	у человека	2	1
516	человек есть	1	1
517	с предметом	1	1
518	человека или	1	1
519	от всех	1	1
520	представляется нам	5	1
521	с восприятиями	2	1
522	состояние в	1	1
523	быть при	1	1
524	связь с	1	1
525	ни на	1	1
526	можно будет	1	1
527	таким в	1	1
528	другая сторона	1	1
529	быть названо	2	1
530	на самом	2	1
531	независимо от	9	1
532	но такое	1	1
533	приводит в	5	1
534	не сразу	2	1
535	в разговоре	2	1
536	может так	1	1
537	без которых	1	1
538	видит в	1	1
539	своей души	1	1
540	сравнению с	1	1
541	на тот	1	1
542	в той	1	1
543	а между	4	1
544	а потом	1	1
545	о человеке	1	1
546	отсутствия в	1	1
547	есть одна	1	1
548	можно принять	2	1
549	многих других	1	1
550	чтобы сделать	1	1
551	распадается на	1	1
552	считает все	1	1
553	про себя	1	1
554	этого слова	6	1
555	с этой	1	1
556	все это	2	1
557	есть знак	1	1
558	которые были	1	1
559	две стихии	1	1
560	не достигает	1	1
561	которые должны	1	1
562	изменения в	1	1
563	формы и	1	1
564	а к	2	1
565	из себя	2	1
566	мы должны	2	1
567	его уже	2	1
568	всякий раз	1	1
569	только что	3	1
570	все они	1	1
571	на такой	1	1
572	нем самом	1	1
573	в какие	1	1
574	на их	1	1
575	между ними	2	1
576	две стороны	1	1
577	они как	1	1
578	была бы	1	1
579	для нашего	1	1
580	случае человек	1	1
581	были и	2	1
582	сила и	1	1
583	но эти	2	1
584	это так	1	1
585	внутреннее состояние	1	1
586	по поводу	6	1
587	в красном	1	1
588	к этому	2	1
589	им и	1	1
590	на лице	1	1
591	как на	3	1
592	которая не	1	1
