N	2gram	Propp_Isto_7	KFilosof
169	как в	12	2
170	и как	1	2
171	от этого	1	2
172	та же	2	2
173	думать что	2	2
174	в этой	1	2
175	нами в	2	2
176	и тот	2	2
177	имеем в	5	2
178	в виде	1	2
179	так и	5	2
180	то ни	1	2
181	не будет	2	2
182	и может	1	2
183	а по	1	2
184	в жизни	1	2
185	кажется что	3	2
186	с тем	1	2
187	должен стать	1	2
188	я его	1	2
189	знает и	1	2
190	можно ли	1	2
191	тем не	4	2
192	по себе	1	2
193	тому что	2	2
194	нечто вроде	3	2
195	что эта	1	2
196	дело не	5	2
197	мышления и	1	2
198	дело в	1	2
199	вытекает из	2	2
200	где его	1	2
201	именно она	1	2
202	героя это	1	2
203	в сознании	1	2
204	к себе	3	2
205	его с	1	2
206	оно не	1	2
207	можно и	1	2
208	и когда	2	2
209	чтобы дать	1	2
210	с этого	1	2
211	сводится к	1	2
212	и та	1	2
213	бы то	1	2
214	ее от	1	2
215	в ту	1	2
216	и она	3	2
217	в него	1	2
218	тот же	2	2
219	дело с	1	2
220	что он	21	2
221	вступить в	1	2
222	а с	1	2
223	в качестве	3	2
224	сюда и	1	2
225	него и	3	2
226	нее в	1	2
227	не о	1	2
228	ли это	1	2
229	для этого	1	2
230	но есть	3	2
231	прежде всего	2	2
232	только по	1	2
233	смысла и	1	2
234	есть момент	1	2
235	если не	4	2
236	для этой	1	2
237	и потому	1	2
238	его на	2	2
239	что за	3	2
240	действительно ли	1	2
241	и смерти	1	2
242	но для	2	2
243	которой он	3	2
244	ты хочешь	1	2
245	человек и	1	2
246	еще более	1	2
247	и смысл	1	2
248	он имеет	1	2
249	потому что	9	2
250	но этот	1	2
251	и эта	2	2
252	к этому	2	2
253	выражено в	2	1
254	ту же	1	1
255	о каких	1	1
256	утверждение что	1	1
257	тоже нельзя	1	1
258	бы для	1	1
259	и историческая	1	1
260	показать что	1	1
261	может сделаться	1	1
262	здесь и	2	1
263	в чисто	1	1
264	что эти	2	1
265	не имеют	2	1
266	видеть в	3	1
267	в зависимости	1	1
268	отношения к	1	1
269	мы уже	4	1
270	его не	2	1
271	бы что	1	1
272	что уже	1	1
273	здесь можем	1	1
274	бы ни	1	1
275	и ее	2	1
276	как я	1	1
277	и он	3	1
278	в различных	3	1
279	этим не	2	1
280	сделать ее	1	1
281	этих случаях	16	1
282	как если	1	1
283	землю и	1	1
284	имеем здесь	1	1
285	они имеют	1	1
286	нет не	1	1
287	и всякий	1	1
288	не просто	2	1
289	браку но	1	1
290	определяется не	1	1
291	с этим	2	1
292	должны видеть	1	1
293	хотя и	3	1
294	из сознания	1	1
295	и наконец	3	1
296	и к	1	1
297	в непосредственной	1	1
298	в действительности	2	1
299	и свою	1	1
300	в этот	1	1
301	или иную	1	1
302	за собой	1	1
303	где все	1	1
304	поэтому он	1	1
305	в самом	2	1
306	в которой	2	1
307	ни один	1	1
308	в известном	1	1
309	но возможна	1	1
310	ее как	2	1
311	на то	3	1
312	если он	3	1
313	его но	1	1
314	на его	2	1
315	что она	5	1
316	и одна	1	1
317	прочим и	2	1
318	образом и	1	1
319	его от	1	1
320	и по	3	1
321	этим самым	1	1
322	же не	1	1
323	имеют в	1	1
324	об этом	6	1
325	и с	1	1
326	но ему	1	1
327	где оно	2	1
328	с целью	2	1
329	связанная с	1	1
330	должен был	2	1
331	это ее	1	1
332	поможет нам	1	1
333	в предмете	1	1
334	это положение	2	1
335	и имеют	1	1
336	этого не	2	1
337	и уже	1	1
338	одна и	1	1
339	и было	1	1
340	такой же	1	1
341	в один	2	1
342	не мог	1	1
343	и видит	1	1
344	в этих	13	1
345	от своего	1	1
346	как все	1	1
347	она в	3	1
348	не от	2	1
349	направлен на	2	1
350	не путем	1	1
351	него герой	1	1
352	но он	2	1
353	есть еще	2	1
354	в предыдущем	1	1
355	вообще невозможно	1	1
356	она не	2	1
357	здесь входить	1	1
358	одна из	7	1
359	что ей	1	1
360	из их	1	1
361	мир с	1	1
362	для всего	1	1
363	и попытка	1	1
364	находятся в	1	1
365	в противоречие	1	1
366	между прочим	3	1
367	ему и	1	1
368	не вытекает	1	1
369	то этот	1	1
370	до того	1	1
371	нет даже	1	1
372	в небытие	1	1
373	и такие	2	1
374	зависимости от	1	1
375	отличается от	2	1
376	всего в	1	1
377	к тому	1	1
378	всего что	1	1
379	так она	1	1
380	этого поступка	1	1
381	к настоящему	1	1
382	небо это	1	1
383	оно может	1	1
384	и о	2	1
385	более не	1	1
386	как не	1	1
387	но при	2	1
388	и от	2	1
389	здесь лучше	1	1
390	мысль о	1	1
391	него самого	1	1
392	можно сделать	1	1
393	но мы	1	1
394	зрения автора	1	1
395	на том	2	1
396	его самого	1	1
397	иной мир	2	1
398	с собой	7	1
399	не с	1	1
400	живет в	1	1
401	мог бы	1	1
402	выражен в	1	1
403	подойти к	1	1
404	можно только	1	1
405	основана на	1	1
406	собой и	1	1
407	и даже	3	1
408	находится в	1	1
409	все дело	2	1
410	на все	1	1
411	в религии	1	1
412	другими словами	2	1
413	второй половине	1	1
414	не содержит	2	1
415	не стоит	2	1
416	она всегда	1	1
417	можно сказать	1	1
418	и во	1	1
419	все в	2	1
420	связь между	1	1
421	один момент	1	1
422	и требует	1	1
423	от них	1	1
424	вложена в	1	1
425	не знаю	3	1
426	если это	2	1
427	к ней	2	1
428	и другую	2	1
429	в каких	2	1
430	в литературе	2	1
431	значит что	1	1
432	один из	7	1
433	но с	1	1
434	мы видим	10	1
435	до ее	1	1
436	небо и	2	1
437	согласиться с	2	1
438	одной из	4	1
439	в какой	1	1
440	быть признаны	2	1
441	быть распространено	1	1
442	и так	2	1
443	она требует	1	1
444	всегда следует	1	1
445	и оба	1	1
446	роковым для	1	1
447	их не	2	1
448	а только	1	1
449	чтобы я	1	1
450	всего мы	1	1
451	не можем	2	1
452	в большинстве	1	1
453	только на	2	1
454	только тогда	1	1
455	первые три	1	1
456	еще одной	1	1
457	а то	1	1
458	мог стать	1	1
459	большинстве случаев	1	1
460	ту или	1	1
461	ибо он	1	1
462	него нет	1	1
463	себе в	1	1
464	никто не	1	1
465	не для	1	1
466	так как	8	1
467	друг друга	2	1
468	мы можем	4	1
469	она будет	2	1
470	но уже	1	1
471	к той	1	1
472	другой и	1	1
473	смерти и	1	1
474	но из	1	1
475	этой задачи	3	1
476	это будет	1	1
477	при разных	1	1
478	и также	1	1
479	она и	1	1
480	и из	1	1
481	с другим	1	1
482	на ее	1	1
483	отличаются от	1	1
484	до этого	1	1
485	здесь в	1	1
486	а именно	6	1
487	только путем	1	1
488	во второй	1	1
489	мы возьмем	1	1
490	по всей	1	1
491	и др	2	1
492	мира он	1	1
493	ты должен	1	1
494	превращается в	3	1
495	ничем не	2	1
496	что мы	3	1
497	героя герой	3	1
498	связь с	2	1
499	я стал	1	1
500	эти слова	1	1
501	вместе с	7	1
502	противоречие с	1	1
503	противоречит то	1	1
504	места где	1	1
505	что именно	1	1
506	из которых	1	1
507	между мотивом	1	1
508	он будет	1	1
509	не существенно	1	1
510	даже там	2	1
511	лицом и	1	1
512	и всей	1	1
513	это значит	2	1
514	все наше	1	1
515	лежит в	2	1
516	он начинает	1	1
517	этого факта	1	1
518	же самое	1	1
519	не сумел	1	1
520	должны быть	3	1
521	не раз	1	1
522	сознании и	1	1
523	она должна	1	1
524	для выражения	1	1
525	к пониманию	1	1
526	эта задача	5	1
527	или в	8	1
528	он за	1	1
529	чем эта	1	1
530	общее положение	1	1
531	когда он	3	1
532	представление что	1	1
533	в эту	1	1
534	в третьем	1	1
535	это позволяет	1	1
536	мы должны	4	1
537	только что	1	1
538	все они	1	1
539	я в	1	1
540	или не	1	1
541	же в	1	1
542	трудная задача	3	1
543	но оно	2	1
544	требует чтобы	1	1
545	неотделим от	1	1
546	с ней	3	1
547	ней все	1	1
548	в иной	2	1
549	того же	2	1
550	для героя	2	1
551	религии и	1	1
552	утверждать что	1	1
553	но эти	1	1
554	а я	1	1
555	ее в	3	1
556	это в	1	1
557	им и	1	1
558	все что	1	1
559	они не	2	1
