N	2gram	Tiupa_Vved_1	Problema
176	как и	11	3
177	несмотря на	1	3
178	на этот	1	3
179	или менее	2	3
180	в этих	3	3
181	точки зрения	1	3
182	в которых	1	3
183	вовсе еще	1	3
184	бы мы	1	3
185	для которого	3	3
186	в отношении	1	3
187	того как	1	3
188	и его	5	3
189	как будто	4	3
190	однако это	1	3
191	и вполне	1	3
192	к тому	6	3
193	для себя	1	3
194	определенным образом	1	3
195	можно было	2	3
196	не на	1	3
197	настоящее время	1	3
198	к нему	1	3
199	тем или	1	3
200	во всей	1	3
201	оно и	1	3
202	мы увидим	1	3
203	очень много	1	3
204	уже не	5	3
205	уже в	1	3
206	свидетельствует о	4	3
207	из них	1	3
208	всяком случае	1	3
209	сами по	1	3
210	случае не	1	3
211	с другой	5	3
212	не обязательно	1	3
213	оно не	1	3
214	что не	1	3
215	однако и	2	3
216	этих случаях	2	3
217	быть и	2	3
218	пока еще	4	3
219	в настоящее	1	3
220	хотя бы	1	3
221	с ним	3	3
222	или не	2	3
223	хотя в	1	3
224	может и	1	3
225	другой стороны	2	3
226	в искусстве	1	3
227	например в	2	2
228	увидим ниже	1	2
229	и потому	1	2
230	в первом	2	2
231	и до	1	2
232	едва ли	3	2
233	мы имеем	5	2
234	мы не	4	2
235	определенного рода	1	2
236	в сущности	1	2
237	что иное	1	2
238	на себя	1	2
239	он сам	1	2
240	иное как	1	2
241	у чехова	1	2
242	то он	2	2
243	он в	1	2
244	из этих	3	2
245	поскольку в	1	2
246	что к	1	2
247	сознания с	1	2
248	вообще не	1	2
249	на его	1	2
250	поэтическим образом	1	2
251	и с	2	2
252	с другими	1	2
253	для них	3	2
254	и того	2	2
255	одного и	1	2
256	на первый	1	2
257	но если	1	2
258	не как	2	2
259	и уж	1	2
260	по крайней	1	2
261	однако в	4	2
262	не имеет	2	2
263	в науке	1	2
264	но только	1	2
265	это мы	1	2
266	не о	2	2
267	и сама	1	2
268	не ее	1	2
269	в области	3	2
270	но все-таки	1	2
271	что будет	1	2
272	могут быть	4	2
273	и другим	1	2
274	как для	2	2
275	подобно тому	2	2
276	этим термином	1	2
277	что может	1	2
278	с собой	1	2
279	это вовсе	1	2
280	особенно в	1	2
281	это только	2	2
282	в математике	1	2
283	и который	1	2
284	и всю	1	2
285	между тем	1	2
286	крайней мере	1	2
287	в него	1	2
288	том как	3	2
289	мы видим	1	2
290	и так	1	2
291	поэтому и	1	2
292	в качестве	8	2
293	не можем	2	2
294	этот раз	2	2
295	для него	3	2
296	как его	2	2
297	в целях	1	2
298	или иначе	2	2
299	действующих лиц	2	2
300	но о	2	2
301	что для	1	2
302	которых мы	1	2
303	ли его	1	2
304	вместе с	1	2
305	и особенно	1	2
306	тому как	2	2
307	не хватает	1	2
308	этом случае	1	2
309	между прочим	1	2
310	известной степени	1	2
311	в результате	3	2
312	тот кто	2	2
313	собственно говоря	1	2
314	только что	1	2
315	к его	3	2
316	не что	1	2
317	гораздо более	1	2
318	одним из	5	1
319	о каких	1	1
320	у гоголя	1	1
321	самым в	1	1
322	начинается с	1	1
323	в разные	1	1
324	не признает	1	1
325	которое мы	1	1
326	различные и	1	1
327	которое может	1	1
328	и должен	1	1
329	той же	1	1
330	из всех	1	1
331	до времени	1	1
332	и само	1	1
333	говоря и	1	1
334	нам в	1	1
335	именно к	1	1
336	имеет дело	1	1
337	это время	2	1
338	и самого	1	1
339	человеческого опыта	6	1
340	на их	1	1
341	события в	1	1
342	он может	1	1
343	мертвые знаки	1	1
344	друг на	1	1
345	переход от	1	1
346	тут же	1	1
347	рождение и	1	1
348	относится к	1	1
349	в течение	1	1
350	к истинному	1	1
351	первый взгляд	1	1
352	субъекта и	1	1
353	но пока	1	1
354	явление природы	1	1
355	и нет	1	1
356	все же	6	1
357	встрече с	2	1
358	случае уже	1	1
359	к другим	1	1
360	тем же	1	1
361	не сам	1	1
362	о самом	1	1
363	именно эта	1	1
364	не знает	1	1
365	бы и	4	1
366	картины в	1	1
367	как то	1	1
368	мы при	1	1
369	тут и	1	1
370	бы не	2	1
371	ни одна	1	1
372	еще один	1	1
373	от простого	1	1
374	имеются только	1	1
375	нам как	1	1
376	тому же	4	1
377	на смену	2	1
378	но на	2	1
379	всей его	2	1
380	как принцип	1	1
381	о которой	2	1
382	должна быть	2	1
383	чтобы они	1	1
384	не к	4	1
385	в силу	2	1
386	обычно имеет	1	1
387	новое и	1	1
388	чтобы в	1	1
389	не имея	1	1
390	определяется с	1	1
391	на этом	1	1
392	встречаются в	1	1
393	к такого	1	1
394	в нее	1	1
395	говоря в	1	1
396	ни для	1	1
397	человека в	1	1
398	этом последнем	1	1
399	в совершенно	1	1
400	них не	1	1
401	а его	2	1
402	лишь в	2	1
403	в художественном	1	1
404	на протяжении	1	1
405	при встрече	1	1
406	анализа в	1	1
407	и отдельные	1	1
408	известно что	1	1
409	но их	1	1
410	новой жизни	1	1
411	эти моменты	1	1
412	даже в	1	1
413	или другой	1	1
414	мог бы	1	1
415	кажется что	1	1
416	он является	2	1
417	является их	1	1
418	и внутренним	1	1
419	как об	1	1
420	жизни то	2	1
421	на друга	1	1
422	мы видели	2	1
423	или попросту	1	1
424	и было	1	1
425	и становится	1	1
426	не так	1	1
427	на первом	1	1
428	во время	1	1
429	или иному	1	1
430	или точнее	1	1
431	и языка	1	1
432	место в	2	1
433	из земли	1	1
434	мир и	1	1
435	одна только	1	1
436	том чтобы	2	1
437	в смысловом	2	1
438	жизни является	1	1
439	имеет смысл	2	1
440	тому чтобы	1	1
441	том же	1	1
442	из одного	1	1
443	события что	1	1
444	случае мы	1	1
445	без него	1	1
446	вплоть до	1	1
447	он остается	1	1
448	сущности говоря	1	1
449	и такого	1	1
450	как о	2	1
451	дело не	1	1
452	возник бы	1	1
453	на котором	1	1
454	если в	2	1
455	до поры	1	1
456	в процессе	1	1
457	это всегда	1	1
458	в основе	3	1
459	чтобы стать	2	1
460	о них	3	1
461	стремясь дать	1	1
462	из него	1	1
463	как таковой	1	1
464	одна из	4	1
465	бумаги и	1	1
466	это то	1	1
467	тому или	1	1
468	имеем дело	3	1
469	находятся в	1	1
470	обратим внимание	1	1
471	что жизнь	1	1
472	так например	1	1
473	мы бы	1	1
474	составляющих ее	1	1
475	средствами но	1	1
476	только с	1	1
477	этом отношении	4	1
478	что на	2	1
479	только от	1	1
480	начиная с	3	1
481	на целый	1	1
482	какой она	1	1
483	а что	1	1
484	первом и	1	1
485	его с	2	1
486	бы он	1	1
487	сознания на	1	1
488	поры до	1	1
489	если же	1	1
490	должен быть	1	1
491	с ее	1	1
492	ни слова	1	1
493	быть вполне	1	1
494	мысль о	1	1
495	всей своей	2	1
496	в пределах	2	1
497	и сам	1	1
498	не с	3	1
499	здесь как	1	1
500	начала и	2	1
501	глубоко и	1	1
502	это символическое	1	1
503	которой можно	1	1
504	к окружающей	1	1
505	мира а	2	1
506	по мере	1	1
507	сводится к	4	1
508	же было	1	1
509	себя не	1	1
510	внимание на	3	1
511	и та	1	1
512	его жизни	1	1
513	одного из	3	1
514	основе своей	1	1
515	до известной	1	1
516	во втором	2	1
517	чем и	1	1
518	не сводится	4	1
519	в художественной	1	1
520	представления о	1	1
521	и борьбы	1	1
522	данный термин	1	1
523	по своей	3	1
524	но с	1	1
525	она стала	1	1
526	не хотят	2	1
527	к сожалению	1	1
528	далек от	1	1
529	может оказаться	1	1
530	который в	2	1
531	нам удалось	1	1
532	человеческого смысла	1	1
533	сложности и	1	1
534	себя в	1	1
535	указания на	1	1
536	ни одного	1	1
537	вернуться к	1	1
538	в нашей	1	1
539	в начале	3	1
540	не обладают	1	1
541	а то	2	1
542	в данной	2	1
543	постановка вопроса	1	1
544	его и	1	1
545	в проблему	1	1
546	мир в	1	1
547	и их	1	1
548	могло бы	3	1
549	ее не	2	1
550	при всей	2	1
551	нашего восприятия	1	1
552	каждый из	1	1
553	это будет	1	1
554	в последние	1	1
555	со стороны	5	1
556	было и	1	1
557	же о	1	1
558	человеческого мышления	1	1
559	времени в	3	1
560	который от	1	1
561	к человеку	1	1
562	что находится	1	1
563	а главное	1	1
564	и жизни	1	1
565	означало бы	1	1
566	человек в	1	1
567	что обычно	1	1
568	произведение в	2	1
569	мира в	8	1
570	ближе к	1	1
571	нельзя назвать	1	1
572	их самих	1	1
573	от этих	2	1
574	в одной	2	1
575	смысл который	2	1
576	человека к	1	1
577	или по	1	1
578	в историю	2	1
579	раз его	1	1
580	из которых	1	1
581	к бытию	1	1
582	к своему	1	1
583	случаях в	1	1
584	и к	2	1
585	смысловом отношении	1	1
586	наряду с	2	1
587	в москве	1	1
588	слов в	1	1
589	евгении онегине	1	1
590	слова и	1	1
591	развернута в	2	1
592	видно что	1	1
593	своего исследования	1	1
594	в некий	1	1
595	и конца	1	1
596	при всем	1	1
597	но такой	1	1
598	что я	1	1
599	и от	2	1
600	о котором	2	1
601	которая в	3	1
602	вот теперь	1	1
603	как художественный	1	1
604	в третьем	1	1
605	но зато	1	1
606	будто бы	3	1
607	жизни так	2	1
608	все они	2	1
609	первобытного мышления	1	1
610	тот же	1	1
611	но оно	1	1
612	в период	1	1
613	это все	1	1
614	в романе	6	1
615	природой и	1	1
616	имеет место	4	1
617	жизни и	7	1
618	но эти	1	1
619	к этой	1	1
620	здесь скорее	1	1
621	в противоположность	1	1
622	к этому	2	1
623	которая не	2	1
