N	2gram	Tiupa_Vved_1	FransuaR
109	в свет	1	3
110	при этом	26	3
111	большей или	1	3
112	всех этих	1	3
113	об этом	4	3
114	на протяжении	1	3
115	но именно	1	3
116	эти моменты	1	3
117	мы видели	2	3
118	в отличие	2	3
119	их в	2	3
120	вплоть до	1	3
121	дело не	1	3
122	одна из	4	3
123	между жизнью	1	3
124	во всем	1	3
125	начиная с	3	3
126	здесь не	2	3
127	в ее	1	3
128	не подлежит	1	3
129	можно было	2	3
130	еще в	2	3
131	если бы	7	3
132	никак не	2	3
133	в значительной	1	3
134	между тем	1	3
135	что и	2	3
136	во всей	1	3
137	этого нельзя	1	3
138	или меньшей	1	3
139	еще не	7	3
140	только в	6	3
141	поэтому и	1	3
142	так и	8	3
143	в начале	3	3
144	не так	1	3
145	в конце	1	3
146	тем что	2	3
147	и прежде	1	3
148	сказать что	1	3
149	жизнь в	1	3
150	во франции	1	3
151	в частности	13	3
152	не может	7	3
153	вместе с	1	3
154	как в	4	3
155	такого рода	16	3
156	как бы	4	3
157	и от	2	3
158	но это	3	3
159	а в	6	3
160	между ними	1	3
161	к этой	1	3
162	они не	1	3
163	том числе	1	3
164	как известно	1	2
165	одним из	5	2
166	например в	2	2
167	того же	1	2
168	переход от	1	2
169	тем же	1	2
170	мы не	4	2
171	хотя бы	1	2
172	но не	5	2
173	тут же	1	2
174	в течение	1	2
175	что он	1	2
176	все же	6	2
177	и понимания	2	2
178	имеет в	1	2
179	в этот	2	2
180	в целом	3	2
181	он в	1	2
182	из этих	3	2
183	кухни и	1	2
184	и если	1	2
185	на его	1	2
186	как он	2	2
187	в первой	1	2
188	и еще	1	2
189	не к	4	2
190	в корне	1	2
191	и вот	1	2
192	свидетельствует о	4	2
193	на этом	1	2
194	значительной степени	1	2
195	здесь мы	1	2
196	вклад в	1	2
197	лишь в	2	2
198	это вовсе	1	2
199	далеко не	4	2
200	характер и	1	2
201	точки зрения	1	2
202	в котором	8	2
203	своего рода	10	2
204	но он	1	2
205	том же	1	2
206	не менее	4	2
207	ее не	2	2
208	как о	2	2
209	этом отношении	4	2
210	числе и	1	2
211	той или	3	2
212	данном случае	6	2
213	на основе	1	2
214	и сам	1	2
215	времени и	7	2
216	одного из	3	2
217	можно сказать	4	2
218	в разных	1	2
219	с того	1	2
220	основе своей	1	2
221	с другой	5	2
222	это не	6	2
223	к нему	1	2
224	и так	1	2
225	который в	2	2
226	но как	1	2
227	и ее	1	2
228	об их	1	2
229	и у	1	2
230	уже в	1	2
231	слова в	2	2
232	в нашей	1	2
233	как его	2	2
234	на их	1	2
235	в форме	1	2
236	или иной	3	2
237	еще и	1	2
238	нового времени	3	2
239	что для	1	2
240	о чем	2	2
241	с помощью	1	2
242	все то	1	2
243	ни от	2	2
244	мировой истории	1	2
245	слова и	1	2
246	и сама	1	2
247	потому что	5	2
248	хотя в	1	2
249	мы увидим	1	2
250	отношению к	7	2
251	из этого	1	2
252	все что	3	2
253	границы между	2	1
254	рассказ об	1	1
255	это делает	1	1
256	области литературы	1	1
257	от своей	1	1
258	высшей степени	2	1
259	в несколько	1	1
260	до времени	1	1
261	мы имеем	5	1
262	обновления и	1	1
263	что иное	1	1
264	принадлежит к	3	1
265	мальчика и	1	1
266	письма к	2	1
267	вместо того	2	1
268	жизни как	1	1
269	не совсем	1	1
270	подчеркнуть что	5	1
271	и он	1	1
272	из второй	1	1
273	принадлежит и	2	1
274	между собой	2	1
275	иное как	1	1
276	романе вообще	1	1
277	высокой литературы	1	1
278	при жизни	1	1
279	то он	2	1
280	не входит	1	1
281	к слову	1	1
282	его произведение	1	1
283	что они	1	1
284	связи и	1	1
285	образов но	2	1
286	относится к	1	1
287	иной степени	1	1
288	в одной	2	1
289	и соответствующих	1	1
290	в художественном	1	1
291	далее мы	1	1
292	определяется как	1	1
293	перед нами	6	1
294	не улавливает	1	1
295	сознания в	3	1
296	именно эта	1	1
297	со своей	1	1
298	бы и	4	1
299	отношения с	1	1
300	что это	1	1
301	всего романа	1	1
302	представляет собой	15	1
303	т.п но	1	1
304	остается вне	1	1
305	данном контексте	1	1
306	и тот	1	1
307	культуры поэтому	1	1
308	в ряду	2	1
309	но на	2	1
310	все они	2	1
311	вернуться к	1	1
312	нейтральных к	1	1
313	они служат	1	1
314	не как	2	1
315	том чтобы	2	1
316	в первом	2	1
317	целом как	1	1
318	подобно тому	2	1
319	что может	1	1
320	и по	3	1
321	так например	1	1
322	без исключения	2	1
323	могла бы	3	1
324	в совершенно	1	1
325	а как	1	1
326	при встрече	1	1
327	с другими	1	1
328	и отдельные	1	1
329	это одна	1	1
330	например с	1	1
331	и тем	2	1
332	смерть и	1	1
333	по всему	1	1
334	для них	3	1
335	литературного произведения	1	1
336	произведение как	1	1
337	в высшей	2	1
338	все равно	2	1
339	как об	1	1
340	жизни то	2	1
341	в контексте	1	1
342	этого не	1	1
343	с тем	1	1
344	несмотря на	1	1
345	этом в	1	1
346	восприятия и	1	1
347	и конец	2	1
348	вошел в	1	1
349	на первый	1	1
350	оно свидетельствует	1	1
351	этом случае	1	1
352	и их	1	1
353	или точнее	1	1
354	в отношении	1	1
355	самый момент	1	1
356	к одному	1	1
357	от его	1	1
358	всякий раз	1	1
359	рождение и	1	1
360	войне и	2	1
361	мир и	1	1
362	втором случае	1	1
363	не в	6	1
364	и более	3	1
365	как видим	1	1
366	художественная литература	1	1
367	по себе	2	1
368	случае мы	1	1
369	тому что	1	1
370	но они	2	1
371	он остается	1	1
372	тем самым	5	1
373	персонажи и	1	1
374	мы пока	1	1
375	них не	1	1
376	и притом	1	1
377	на себе	1	1
378	они носители	1	1
379	о них	3	1
380	но только	1	1
381	никогда не	4	1
382	судя по	2	1
383	он приобрел	1	1
384	всего на	1	1
385	как она	1	1
386	по своей	3	1
387	и мире	2	1
388	до поры	1	1
389	умирающего и	1	1
390	мире и	1	1
391	и направляет	1	1
392	так называемый	1	1
393	как будто	4	1
394	что на	2	1
395	в направлении	2	1
396	на границе	1	1
397	мы узнаем	1	1
398	наконец в	1	1
399	бы он	1	1
400	их глазами	1	1
401	на самый	1	1
402	поры до	1	1
403	в следующей	1	1
404	он ищет	1	1
405	оно может	1	1
406	образец для	1	1
407	свою очередь	4	1
408	солидарен с	1	1
409	как по	2	1
410	в произведении	1	1
411	и самого	1	1
412	в пределах	2	1
413	на том	1	1
414	с первым	1	1
415	эпизода из	1	1
416	не с	3	1
417	было в	1	1
418	здесь как	1	1
419	в последующих	1	1
420	участия в	2	1
421	она была	2	1
422	том как	3	1
423	являются частью	1	1
424	касается в	1	1
425	где каждый	1	1
426	с ним	3	1
427	на уровне	1	1
428	местах и	2	1
429	произведения как	1	1
430	внимание на	3	1
431	настоящее время	1	1
432	на художественную	1	1
433	за пределами	3	1
434	и что	1	1
435	второй половины	1	1
436	положения и	1	1
437	и борьбы	1	1
438	путь к	1	1
439	нем не	1	1
440	которых в	1	1
441	же самые	1	1
442	от них	1	1
443	во втором	2	1
444	существенную роль	1	1
445	есть с	1	1
446	и только	1	1
447	в другой	1	1
448	и она	1	1
449	при котором	1	1
450	в него	1	1
451	объектов и	1	1
452	того что	6	1
453	в современной	3	1
454	быть названа	1	1
455	быть и	2	1
456	т.п это	1	1
457	не забудьте	1	1
458	дело с	2	1
459	с xvii	1	1
460	не имеет	2	1
461	к их	1	1
462	которое мы	1	1
463	несет на	1	1
464	узнаем что	1	1
465	между этими	1	1
466	с одной	5	1
467	в качестве	8	1
468	так что	1	1
469	и внутреннего	1	1
470	в виде	1	1
471	участие в	1	1
472	роль и	1	1
473	всяком случае	1	1
474	представлений о	1	1
475	далек от	1	1
476	само по	1	1
477	каждый из	1	1
478	и оценки	1	1
479	лишь один	1	1
480	же еще	1	1
481	точек зрения	2	1
482	а именно	1	1
483	от этих	2	1
484	с той	1	1
485	что не	1	1
486	только к	1	1
487	связано с	3	1
488	превращается в	1	1
489	а исключительно	1	1
490	с большей	1	1
491	не на	1	1
492	однако и	2	1
493	отнюдь не	7	1
494	литература в	1	1
495	на глазах	1	1
496	не всегда	2	1
497	время оно	1	1
498	богатая и	1	1
499	мира в	8	1
500	развертывается весьма	1	1
501	но оно	1	1
502	еще очевиднее	1	1
503	так же	1	1
504	и особенно	1	1
505	как это	1	1
506	в строгом	1	1
507	его на	1	1
508	не сразу	1	1
509	из которых	1	1
510	к своему	1	1
511	времени с	1	1
512	тому как	2	1
513	уравниваются в	1	1
514	первом случае	1	1
515	за рамки	1	1
516	быть только	2	1
517	этот рассказ	1	1
518	да и	1	1
519	на свете	1	1
520	главного героя	1	1
521	персонажей в	1	1
522	материал для	1	1
523	характер этой	1	1
524	в формах	1	1
525	но так	1	1
526	мира это	2	1
527	книга имеет	1	1
528	встрече с	2	1
529	это уже	1	1
530	с еще	1	1
531	очень существенный	1	1
532	или в	1	1
533	имеет дело	1	1
534	в результате	3	1
535	мира и	2	1
536	о котором	2	1
537	в настоящее	1	1
538	но также	2	1
539	как для	2	1
540	для его	1	1
541	будто бы	3	1
542	же в	1	1
543	с фигурой	1	1
544	в целях	1	1
545	от лица	1	1
546	в свою	4	1
547	мира здесь	1	1
548	не знает	1	1
549	другой стороны	2	1
550	забывать что	1	1
551	не что	1	1
552	культуры в	1	1
553	который не	1	1
554	время не	1	1
555	аллюзия на	1	1
556	и состоит	1	1
557	по ходу	1	1
558	этого события	1	1
559	заметить что	1	1
560	также не	1	1
561	от которой	1	1
562	в таком	1	1
563	во всяком	1	1
564	гораздо более	1	1
