N	2gram	Losev_Vesc_1	Problemy
165	тому как	4	3
166	по существу	2	3
167	как к	4	3
168	есть то	9	3
169	дана как	1	3
170	сознания вообще	1	3
171	бы в	5	3
172	не дает	1	3
173	сказать что	17	3
174	другой стороны	2	3
175	была бы	2	3
176	таким же	1	3
177	в своих	1	3
178	все что	1	3
179	себя как	2	2
180	и есть	26	2
181	в чисто	1	2
182	к другому	1	2
183	по преимуществу	2	2
184	из его	2	2
185	оно может	2	2
186	на западе	1	2
187	мы уже	3	2
188	бы уже	1	2
189	для своего	1	2
190	в которой	1	2
191	вопрос о	1	2
192	на себя	1	2
193	конечно и	1	2
194	из которых	1	2
195	мы ее	5	2
196	в ней	12	2
197	бы то	4	2
198	то он	1	2
199	отношение к	1	2
200	в настоящем	2	2
201	так что	5	2
202	в истории	1	2
203	в той	3	2
204	его на	1	2
205	с этим	3	2
206	и нет	1	2
207	однако не	2	2
208	могли бы	1	2
209	она так	1	2
210	и к	1	2
211	момент его	1	2
212	всех этих	1	2
213	в россии	2	2
214	здесь мы	1	2
215	то ни	4	2
216	мы его	1	2
217	же не	1	2
218	при этом	1	2
219	а его	1	2
220	в жизни	3	2
221	со своими	1	2
222	и уже	1	2
223	образ действительности	3	2
224	в категории	1	2
225	как действительность	1	2
226	в один	1	2
227	ибо не	1	2
228	в отношении	4	2
229	в котором	3	2
230	бы к	1	2
231	но он	2	2
232	однако в	1	2
233	зрения и	2	2
234	с которой	1	2
235	и самостоятельность	1	2
236	как можно	3	2
237	ту сторону	1	2
238	поэтому в	1	2
239	следовательно и	1	2
240	жизни не	1	2
241	со своим	7	2
242	е не	2	2
243	уже и	1	2
244	не потому	6	2
245	к себе	4	2
246	во все	1	2
247	что оно	8	2
248	для себя	5	2
249	ведь они	1	2
250	данном случае	2	2
251	самим собою	2	2
252	него самого	1	2
253	голоса в	1	2
254	и что	15	2
255	находится в	3	2
256	на вопрос	1	2
257	три плана	1	2
258	никак не	3	2
259	и во	3	2
260	во всей	1	2
261	один из	3	2
262	мы видим	2	2
263	тот же	3	2
264	хотя бы	6	2
265	тем или	1	2
266	и ее	18	2
267	же и	1	2
268	конечно не	1	2
269	то и	4	2
270	ни было	4	2
271	является не	1	2
272	его и	2	2
273	него нет	1	2
274	одно из	1	2
275	с собою	6	2
276	не о	1	2
277	имеет значение	1	2
278	но потому	1	2
279	и даже	6	2
280	до сих	1	2
281	все время	1	2
282	себя и	4	2
283	социальной жизни	1	2
284	на этот	1	2
285	она является	3	2
286	него не	1	2
287	что из	2	2
288	только как	1	2
289	в данном	5	2
290	мы даем	1	2
291	в первой	2	2
292	друг с	1	2
293	с этой	4	2
294	сих пор	1	2
295	у вас	1	2
296	в смысле	12	2
297	можно было	2	2
298	нисколько не	4	2
299	не она	1	2
300	и от	3	2
301	себя самого	2	2
302	из своего	1	2
303	ибо в	1	2
304	же в	1	2
305	образ в	2	2
306	не есть	49	2
307	е в	7	2
308	от ее	6	2
309	слово в	2	2
310	этот вопрос	1	2
311	между ними	3	2
312	есть и	4	2
313	жизни и	2	2
314	также не	1	2
315	с идеями	1	1
316	эта новая	1	1
317	же нам	1	1
318	ясно и	1	1
319	это однако	1	1
320	же как	1	1
321	словом как	1	1
322	но чтобы	1	1
323	все новые	1	1
324	самим по	1	1
325	же по	1	1
326	упорно и	1	1
327	в первом	2	1
328	из самых	2	1
329	они вовсе	1	1
330	также что	1	1
331	идея и	1	1
332	и больше	9	1
333	едва ли	1	1
334	духа в	1	1
335	с таким	1	1
336	образа с	2	1
337	потому ее	1	1
338	собою в	1	1
339	из всех	1	1
340	мы не	6	1
341	единство и	1	1
342	именно к	1	1
343	на эти	1	1
344	есть нечто	6	1
345	время как	1	1
346	оно есть	9	1
347	социальной действительности	4	1
348	в полной	1	1
349	бы ни	2	1
350	но даже	3	1
351	и он	1	1
352	себе а	1	1
353	быть понято	2	1
354	на их	2	1
355	во всех	2	1
356	а следовательно	2	1
357	а только	3	1
358	абстрактный момент	1	1
359	и всякий	1	1
360	явлений и	1	1
361	в качестве	1	1
362	а и	9	1
363	тогда как	1	1
364	это сравнение	1	1
365	нет и	1	1
366	и чем	3	1
367	что они	6	1
368	из таких	1	1
369	сама по	3	1
370	относится к	5	1
371	независимо от	5	1
372	что именно	1	1
373	и всякой	1	1
374	стороны и	2	1
375	что как	1	1
376	как нам	1	1
377	чего нет	1	1
378	хотя и	4	1
379	это тоже	1	1
380	более или	1	1
381	в действительности	7	1
382	от этого	2	1
383	мы но	1	1
384	себе как	2	1
385	та же	1	1
386	что это	13	1
387	бы сказать	2	1
388	можно не	1	1
389	из этих	1	1
390	думаем что	1	1
391	вопрос в	1	1
392	чем бы	2	1
393	сливаются в	1	1
394	потому она	1	1
395	в философии	5	1
396	как диалектическое	1	1
397	но на	2	1
398	и если	2	1
399	вообще не	2	1
400	что каждая	1	1
401	как личность	2	1
402	чтобы данная	1	1
403	и еще	2	1
404	и совершенно	1	1
405	же это	4	1
406	к одному	3	1
407	смысле или	1	1
408	и вот	2	1
409	имеет смысл	5	1
410	извне как	1	1
411	смысле как	1	1
412	и по	1	1
413	образа и	1	1
414	одному и	1	1
415	или иных	1	1
416	в основу	1	1
417	от нее	2	1
418	могла бы	3	1
419	не будет	12	1
420	что все	2	1
421	выражение и	1	1
422	единое и	1	1
423	представьте себе	1	1
424	об этом	3	1
425	из них	4	1
426	есть конечно	2	1
427	и духовное	1	1
428	они тоже	1	1
429	знает что	2	1
430	заключается в	1	1
431	себя т	1	1
432	с самим	4	1
433	может стать	1	1
434	действительности в	2	1
435	и мы	1	1
436	и свойств	1	1
437	быть не	4	1
438	истории и	2	1
439	эта лежит	1	1
440	его ум	1	1
441	и глубине	1	1
442	но уже	3	1
443	быть только	3	1
444	она и	1	1
445	все равно	2	1
446	мы имеем	7	1
447	т д	19	1
448	и вне	2	1
449	между собою	6	1
450	же самый	1	1
451	потому и	1	1
452	не больше	1	1
453	смысл и	9	1
454	со всей	2	1
455	одного и	1	1
456	было не	1	1
457	или менее	1	1
458	же если	1	1
459	мы замечаем	1	1
460	почти не	1	1
461	знает и	2	1
462	не столько	1	1
463	признать что	1	1
464	вовсе еще	1	1
465	строго говоря	1	1
466	и новые	1	1
467	где она	2	1
468	образом и	1	1
469	по крайней	4	1
470	оказалось бы	1	1
471	в аспекте	1	1
472	диалектика и	1	1
473	особым образом	1	1
474	если и	1	1
475	нею и	4	1
476	и другое	4	1
477	дело в	4	1
478	и притом	3	1
479	ее с	5	1
480	только это	3	1
481	пределах самого	1	1
482	того чтобы	3	1
483	человека по	2	1
484	может только	1	1
485	только не	2	1
486	не то	4	1
487	из него	1	1
488	вообще нет	1	1
489	остро и	1	1
490	того и	2	1
491	и всегда	1	1
492	и образ	3	1
493	и весь	1	1
494	как момент	1	1
495	на этом	2	1
496	целое в	1	1
497	им совершенно	1	1
498	и относится	2	1
499	мы подходим	2	1
500	и сама	3	1
501	эти три	1	1
502	так то	3	1
503	то это	3	1
504	ему не	1	1
505	с другом	1	1
506	у нас	7	1
507	у меня	3	1
508	одно и	5	1
509	смысл может	2	1
510	искусства и	1	1
511	просто на	1	1
512	лежит в	1	1
513	которого я	1	1
514	я сам	3	1
515	я бы	1	1
516	же самое	1	1
517	должны быть	4	1
518	для такого	2	1
519	к тому	3	1
520	они и	1	1
521	все еще	3	1
522	быть совершенно	2	1
523	самостоятельным и	1	1
524	существует только	1	1
525	должен быть	2	1
526	но только	3	1
527	свою очередь	4	1
528	в ее	7	1
529	личности и	1	1
530	только при	1	1
531	восприятия и	1	1
532	чтобы быть	3	1
533	то время	1	1
534	как с	4	1
535	и когда	4	1
536	что у	5	1
537	достаточно чтобы	1	1
538	в другом	2	1
539	времени и	1	1
540	надо быть	2	1
541	здесь как	1	1
542	по природе	1	1
543	которая была	1	1
544	она была	2	1
545	подойти к	1	1
546	именно этот	1	1
547	привело бы	1	1
548	остается только	1	1
549	по сравнению	7	1
550	является в	2	1
551	на непосредственный	1	1
552	для этого	4	1
553	ярко в	2	1
554	со стороны	5	1
555	быть или	1	1
556	даже не	7	1
557	в виду	2	1
558	вот это	1	1
559	только и	2	1
560	собою т	1	1
561	первом случае	2	1
562	не существовало	1	1
563	тех кто	2	1
564	о том	6	1
565	другими словами	5	1
566	что каждый	1	1
567	быть самым	1	1
568	можно сказать	6	1
569	поставить и	1	1
570	сад который	1	1
571	нет это	2	1
572	от несущественного	1	1
573	во втором	2	1
574	мне как	1	1
575	существенен для	1	1
576	и только	3	1
577	крайней мере	4	1
578	и сердца	1	1
579	реальность в	1	1
580	действительность а	2	1
581	резко отличается	1	1
582	своей индивидуальной	1	1
583	если это	2	1
584	которая как	1	1
585	сравнение с	1	1
586	она может	4	1
587	действительности если	1	1
588	того что	8	1
589	к которому	1	1
590	действительности не	2	1
591	быть и	1	1
592	и воспринимать	1	1
593	оно и	4	1
594	ли он	1	1
595	или между	1	1
596	то в	4	1
597	даже если	1	1
598	и так	1	1
599	имеет под	1	1
600	а с	3	1
601	und sein	1	1
602	себя в	10	1
603	вот почему	3	1
604	было так	1	1
605	с нею	18	1
606	ничто не	2	1
607	говорить об	1	1
608	получили в	1	1
609	не все	1	1
610	и чисто	1	1
611	него и	1	1
612	но самое	2	1
613	до последней	1	1
614	на столе	2	1
615	не так	1	1
616	себе в	3	1
617	и их	7	1
618	первой степени	1	1
619	могло бы	1	1
620	он становится	1	1
621	чтобы она	2	1
622	части и	1	1
623	подходим к	2	1
624	но что	2	1
625	бытия и	2	1
626	случае не	1	1
627	принципиально не	1	1
628	своем существе	1	1
629	того или	1	1
630	это было	1	1
631	она имеет	1	1
632	нее не	1	1
633	ее на	1	1
634	это свое	1	1
635	для того	2	1
636	в особенности	1	1
637	другого и	1	1
638	на ее	3	1
639	а именно	1	1
640	вообще и	4	1
641	и самая	1	1
642	и быть	1	1
643	единым и	1	1
644	к его	1	1
645	если мы	8	1
646	что не	5	1
647	только к	2	1
648	от другого	1	1
649	такое понимание	1	1
650	нужно сказать	1	1
651	идея не	1	1
652	ничем не	3	1
653	зависит от	1	1
654	но из	1	1
655	на этих	1	1
656	и оно	3	1
657	а так	2	1
658	только действительность	1	1
659	не действительность	7	1
660	в бытии	1	1
661	действительности как	2	1
662	что мы	14	1
663	переходим к	1	1
664	в одно	1	1
665	если не	3	1
666	вся новая	1	1
667	я называю	4	1
668	является его	1	1
669	или другого	1	1
670	слово слово	1	1
671	в частности	1	1
672	и она	1	1
673	ни на	3	1
674	бы это	1	1
675	совершенно в	1	1
676	перейти в	1	1
677	от других	1	1
678	как существенный	1	1
679	если оно	4	1
680	сравнению с	6	1
681	качеств и	1	1
682	реальность и	1	1
683	наконец и	1	1
684	бы его	1	1
685	вы мне	1	1
686	слова и	5	1
687	как из	1	1
688	все одинаково	1	1
689	личность как	2	1
690	она отвечает	1	1
691	новые и	1	1
692	проявляется и	1	1
693	ум и	1	1
694	тех или	5	1
695	в более	1	1
696	в сферу	1	1
697	от той	1	1
698	и само	2	1
699	что я	24	1
700	его с	1	1
701	всего она	1	1
702	и все	5	1
703	у них	1	1
704	чтобы его	1	1
705	будто бы	1	1
706	только что	2	1
707	динамика и	1	1
708	на одно	1	1
709	ее в	1	1
710	мы видели	1	1
711	я в	2	1
712	о смысле	4	1
713	выводы из	1	1
714	или другим	1	1
715	к самому	1	1
716	может и	1	1
717	слова я	1	1
718	в свою	4	1
719	но если	8	1
720	с ней	2	1
721	это в	1	1
722	от всех	4	1
723	котором я	1	1
724	совершенно не	5	1
725	же мы	1	1
726	сам в	1	1
727	диалога не	1	1
728	себе не	3	1
729	самосознания и	1	1
730	к смысловой	3	1
731	слово и	4	1
732	действительности или	1	1
733	и другие	1	1
734	и эта	3	1
735	к этому	1	1
736	этой точки	1	1
