N	2gram	Voloshinov_1	RusskieA
334	само собой	1	1
335	рядом с	1	1
336	образом к	1	1
337	время как	1	1
338	имеет и	1	1
339	имеет место	2	1
340	и др	5	1
341	не на	1	1
342	зависит от	2	1
343	значения не	1	1
344	человек но	1	1
345	этом основании	1	1
346	него не	1	1
347	в изучении	1	1
348	и следовательно	5	1
349	близка к	1	1
350	это на	1	1
351	в одной	1	1
352	и потому	2	1
353	другая сторона	1	1
354	ненависть к	1	1
355	нашу задачу	1	1
356	случае она	1	1
357	в современной	1	1
358	и более	3	1
359	и не	10	1
360	при более	1	1
361	на другое	1	1
362	же случае	1	1
363	но это	2	1
364	она будет	1	1
365	в который	1	1
366	и тогда	1	1
367	совершенно отчетливо	1	1
368	в настоящее	2	1
369	в двух	1	1
370	от него	1	1
371	тем более	1	1
372	мы должны	1	1
373	которые в	1	1
374	или не	3	1
375	его к	2	1
376	несмотря на	1	1
377	в свою	1	1
378	сказать что	7	1
379	другой стороны	2	1
380	они как	1	1
381	ему но	1	1
382	на который	1	1
383	же относится	2	1
384	всех других	1	1
385	им не	2	1
386	можно наблюдать	1	1
387	время не	1	1
388	вообще за	1	1
389	и становится	1	1
390	во всяком	1	1
391	и эта	1	1
392	как на	2	1
