N	2gram	Trubetskoy_1	TeoriaLi
205	и состоит	2	2
206	а между	5	1
207	только к	3	1
208	говоря о	2	1
209	те же	1	1
210	также и	1	1
211	в сфере	1	1
212	идет о	1	1
213	и есть	2	1
214	не признает	1	1
215	тем же	1	1
216	от своей	2	1
217	свое место	1	1
218	можно лишь	1	1
219	вся она	2	1
220	существующая в	1	1
221	же как	1	1
222	русской культуре	1	1
223	не во	1	1
224	этой соотносительности	1	1
225	вопрос о	5	1
226	от своих	1	1
227	в каждый	1	1
228	которое в	1	1
229	к общему	1	1
230	собой в	1	1
231	и на	5	1
232	на них	1	1
233	столь же	1	1
234	время в	2	1
235	бы то	4	1
236	в различных	1	1
237	связи между	1	1
238	особенно если	1	1
239	если в	6	1
240	оно является	1	1
241	на то	5	1
242	отнюдь не	7	1
243	в истории	1	1
244	отношение человека	1	1
245	что касается	1	1
246	целый ряд	2	1
247	что по	1	1
248	силе и	1	1
249	искусство и	1	1
250	то в	3	1
251	к чему	2	1
252	еще на	1	1
253	привести к	1	1
254	что это	3	1
255	из этих	3	1
256	без ее	1	1
257	двух других	1	1
258	если он	1	1
259	не могла	1	1
260	говоря только	1	1
261	вследствие этого	1	1
262	духовной культуры	1	1
263	на его	1	1
264	исходит из	1	1
265	время и	1	1
266	представляются в	1	1
267	одному из	2	1
268	на одну	1	1
269	в силу	2	1
270	по существу	5	1
271	том числе	1	1
272	на земле	4	1
273	чтобы в	2	1
274	внутри себя	1	1
275	его можно	1	1
276	является не	2	1
277	основе его	1	1
278	время эти	1	1
279	подход к	1	1
280	то ни	4	1
281	не будет	7	1
282	что все	3	1
283	том случае	4	1
284	а по	1	1
285	образцу и	1	1
286	большинстве случаев	2	1
287	его личности	1	1
288	эту ценность	1	1
289	быть настоящим	1	1
290	было бы	5	1
291	обе стороны	1	1
292	случае совершенно	1	1
293	же образом	2	1
294	о целесообразности	1	1
295	она и	1	1
296	с тем	6	1
297	как видно	1	1
298	не всегда	1	1
299	остается в	2	1
300	перед собой	1	1
301	но если	3	1
302	своей организации	1	1
303	от своего	1	1
304	другим и	1	1
305	таким же	3	1
306	культуры ибо	1	1
307	что высшей	1	1
308	в такой	1	1
309	и без	1	1
310	в котором	2	1
311	на свою	1	1
312	для данного	1	1
313	друг другу	2	1
314	и более	2	1
315	в прошлом	1	1
316	том и	2	1
317	меру его	2	1
318	собой и	3	1
319	этой внутренней	1	1
320	между несколькими	1	1
321	и вся	1	1
322	до известной	1	1
323	в таких	2	1
324	ее не	1	1
325	из нас	1	1
326	строя и	1	1
327	она могла	1	1
328	по крайней	1	1
329	принадлежат к	2	1
330	дело в	1	1
331	одна из	3	1
332	на себе	1	1
333	и сама	1	1
334	бытия и	1	1
335	себе самом	1	1
336	того и	1	1
337	в самой	1	1
338	с одним	1	1
339	от него	2	1
340	этих случаях	1	1
341	и теперь	1	1
342	связи с	3	1
343	не по	1	1
344	не является	1	1
345	в подобном	1	1
346	однако это	1	1
347	деятельности и	2	1
348	не могут	4	1
349	и заключается	1	1
350	числе и	1	1
351	значительной степени	1	1
352	себя только	1	1
353	указывает на	2	1
354	на это	2	1
355	быть назван	1	1
356	она не	2	1
357	должен быть	1	1
358	из всего	1	1
359	как мы	1	1
360	у себя	1	1
361	того чтобы	8	1
362	та или	1	1
363	людей в	1	1
364	только при	1	1
365	языка и	1	1
366	в собственном	1	1
367	мысль о	1	1
368	только то	1	1
369	можно было	4	1
370	с самим	2	1
371	и религии	1	1
372	две части	1	1
373	в новую	1	1
374	для этого	3	1
375	деятельности в	1	1
376	с ним	2	1
377	культура есть	1	1
378	настоящее время	2	1
379	при котором	3	1
380	никак не	1	1
381	одного из	1	1
382	может не	3	1
383	пребыванию в	1	1
384	в сущности	1	1
385	в значительной	3	1
386	вопросу о	3	1
387	под именем	1	1
388	на отдельные	1	1
389	но дело	1	1
390	означала бы	1	1
391	и только	5	1
392	крайней мере	1	1
393	чем и	1	1
394	и писать	1	1
395	индивидуальный характер	1	1
396	эти последние	1	1
397	если с	1	1
398	на которой	2	1
399	один из	1	1
400	оно и	1	1
401	обе эти	1	1
402	ее к	1	1
403	реальная возможность	1	1
404	этом состоит	1	1
405	путь к	4	1
406	и является	2	1
407	даже если	2	1
408	может оказаться	1	1
409	русского языка	1	1
410	их не	2	1
411	а после	1	1
412	так что	2	1
413	же и	1	1
414	для всех	6	1
415	с нею	3	1
416	если мы	1	1
417	только на	2	1
418	на свое	1	1
419	взгляде на	2	1
420	или даже	1	1
421	общественном сознании	1	1
422	дает ему	1	1
423	из них	3	1
424	за ним	1	1
425	к каким	1	1
426	и их	1	1
427	представить себе	2	1
428	и прежде	1	1
429	относится не	1	1
430	так как	4	1
431	тому же	1	1
432	в такое	1	1
433	к ним	1	1
434	случае не	1	1
435	но из	1	1
436	для того	6	1
437	чему не	1	1
438	насколько это	1	1
439	на ее	1	1
440	связаны с	1	1
441	отказаться от	4	1
442	по своим	1	1
443	на чем	1	1
444	еще и	1	1
445	души и	1	1
446	что для	3	1
447	противоречие между	1	1
448	превращается в	1	1
449	не было	3	1
450	зависит от	2	1
451	означало бы	1	1
452	с которым	1	1
453	когда же	1	1
454	ближе к	1	1
455	в одно	1	1
456	если не	2	1
457	в связи	1	1
458	и пути	1	1
459	которые будут	1	1
460	может иметь	1	1
461	игру в	1	1
462	в одной	1	1
463	от ее	1	1
464	каждая из	1	1
465	да и	3	1
466	узко и	1	1
467	степени и	1	1
468	единения с	1	1
469	схемы и	1	1
470	с этой	1	1
471	этом случае	3	1
472	быть и	2	1
473	своей жизни	1	1
474	все это	6	1
475	вытекающей из	1	1
476	этом и	2	1
477	себе еще	1	1
478	к вопросу	4	1
479	такой культуры	1	1
480	известной степени	1	1
481	своем сознании	1	1
482	окрашено в	1	1
483	и от	2	1
484	видно из	1	1
485	в результате	2	1
486	все они	3	1
487	о котором	3	1
488	которая в	1	1
489	в настоящее	2	1
490	бы в	1	1
491	т.д эта	1	1
492	с другими	1	1
493	ни было	1	1
494	не есть	3	1
495	к самому	1	1
496	нами не	1	1
497	может и	1	1
498	а о	1	1
499	с ней	1	1
500	не быть	1	1
501	совершенно не	2	1
502	начале этой	1	1
503	из этого	3	1
504	что такое	2	1
505	жизни и	4	1
506	также может	1	1
507	ее в	2	1
508	случае если	3	1
509	в своих	6	1
510	можно назвать	1	1
511	в таком	2	1
512	точно так	2	1
513	все что	4	1
