N	2gram	Nazirov_Tv_2	Vladivir
266	казалось бы	3	2
267	невозможно но	1	2
268	не о	1	2
269	в русском	1	2
270	н толстого	1	2
271	как будто	1	2
272	а мы	1	2
273	начиная с	2	2
274	которого я	1	2
275	владимир соловьев	1	2
276	этой книги	1	2
277	к тому	1	2
278	будто бы	1	2
279	лето года	1	2
280	дальнейшем мы	1	2
281	в виду	1	2
282	свою очередь	1	2
283	меня в	1	2
284	и ту	1	2
285	возможно что	1	2
286	ничего не	4	2
287	о нем	1	2
288	нам представляется	1	2
289	в чем	4	2
290	он прямо	1	2
291	и всякая	1	2
292	и она	1	2
293	в петербурге	1	2
294	по возвращении	1	2
295	себя в	2	2
296	он сам	3	2
297	его и	2	2
298	друг друга	2	2
299	бытия и	1	2
300	но уже	3	2
301	любил и	1	2
302	июля года	2	2
303	как у	3	2
304	тут же	2	2
305	и прежде	1	2
306	во второй	1	2
307	что не	3	2
308	что для	1	2
309	и психологии	1	2
310	если не	4	2
311	уже давно	1	2
312	нет никаких	1	2
313	в частности	2	2
314	эта идея	1	2
315	и потому	4	2
316	только его	1	2
317	я тоже	1	2
318	наряду с	7	2
319	такого рода	1	2
320	здравого смысла	2	2
321	можно было	1	2
322	вообще говоря	2	2
323	и от	4	2
324	у достоевского	30	2
325	жизни в	3	2
326	о своем	1	2
327	с ней	1	2
328	этот период	1	2
329	ii с	2	2
330	в своих	3	2
331	была для	1	2
332	с новыми	1	1
333	как известно	2	1
334	от этой	2	1
335	если б	1	1
336	и т	13	1
337	не должны	2	1
338	одним из	3	1
339	например в	5	1
340	в этот	2	1
341	вообще все	1	1
342	бытия а	1	1
343	и др	3	1
344	по преимуществу	2	1
345	он всегда	2	1
346	высшей степени	1	1
347	действительности и	1	1
348	и за	1	1
349	это объяснение	1	1
350	года написанное	1	1
351	в первый	1	1
352	из своих	1	1
353	вскоре он	1	1
354	этом не	1	1
355	память достоевского	1	1
356	говорить о	2	1
357	требует от	1	1
358	выразилось в	1	1
359	жизни как	1	1
360	представление о	7	1
361	и ни	1	1
362	литературы и	1	1
363	в которых	3	1
364	в сердце	1	1
365	истории в	1	1
366	чуть ли	1	1
367	я никогда	1	1
368	не без	1	1
369	в создании	1	1
370	самом деле	2	1
371	свободных от	2	1
372	то он	1	1
373	но как	1	1
374	а только	1	1
375	к богу	1	1
376	не все	1	1
377	если в	1	1
378	менее всего	1	1
379	него с	1	1
380	стремился в	1	1
381	не просто	1	1
382	нет и	2	1
383	теперь не	1	1
384	что они	4	1
385	лет с	1	1
386	во что	2	1
387	в произведениях	2	1
388	о необходимости	1	1
389	чем же	1	1
390	фет а	1	1
391	из архива	5	1
392	общего с	1	1
393	а волынского	1	1
394	в среду	1	1
395	о жизни	3	1
396	спб с	1	1
397	этой стороны	1	1
398	когда он	4	1
399	как уже	1	1
400	его к	1	1
401	себе не	1	1
402	отражение той	1	1
403	с г	1	1
404	в противоположность	1	1
405	и свою	1	1
406	и отчасти	3	1
407	за собой	4	1
408	за границей	1	1
409	столько к	1	1
410	не имею	1	1
411	очень важно	1	1
412	и и	1	1
413	тоже не	2	1
414	думать что	1	1
415	из достоевского	1	1
416	что ничего	1	1
417	характере этого	1	1
418	тому же	2	1
419	сентября года	1	1
420	если он	5	1
421	его но	1	1
422	так сказать	2	1
423	к выводу	1	1
424	что она	4	1
425	людьми но	1	1
426	главным образом	1	1
427	уже тогда	1	1
428	он ни	1	1
429	т д	11	1
430	после этого	1	1
431	солидарен с	1	1
432	и еще	2	1
433	в первую	1	1
434	xix века	7	1
435	чем у	1	1
436	к одному	1	1
437	них нет	1	1
438	не к	1	1
439	родственники и	1	1
440	сердце и	2	1
441	зла и	1	1
442	свои собственные	1	1
443	же самая	1	1
444	отец ее	1	1
445	от октября	1	1
446	так например	3	1
447	человек он	1	1
448	разочарованием в	1	1
449	что все	1	1
450	чего он	1	1
451	об этой	1	1
452	говорил что	2	1
453	а по	1	1
454	лишь в	1	1
455	первую очередь	1	1
456	оставляет без	1	1
457	его личности	1	1
458	в свой	2	1
459	нечто внешнее	1	1
460	ведь в	1	1
461	в жизни	1	1
462	с необходимостью	1	1
463	я считаю	1	1
464	основания для	1	1
465	для них	1	1
466	из нее	1	1
467	в высшей	1	1
468	к которым	1	1
469	но лишь	1	1
470	всю жизнь	1	1
471	его дома	1	1
472	как видно	1	1
473	со своими	2	1
474	очень важный	1	1
475	года и	4	1
476	м т	2	1
477	очерки и	1	1
478	бога и	1	1
479	такой же	2	1
480	зато в	2	1
481	перед своим	1	1
482	ли еще	1	1
483	не так	2	1
484	в г	1	1
485	во время	1	1
486	всего нужно	1	1
487	л п	7	1
488	но если	2	1
489	от своего	1	1
490	а главное	1	1
491	главная тема	1	1
492	в такой	2	1
493	и без	2	1
494	это делает	1	1
495	на подобные	1	1
496	всему миру	2	1
497	был склонен	1	1
498	его идея	1	1
499	место в	3	1
500	еще с	1	1
501	своего имени	1	1
502	своего рода	3	1
503	но эта	2	1
504	время я	1	1
505	выше мы	1	1
506	имеем не	1	1
507	и откровенно	1	1
508	если бы	4	1
509	была не	1	1
510	и относительно	1	1
511	чтобы иметь	1	1
512	что этот	2	1
513	феврале года	2	1
514	своей любовью	1	1
515	сам он	1	1
516	и достоевского	1	1
517	произведения как	1	1
518	собр соч	3	1
519	отходит от	2	1
520	всего его	1	1
521	человечества и	1	1
522	что с	1	1
523	самого начала	1	1
524	в русской	2	1
525	л и	1	1
526	на него	2	1
527	как о	2	1
528	возвращении в	1	1
529	но только	1	1
530	в день	1	1
531	на путях	1	1
532	жизни не	1	1
533	в мае	1	1
534	бумаги и	1	1
535	и лишь	2	1
536	забывать о	1	1
537	с соловьев	1	1
538	и является	1	1
539	всегда считал	1	1
540	достоевского можно	3	1
541	практический путь	1	1
542	в сознании	1	1
543	здесь же	1	1
544	как а	1	1
545	только с	2	1
546	вопрос не	1	1
547	ему не	1	1
548	перед ним	1	1
549	у меня	1	1
550	свое собственное	1	1
551	даже о	1	1
552	и здесь	1	1
553	ее был	1	1
554	если у	2	1
555	не столь	1	1
556	во все	1	1
557	ли не	2	1
558	заметил что	1	1
559	все отдельные	1	1
560	года у	1	1
561	за что	1	1
562	отказаться от	2	1
563	ничего общего	1	1
564	году в	1	1
565	своего развития	1	1
566	у себя	1	1
567	в в	1	1
568	характер и	1	1
569	такие как	1	1
570	смерти в	1	1
571	а идея	1	1
572	только то	1	1
573	в себя	1	1
574	на той	1	1
575	с самого	1	1
576	князя и	2	1
577	так в	2	1
578	и дальше	1	1
579	с собой	1	1
580	ясно что	1	1
581	можно понять	1	1
582	особенно в	2	1
583	в споре	1	1
584	во многом	2	1
585	еще не	5	1
586	был напечатан	1	1
587	он писал	2	1
588	когда в	1	1
589	отчасти в	1	1
590	том как	1	1
591	поэтому в	1	1
592	был не	1	1
593	быть может	3	1
594	содержатся в	1	1
595	против этого	1	1
596	сводится к	2	1
597	и должно	1	1
598	может не	1	1
599	на вопрос	1	1
600	в память	1	1
601	есть бог	1	1
602	влияние на	1	1
603	в пользу	3	1
604	а напротив	1	1
605	мае года	1	1
606	не творит	1	1
607	раньше чем	1	1
608	в глазах	1	1
609	только понять	1	1
610	не знаю	1	1
611	о своих	2	1
612	в лице	4	1
613	не зная	1	1
614	в литературе	2	1
615	значит что	1	1
616	в современной	1	1
617	критики в	1	1
618	нас интересует	1	1
619	но тот	1	1
620	смерти она	1	1
621	мне кажется	1	1
622	этот вопрос	3	1
623	но ни	1	1
624	как нечто	1	1
625	и гёте	1	1
626	их жизни	1	1
627	и ее	2	1
628	не мешает	2	1
629	же он	1	1
630	к которой	1	1
631	в иване	1	1
632	при внимательном	1	1
633	апреля года	3	1
634	истории человечества	1	1
635	в журнале	1	1
636	больше не	1	1
637	сколько к	1	1
638	и везде	1	1
639	слова не	1	1
640	же у	1	1
641	или даже	2	1
642	при помощи	2	1
643	в душе	4	1
644	и других	2	1
645	не стал	1	1
646	всегда было	1	1
647	из них	2	1
648	она действительно	1	1
649	и их	1	1
650	слабого и	1	1
651	точка зрения	2	1
652	в одном	2	1
653	т п	2	1
654	мнению с	1	1
655	от апреля	1	1
656	к философской	2	1
657	как раз	1	1
658	тем что	3	1
659	без внимания	1	1
660	невозможно не	1	1
661	цитаты из	1	1
662	рядом с	2	1
663	в подобном	1	1
664	даже не	1	1
665	и болезненное	1	1
666	о своей	1	1
667	до сих	3	1
668	же о	1	1
669	его из	1	1
670	молиться за	1	1
671	нужно сказать	1	1
672	мир а	1	1
673	мы и	1	1
674	христа как	1	1
675	ни о	1	1
676	этот принцип	1	1
677	и м	2	1
678	и русских	1	1
679	я говорю	1	1
680	о русских	1	1
681	время с	1	1
682	характера и	3	1
683	не могут	1	1
684	его личной	1	1
685	он говорит	1	1
686	несколько раз	3	1
687	но сам	1	1
688	однако эти	2	1
689	перед нами	1	1
690	к человечеству	2	1
691	году он	1	1
692	письмо и	1	1
693	в первой	2	1
694	вы мне	1	1
695	н а	1	1
696	в бесах	6	1
697	февраля года	1	1
698	сих пор	3	1
699	что однако	1	1
700	характера в	2	1
701	свое последнее	1	1
702	пока еще	1	1
703	в письмах	3	1
704	при всем	1	1
705	в книге	1	1
706	любовь к	1	1
707	фактов его	1	1
708	и человек	1	1
709	представляется что	1	1
710	не с	1	1
711	от него	1	1
712	с определенным	1	1
713	ни к	2	1
714	ужасом и	1	1
715	он стал	1	1
716	теперь же	1	1
717	по самой	3	1
718	отношении к	1	1
719	в целях	1	1
720	первый раз	1	1
721	между ними	1	1
722	только как	1	1
723	была бы	1	1
724	от всех	1	1
725	от матери	1	1
726	уже после	2	1
727	но когда	1	1
728	любви к	3	1
729	эти слова	1	1
730	но эти	2	1
731	а может	1	1
732	и другие	1	1
733	в статьях	1	1
734	после его	1	1
735	том числе	1	1
