N	2gram	Tiupa_Anal_3	Problemy
616	к рассказчику	1	1
617	ей не	1	1
618	был в	1	1
619	однако и	3	1
620	жизнь в	1	1
621	его как	3	1
622	и внутренне	1	1
623	своей любви	1	1
624	одну из	2	1
625	его собственной	1	1
626	единственный раз	1	1
627	автору и	2	1
628	есть лишь	1	1
629	голос и	1	1
630	совершенно очевидно	2	1
631	шкафом и	1	1
632	в связи	1	1
633	с помощью	1	1
634	не видит	1	1
635	входить в	1	1
636	повестях белкина	7	1
637	вместе с	2	1
638	и потому	2	1
639	как это	3	1
640	а завтра	1	1
641	знаем о	1	1
642	со словом	1	1
643	из которых	1	1
644	из уст	1	1
645	и ведет	1	1
646	указание на	2	1
647	отношения не	1	1
648	оставляем в	1	1
649	ли не	4	1
650	занимает в	1	1
651	о его	2	1
652	всей совокупности	1	1
653	в начале	6	1
654	в самую	1	1
655	не любил	1	1
656	которой он	1	1
657	но с	2	1
658	служат лишь	1	1
659	самого все	1	1
660	кажется ни	1	1
661	известной степени	3	1
662	и от	2	1
663	установок и	1	1
664	в пределе	1	1
665	тем более	1	1
666	обращается к	1	1
667	себя самого	1	1
668	нами типов	1	1
669	пока лишь	1	1
670	своих героев	1	1
671	из существеннейших	2	1
672	места в	1	1
673	карамазов в	1	1
674	же в	2	1
675	в равной	1	1
676	по поводу	3	1
677	все еще	1	1
678	от лица	1	1
679	на их	1	1
680	наконец не	1	1
681	они как	1	1
682	по одному	1	1
683	автора в	1	1
684	и героем	3	1
685	из этого	1	1
686	жизни и	1	1
687	все что	1	1
688	и другие	1	1
689	с чужой	1	1
690	сущности не	1	1
691	к этому	3	1
692	как на	1	1
693	они не	1	1
