N	2gram	Medvedev_V_1	Formalny
359	героя и	1	2
360	материала является	1	2
361	при определенных	1	2
362	бы быть	1	2
363	в последнем	2	2
364	к этому	9	2
365	в таком	1	2
366	это понятие	1	2
367	художнику остается	1	1
368	также что	2	1
369	нет бессодержательной	1	1
370	в движение	1	1
371	таком случае	1	1
372	и через	2	1
373	из остальных	1	1
374	целого и	1	1
375	оно входит	1	1
376	сам по	1	1
377	и то	1	1
378	художественных произведений	1	1
379	дело обстоит	1	1
380	неоформленного содержания	1	1
381	и закон	1	1
382	все те	1	1
383	видеть в	2	1
384	собою в	1	1
385	и этот	2	1
386	со всех	1	1
387	деятельность как	2	1
388	бы уже	1	1
389	воплощения в	1	1
390	мы имеем	3	1
391	или наоборот	1	1
392	процесс может	1	1
393	с более	2	1
394	всех его	2	1
395	содержания в	1	1
396	во времени	1	1
397	творчества с	1	1
398	эстетики и	1	1
399	а для	2	1
400	в большом	1	1
401	из того	1	1
402	это подтверждается	1	1
403	то это	2	1
404	жизни это	1	1
405	в каждой	1	1
406	это время	1	1
407	прав когда	1	1
408	от всей	1	1
409	действительности можно	1	1
410	и сводится	4	1
411	так или	1	1
412	действительности когда	1	1
413	оно может	1	1
414	его индивидуальной	1	1
415	бы еще	2	1
416	быть никакого	1	1
417	служит для	1	1
418	как у	2	1
419	своей работе	1	1
420	тот или	1	1
421	а только	1	1
422	от характера	2	1
423	явлений и	3	1
424	значение и	1	1
425	только тогда	1	1
426	данного человека	1	1
427	себе и	2	1
428	он пишет	7	1
429	оно является	2	1
430	значение для	1	1
431	произведения могут	1	1
432	сама по	1	1
433	ни одна	2	1
434	связи а	1	1
435	с этим	3	1
436	своем творчестве	3	1
437	совершенно очевидно	1	1
438	искусстве и	2	1
439	этого развития	1	1
440	в противном	2	1
441	кроме того	1	1
442	этом же	2	1
443	является тем	1	1
444	хотя и	2	1
445	сознания в	1	1
446	и художественного	3	1
447	следующим образом	3	1
448	это определение	1	1
449	с определенной	1	1
450	основная тенденция	1	1
451	определить как	2	1
452	роль играет	1	1
453	или иную	1	1
454	очень многие	2	1
455	наше сознание	1	1
456	социальная природа	1	1
457	у каждого	1	1
458	жанров но	1	1
459	имеем в	1	1
460	наконец ряд	1	1
461	его индивидуальную	1	1
462	на то	1	1
463	и если	1	1
464	положение что	1	1
465	не завершается	1	1
466	противном случае	2	1
467	к искусству	1	1
468	три года	2	1
469	время и	1	1
470	он не	2	1
471	мы полагаем	1	1
472	словесного материала	1	1
473	по существу	3	1
474	проблемы не	1	1
475	евгения онегина	1	1
476	и разрешал	1	1
477	еще одну	1	1
478	и по	3	1
479	так например	2	1
480	действительности на	2	1
481	одно и	1	1
482	исходя из	1	1
483	а вместе	1	1
484	в работе	3	1
485	так называемым	1	1
486	тех общих	1	1
487	же не	1	1
488	в определенном	1	1
489	являются для	1	1
490	его не	3	1
491	знаем не	1	1
492	зрения на	1	1
493	знает что	1	1
494	того или	2	1
495	с другими	2	1
496	художника как	2	1
497	объективной действительности	15	1
498	произведения от	1	1
499	приходит в	1	1
500	и творчества	1	1
501	роли и	1	1
502	творца и	1	1
503	и теоретической	1	1
504	освободиться от	1	1
505	с этой	1	1
506	быть принята	1	1
507	художественной структуре	1	1
508	что творческая	1	1
509	или из	1	1
510	значит не	1	1
511	задачи и	1	1
512	выйти за	1	1
513	в чистом	1	1
514	должно быть	2	1
515	который как	1	1
516	восприятия и	2	1
517	относительно и	1	1
518	вещи в	1	1
519	полностью в	1	1
520	и при	5	1
521	их он	1	1
522	работы в	1	1
523	л толстого	5	1
524	в их	5	1
525	что говорит	3	1
526	могло бы	2	1
527	является только	1	1
528	идеалистическое понимание	1	1
529	и той	1	1
530	единство и	1	1
531	блока или	1	1
532	но он	1	1
533	и эти	1	1
534	выводам приводит	2	1
535	слова к	1	1
536	творчеством то	1	1
537	том же	6	1
538	не должна	1	1
539	мере и	1	1
540	это явления	1	1
541	форму в	1	1
542	виду именно	1	1
543	нет никакого	1	1
544	подтверждается даже	1	1
545	а отсюда	1	1
546	бессодержательной формы	1	1
547	дня и	1	1
548	с ним	1	1
549	что эта	1	1
550	самого начала	1	1
551	ними не	1	1
552	того как	1	1
553	здесь играет	1	1
554	на себе	1	1
555	к этим	2	1
556	на него	1	1
557	данного искусства	1	1
558	и отдельных	3	1
559	иметь в	2	1
560	но только	1	1
561	та или	1	1
562	содержанием художественного	1	1
563	внутреннюю логику	2	1
564	и каково	1	1
565	при всем	3	1
566	учения о	1	1
567	произведения каждый	1	1
568	произведения а	1	1
569	художников но	1	1
570	произведения эта	2	1
571	е от	1	1
572	и развитии	1	1
573	в сознании	4	1
574	е не	1	1
575	глубину и	1	1
576	целом и	1	1
577	поэта как	2	1
578	больше того	1	1
579	того обстоятельства	1	1
580	идею и	1	1
581	если он	1	1
582	наконец в	1	1
583	числе и	2	1
584	порою и	2	1
585	той или	1	1
586	что при	2	1
587	утверждать что	4	1
588	как известно	2	1
589	сквозь призму	1	1
590	можно и	1	1
591	своего развития	1	1
592	от реальной	1	1
593	но по	1	1
594	всего этого	1	1
595	очень важную	1	1
596	на основе	5	1
597	в в	1	1
598	его художественного	2	1
599	нем уже	1	1
600	этой схемы	1	1
601	и может	2	1
602	когда произведение	1	1
603	художественное творчество	6	1
604	только через	1	1
605	можно было	2	1
606	искусство как	2	1
607	в социальном	1	1
608	произведения не	2	1
609	форму его	1	1
610	для него	8	1
611	в которые	1	1
612	и социальные	1	1
613	строго говоря	1	1
614	по мере	1	1
615	громадное значение	1	1
616	об этом	9	1
617	связи со	1	1
618	искусства и	1	1
619	не был	1	1
620	в действительной	1	1
621	это происходит	1	1
622	и та	1	1
623	говорит об	2	1
624	относят к	1	1
625	к действительности	1	1
626	можно утверждать	3	1
627	и просто	2	1
628	что его	2	1
629	этом заключается	1	1
630	как форма	1	1
631	первоначального замысла	1	1
632	в значительной	3	1
633	по их	1	1
634	художник должен	1	1
635	те или	1	1
636	где же	1	1
637	места и	1	1
638	является величиной	1	1
639	том или	1	1
640	ему же	1	1
641	от них	2	1
642	сознания а	1	1
643	а потому	1	1
644	за материалом	1	1
645	ними в	1	1
646	в форме	3	1
647	приводит и	1	1
648	в ту	1	1
649	из моментов	1	1
650	для самого	1	1
651	и самые	1	1
652	ином контексте	1	1
653	оставалось только	1	1
654	различных моментов	1	1
655	как например	2	1
656	быть и	1	1
657	быть при	1	1
658	не механическое	1	1
659	но с	2	1
660	моменты в	1	1
661	художественного воплощения	2	1
662	мы видим	1	1
663	но этим	1	1
664	этих теорий	1	1
665	не имеющих	1	1
666	и так	1	1
667	который в	1	1
668	актом и	1	1
669	современная же	1	1
670	внутренней логики	1	1
671	с одной	2	1
672	это совсем	1	1
673	в качестве	11	1
674	есть в	1	1
675	вот что	9	1
676	нуждался в	1	1
677	и у	2	1
678	при этих	1	1
679	ни одного	2	1
680	его развитие	1	1
681	в нашей	4	1
682	же в	6	1
683	в начале	1	1
684	и чисто	1	1
685	целого ряда	2	1
686	смысла в	1	1
687	отражается в	1	1
688	или даже	1	1
689	и других	1	1
690	чего бы	2	1
691	к каким	1	1
692	говорит о	7	1
693	себе в	1	1
694	ведь это	1	1
695	в одном	4	1
696	автора а	1	1
697	без этого	1	1
698	дело и	1	1
699	в систему	1	1
700	и никогда	1	1
701	семантических элементов	1	1
702	не обязательна	1	1
703	художник не	2	1
704	художественных образов	4	1
705	или ином	1	1
706	распространенное в	1	1
707	и вместе	1	1
708	с традицией	1	1
709	даже и	3	1
710	это положение	1	1
711	не противоречит	1	1
712	момент в	3	1
713	начале своей	1	1
714	и композиционные	1	1
715	без того	1	1
716	процессе своего	2	1
717	сознания могут	1	1
718	даже не	2	1
719	до сих	1	1
720	имеет свой	1	1
721	или иначе	1	1
722	именно в	2	1
723	а о	2	1
724	и создает	1	1
725	человека а	1	1
726	как художественное	1	1
727	и быть	2	1
728	еще и	2	1
729	этой категории	1	1
730	тема произведения	1	1
731	борьба за	1	1
732	что для	3	1
733	полагаем что	1	1
734	к сожалению	2	1
735	через это	2	1
736	не было	7	1
737	одной стороны	2	1
738	зависит от	2	1
739	а наоборот	1	1
740	и составляет	1	1
741	целым рядом	1	1
742	художник может	1	1
743	действительности как	1	1
744	жизнь в	1	1
745	о чем	2	1
746	благодаря чему	1	1
747	для их	1	1
748	или с	1	1
749	что мы	2	1
750	мира в	1	1
751	если это	1	1
752	между собою	2	1
753	стороны в	2	1
754	нет ничего	1	1
755	в творчестве	3	1
756	в частности	11	1
757	образом для	1	1
758	остается подвести	1	1
759	эта теория	2	1
760	все пути	1	1
761	он говорит	5	1
762	в течение	2	1
763	пишет в	3	1
764	типа как	1	1
765	как основные	1	1
766	происходит в	1	1
767	однако отметить	1	1
768	указывает что	1	1
769	лишь системой	1	1
770	может идти	1	1
771	их отношение	1	1
772	не создает	1	1
773	в художественную	1	1
774	обстоятельства что	1	1
775	но даже	3	1
776	понимать творчество	1	1
777	сих пор	1	1
778	только для	1	1
779	аппарат для	1	1
780	романа с	1	1
781	один из	5	1
782	не связанные	1	1
783	слова с	1	1
784	каждой из	2	1
785	за его	1	1
786	становится понятным	1	1
787	процессе художественного	3	1
788	ее роли	1	1
789	к пониманию	1	1
790	всего произведения	4	1
791	его творчества	1	1
792	есть одно	1	1
793	мы только	1	1
794	мира и	3	1
795	замысел в	1	1
796	о котором	1	1
797	об искусстве	1	1
798	у некоторых	2	1
799	искусства для	1	1
800	произведения во	1	1
801	у достоевского	1	1
802	еще более	1	1
803	и поступали	1	1
804	слове произведения	1	1
805	в ином	1	1
806	года в	1	1
807	ни к	1	1
808	от всего	1	1
809	все они	2	1
810	лежит в	1	1
811	все то	1	1
812	образом сама	1	1
813	этих элементов	1	1
814	а в	3	1
815	е в	2	1
816	связанный с	1	1
817	состоит из	1	1
818	и заменяется	1	1
819	обычно не	1	1
820	в живописи	1	1
821	авантюрного романа	1	1
822	или иного	1	1
823	бы его	1	1
824	в кругу	1	1
825	в каком-то	1	1
826	явления в	2	1
827	структуры в	1	1
828	можно назвать	1	1
829	частности в	2	1
830	сущности в	1	1
831	произведение хотя	1	1
832	творчество как	3	1
833	это в	1	1
834	этой точки	2	1
835	том числе	2	1
