N	2gram	Potebnia_M_2	Marksizm
411	перестает быть	2	1
412	всех этих	2	1
413	переносном смысле	1	1
414	как увидим	2	1
415	к одному	1	1
416	без чего	1	1
417	оно должно	3	1
418	можно назвать	2	1
419	слово или	1	1
420	и связанные	1	1
421	быть с	1	1
422	объяснить его	1	1
423	так например	3	1
424	понимание и	1	1
425	что нельзя	1	1
426	от общего	2	1
427	в нее	4	1
428	последнее слово	1	1
429	но все	2	1
430	человека в	3	1
431	в каждом	2	1
432	мы его	1	1
433	касается до	2	1
434	как они	1	1
435	же не	1	1
436	связанные с	2	1
437	сознание и	4	1
438	же касается	1	1
439	со всеми	1	1
440	связанных с	1	1
441	с этою	2	1
442	сознание не	1	1
443	где оно	2	1
444	с каким-либо	1	1
445	входит в	1	1
446	заключается в	1	1
447	понимания слова	1	1
448	слушающего и	1	1
449	он есть	1	1
450	приходит в	1	1
451	дает слову	1	1
452	рядом таких	1	1
453	из нее	1	1
454	в них	5	1
455	о которых	3	1
456	особенно на	1	1
457	с тем	4	1
458	на дальнейшую	1	1
459	об чем	1	1
460	внутреннее и	1	1
461	выйти за	1	1
462	все это	2	1
463	нужно чтобы	1	1
464	свою собственную	1	1
465	или точнее	1	1
466	что такое	2	1
467	никаких оснований	1	1
468	и известный	1	1
469	только для	5	1
470	не столько	2	1
471	существовало в	1	1
472	на первых	1	1
473	значение то	1	1
474	значение для	1	1
475	не менее	5	1
476	смысле а	1	1
477	выше мы	1	1
478	не понимает	1	1
479	но он	2	1
480	но во	3	1
481	с такою	2	1
482	друг другу	1	1
483	тем не	6	1
484	возможно только	1	1
485	сознание только	1	1
486	же такое	1	1
487	и вся	1	1
488	ни конца	1	1
489	тесную связь	1	1
490	цели и	1	1
491	бы на	1	1
492	человека есть	1	1
493	для определения	1	1
494	что с	2	1
495	можно понимать	1	1
496	есть прежде	2	1
497	мысли в	3	1
498	и проч	10	1
499	тогда когда	10	1
500	она ни	1	1
501	и притом	3	1
502	во время	4	1
503	но она	3	1
504	для кого	2	1
505	восприятия но	1	1
506	при полной	1	1
507	но только	2	1
508	принадлежит к	1	1
509	не могло	1	1
510	находится в	3	1
511	и всегда	1	1
512	звука а	2	1
513	в самой	3	1
514	и весь	2	1
515	всего на	1	1
516	в изменении	1	1
517	ровно ничего	1	1
518	связанное с	1	1
519	это слово	1	1
520	те особенности	1	1
521	другого слова	2	1
522	остаются вне	2	1
523	не совсем	3	1
524	в действительности	2	1
525	представляется нам	5	1
526	не могут	7	1
527	когда мы	2	1
528	есть только	6	1
529	что все	2	1
530	и другой	1	1
531	и такие	1	1
532	ни начала	1	1
533	его с	2	1
534	какие только	1	1
535	как для	2	1
536	слова с	1	1
537	отличное от	2	1
538	оно не	3	1
539	него как	1	1
540	от той	1	1
541	и силу	1	1
542	нет значения	1	1
543	новый смысл	1	1
544	каждому из	2	1
545	от друга	1	1
546	того времени	1	1
547	в некоторых	4	1
548	здесь не	1	1
549	группы к	1	1
550	в определенное	1	1
551	как знак	1	1
552	в себя	2	1
553	нельзя в	2	1
554	так в	4	1
555	этом на	1	1
556	мы наблюдаем	1	1
557	внутреннюю жизнь	1	1
558	слова а	3	1
559	на том	1	1
560	нам слово	1	1
561	и сам	1	1
562	на нее	1	1
563	было в	2	1
564	остается только	2	1
565	по сравнению	1	1
566	все остальные	5	1
567	и вообще	3	1
568	имеет значения	1	1
569	к языку	4	1
570	с ним	5	1
571	как выражение	1	1
572	на ряд	1	1
573	мысль о	7	1
574	образом в	4	1
575	это зависит	1	1
576	приближается к	1	1
577	этих условиях	1	1
578	другое значение	1	1
579	и поэтому	2	1
580	внимание на	2	1
581	и что	4	1
582	той степени	1	1
583	его жизни	1	1
584	для говорящего	2	1
585	можно сказать	1	1
586	другому в	1	1
587	начала ни	1	1
588	мы делаем	1	1
589	этих двух	1	1
590	на следующее	1	1
591	нельзя ни	1	1
592	в немногих	1	1
593	это изменение	1	1
594	мы понимаем	1	1
595	с одним	1	1
596	эта сила	1	1
597	которые мы	3	1
598	переходит в	1	1
599	за другим	4	1
600	наоборот выражение	1	1
601	первобытный человек	2	1
602	и степень	1	1
603	и только	6	1
604	этот последний	1	1
605	в другой	1	1
606	его так	1	1
607	народов и	1	1
608	что здесь	1	1
609	первых порах	1	1
610	но с	1	1
611	следует ли	1	1
612	оно и	1	1
613	всякого рода	1	1
614	мы видим	2	1
615	тот же	5	1
616	менее в	1	1
617	дело с	1	1
618	же оно	1	1
619	и так	1	1
620	для нее	2	1
621	в обществе	2	1
622	этих слов	1	1
623	их не	1	1
624	можем назвать	1	1
625	в выражении	1	1
626	именно на	1	1
627	с которыми	2	1
628	так что	10	1
629	слово лишь	1	1
630	же и	1	1
631	есть в	2	1
632	и др	1	1
633	уже не	4	1
634	мы принуждены	2	1
635	так можно	1	1
636	или не	5	1
637	же в	5	1
638	если в	3	1
639	кажется что	3	1
640	смысл слова	1	1
641	признаков как	1	1
642	не дает	2	1
643	и других	2	1
644	одного предмета	1	1
645	из них	5	1
646	и понимание	1	1
647	превращаются в	1	1
648	не связанных	1	1
649	только их	1	1
650	о причинах	2	1
651	одно из	3	1
652	себе в	3	1
653	характер но	1	1
654	стать в	1	1
655	не находит	1	1
656	могло бы	1	1
657	в одном	6	1
658	сами по	7	1
659	содержание и	1	1
660	к ним	1	1
661	не о	1	1
662	само по	2	1
663	не воспринимаем	1	1
664	на меня	1	1
665	и им	1	1
666	внутреннему в	1	1
667	от того	5	1
668	в других	4	1
669	были бы	1	1
670	значение имеет	1	1
671	со стороны	3	1
672	другим и	3	1
673	связаны с	1	1
674	процесс понимания	1	1
675	слово мы	1	1
676	а именно	1	1
677	к которому	2	1
678	на которые	1	1
679	и затем	2	1
680	себя и	2	1
681	превращается в	2	1
682	чтобы убедиться	1	1
683	соответствует тому	1	1
684	а на	1	1
685	которых мы	3	1
686	этого не	2	1
687	самое слово	1	1
688	которые более	1	1
689	другой стороны	2	1
690	его как	1	1
691	как ни	1	1
692	дело в	1	1
693	какую мы	1	1
694	на основании	1	1
695	для человека	1	1
696	в переносном	1	1
697	во внимание	1	1
698	душевной жизни	7	1
699	если не	4	1
700	не исключительно	1	1
701	говорит нам	1	1
702	на который	1	1
703	ни на	1	1
704	таким в	1	1
705	мы говорим	3	1
706	к себе	1	1
707	будет никаких	1	1
708	со словом	1	1
709	к самому	1	1
710	может так	1	1
711	для обозначения	2	1
712	если оно	1	1
713	сравнению с	1	1
714	в течение	1	1
715	на которое	1	1
716	что же	1	1
717	когда же	1	1
718	слова например	1	1
719	из сил	1	1
720	кто такой	1	1
721	в состоянии	6	1
722	конечно если	1	1
723	своего содержания	1	1
724	душе а	1	1
725	быть не	3	1
726	и оценка	1	1
727	восприятие в	2	1
728	этом случае	1	1
729	не словом	1	1
730	в условиях	1	1
731	в целом	3	1
732	но это	3	1
733	в душевной	1	1
734	этом и	1	1
735	однако не	1	1
736	это последнее	4	1
737	независимое от	1	1
738	дает возможность	1	1
739	вне его	1	1
740	содержанием и	1	1
741	известной степени	1	1
742	слова но	2	1
743	слова из	1	1
744	прежде чем	1	1
745	которого они	1	1
746	о котором	2	1
747	приближаются к	1	1
748	хотя и	3	1
749	но когда	1	1
750	это часто	1	1
751	или нет	3	1
752	указания на	4	1
753	и ни	1	1
754	мы должны	2	1
755	на нем	1	1
756	потому что	49	1
757	все они	1	1
758	представляют для	1	1
759	только по	3	1
760	их жизни	1	1
761	мы в	3	1
762	к ее	1	1
763	себе никакого	1	1
764	и сила	1	1
765	нам не	2	1
766	других или	1	1
767	не сами	1	1
768	в последнем	1	1
769	этом мы	1	1
770	были и	2	1
771	в заключение	1	1
772	ее в	1	1
773	по поводу	6	1
774	слово чужого	1	1
775	слово только	1	1
776	смысле что	1	1
