N	2gram	Berdyaev_O_1	Problemy
390	а это	1	1
391	смерть и	1	1
392	его и	1	1
393	достоевский так	1	1
394	никто не	3	1
395	всяком случае	1	1
396	в бесконечную	1	1
397	человек так	1	1
398	у нее	1	1
399	про него	1	1
400	может служить	1	1
401	достоевского не	4	1
402	даже и	2	1
403	жизни в	2	1
404	там это	1	1
405	катерине ивановне	1	1
406	со стороны	1	1
407	это есть	1	1
408	эпоху возрождения	1	1
409	своеобразие достоевского	1	1
410	а именно	1	1
411	у многих	1	1
412	только один	1	1
413	он во	1	1
414	было и	1	1
415	а с	1	1
416	что не	4	1
417	что для	2	1
418	жизни их	1	1
419	достоевского с	2	1
420	и самый	1	1
421	и раскрыть	1	1
422	есть лишь	4	1
423	у его	1	1
424	человек в	1	1
425	него не	2	1
426	но есть	1	1
427	в явлении	1	1
428	и ему	1	1
429	каждом из	1	1
430	но там	1	1
431	и потому	2	1
432	как это	1	1
433	достоевский был	3	1
434	этого типа	1	1
435	но сам	1	1
436	и там	2	1
437	в мир	1	1
438	у самого	1	1
439	в форме	1	1
440	других романах	1	1
441	в бесах	3	1
442	в это	1	1
443	был менее	1	1
444	и формы	1	1
445	своей жизни	2	1
446	мысли не	1	1
447	самое главное	2	1
448	нет ничего	7	1
449	к этой	2	1
450	разных сторон	2	1
451	не есть	2	1
452	да она	1	1
453	ты не	1	1
454	это все	1	1
455	личности и	2	1
456	была бы	1	1
457	в частности	1	1
458	от всех	1	1
459	но можно	1	1
460	жизни а	1	1
461	к катерине	1	1
462	и человеческих	1	1
463	мертвого дома	2	1
464	у толстого	1	1
465	в достоевском	1	1
466	в своих	3	1
467	и эта	1	1
468	к этому	2	1
