N	2gram	Propp_Isto_4	Narrotol
130	это уже	2	3
131	и все	2	3
132	героя в	7	3
133	что в	14	3
134	переход от	1	2
135	в зависимости	1	2
136	не вполне	1	2
137	ему в	2	2
138	зависимости от	1	2
139	меньшей степени	1	2
140	и самого	1	2
141	между собой	1	2
142	в чем	1	2
143	чем это	1	2
144	друг на	1	2
145	если в	1	2
146	в наиболее	1	2
147	своей матери	2	2
148	та же	1	2
149	роль в	1	2
150	нам как	1	2
151	на то	3	2
152	героя из	1	2
153	не могла	1	2
154	о смерти	1	2
155	и вот	2	2
156	одно и	1	2
157	человека в	1	2
158	а по	4	2
159	а его	1	2
160	этого не	2	2
161	на друга	1	2
162	он и	1	2
163	и тогда	1	2
164	в этих	7	2
165	сих пор	5	2
166	того кто	1	2
167	она не	3	2
168	не имеет	3	2
169	дело не	2	2
170	не могло	2	2
171	ничего не	5	2
172	этих двух	1	2
173	и является	1	2
174	связи с	3	2
175	к жизни	1	2
176	же самое	2	2
177	в своего	1	2
178	как мы	5	2
179	с ее	1	2
180	здесь не	4	2
181	другой стороны	4	2
182	в пределах	1	2
183	особенно в	1	2
184	по мере	1	2
185	с ним	1	2
186	то они	1	2
187	со словами	1	2
188	до сих	5	2
189	с другой	4	2
190	нас в	1	2
191	в форме	2	2
192	и только	5	2
193	же в	3	2
194	с появлением	4	2
195	с ними	5	2
196	он уже	2	2
197	себя в	2	2
198	только на	1	2
199	первобытного человека	1	2
200	его и	2	2
201	к ним	2	2
202	друг друга	1	2
203	мы можем	6	2
204	в особенности	2	2
205	и даже	4	2
206	в области	2	2
207	в результате	1	2
208	как у	1	2
209	на ее	1	2
210	или просто	2	2
211	что не	1	2
212	а на	4	2
213	зависит от	1	2
214	человеческой жизни	1	2
215	порой в	1	2
216	могут служить	1	2
217	что мы	3	2
218	вместе с	6	2
219	к его	1	2
220	по своим	1	2
221	быть и	1	2
222	человека который	1	2
223	в связи	2	2
224	она может	1	2
225	которая в	1	2
226	хотя бы	2	2
227	только что	3	2
228	исключительно в	1	2
229	центре внимания	1	2
230	к ее	1	2
231	персонажа и	1	2
232	между ними	3	2
233	сказать что	2	2
234	все что	4	2
235	в роли	2	2
236	без этих	1	1
237	говоря о	1	1
238	и т	27	1
239	одним из	1	1
240	же как	13	1
241	не видим	1	1
242	это и	5	1
243	говорилось выше	1	1
244	и есть	2	1
245	перечень не	1	1
246	выражается в	1	1
247	по его	2	1
248	мы уже	5	1
249	например в	3	1
250	полагает что	1	1
251	на двенадцати	1	1
252	говорилось об	1	1
253	что соответствует	1	1
254	что между	1	1
255	может входить	1	1
256	пока только	2	1
257	и бессмысленное	1	1
258	он как	1	1
259	то и	1	1
260	привести к	1	1
261	что иное	3	1
262	принадлежит к	1	1
263	но даже	1	1
264	в некотором	2	1
265	мы и	1	1
266	не совсем	1	1
267	около сорока	1	1
268	из которых	5	1
269	пребывания в	1	1
270	он был	1	1
271	иное как	3	1
272	ответы на	1	1
273	в различных	1	1
274	сказать и	1	1
275	своей работе	1	1
276	при жизни	2	1
277	могло быть	1	1
278	и три	1	1
279	мы будем	1	1
280	после его	1	1
281	а только	1	1
282	дело обстоит	1	1
283	тех же	2	1
284	не все	1	1
285	а он	1	1
286	отношение к	2	1
287	тут же	2	1
288	и я	1	1
289	в особом	1	1
290	его на	4	1
291	что именно	1	1
292	и полагает	1	1
293	с этим	2	1
294	вспомним что	1	1
295	мотивов в	1	1
296	героя когда	1	1
297	когда он	6	1
298	целый ряд	1	1
299	и наконец	1	1
300	и к	1	1
301	говорит а	1	1
302	еще на	1	1
303	что это	2	1
304	это за	1	1
305	за это	2	1
306	тут и	2	1
307	к своей	3	1
308	приводит к	1	1
309	и тот	2	1
310	особое место	1	1
311	что даже	1	1
312	видим и	1	1
313	не годится	4	1
314	как он	6	1
315	но на	1	1
316	например как	1	1
317	что она	3	1
318	задний план	2	1
319	главным образом	2	1
320	т д	24	1
321	одному из	1	1
322	как с	1	1
323	не как	1	1
324	в силу	5	1
325	уже говорилось	1	1
326	содержит в	2	1
327	на земле	3	1
328	которое может	1	1
329	его от	2	1
330	и по	5	1
331	людей и	1	1
332	так например	2	1
333	к такого	1	1
334	в нее	1	1
335	таким образом	10	1
336	но все	5	1
337	в одну	2	1
338	уже знаем	1	1
339	той же	1	1
340	них не	1	1
341	его в	9	1
342	он есть	1	1
343	и наличие	1	1
344	в большей	1	1
345	но уже	1	1
346	он является	1	1
347	существовали в	1	1
348	все было	1	1
349	с тем	2	1
350	мы видели	6	1
351	без этой	1	1
352	его нельзя	1	1
353	во время	7	1
354	она сама	1	1
355	или точнее	1	1
356	этой связи	1	1
357	указывает и	1	1
358	в котором	1	1
359	и животным	3	1
360	в которых	4	1
361	что я	2	1
362	от его	1	1
363	должны были	1	1
364	и они	2	1
365	мир и	1	1
366	что было	1	1
367	на языке	2	1
368	на небо	7	1
369	человеческое сознание	1	1
370	и наоборот	2	1
371	что этот	4	1
372	даже в	4	1
373	что эта	3	1
374	случае мы	2	1
375	нас к	7	1
376	тому что	1	1
377	что происходит	1	1
378	так как	9	1
379	перед смертью	1	1
380	того как	4	1
381	которые не	1	1
382	который при	2	1
383	чтобы стать	1	1
384	и уже	1	1
385	преимущественно в	1	1
386	однако явление	1	1
387	сам герой	1	1
388	они являются	1	1
389	это сделать	1	1
390	по своей	2	1
391	во всем	3	1
392	как не	1	1
393	мы бы	1	1
394	только с	2	1
395	и делает	1	1
396	это от	1	1
397	однако это	1	1
398	ему не	1	1
399	иного мира	1	1
400	в момент	1	1
401	могут быть	6	1
402	характер этой	1	1
403	мере того	1	1
404	для его	1	1
405	бы составить	1	1
406	указывает на	4	1
407	еще при	1	1
408	любопытно что	1	1
409	теперь на	1	1
410	в виду	1	1
411	говорит и	1	1
412	здесь также	1	1
413	совершенно новых	1	1
414	а когда	2	1
415	причиной его	1	1
416	всей своей	1	1
417	в более	1	1
418	слова а	1	1
419	в другом	5	1
420	в образе	3	1
421	посредника между	1	1
422	на нее	1	1
423	не за	1	1
424	ясно что	1	1
425	живет в	2	1
426	мог бы	1	1
427	и каждый	1	1
428	с собой	5	1
429	во второй	1	1
430	том как	2	1
431	еще одного	1	1
432	или трех	1	1
433	наше внимание	1	1
434	с героем	1	1
435	является в	1	1
436	с этого	1	1
437	один человек	1	1
438	и смерть	1	1
439	входит и	1	1
440	и здесь	5	1
441	это происходит	2	1
442	любое другое	1	1
443	все тех	1	1
444	в глаза	1	1
445	для нас	3	1
446	или наконец	1	1
447	в греческой	1	1
448	уже дает	1	1
449	во всех	1	1
450	нем не	1	1
451	старик с	1	1
452	что и	9	1
453	на синем	1	1
454	он его	1	1
455	к ней	1	1
456	в него	1	1
457	и мы	1	1
458	другой более	1	1
459	с той	2	1
460	тот же	1	1
461	одной из	1	1
462	мы увидим	3	1
463	даже если	1	1
464	до нас	1	1
465	по мнению	1	1
466	не случаен	1	1
467	их не	2	1
468	на предмет	1	1
469	которые мы	1	1
470	и у	5	1
471	уже в	2	1
472	у них	1	1
473	не из	1	1
474	предположение что	2	1
475	отсылают к	1	1
476	представить себе	1	1
477	не случайно	2	1
478	в ряде	1	1
479	и показывает	1	1
480	тем что	5	1
481	не просто	4	1
482	на том	2	1
483	случае с	1	1
484	смерти и	1	1
485	момент в	1	1
486	уходят на	1	1
487	по смыслу	1	1
488	в исторической	2	1
489	он живет	2	1
490	который не	1	1
491	говорится но	1	1
492	его смерти	1	1
493	не один	1	1
494	не обязательно	1	1
495	говорить и	1	1
496	до этого	1	1
497	а именно	3	1
498	лица в	1	1
499	им из	1	1
500	для этого	1	1
501	в меньшей	1	1
502	а с	1	1
503	мы еще	1	1
504	и знает	1	1
505	говорит о	2	1
506	предметов которые	1	1
507	выступает в	1	1
508	связано с	1	1
509	на этот	2	1
510	на которых	1	1
511	не верит	1	1
512	не на	3	1
513	их друг	1	1
514	два а	1	1
515	его как	2	1
516	он даже	1	1
517	понятие о	1	1
518	когда она	1	1
519	там где	3	1
520	со своими	1	1
521	которой он	2	1
522	с помощью	2	1
523	связь с	12	1
524	в лесу	12	1
525	так же	18	1
526	объединены в	1	1
527	он ее	2	1
528	отразилось в	2	1
529	не удается	1	1
530	этого момента	1	1
531	деревни а	1	1
532	над ним	1	1
533	себя за	1	1
534	этих случаях	8	1
535	что за	1	1
536	наряду с	3	1
537	тем кто	1	1
538	в ответ	1	1
539	в тех	4	1
540	и всей	1	1
541	это его	1	1
542	мог говорить	1	1
543	не можем	1	1
544	это дух	1	1
545	облекается в	1	1
546	но это	3	1
547	все это	2	1
548	это явление	1	1
549	случае он	1	1
550	которых он	1	1
551	являются не	1	1
552	как отец	1	1
553	случаях когда	3	1
554	указать на	3	1
555	необходимо отличать	1	1
556	его сестра	1	1
557	это он	2	1
558	в голову	1	1
559	она уже	1	1
560	еще более	1	1
561	тем более	1	1
562	будто бы	1	1
563	вот этот	2	1
564	предмета и	1	1
565	это все	1	1
566	не знает	1	1
567	а герой	1	1
568	этим объясняется	1	1
569	не говорится	1	1
570	собой лишь	1	1
571	к этой	3	1
572	по поводу	1	1
573	к этому	5	1
574	точно так	5	1
575	том числе	1	1
576	они не	1	1
