N	2gram	Nazirov_Tr_1	Myshleni
112	говорит он	1	4
113	могло бы	1	4
114	друг друга	2	4
115	но и	4	4
116	прежде всего	4	4
117	смысле этого	1	4
118	тем и	1	4
119	и все	4	4
120	понятие в	1	4
121	в частности	2	4
122	во всяком	1	4
123	на деле	1	3
124	то в	1	3
125	в котором	1	3
126	но как	1	3
127	в самом	2	3
128	что эти	2	3
129	как он	1	3
130	не как	1	3
131	и сам	3	3
132	на этом	1	3
133	показал что	1	3
134	его в	2	3
135	не могли	1	3
136	того как	1	3
137	но только	1	3
138	во всем	1	3
139	перед ним	1	3
140	не есть	1	3
141	когда в	1	3
142	мы видим	1	3
143	с ними	1	3
144	дело с	1	3
145	который в	2	3
146	между тем	1	3
147	в виде	2	3
148	и их	1	3
149	сравнению с	1	3
150	наряду с	1	3
151	распадается на	1	3
152	с этой	1	3
153	в результате	1	3
154	в сфере	1	2
155	и то	2	2
156	то же	5	2
157	и могут	1	2
158	а как	2	2
159	в чем	1	2
160	с его	2	2
161	бы в	1	2
162	это говорит	1	2
163	говорили что	1	2
164	но все	2	2
165	это тот	1	2
166	и отношения	1	2
167	в себе	4	2
168	говорит не	1	2
169	не встречает	1	2
170	здесь мы	1	2
171	в нем	4	2
172	в мире	3	2
173	конечно в	1	2
174	об этом	4	2
175	а по	1	2
176	лишь на	1	2
177	к области	2	2
178	в них	1	2
179	человека мы	1	2
180	в своей	1	2
181	что говорит	2	2
182	тому что	1	2
183	но они	2	2
184	тем самым	3	2
185	на котором	1	2
186	одна из	2	2
187	на себя	1	2
188	и его	6	2
189	же слова	1	2
190	без слов	1	2
191	указывает на	1	2
192	это мы	1	2
193	еще в	2	2
194	и здесь	2	2
195	а также	1	2
196	все время	1	2
197	связь и	1	2
198	вопрос об	1	2
199	так что	2	2
200	уже не	2	2
201	слова в	1	2
202	в одном	2	2
203	и вместе	1	2
204	развития в	1	2
205	может ли	1	2
206	на этот	1	2
207	этого нового	1	2
208	и эта	1	2
209	виде в	1	2
210	и особенно	1	2
211	и потому	1	2
212	к жизни	5	2
213	должно быть	3	2
214	же мысль	1	2
215	и от	1	2
216	об отношении	1	2
217	для нас	1	2
218	только что	1	2
219	есть и	1	2
220	в таком	2	2
221	ту же	1	1
222	что наконец	1	1
223	сам по	1	1
224	же по	1	1
225	даже если	2	1
226	и до	2	1
227	на две	1	1
228	например в	1	1
229	смотреть на	1	1
230	по мнению	2	1
231	хотя сам	1	1
232	что уже	1	1
233	вопрос о	2	1
234	в становлении	1	1
235	исследования в	1	1
236	слов как	1	1
237	ему в	1	1
238	начала в	1	1
239	составляет самую	1	1
240	не способен	1	1
241	и он	3	1
242	во всех	1	1
243	мысль что	1	1
244	на другой	1	1
245	отношение к	2	1
246	не просто	2	1
247	значение для	1	1
248	эта связь	1	1
249	опирается на	1	1
250	за этим	1	1
251	он перестает	1	1
252	имеет в	2	1
253	и хотя	1	1
254	ребенка даже	1	1
255	роль играет	1	1
256	впечатление что	2	1
257	только один	1	1
258	сливается с	1	1
259	в которой	1	1
260	бы и	2	1
261	он в	1	1
262	бы не	1	1
263	как звезды	1	1
264	этого образа	1	1
265	жизнью и	2	1
266	вообще не	1	1
267	чтобы он	1	1
268	берется в	1	1
269	чем у	1	1
270	до конца	2	1
271	а затем	1	1
272	что все	2	1
273	является необходимой	1	1
274	вещей это	1	1
275	и с	7	1
276	и опирается	1	1
277	он есть	1	1
278	известно что	1	1
279	приходит в	1	1
280	и внутренним	1	1
281	которой он	1	1
282	но главное	3	1
283	когда я	1	1
284	несмотря на	5	1
285	с такой	1	1
286	года спустя	1	1
287	и прямо	1	1
288	связаны между	1	1
289	не выдерживает	1	1
290	и при	1	1
291	в такой	1	1
292	почти не	1	1
293	представление о	1	1
294	бы лучше	1	1
295	собой как	1	1
296	дается в	1	1
297	не для	1	1
298	раз и	2	1
299	не имеет	2	1
300	это хорошо	1	1
301	чем он	2	1
302	или как	1	1
303	к ней	1	1
304	вот что	1	1
305	входят в	1	1
306	виду не	1	1
307	всю первую	1	1
308	что вместе	1	1
309	в окончательном	1	1
310	что при	1	1
311	это глубоко	1	1
312	в применении	1	1
313	в виду	1	1
314	но при	2	1
315	в ней	1	1
316	всего этого	1	1
317	же не	1	1
318	в ее	2	1
319	данном случае	2	1
320	только не	1	1
321	первого же	2	1
322	в дальнейшем	5	1
323	роль в	1	1
324	таком виде	1	1
325	и совершенно	1	1
326	iii в	3	1
327	в другом	1	1
328	за то	1	1
329	единственное что	1	1
330	понятно что	1	1
331	быть может	1	1
332	в эпоху	1	1
333	о нем	1	1
334	создается впечатление	2	1
335	является по	1	1
336	на вопрос	1	1
337	но мы	1	1
338	в глаза	2	1
339	и который	1	1
340	что эта	1	1
341	от него	1	1
342	доходит до	1	1
343	ко всей	1	1
344	отметить что	1	1
345	в форме	1	1
346	не сводится	1	1
347	в это	2	1
348	говорит в	1	1
349	не так	2	1
350	нуждается в	1	1
351	между этими	2	1
352	лишь бы	1	1
353	человека с	1	1
354	есть в	1	1
355	и детей	2	1
356	так можно	1	1
357	им всем	1	1
358	обратиться к	1	1
359	одно из	1	1
360	в известной	2	1
361	в конце	3	1
362	этом мы	1	1
363	с этими	1	1
364	как его	1	1
365	у него	6	1
366	не случайно	2	1
367	значение только	1	1
368	один в	3	1
369	и даже	4	1
370	за пределы	1	1
371	совершенно ином	1	1
372	что не	1	1
373	говорит о	2	1
374	только по	1	1
375	ничем не	2	1
376	а не	1	1
377	с которым	1	1
378	с наступлением	1	1
379	по контрасту	2	1
380	с первого	2	1
381	до этого	1	1
382	ко всем	1	1
383	для самого	1	1
384	из трех	1	1
385	на сравнении	1	1
386	в данном	2	1
387	видит в	1	1
388	в той	1	1
389	ведет к	1	1
390	применении к	1	1
391	который он	1	1
392	быть не	1	1
393	нам еще	1	1
394	этом случае	1	1
395	в условиях	1	1
396	на одной	1	1
397	является ли	1	1
398	этот образ	4	1
399	известной степени	1	1
400	строится на	1	1
401	это как	1	1
402	и которое	1	1
403	конце концов	1	1
404	к речи	1	1
405	хотя бы	1	1
406	в ходе	2	1
407	к ее	1	1
408	но если	1	1
409	но этот	1	1
410	из авторов	1	1
411	по поводу	2	1
412	это понятие	1	1
413	но в	6	1
414	точно так	2	1
