N	2gram	Medvedev_V_1	Analitik
111	того или	2	3
112	что и	3	3
113	крайней мере	2	3
114	и все	1	3
115	одной из	1	3
116	с ними	4	3
117	есть в	1	3
118	из них	9	3
119	при всей	2	3
120	только на	1	3
121	или иной	2	3
122	именно в	2	3
123	было бы	7	3
124	литературное произведение	1	3
125	или иного	1	3
126	тому как	2	3
127	сюжета и	2	3
128	или в	3	3
129	романа в	1	3
130	бы в	3	3
131	прежде всего	13	3
132	а в	3	3
133	по поводу	2	3
134	речь идет	1	2
135	таком случае	1	2
136	художественного произведения	6	2
137	из его	3	2
138	а как	2	2
139	во времени	1	2
140	из своих	2	2
141	и он	2	2
142	собой в	1	2
143	еще не	2	2
144	он был	1	2
145	на основе	5	2
146	конечном счете	5	2
147	в общем	2	2
148	как говорит	5	2
149	оказывается не	1	2
150	в значительной	3	2
151	в противоположность	3	2
152	на то	1	2
153	жизнью и	1	2
154	не следует	8	2
155	он не	2	2
156	что она	2	2
157	таким образом	31	2
158	а затем	2	2
159	что все	3	2
160	же не	1	2
161	них не	4	2
162	это было	1	2
163	на протяжении	1	2
164	этом смысле	1	2
165	по себе	2	2
166	он же	5	2
167	соответствии с	1	2
168	результате чего	2	2
169	он и	2	2
170	еще в	1	2
171	в этих	1	2
172	в своей	4	2
173	или точнее	1	2
174	в котором	3	2
175	и наоборот	1	2
176	в устах	1	2
177	даже в	5	2
178	в таких	1	2
179	она не	3	2
180	в то	6	2
181	дело не	1	2
182	не имеет	1	2
183	на него	1	2
184	же время	5	2
185	так например	2	2
186	свободе воли	1	2
187	ли не	2	2
188	роль в	4	2
189	с ее	1	2
190	это только	4	2
191	строго говоря	1	2
192	с ним	1	2
193	что в	10	2
194	произведения как	5	2
195	о своей	1	2
196	никак не	1	2
197	его в	3	2
198	и во	1	2
199	собственно говоря	1	2
200	том или	1	2
201	между тем	5	2
202	в его	14	2
203	вообще и	2	2
204	того что	3	2
205	один из	5	2
206	целого и	1	2
207	грань между	1	2
208	этой системе	1	2
209	в поэзии	1	2
210	свидетельствует о	1	2
211	по выражению	1	2
212	и их	3	2
213	или даже	1	2
214	ведь это	1	2
215	в одном	4	2
216	вовсе не	3	2
217	не о	2	2
218	или ином	1	2
219	вслед за	2	2
220	своего собственного	1	2
221	в соответствии	1	2
222	на этот	1	2
223	о чем	2	2
224	вместе с	7	2
225	так же	3	2
226	к его	2	2
227	данного произведения	3	2
228	по существу	3	2
229	в состоянии	1	2
230	персонажей в	1	2
231	о свободе	1	2
232	можно отметить	1	2
233	и для	2	2
234	этого рода	2	2
235	я всегда	1	2
236	внимание на	1	2
237	еще более	1	2
238	личности и	1	2
239	персонажи в	1	2
240	сказать что	5	2
241	другой стороны	8	2
242	т е	18	2
243	частности в	2	2
244	к этому	9	2
245	в таком	1	2
246	в роли	1	2
247	а между	1	1
248	как известно	2	1
249	по законам	1	1
250	произведения но	1	1
251	этого в	1	1
252	и т	23	1
253	также и	2	1
254	с жизнью	1	1
255	выражения в	1	1
256	самом деле	1	1
257	между всеми	1	1
258	этого мира	1	1
259	определить как	2	1
260	указанных выше	1	1
261	действительности и	7	1
262	на отсутствие	1	1
263	по его	2	1
264	творческом процессе	5	1
265	их и	4	1
266	со всех	1	1
267	бы уже	1	1
268	его собственному	1	1
269	с более	2	1
270	свидетельствует и	1	1
271	они могут	1	1
272	именно к	1	1
273	не слишком	1	1
274	почти все	1	1
275	не вполне	2	1
276	почти исключительно	1	1
277	из того	1	1
278	но даже	3	1
279	о судьбе	1	1
280	всех сторон	1	1
281	как один	1	1
282	быть в	1	1
283	в последних	1	1
284	в чем	2	1
285	и мира	1	1
286	это имеет	1	1
287	получает в	2	1
288	эта неожиданность	1	1
289	сил и	3	1
290	не все	1	1
291	преодоления своей	1	1
292	очевидно что	7	1
293	а и	1	1
294	а всего	3	1
295	рода если	1	1
296	сама по	1	1
297	к последним	1	1
298	от до	2	1
299	в художественном	10	1
300	в противном	2	1
301	короче говоря	1	1
302	применении к	1	1
303	когда он	3	1
304	и наконец	2	1
305	как отмечалось	1	1
306	мертвых душ	1	1
307	более или	6	1
308	следующим образом	3	1
309	моментов в	3	1
310	следует говорить	1	1
311	не приходится	2	1
312	в которой	2	1
313	бы и	6	1
314	привести к	1	1
315	бы с	1	1
316	так или	1	1
317	следует понимать	5	1
318	все эти	6	1
319	то приходится	1	1
320	бы не	2	1
321	из этих	7	1
322	которые в	2	1
323	что автор	1	1
324	в известном	1	1
325	рассказ о	1	1
326	его детализации	1	1
327	что даже	2	1
328	его индивидуальную	1	1
329	наиболее существенные	2	1
330	но ведь	1	1
331	лица и	2	1
332	как он	2	1
333	от природы	1	1
334	полный и	1	1
335	но на	1	1
336	так сказать	2	1
337	по словам	8	1
338	в нем	6	1
339	в статье	4	1
340	время и	1	1
341	оно в	1	1
342	всех этих	2	1
343	первой части	1	1
344	идеи и	6	1
345	не как	1	1
346	почти то	1	1
347	в силу	11	1
348	евгения онегина	1	1
349	в творческом	2	1
350	целого ряда	2	1
351	и по	3	1
352	его можно	1	1
353	человека в	2	1
354	в каждом	2	1
355	нам остается	2	1
356	него могут	1	1
357	самого автора	1	1
358	звуков или	1	1
359	об этом	9	1
360	однако такая	1	1
361	в несколько	1	1
362	входит в	1	1
363	заключается в	2	1
364	это не	7	1
365	основательно прежде	1	1
366	то все	1	1
367	каждого из	1	1
368	что один	1	1
369	например с	1	1
370	в жизни	2	1
371	смерть и	1	1
372	в ином	1	1
373	ни в	1	1
374	в них	4	1
375	далеко не	2	1
376	как об	2	1
377	этого не	1	1
378	со своими	1	1
379	которой он	1	1
380	же самый	1	1
381	сознанию и	1	1
382	обратимся к	1	1
383	в понимании	1	1
384	и при	5	1
385	рассказа о	1	1
386	взгляд на	1	1
387	это делает	3	1
388	страсти и	1	1
389	жизнь и	1	1
390	совпадающая с	1	1
391	вплоть до	2	1
392	обращение к	1	1
393	не его	1	1
394	и эти	1	1
395	том же	6	1
396	что этот	1	1
397	не должна	1	1
398	ни одна	2	1
399	зрения и	1	1
400	действием и	1	1
401	а вот	2	1
402	форму в	1	1
403	тому что	6	1
404	виду что	1	1
405	вообще но	1	1
406	собственному признанию	1	1
407	с теми	1	1
408	тогда когда	2	1
409	одна из	4	1
410	материала в	1	1
411	и имеет	1	1
412	но только	1	1
413	каждый из	1	1
414	что ни	2	1
415	жизни не	1	1
416	потому что	1	1
417	связи с	4	1
418	даже самая	2	1
419	только с	2	1
420	игре и	1	1
421	общего плана	1	1
422	у нас	2	1
423	личности в	1	1
424	одно и	1	1
425	которых он	1	1
426	начиная с	2	1
427	если он	1	1
428	случайно и	1	1
429	и заключается	2	1
430	впечатлений является	1	1
431	отличается от	2	1
432	же самое	2	1
433	должны быть	2	1
434	бы он	1	1
435	что при	2	1
436	если же	1	1
437	его художественной	1	1
438	судьба человека	1	1
439	в применении	1	1
440	же свидетельствует	1	1
441	образы и	5	1
442	значения и	1	1
443	в виду	4	1
444	свою очередь	1	1
445	в ее	4	1
446	только то	2	1
447	однако эта	1	1
448	если они	1	1
449	что может	1	1
450	в образе	2	1
451	к анализу	1	1
452	поэтому в	1	1
453	различного рода	3	1
454	это свойственно	1	1
455	даже из	1	1
456	о нем	1	1
457	в другом	2	1
458	но к	1	1
459	на вопрос	2	1
460	более высокой	1	1
461	и что	1	1
462	и большого	1	1
463	что его	2	1
464	все его	2	1
465	может не	2	1
466	служит для	1	1
467	места и	1	1
468	с его	3	1
469	восприятии и	1	1
470	или иначе	1	1
471	от них	2	1
472	очень близко	1	1
473	все кроме	1	1
474	себя от	1	1
475	своих слов	1	1
476	даже для	1	1
477	с а	1	1
478	различных моментов	1	1
479	оно и	1	1
480	мы видим	1	1
481	в основном	5	1
482	дело с	1	1
483	в какой	1	1
484	хотя бы	19	1
485	который в	1	1
486	между этими	1	1
487	и ее	4	1
488	все они	2	1
489	же и	2	1
490	можно на	1	1
491	этот вопрос	3	1
492	носит в	2	1
493	уже в	1	1
494	в следующих	1	1
495	если конечно	1	1
496	в действие	1	1
497	до соответствующей	1	1
498	в начале	1	1
499	этого процесса	1	1
500	мышления и	1	1
501	в борьбу	1	1
502	и сознания	1	1
503	его и	1	1
504	который как	1	1
505	представить себе	2	1
506	в прозе	1	1
507	сами по	1	1
508	к ним	1	1
509	может служить	1	1
510	себе и	2	1
511	дело и	1	1
512	в стихах	1	1
513	нередко оказывается	1	1
514	повествования во	1	1
515	образом не	3	1
516	характерны для	1	1
517	протекает по	1	1
518	и речи	1	1
519	даже не	2	1
520	и точно	1	1
521	и из	1	1
522	как у	2	1
523	каждом отдельном	2	1
524	что тот	1	1
525	в свою	1	1
526	еще и	2	1
527	себя и	1	1
528	свой ответ	1	1
529	противном случае	2	1
530	близко к	1	1
531	не означает	1	1
532	зависит от	2	1
533	понимать как	2	1
534	или с	1	1
535	мира в	1	1
536	среда в	1	1
537	если не	1	1
538	в связи	3	1
539	было в	2	1
540	материал для	1	1
541	и потому	2	1
542	относятся к	1	1
543	и тех	1	1
544	обратил внимание	1	1
545	самого себя	2	1
546	или менее	6	1
547	стороны и	2	1
548	да и	1	1
549	начале этой	1	1
550	для реализации	1	1
551	исходя из	1	1
552	том смысле	1	1
553	рассказывает об	1	1
554	с этой	1	1
555	слова и	1	1
556	еще раз	1	1
557	остается один	1	1
558	только для	1	1
559	между прочим	2	1
560	перед нами	4	1
561	это явление	1	1
562	случае он	1	1
563	произведения а	1	1
564	не является	5	1
565	за его	1	1
566	в воображении	2	1
567	вероятно в	1	1
568	как на	3	1
569	его не	3	1
570	например не	2	1
571	для нас	1	1
572	от него	1	1
573	к этой	1	1
574	и как	3	1
575	ни к	1	1
576	будто бы	2	1
577	действительной жизни	3	1
578	но это	1	1
579	только что	4	1
580	же в	6	1
581	в системе	2	1
582	к ее	1	1
583	а о	2	1
584	в романе	4	1
585	героя и	1	1
586	из тех	1	1
587	другой в	1	1
588	состоит из	1	1
589	совершенно не	1	1
590	по одному	2	1
591	по которой	1	1
592	есть то	1	1
593	на это	2	1
594	ее в	4	1
595	этой точки	2	1
596	это в	1	1
597	смысле что	1	1
