N	2gram	Propp_Isto_3	Freidism
285	для сознания	1	2
286	всей той	1	2
287	что мы	1	2
288	речи и	1	2
289	так же	3	2
290	мы остановимся	1	2
291	и всей	1	2
292	матери и	2	2
293	не заметил	1	2
294	в основном	1	2
295	только для	1	2
296	от матери	1	2
297	это уже	1	2
298	не существует	1	2
299	для нас	4	2
300	все они	1	2
301	да и	2	2
302	с сыном	1	2
303	есть и	5	2
304	и другие	4	2
305	к этому	7	2
306	как на	1	2
307	они не	4	2
308	ту же	2	1
309	и т	16	1
310	одним из	4	1
311	же как	2	1
312	доступ в	1	1
313	и через	1	1
314	а из	1	1
315	но тем	2	1
316	бы для	1	1
317	не признает	1	1
318	не имеют	2	1
319	этого он	1	1
320	когда это	1	1
321	отец который	1	1
322	и этот	1	1
323	укажем что	1	1
324	несколько иной	1	1
325	их и	3	1
326	в несколько	1	1
327	а как	1	1
328	со всех	1	1
329	из могилы	2	1
330	смерти как	1	1
331	может даже	1	1
332	или наоборот	2	1
333	и другими	1	1
334	они выходят	2	1
335	случае это	1	1
336	вопрос о	2	1
337	знакомый нам	1	1
338	но она	2	1
339	принимает на	1	1
340	один пример	1	1
341	мы и	1	1
342	то это	2	1
343	в целом	3	1
344	и заставляет	1	1
345	внимание и	1	1
346	что по	2	1
347	что его	1	1
348	но конечно	2	1
349	мире у	1	1
350	другой пример	1	1
351	жить и	1	1
352	к которой	1	1
353	них самих	1	1
354	в качестве	2	1
355	иногда и	1	1
356	мы сейчас	2	1
357	нет и	1	1
358	что они	8	1
359	только путем	1	1
360	к сожалению	1	1
361	для объяснения	1	1
362	которые не	1	1
363	как говорит	1	1
364	вследствие чего	2	1
365	уже знакомый	1	1
366	независимо от	2	1
367	общего с	1	1
368	в браке	1	1
369	различных народов	1	1
370	остановиться на	1	1
371	это был	1	1
372	и золотого	1	1
373	своих детей	1	1
374	и каждое	1	1
375	его к	1	1
376	это происходило	1	1
377	еще на	1	1
378	образом и	2	1
379	особую группу	2	1
380	он в	1	1
381	жизни так	1	1
382	бы не	1	1
383	ее во	1	1
384	незнакомому с	1	1
385	то обстоятельство	1	1
386	общеизвестно что	1	1
387	и производит	1	1
388	говорят о	1	1
389	имеем в	4	1
390	полового созревания	1	1
391	на то	1	1
392	если он	2	1
393	в наших	2	1
394	но прежде	1	1
395	вообще не	1	1
396	что было	2	1
397	т д	15	1
398	на одну	2	1
399	и входит	1	1
400	человеческого тела	1	1
401	из него	1	1
402	этот период	1	1
403	его от	1	1
404	все с	1	1
405	в нее	2	1
406	это конечно	1	1
407	не следует	1	1
408	как они	1	1
409	а затем	3	1
410	может возникнуть	1	1
411	она находит	1	1
412	из всех	1	1
413	то нам	1	1
414	не нашел	1	1
415	входит в	1	1
416	ничего удивительного	1	1
417	окажется что	1	1
418	каждого из	1	1
419	здесь рождаются	1	1
420	должен был	3	1
421	и тем	1	1
422	и находит	1	1
423	от отца	1	1
424	для них	3	1
425	далеко не	3	1
426	со своими	2	1
427	не всегда	4	1
428	он и	3	1
429	друга в	1	1
430	чем в	1	1
431	знакомая нам	1	1
432	и было	2	1
433	только временно	2	1
434	в один	1	1
435	не мог	2	1
436	они говорят	1	1
437	в связь	1	1
438	этом случае	5	1
439	художественного творчества	1	1
440	где мы	1	1
441	что вся	1	1
442	имеется и	1	1
443	этим дело	1	1
444	мы проследим	1	1
445	в одном	2	1
446	живут в	1	1
447	умирает и	1	1
448	для данного	1	1
449	которые в	1	1
450	друг другу	2	1
451	и эти	3	1
452	однако в	1	1
453	в религиозных	1	1
454	называет его	1	1
455	новых и	1	1
456	можно ли	3	1
457	которые она	1	1
458	и должно	1	1
459	друг друга	6	1
460	у различных	1	1
461	но вместе	1	1
462	и отдельных	1	1
463	образом в	2	1
464	о них	1	1
465	и оттуда	1	1
466	это мы	1	1
467	не имели	1	1
468	на волю	1	1
469	известно из	1	1
470	явление в	1	1
471	к ней	4	1
472	характерные для	1	1
473	достаточно указать	1	1
474	что на	4	1
475	тела и	1	1
476	ли это	2	1
477	только наиболее	1	1
478	обстоятельство что	1	1
479	и здесь	7	1
480	нет ни	1	1
481	что отец	2	1
482	его за	1	1
483	за что	1	1
484	всего что	1	1
485	уже на	1	1
486	на это	2	1
487	если же	1	1
488	о том	3	1
489	этим комплексом	1	1
490	в работе	2	1
491	и это	2	1
492	приходит к	1	1
493	то она	1	1
494	меня в	1	1
495	на другой	2	1
496	совершенно ясно	1	1
497	действия и	1	1
498	то время	2	1
499	зрелости и	1	1
500	этим же	2	1
501	в дальнейшем	4	1
502	и сам	1	1
503	именно момент	1	1
504	в мире	1	1
505	только через	1	1
506	на нее	3	1
507	не с	2	1
508	ясно что	1	1
509	его совершенно	1	1
510	на месте	2	1
511	с собой	2	1
512	можно только	3	1
513	к тем	1	1
514	только у	1	1
515	ничего не	6	1
516	означает что	1	1
517	находится в	4	1
518	связанное с	2	1
519	о ней	2	1
520	оказаться весьма	1	1
521	на все	2	1
522	а также	2	1
523	и та	1	1
524	ту роль	1	1
525	после того	2	1
526	но когда	1	1
527	особого рода	3	1
528	там же	2	1
529	по их	1	1
530	он берет	1	1
531	от них	3	1
532	ко всей	1	1
533	что человек	1	1
534	нас мы	1	1
535	исходя из	1	1
536	все время	2	1
537	лежит это	1	1
538	переносится на	2	1
539	все члены	2	1
540	девушки в	2	1
541	оказалось что	1	1
542	дело с	2	1
543	но этим	1	1
544	вступить в	3	1
545	и быть	1	1
546	во всем	1	1
547	пор не	1	1
548	дана в	1	1
549	эти мотивы	1	1
550	и так	2	1
551	страх перед	1	1
552	который в	1	1
553	они могут	2	1
554	только одного	1	1
555	не соответствует	1	1
556	с нею	1	1
557	близко к	1	1
558	эти черты	1	1
559	то и	6	1
560	же из	1	1
561	чтобы он	1	1
562	также и	1	1
563	за пределами	1	1
564	в виде	2	1
565	часто он	1	1
566	следует за	2	1
567	обычно бывает	1	1
568	в ином	6	1
569	дает ему	1	1
570	уже с	3	1
571	к своим	1	1
572	о причинах	1	1
573	одно из	1	1
574	в корне	1	1
575	отражает в	1	1
576	пока не	1	1
577	другую сторону	1	1
578	остановимся только	1	1
579	как будто	2	1
580	тем что	4	1
581	а те	1	1
582	но за	1	1
583	собственно с	1	1
584	перейти к	2	1
585	и только	1	1
586	находит его	1	1
587	же деле	1	1
588	в другой	4	1
589	связан с	2	1
590	представление о	3	1
591	даже не	2	1
592	она в	1	1
593	на них	1	1
594	стороны он	1	1
595	в каких	1	1
596	с большим	5	1
597	характерно для	2	1
598	и между	1	1
599	такое же	1	1
600	ты должен	1	1
601	здесь действительно	1	1
602	в некоторых	5	1
603	превращается в	3	1
604	самом же	1	1
605	не помнит	2	1
606	а на	1	1
607	или другими	1	1
608	на которых	1	1
609	мы легко	1	1
610	в свете	5	1
611	долгое время	1	1
612	отнюдь не	1	1
613	что юноша	1	1
614	там где	7	1
615	или с	1	1
616	здесь имеет	1	1
617	жизнь в	1	1
618	если это	3	1
619	нет никаких	2	1
620	роль которую	2	1
621	или по	5	1
622	теперь к	2	1
623	направление в	1	1
624	к своему	1	1
625	двух людей	1	1
626	смысле этого	1	1
627	связаны с	1	1
628	и там	4	1
629	ко всему	1	1
630	изучение этих	1	1
631	чем состоит	1	1
632	этого слова	1	1
633	с особым	1	1
634	даже сами	1	1
635	не будем	3	1
636	понимания этого	1	1
637	под влиянием	1	1
638	становится ясным	1	1
639	в книге	1	1
640	указать на	2	1
641	как царство	1	1
642	в область	1	1
643	он по	2	1
644	которой можно	1	1
645	которая в	1	1
646	отличает его	1	1
647	но эти	1	1
648	целый ряд	3	1
649	еще более	2	1
650	или не	2	1
651	же в	2	1
652	в различных	1	1
653	в том	9	1
654	любовь и	1	1
655	нет ничего	2	1
656	или при	1	1
657	на смену	4	1
658	обычно не	1	1
659	но можно	1	1
660	равно как	3	1
661	их с	1	1
662	совсем так	2	1
663	в иной	1	1
664	говорили выше	1	1
665	объясняет почему	1	1
666	же мы	1	1
667	по которой	1	1
668	из этого	1	1
669	на ней	5	1
670	на своем	1	1
671	на свет	1	1
672	два момента	1	1
673	это так	1	1
674	только одна	1	1
675	видим в	1	1
