N	2gram	Tiupa_Lite_2	RusskieA
222	нет и	1	1
223	и свои	1	1
224	относится к	1	1
225	отнюдь не	4	1
226	это самое	1	1
227	стороны и	1	1
228	в своем	1	1
229	и где	1	1
230	этом же	1	1
231	когда он	1	1
232	в круг	1	1
233	и наконец	2	1
234	от других	1	1
235	от этого	1	1
236	за рекой	1	1
237	в самом	1	1
238	уже в	2	1
239	не оставляет	1	1
240	рассказ о	1	1
241	благодарности за	1	1
242	как он	2	1
243	на то	1	1
244	в ночи	1	1
245	не следует	1	1
246	в нем	3	1
247	в статье	1	1
248	всех этих	1	1
249	он должен	1	1
250	это конечно	1	1
251	в другом	3	1
252	и руки	1	1
253	те или	1	1
254	не хуже	1	1
255	связанным с	1	1
256	в огонь	1	1
257	за ней	1	1
258	как живой	1	1
259	нет в	2	1
260	о которой	2	1
261	по улице	1	1
262	своих поэтических	1	1
263	в развитии	1	1
264	умирающем и	1	1
265	здесь все	1	1
266	такой же	3	1
267	в такой	2	1
268	начиная со	1	1
269	место в	1	1
270	на свою	3	1
271	не от	1	1
272	своего рода	13	1
273	как другие	1	1
274	но эта	1	1
275	земли их	1	1
276	такую же	2	1
277	но они	1	1
278	как от	1	1
279	однако в	6	1
280	что этот	1	1
281	случае мы	1	1
282	что есть	1	1
283	в русской	4	1
284	все мы	1	1
285	и притом	1	1
286	в основе	2	1
287	в фигуре	1	1
288	ничего не	3	1
289	многих отношениях	1	1
290	по своей	1	1
291	такая же	1	1
292	образа и	1	1
293	и его	3	1
294	же он	1	1
295	этом отношении	3	1
296	не является	2	1
297	на того	1	1
298	и другим	1	1
299	и за	2	1
300	на долю	1	1
301	ничего общего	1	1
302	себе в	1	1
303	свою очередь	1	1
304	здесь не	1	1
305	об умирающем	1	1
306	говорит и	1	1
307	не могу	2	1
308	на основе	1	1
309	огонь и	1	1
310	в особенности	1	1
311	в пределах	1	1
312	приводит к	1	1
313	и когда	1	1
314	то как	2	1
315	так и	7	1
316	мог бы	1	1
317	что никакого	1	1
318	он был	1	1
319	основана на	1	1
320	с этого	1	1
321	с ним	2	1
322	находится в	1	1
323	сводится к	1	1
324	случае как	1	1
325	совершенно иной	1	1
326	можно сказать	1	1
327	состоит не	1	1
328	с момента	1	1
329	в его	4	1
330	во всей	1	1
331	не надо	2	1
332	в ту	1	1
333	все время	1	1
334	как правило	3	1
335	в литературе	1	1
336	же можно	1	1
337	но с	3	1
338	идет по	1	1
339	тот же	2	1
340	к свету	2	1
341	в основном	1	1
342	что он	3	1
343	в какой	2	1
344	который в	1	1
345	а после	1	1
346	в эти	1	1
347	человека с	1	1
348	например а	2	1
349	дни праздников	1	1
350	вопроса о	1	1
351	только на	1	1
352	так называемый	1	1
353	ни с	1	1
354	мир в	1	1
355	был бы	2	1
356	не так	2	1
357	для него	4	1
358	могло бы	2	1
359	в одном	2	1
360	в пространстве	1	1
361	в конце	2	1
362	чтобы она	1	1
363	как при	1	1
364	как раз	2	1
365	не просто	1	1
366	следует признать	3	1
367	не противоречит	1	1
368	рядом с	1	1
369	чем и	1	1
370	из своих	2	1
371	в это	1	1
372	и даже	8	1
373	это составляет	1	1
374	живой и	1	1
375	как у	1	1
376	и др	3	1
377	целым рядом	1	1
378	земли в	1	1
379	а по	1	1
380	него не	2	1
381	в исторической	1	1
382	имея в	1	1
383	свою судьбу	1	1
384	по случаю	1	1
385	эти слова	1	1
386	исходит от	1	1
387	и потому	1	1
388	более широкого	1	1
389	книге о	1	1
390	а так	1	1
391	ненависть к	1	1
392	предшествующие ему	1	1
393	когда же	1	1
394	ко всему	2	1
395	быть не	2	1
396	по ним	1	1
397	в путь	3	1
398	и не	11	1
399	но это	3	1
400	при всем	2	1
401	он по	1	1
402	от него	1	1
403	не более	2	1
404	к ее	1	1
405	ее развития	1	1
406	он же	1	1
407	все еще	2	1
408	этой же	1	1
409	от первого	1	1
410	о своем	1	1
411	в свою	1	1
412	другой стороны	4	1
413	например и	1	1
414	него в	1	1
415	есть и	1	1
416	время не	1	1
417	и состоит	1	1
418	есть рассказ	1	1
419	также не	1	1
420	и эта	1	1
421	как на	3	1
422	все что	2	1
