N	2gram	Tiupa_Disk_2	Dialekti
126	или иная	1	3
127	могут быть	3	3
128	его с	1	3
129	указывает на	1	3
130	утверждать что	1	3
131	что и	2	3
132	может иметь	2	3
133	один из	1	3
134	но с	1	3
135	только в	3	3
136	даже если	1	3
137	только на	1	3
138	же это	1	3
139	или иной	3	3
140	точек зрения	1	3
141	еще и	1	3
142	света и	1	3
143	в данном	7	3
144	что же	2	3
145	в его	3	3
146	не является	4	3
147	и все	3	3
148	еще более	1	3
149	жизни и	3	3
150	можно говорить	1	2
151	же как	2	2
152	чтобы не	1	2
153	для своего	1	2
154	и состоит	2	2
155	вопрос о	1	2
156	в полной	1	2
157	не нужно	2	2
158	качестве примера	2	2
159	из этих	3	2
160	точка зрения	1	2
161	на деле	1	2
162	что как	2	2
163	что касается	1	2
164	просто как	1	2
165	человеческого сознания	1	2
166	не был	1	2
167	все эти	3	2
168	к самому	1	2
169	говорят о	1	2
170	в первую	2	2
171	не как	1	2
172	даже относительно	1	2
173	на этом	1	2
174	образа и	1	2
175	является не	2	2
176	и может	3	2
177	в мире	11	2
178	форму и	1	2
179	но уже	2	2
180	мы имеем	2	2
181	с этой	1	2
182	как и	16	2
183	со всей	1	2
184	в своей	6	2
185	нас не	1	2
186	всяком случае	1	2
187	во всем	1	2
188	в которых	1	2
189	и другого	2	2
190	и от	1	2
191	ни было	1	2
192	же может	1	2
193	для нее	1	2
194	не знает	3	2
195	не менее	7	2
196	но они	1	2
197	как о	1	2
198	мысли в	1	2
199	дело не	1	2
200	себе самом	1	2
201	из того	1	2
202	этом отношении	4	2
203	отличается от	1	2
204	и это	2	2
205	самого по	1	2
206	как с	1	2
207	в другом	3	2
208	можно только	1	2
209	в эпоху	1	2
210	для этого	1	2
211	мы живем	1	2
212	грань между	1	2
213	и следовательно	1	2
214	не зная	1	2
215	того что	1	2
216	в современной	1	2
217	и быть	1	2
218	не идет	1	2
219	может оказаться	1	2
220	и так	1	2
221	поэтому и	1	2
222	с одной	4	2
223	в качестве	16	2
224	же и	1	2
225	уже не	3	2
226	из них	3	2
227	но есть	1	2
228	для него	5	2
229	и их	1	2
230	наукой или	1	2
231	были бы	1	2
232	со стороны	10	2
233	как у	1	2
234	именно в	2	2
235	здесь в	3	2
236	с той	2	2
237	а с	5	2
238	с ней	2	2
239	стремится к	2	2
240	о чем	2	2
241	стороны в	1	2
242	в частности	12	2
243	объекта и	2	2
244	или по	2	2
245	как в	8	2
246	одной стороны	4	2
247	еще не	6	2
248	такой же	2	2
249	об одном	3	2
250	и для	2	2
251	хома брут	1	2
252	не будучи	1	2
253	ни к	5	2
254	я в	5	2
255	свет и	1	2
256	а о	1	2
257	о своем	1	2
258	от света	1	2
259	они были	1	2
260	к этому	4	2
261	которая не	1	2
262	я и	4	1
263	а между	1	1
264	жизни где	1	1
265	как все	2	1
266	речь идет	1	1
267	например в	3	1
268	есть мы	1	1
269	мере в	1	1
270	перед лицом	2	1
271	чего не	3	1
272	к другому	1	1
273	и до	1	1
274	и могут	1	1
275	той же	2	1
276	всей ее	1	1
277	и само	1	1
278	мы не	1	1
279	с самых	1	1
280	из этого	1	1
281	он как	1	1
282	а стало	1	1
283	но даже	1	1
284	проявляется в	3	1
285	не иметь	1	1
286	может так	1	1
287	разумеется не	4	1
288	на их	1	1
289	столь же	3	1
290	бы мы	1	1
291	во всех	1	1
292	во внешнем	1	1
293	в ее	1	1
294	не требует	2	1
295	в сторону	1	1
296	между внутренним	1	1
297	эта особенность	1	1
298	субъекта это	1	1
299	друг от	1	1
300	друга и	1	1
301	покоя как	1	1
302	первый взгляд	2	1
303	в той	2	1
304	мысль о	3	1
305	когда он	1	1
306	и наконец	3	1
307	говорит об	2	1
308	а со	1	1
309	не более	2	1
310	к чему	1	1
311	еще на	1	1
312	ней и	1	1
313	в которой	1	1
314	бы не	1	1
315	большей части	2	1
316	так в	1	1
317	по преимуществу	2	1
318	с их	2	1
319	проникает в	1	1
320	другого это	1	1
321	к выводу	1	1
322	странное и	1	1
323	при этом	17	1
324	эпохи то	1	1
325	на примерах	1	1
326	к одному	1	1
327	не к	2	1
328	в силу	1	1
329	полной мере	1	1
330	о субъективности	1	1
331	к прямому	1	1
332	изображения и	1	1
333	одной и	1	1
334	таким образом	1	1
335	однако они	1	1
336	в состоянии	1	1
337	сознание и	1	1
338	же касается	2	1
339	и объяснять	1	1
340	то есть	12	1
341	его в	3	1
342	первую очередь	2	1
343	не собственное	1	1
344	не соответствует	1	1
345	еще одно	1	1
346	в жизни	1	1
347	она и	1	1
348	далеко не	2	1
349	в этой	4	1
350	например к	1	1
351	этого не	1	1
352	жизни но	3	1
353	и внешним	1	1
354	имеет место	1	1
355	пространства к	1	1
356	можно констатировать	1	1
357	с магическими	1	1
358	в такой	1	1
359	что данная	1	1
360	это вы	1	1
361	как произведение	1	1
362	место в	2	1
363	добра и	1	1
364	и они	1	1
365	нас она	1	1
366	опору для	1	1
367	и той	1	1
368	что особенно	1	1
369	и тепла	1	1
370	самых ранних	1	1
371	другом и	1	1
372	тем не	1	1
373	ставит себя	1	1
374	может трактоваться	1	1
375	этом не	1	1
376	сознании в	1	1
377	нас самих	1	1
378	вообще но	1	1
379	тем самым	6	1
380	до известной	1	1
381	виду что	1	1
382	с теми	1	1
383	самого начала	1	1
384	непосредственно и	2	1
385	дело в	2	1
386	того как	1	1
387	взгляд может	1	1
388	а тогда	1	1
389	я буду	1	1
390	и именно	1	1
391	было у	1	1
392	о них	1	1
393	чем не	2	1
394	не стремится	1	1
395	на язык	1	1
396	жизни не	2	1
397	имеем дело	1	1
398	всего на	1	1
399	показывает как	1	1
400	базируется на	2	1
401	по своей	6	1
402	есть основания	1	1
403	мире и	3	1
404	и его	3	1
405	субъектов и	1	1
406	как будто	3	1
407	однако это	1	1
408	не бывает	1	1
409	места для	1	1
410	не могут	1	1
411	существование но	1	1
412	уже было	1	1
413	мы все	1	1
414	нечто более	1	1
415	с действием	1	1
416	для восприятия	1	1
417	оно не	1	1
418	должен быть	1	1
419	вещами и	1	1
420	даже наиболее	1	1
421	от друга	1	1
422	но при	2	1
423	здесь не	2	1
424	в голову	1	1
425	характер и	1	1
426	почему и	1	1
427	с самого	1	1
428	однако эта	1	1
429	природе своей	2	1
430	и сам	1	1
431	в образе	1	1
432	мире как	1	1
433	времени и	2	1
434	здесь как	1	1
435	по природе	2	1
436	и каждый	1	1
437	еще в	3	1
438	в результате	2	1
439	и весьма	1	1
440	внутренним и	1	1
441	бывает в	1	1
442	в повествовании	1	1
443	и смерть	1	1
444	быть выведена	1	1
445	и там	1	1
446	и должно	1	1
447	при котором	2	1
448	не стоит	1	1
449	но об	1	1
450	и нечто	1	1
451	должно было	1	1
452	того или	1	1
453	обоих случаях	2	1
454	мира по	1	1
455	между тем	2	1
456	эти характеристики	2	1
457	ним и	1	1
458	и только	1	1
459	исторического развития	1	1
460	картины природы	1	1
461	но тут	1	1
462	на почве	2	1
463	своему собственному	1	1
464	в какой	1	1
465	известного рода	4	1
466	как нечто	1	1
467	для освещения	1	1
468	мира как	1	1
469	имеет своим	1	1
470	об их	1	1
471	себя в	6	1
472	есть откровение	1	1
473	есть в	2	1
474	всего он	1	1
475	для рассказа	2	1
476	в поэзии	1	1
477	не дает	1	1
478	законченной и	1	1
479	бытия но	1	1
480	мир в	1	1
481	не для	1	1
482	содержание и	1	1
483	никакого отношения	1	1
484	человек как	1	1
485	как при	1	1
486	как такового	1	1
487	общая идея	1	1
488	в случаях	1	1
489	во главе	1	1
490	своем значении	1	1
491	не были	1	1
492	на примере	2	1
493	как духовная	1	1
494	эти две	1	1
495	мы его	1	1
496	и между	1	1
497	по большей	2	1
498	и др	1	1
499	нового времени	5	1
500	не нужна	1	1
501	выведена из	1	1
502	превращается в	1	1
503	его как	1	1
504	там где	1	1
505	об ее	1	1
506	общий контекст	1	1
507	понимания этого	1	1
508	их самих	1	1
509	вместе с	2	1
510	в меру	1	1
511	жизненного опыта	2	1
512	с субъективностью	2	1
513	к своему	2	1
514	перехода от	1	1
515	и полное	1	1
516	перед нами	3	1
517	это его	1	1
518	кто из	1	1
519	я с	2	1
520	главе с	1	1
521	и смерти	1	1
522	того и	2	1
523	видно что	1	1
524	этом и	1	1
525	только еще	1	1
526	двух миров	1	1
527	но для	1	1
528	к другим	1	1
529	и точка	1	1
530	о мире	1	1
531	всего в	1	1
532	во мне	1	1
533	искусству вообще	1	1
534	лишь его	1	1
535	в полном	2	1
536	известной степени	1	1
537	он видел	1	1
538	не знаем	1	1
539	указать на	2	1
540	ли в	1	1
541	как система	1	1
542	в пределе	3	1
543	мира и	4	1
544	своей собственной	1	1
545	но также	1	1
546	на первый	2	1
547	пушкина и	1	1
548	но именно	1	1
549	также не	1	1
550	а также	8	1
551	по самой	1	1
552	хотя в	1	1
553	жизни в	3	1
554	между ними	1	1
555	из повседневной	1	1
556	не быть	1	1
557	и зла	1	1
558	конечно как	1	1
559	к его	4	1
560	жизни а	3	1
561	сам в	1	1
562	только о	1	1
563	в искусстве	1	1
564	который не	2	1
