N	2gram	Vygotskiy__7	slovoVRo
109	во всем	3	4
110	ни в	2	4
111	в основе	3	4
112	для этого	3	4
113	одна из	1	4
114	в зависимости	1	4
115	так как	14	4
116	всех этих	1	4
117	себя и	2	4
118	слова не	1	4
119	по отношению	6	4
120	отношению к	5	4
121	слова с	4	4
122	здесь не	1	4
123	случае она	1	4
124	в основном	3	4
125	или как	1	4
126	что оно	4	4
127	его от	2	3
128	и там	1	3
129	между словом	8	3
130	во всяком	2	3
131	в собственном	3	3
132	говорить о	1	3
133	слове в	1	3
134	связи с	4	3
135	одновременно и	2	3
136	этого процесса	1	3
137	к нему	3	3
138	как это	5	3
139	если она	1	3
140	и часто	1	3
141	и дальше	1	3
142	в свете	4	3
143	что в	12	3
144	здесь в	1	3
145	в чисто	1	3
146	собственном смысле	3	3
147	между тем	1	3
148	слове но	2	3
149	сама по	1	3
150	как для	2	3
151	и создает	1	3
152	лишь в	2	3
153	слов и	2	3
154	в романах	1	3
155	в чем	3	3
156	разрыв между	2	3
157	и от	4	3
158	связано с	1	3
159	сказать что	8	3
160	той же	8	3
161	не исчерпывает	2	3
162	с их	1	3
163	речи и	30	3
164	точку зрения	2	3
165	на этом	1	3
166	у него	1	3
167	этом отношении	3	3
168	что и	3	3
169	как к	3	3
170	с точки	21	3
171	в ней	3	3
172	стороны и	4	3
173	ту же	2	3
174	перед нами	2	3
175	и как	1	3
176	но это	3	3
177	в свою	2	3
178	одним из	2	2
179	может и	2	2
180	как слово	2	2
181	и непосредственно	1	2
182	и здесь	2	2
183	но она	1	2
184	в форме	1	2
185	входить в	1	2
186	в другом	1	2
187	в связи	1	2
188	смысловая структура	1	2
189	именно к	1	2
190	но он	2	2
191	и оно	1	2
192	или в	2	2
193	всем этим	1	2
194	если оно	1	2
195	значение приобретает	1	2
196	отличается от	3	2
197	слова оно	2	2
198	разговорный язык	1	2
199	здесь как	2	2
200	не было	1	2
201	кроме того	1	2
202	она может	2	2
203	основное отличие	1	2
204	или на	1	2
205	слове и	1	2
206	в виде	1	2
207	только о	2	2
208	сих пор	3	2
209	но мы	3	2
210	даже в	2	2
211	нашего сознания	1	2
212	его и	2	2
213	в новых	1	2
214	включает в	1	2
215	ним и	1	2
216	мы не	7	2
217	и другие	1	2
218	до сих	3	2
219	на котором	3	2
220	на его	2	2
221	из важнейших	3	2
222	того чтобы	19	2
223	в их	2	2
224	и вне	1	2
225	речи как	6	2
226	в одном	1	2
227	менее всего	3	2
228	тот факт	1	2
229	в нашем	4	2
230	жестов и	1	2
231	слова может	3	2
232	нуждается в	3	2
233	его как	1	2
234	речи не	5	2
235	а именно	1	2
236	вместе с	12	2
237	и внутренне	1	2
238	проблема эта	1	2
239	свою очередь	2	2
240	существенно и	1	2
241	в себя	1	2
242	что он	8	2
243	слово может	1	2
244	но как	1	2
245	мы видели	3	2
246	где они	2	2
247	в одно	1	2
248	то что	24	2
249	но эта	2	2
250	за пределы	1	2
251	точности и	1	2
252	на него	1	2
253	которые в	2	2
254	кажется нам	1	2
255	речи все	1	2
256	они не	1	2
257	с ее	2	2
258	степени и	1	2
259	и слово	3	2
260	это и	4	2
261	с которым	1	2
262	тогда когда	5	2
263	можно говорить	2	2
264	к его	2	2
265	языка с	1	2
266	в прошлом	1	2
267	с этим	2	2
268	в результате	1	2
269	для того	18	2
270	мы увидим	1	2
271	еще более	1	2
272	всяком случае	1	2
273	хотя и	1	2
274	слове можно	1	2
275	новое слово	1	2
276	только и	3	2
277	без всякого	1	2
278	но оно	1	2
279	мы уже	3	2
280	но прежде	1	2
281	с таким	1	2
282	оно было	1	2
283	и внутренней	1	2
284	значение в	2	2
285	именно в	6	2
286	того как	2	2
287	факт что	1	2
288	к ней	2	2
289	он не	3	2
290	также и	2	2
291	слов в	1	2
292	чем в	4	2
293	со всеми	2	2
294	все они	1	2
295	о том	4	2
296	его так	1	2
297	не был	1	2
298	слова как	5	2
299	в области	4	2
300	одним словом	1	2
301	на ряд	1	2
302	точка зрения	1	2
303	оно может	1	2
304	всем его	2	2
305	может стать	1	2
306	и особенно	1	2
307	и речи	19	2
308	уже в	2	2
309	которых мы	2	2
310	о нем	1	2
311	ни к	1	2
312	в себе	9	2
313	в данном	5	2
314	имеет дело	1	2
315	все что	6	2
316	дело идет	1	2
317	и при	2	2
318	является основным	1	1
319	но повторяем	1	1
320	за его	1	1
321	от слова	6	1
322	слова есть	1	1
323	говорят о	1	1
324	слове здесь	1	1
325	о которых	2	1
326	момент в	3	1
327	и этот	1	1
328	какой мере	2	1
329	прежде чем	2	1
330	они были	1	1
331	их значение	1	1
332	и зависимостей	1	1
333	слову как	1	1
334	приводит к	4	1
335	всегда в	1	1
336	то его	1	1
337	на себе	1	1
338	мы слышим	1	1
339	которой мы	2	1
340	и обратно	3	1
341	и свою	1	1
342	одно и	3	1
343	в такой	4	1
344	значение может	1	1
345	к окружающему	1	1
346	образом с	1	1
347	борьба и	1	1
348	за счет	2	1
349	можно сказать	5	1
350	место в	1	1
351	друг к	1	1
352	больший удельный	1	1
353	как ни	1	1
354	исключает возможность	1	1
355	самому себе	1	1
356	в литературе	1	1
357	о предмете	1	1
358	в двух	1	1
359	того же	1	1
360	мы говорим	2	1
361	минимума но	1	1
362	не умеет	1	1
363	рода и	1	1
364	значение и	2	1
365	ко всему	2	1
366	перейти к	4	1
367	слова во	1	1
368	и адекватно	1	1
369	еще резче	1	1
370	в один	1	1
371	мышлением и	2	1
372	а это	1	1
373	есть необходимый	1	1
374	что как	1	1
375	приближаться к	1	1
376	это слово	1	1
377	разрыва между	1	1
378	для всего	1	1
379	чем это	5	1
380	как по	1	1
381	за собой	1	1
382	отдельных слов	1	1
383	речи является	3	1
384	что его	2	1
385	это так	1	1
386	относящиеся к	1	1
387	к языку	1	1
388	гораздо более	4	1
389	с новыми	1	1
390	числе и	1	1
391	на то	4	1
392	свободного и	1	1
393	и которые	2	1
394	него и	1	1
395	в образах	1	1
396	не до	2	1
397	ту сторону	1	1
398	которого и	1	1
399	значений и	3	1
400	в сознании	6	1
401	поэтому прежде	1	1
402	как раз	3	1
403	в какой	6	1
404	принципиальном значении	1	1
405	вообще и	1	1
406	некоторой степени	1	1
407	в среднем	1	1
408	следовательно не	2	1
409	но именно	2	1
410	в конце	4	1
411	образом на	1	1
412	слово не	2	1
413	затем к	1	1
414	прийти к	1	1
415	дело не	1	1
416	и без	1	1
417	не были	1	1
418	при условии	1	1
419	в своей	3	1
420	осмысленным и	1	1
421	целый ряд	4	1
422	сомнения в	1	1
423	и те	1	1
424	и наиболее	2	1
425	оно так	1	1
426	об этом	3	1
427	их сознания	1	1
428	и есть	2	1
429	который мы	2	1
430	и обособление	1	1
431	речи этой	1	1
432	они же	1	1
433	что уже	1	1
434	одно из	5	1
435	всем ее	1	1
436	этот процесс	1	1
437	его заключается	1	1
438	же в	1	1
439	правильного понимания	1	1
440	не можем	4	1
441	он сам	1	1
442	совсем не	1	1
443	мы находим	3	1
444	ее как	1	1
445	по своей	10	1
446	и самое	1	1
447	и собственно	2	1
448	есть такая	1	1
449	и только	4	1
450	к этому	2	1
451	одной из	4	1
452	этого не	1	1
453	речи с	7	1
454	с той	1	1
455	речь как	3	1
456	речи от	5	1
457	между собой	6	1
458	есть не	3	1
459	вещей и	1	1
460	когда это	1	1
461	этих моментов	1	1
462	все те	2	1
463	того что	14	1
464	на этой	1	1
465	но зато	1	1
466	этот как	1	1
467	этой линии	1	1
468	к слову	14	1
469	как не	1	1
470	следовательно и	1	1
471	к общему	2	1
472	образом даже	1	1
473	должны были	2	1
474	рождается как	1	1
475	пародии на	1	1
476	становится в	1	1
477	само слово	1	1
478	могли бы	5	1
479	из-под власти	2	1
480	этом и	2	1
481	он говорит	1	1
482	и значение	5	1
483	мы ее	1	1
484	что проблема	1	1
485	это ее	1	1
486	мысли и	11	1
487	на все	1	1
488	на всем	5	1
489	проникнуть в	1	1
490	себе представить	1	1
491	между двумя	3	1
492	ним его	1	1
493	а как	1	1
494	он может	1	1
495	нами в	4	1
496	действительности но	1	1
497	в других	1	1
498	никак не	5	1
499	мог бы	3	1
500	но этот	2	1
501	чтобы понять	1	1
502	все время	1	1
503	но самый	1	1
504	другими словами	1	1
505	в качестве	5	1
506	разное содержание	1	1
507	в целом	5	1
508	что при	2	1
509	и говорит	1	1
510	речи к	5	1
511	только как	1	1
512	выражение в	6	1
513	несмотря на	2	1
514	а во	1	1
515	что не	2	1
516	и всей	2	1
517	дело здесь	1	1
518	момент его	1	1
519	чем перейти	2	1
520	отнюдь не	1	1
521	что такое	1	1
522	нас и	2	1
523	более глубокое	1	1
524	оно только	1	1
525	говорящих на	1	1
526	поэтому в	1	1
527	всего смысла	1	1
528	в одной	3	1
529	до некоторой	1	1
530	и определенности	1	1
531	поскольку она	1	1
532	речи так	3	1
533	действительности в	2	1
534	мысль и	3	1
535	говорить и	1	1
536	с собой	3	1
537	остается неизменной	1	1
538	и о	3	1
539	исключена возможность	1	1
540	пути который	1	1
541	как известно	2	1
542	основным и	1	1
543	во второй	5	1
544	другой к	1	1
545	только начинается	1	1
546	но на	1	1
547	но всегда	2	1
548	и приобретает	2	1
549	в план	1	1
550	не исключает	2	1
551	свое выражение	8	1
552	значение этого	1	1
553	мышление и	2	1
554	это остается	2	1
555	и она	2	1
556	должно быть	2	1
557	на основании	2	1
558	что различные	1	1
559	ее с	1	1
560	как только	1	1
561	вещь и	1	1
562	этого понимания	1	1
563	тем что	9	1
564	и таким	1	1
565	к ним	1	1
566	тем не	3	1
567	его принципиальном	1	1
568	шагу в	1	1
569	ничего не	2	1
570	заставляет нас	1	1
571	уже говорили	1	1
572	ближайшим образом	1	1
573	обособления и	1	1
574	к другу	2	1
575	условия для	1	1
576	то все	1	1
577	это было	1	1
578	значение не	1	1
579	и может	1	1
580	же задаче	1	1
581	всегда высказывание	1	1
582	образом в	2	1
583	при определенных	1	1
584	нам в	1	1
585	для своей	1	1
586	друг друга	4	1
587	в недрах	1	1
588	эти три	2	1
589	только не	11	1
590	другой стороны	1	1
591	своей внутренней	2	1
592	этого слова	3	1
593	речь а	2	1
594	дальнейшего развития	1	1
595	в этой	3	1
596	случае не	2	1
597	зрения не	1	1
598	есть процесс	1	1
599	предметного содержания	1	1
600	к совершенно	1	1
601	особое отношение	1	1
602	силу и	1	1
603	в самом	9	1
604	во всей	2	1
605	в сторону	1	1
606	по ту	1	1
607	не для	1	1
608	может ни	1	1
609	такой же	3	1
610	он живет	1	1
611	возможно только	2	1
612	самого слова	3	1
613	в направлении	5	1
614	от его	1	1
615	себя как	1	1
616	и что	6	1
617	лучшем случае	2	1
618	однако не	1	1
619	и ее	2	1
620	есть именно	1	1
621	ближе к	1	1
622	для развития	1	1
623	для нее	3	1
624	которая является	1	1
625	без остатка	1	1
626	в своих	2	1
627	письменной речи	3	1
628	самая постановка	1	1
629	том числе	1	1
630	мы говорили	2	1
631	речи о	4	1
632	нас в	2	1
633	к самому	1	1
634	к которой	1	1
635	представить себе	3	1
636	функцию и	2	1
637	с самого	7	1
638	и иначе	1	1
639	они по-видимому	1	1
640	в частности	1	1
641	мы можем	3	1
642	если же	2	1
643	это единство	2	1
644	за ним	1	1
645	слова но	3	1
646	только для	1	1
647	все равно	1	1
648	никаких определенных	1	1
649	этом направлении	1	1
650	та же	1	1
651	одну и	1	1
652	и ту	1	1
653	всего этого	1	1
654	первостепенное значение	1	1
655	слов не	1	1
656	а следовательно	1	1
657	которая не	1	1
658	речи в	27	1
659	слова процесс	1	1
660	ней не	1	1
661	и тем	6	1
662	она позволяет	1	1
663	время и	1	1
664	не поддается	1	1
665	говорить не	1	1
666	все более	1	1
667	и должно	1	1
668	что она	8	1
669	должно было	2	1
670	в письменной	1	1
671	она в	2	1
672	речью в	3	1
673	с другим	2	1
674	и уже	1	1
675	должен был	1	1
676	идет о	2	1
677	слова то	1	1
678	и внешний	1	1
679	не является	3	1
680	и это	1	1
681	только на	3	1
682	во-вторых все	1	1
683	отнести к	1	1
684	а путем	1	1
685	в виду	5	1
686	он как	1	1
687	и могут	1	1
688	и свой	2	1
689	и следовательно	5	1
690	от необходимости	1	1
691	становления человека	1	1
692	она с	1	1
693	в лучшем	2	1
694	контакта с	1	1
695	как такового	2	1
696	еще в	1	1
697	самого начала	7	1
698	также в	1	1
699	и по	3	1
700	что слово	2	1
701	и внутренняя	1	1
702	и до	2	1
703	развития и	2	1
704	речи а	5	1
705	и снова	1	1
706	относящихся сюда	1	1
