N	2gram	Tiupa_Lite_1	Formalny
305	до него	1	1
306	его книге	1	1
307	того же	2	1
308	он весьма	1	1
309	художественных произведений	1	1
310	к своей	2	1
311	показать что	1	1
312	из его	2	1
313	проникает в	1	1
314	оно было	1	1
315	этого он	1	1
316	когда это	1	1
317	и этот	1	1
318	поэзии и	2	1
319	той же	3	1
320	есть не	1	1
321	как таковому	1	1
322	мы имеем	1	1
323	и само	2	1
324	превратилась в	1	1
325	и новые	1	1
326	нам в	1	1
327	этом не	1	1
328	конститутивным моментом	1	1
329	почти исключительно	1	1
330	из того	2	1
331	но даже	1	1
332	и самой	1	1
333	которое в	1	1
334	для литературы	1	1
335	литературы как	1	1
336	столько же	1	1
337	как один	1	1
338	бы то	1	1
339	в различных	1	1
340	в литературоведении	1	1
341	сознания а	2	1
342	отказ от	7	1
343	то он	2	1
344	этой проблеме	1	1
345	основные моменты	1	1
346	оказывается не	2	1
347	общего с	2	1
348	в своем	11	1
349	более и	1	1
350	и нет	2	1
351	к новому	1	1
352	целом но	2	1
353	языков но	1	1
354	и есть	3	1
355	в действительности	1	1
356	следующим образом	2	1
357	за собой	1	1
358	так или	8	1
359	решающее значение	1	1
360	чуть ли	2	1
361	в нашем	1	1
362	бы не	3	1
363	теперь начинает	1	1
364	что к	1	1
365	с их	3	1
366	как он	2	1
367	на то	1	1
368	роли в	1	1
369	задний план	1	1
370	остались в	1	1
371	тем не	2	1
372	которой не	1	1
373	в принципе	3	1
374	к одному	1	1
375	менее существенный	1	1
376	какой бы	1	1
377	от других	1	1
378	этом последнем	1	1
379	над смыслом	1	1
380	значение в	1	1
381	произведения с	2	1
382	в другом	2	1
383	приема с	1	1
384	а их	1	1
385	в виде	1	1
386	сущности не	1	1
387	самим собой	2	1
388	для россии	1	1
389	в последующем	1	1
390	элементы не	1	1
391	из первых	1	1
392	кажется что	1	1
393	в них	1	1
394	творческий акт	1	1
395	в данном	5	1
396	не изображаемого	1	1
397	ведет к	4	1
398	и некоторые	1	1
399	на территории	1	1
400	игру и	1	1
401	в эту	1	1
402	литература и	1	1
403	места в	1	1
404	ссылки на	1	1
405	здесь впервые	1	1
406	опоры для	1	1
407	как особого	1	1
408	все они	2	1
409	до последнего	1	1
410	вопрос о	1	1
411	русской литературной	1	1
412	строго говоря	1	1
413	творчества и	1	1
414	в россии	2	1
415	по крайней	1	1
416	как от	1	1
417	высшую степень	1	1
418	не должно	1	1
419	в словах	1	1
420	бы быть	1	1
421	не для	1	1
422	евгения онегина	2	1
423	однако нельзя	1	1
424	если и	1	1
425	теми или	1	1
426	случае в	1	1
427	а от	1	1
428	как будет	1	1
429	не менее	7	1
430	поэзии то	1	1
431	иной раз	1	1
432	мышления и	2	1
433	дело в	3	1
434	только из	1	1
435	на него	1	1
436	к изучению	1	1
437	от футуризма	2	1
438	отличное от	1	1
439	о них	1	1
440	его участников	1	1
441	из их	1	1
442	иметь в	1	1
443	во всякой	1	1
444	это еще	1	1
445	не могло	2	1
446	для раннего	1	1
447	литературе в	3	1
448	показывает нам	1	1
449	ориентация на	1	1
450	к определенному	1	1
451	и является	2	1
452	с читателем	2	1
453	далеко не	3	1
454	события общения	1	1
455	для осуществления	1	1
456	только с	1	1
457	как будто	2	1
458	приходится преодолевать	1	1
459	одним из	5	1
460	уже о	1	1
461	образом является	1	1
462	мы узнаем	1	1
463	и вполне	2	1
464	ли не	3	1
465	важен лишь	1	1
466	отличается от	1	1
467	на читателя	1	1
468	так называемого	2	1
469	в каждом	1	1
470	ничего общего	1	1
471	на предмет	1	1
472	должен быть	2	1
473	для себя	5	1
474	такова логика	1	1
475	свою очередь	1	1
476	но при	2	1
477	говоря уже	2	1
478	данном случае	4	1
479	самим собою	2	1
480	только при	1	1
481	исторической жизни	1	1
482	только то	2	1
483	в произведении	1	1
484	во главе	1	1
485	читателя в	2	1
486	обращаясь к	2	1
487	и сам	6	1
488	с наукой	1	1
489	с собой	4	1
490	можно было	2	1
491	историю литературы	1	1
492	с самим	1	1
493	каждого из	1	1
494	таковы что	1	1
495	они находились	1	1
496	должен иметь	1	1
497	можно сказать	1	1
498	на задний	1	1
499	только потому	1	1
500	является по	2	1
501	на другого	2	1
502	самой в	1	1
503	о том	2	1
504	что перед	1	1
505	с литературной	1	1
506	до сих	1	1
507	с одной	2	1
508	аналогии с	3	1
509	что его	3	1
510	оно остается	1	1
511	время не	1	1
512	и во	1	1
513	все в	1	1
514	это может	1	1
515	том или	1	1
516	этому поводу	1	1
517	теперь уже	1	1
518	искусства с	1	1
519	или иными	1	1
520	крайней мере	1	1
521	реальность в	1	1
522	в художественной	1	1
523	с одинаковым	1	1
524	и мы	1	1
525	чтобы говорить	1	1
526	как объект	1	1
527	в объекте	1	1
528	задачу и	1	1
529	тот же	1	1
530	языка на	1	1
531	что даже	1	1
532	в себе	7	1
533	в литературу	1	1
534	один на	1	1
535	их не	2	1
536	но ее	1	1
537	от них	1	1
538	должно явиться	1	1
539	для всех	1	1
540	не можем	1	1
541	этой социальной	1	1
542	художественных направлений	1	1
543	мы получим	1	1
544	героя с	2	1
545	так называемый	2	1
546	из моментов	1	1
547	не сам	2	1
548	который как	1	1
549	мастерства в	1	1
550	как некоторое	1	1
551	себе в	2	1
552	никто не	1	1
553	пока не	1	1
554	другого но	1	1
555	по тем	1	1
556	или ином	1	1
557	не обладает	2	1
558	перейти к	1	1
559	этой задачи	1	1
560	особый язык	1	1
561	со всем	1	1
562	настолько что	1	1
563	или иначе	9	1
564	за пределы	2	1
565	сюда же	1	1
566	в свою	1	1
567	впервые становится	2	1
568	один и	1	1
569	имеет место	1	1
570	исходит из	3	1
571	что будет	1	1
572	а на	1	1
573	а сам	1	1
574	стремится к	1	1
575	не на	2	1
576	именно так	2	1
577	последнего времени	1	1
578	на эту	1	1
579	конструктивные принципы	1	1
580	литературного быта	1	1
581	художественного целого	2	1
582	если не	1	1
583	по мысли	2	1
584	но особенно	1	1
585	он уже	1	1
586	в историю	1	1
587	быть от	1	1
588	у футуристов	1	1
589	к своему	1	1
590	без другого	1	1
591	одной стороны	2	1
592	такого рода	10	1
593	в литературе	1	1
594	и такую	1	1
595	как высказывание	1	1
596	да и	3	1
597	в первой	1	1
598	сам не	1	1
599	тем отчетливее	1	1
600	между людьми	1	1
601	в некую	1	1
602	футуризм в	1	1
603	в условиях	1	1
604	той мере	1	1
605	сих пор	1	1
606	автора и	1	1
607	о его	1	1
608	но для	1	1
609	под знаком	1	1
610	просто как	1	1
611	материалом поэзии	1	1
612	бы между	1	1
613	фразы и	1	1
614	при таком	1	1
615	газет из	1	1
616	на внутреннюю	1	1
617	слова у	1	1
618	в индивидуальном	2	1
619	о нем	1	1
620	сознания в	12	1
621	для нас	1	1
622	особого рода	2	1
623	не имея	1	1
624	собственно говоря	1	1
625	целый ряд	1	1
626	было на	1	1
627	его тем	1	1
628	как явление	1	1
629	мысль в	2	1
630	несмотря на	3	1
631	или не	1	1
632	же в	5	1
633	утверждал что	2	1
634	не от	1	1
635	одной из	1	1
636	не говоря	2	1
637	только как	1	1
638	лишь тогда	1	1
639	он лишь	1	1
640	лишь частным	1	1
641	в трех	1	1
642	в каком	1	1
643	можно назвать	1	1
644	вяч ивановым	1	1
645	но эти	1	1
646	в своих	4	1
647	художественного задания	1	1
648	русской литературы	2	1
649	и особенно	1	1
650	гораздо более	1	1
651	которая не	2	1
