N	3gram	Tiupa_Disk_1	TeoriaLi
357	живет в готовом	1	1
358	занять любой индивид	1	1
359	в истории литературы	1	1
360	о том что	5	1
361	диада личности и	1	1
362	иерархично оно не	1	1
363	не ценностно дистанцированной	1	1
364	ни к чему	1	1
365	акт притчевого типа	1	1
366	как субъекты этического	1	1
367	неожиданное маловероятное беспрецедентное	1	1
368	стилевых формах косвенной	1	1
369	потому нейтральное к	1	1
370	обладает достоверным но	1	1
371	сознания к другому	1	1
372	и прежде всего	1	1
373	к ценностной однозначности	1	1
374	с языком ставят	1	1
375	косвенной речи хотя	1	1
376	слова говорящий здесь	1	1
377	выбирают а по	1	1
378	последняя согласно удачной	1	1
379	целью и ситуацией	3	1
380	но не верифицируемым	1	1
381	любому иному роду	1	1
382	божья повеленья сказание	1	1
383	ту или иную	1	1
384	по сути дела	2	1
385	домонологично оно объединяет	1	1
386	жанровой схемы и	1	1
387	целенаправленно устремленный от	1	1
388	лишь в стилевых	1	1
389	самом общем виде	2	1
390	культуры в самом	1	1
391	языком ставят перед	1	1
392	на статус знания	1	1
393	нам всегда предносится	1	1
394	действующие лица по	1	1
395	в большинстве случаев	1	1
396	фатально непреложный и	1	1
397	едины судьба выражает	1	1
398	речевой деятельности персонажа	1	1
399	которая своей карнавальной	1	1
400	и оцененном мире	1	1
401	смыслов оно стремится	1	1
402	фактически точными они	1	1
403	в силу своей	2	1
404	от одного сознания	1	1
405	речевой акт притчевого	1	1
406	возможна только в	1	1
407	тип высказывания реализующий	1	1
408	в том и	1	1
409	быть субъектом данного	1	1
410	кто говорит и	1	1
411	персонажи сказания не	1	1
412	звучит один голос	1	1
413	мира которая своей	1	1
414	дело не в	1	1
415	перед ним определенные	1	1
416	судьбы а некий	1	1
417	это известного рода	1	1
418	смысле домонологично оно	1	1
419	целое нашего высказывания	1	1
420	поведение двух сыновей	1	1
421	а не ценностно	1	1
422	том что он	1	1
423	свою очередь определяется	2	1
424	и составляющий морализаторскую	1	1
425	разъединяет участников коммуникативного	1	1
426	продуктивный тип высказывания	1	1
427	определенные задания реализуют	1	1
428	состоит в придании	1	1
429	реализуют в нем	1	1
430	нашего высказывания и	1	1
431	стратегию эстетического по	1	1
432	по своему происхождению	2	1
433	к тому же	4	1
434	занимательное неожиданное маловероятное	1	1
435	сказание в известном	1	1
436	будучи порой фактически	1	1
437	составляющий морализаторскую премудрость	1	1
438	персонажем в акте	1	1
439	произведение искусства не	1	1
440	это разделение иерархично	1	1
441	в нем звучит	1	1
442	ни изменить ничего	1	1
443	они едины судьба	1	1
444	жанра высказывания жанр	1	1
445	смешное но обязательно	1	1
446	существенно связаны с	1	1
447	персонажа то она	1	1
448	отграниченная система смыслов	1	1
449	правило лишь в	1	1
450	ни убавить ни	1	1
451	своим коммуникативным параметрам	1	1
452	ситуации рассказывания а	1	1
453	было и не	1	1
454	автора и читателей	1	1
455	в акте выбора	1	1
456	на поучающего и	1	1
