N	2gram	Voloshinov_1	VerxiiNi
408	может только	1	1
409	следовательно и	2	1
410	ничего не	6	1
411	способен на	1	1
412	другой стороны	6	1
413	к этим	3	1
414	бы по	1	1
415	ничто не	1	1
416	в сознании	2	1
417	только с	1	1
418	нет все	1	1
419	в каком	3	1
420	у нас	2	1
421	настоящего времени	5	1
422	могут быть	2	1
423	лежит в	1	1
424	как только	1	1
425	должны быть	3	1
426	и конечно	1	1
427	не есть	3	1
428	в каждой	1	1
429	и своих	1	1
430	прибавить к	1	1
431	это органическое	1	1
432	значения и	1	1
433	с ее	2	1
434	здесь говорить	1	1
435	свою очередь	2	1
436	людей в	1	1
437	здесь не	1	1
438	в ее	7	1
439	нет никакой	2	1
440	только то	1	1
441	сменяют друг	1	1
442	как с	2	1
443	и совершенно	1	1
444	же эти	1	1
445	найти в	1	1
446	остается не	1	1
447	между собой	2	1
448	в каком-либо	1	1
449	он сам	1	1
450	собой и	1	1
451	по мере	2	1
452	во-первых с	1	1
453	лишь то	1	1
454	первом случае	3	1
455	и должно	1	1
456	и других	2	1
457	другими словами	2	1
458	настоящее время	6	1
459	одного из	3	1
460	ее применения	1	1
461	до известной	1	1
462	согласно учению	1	1
463	и во	2	1
464	все в	2	1
465	каждом из	1	1
466	и лишь	1	1
467	в которую	1	1
468	во втором	2	1
469	отчет в	2	1
470	эти два	1	1
471	а потому	1	1
472	во всей	1	1
473	язык в	4	1
474	них в	1	1
475	в ту	1	1
476	и следовательно	3	1
477	как она	2	1
478	и другую	2	1
479	и прежде	2	1
480	совсем не	1	1
481	мы видим	1	1
482	с ними	1	1
483	этот вопрос	5	1
484	друг друга	8	1
485	пор не	1	1
486	еще и	1	1
487	и так	1	1
488	и ее	3	1
489	и его	19	1
490	между формой	1	1
491	только на	4	1
492	чтобы он	1	1
493	языка как	17	1
494	при помощи	1	1
495	растворяется в	1	1
496	лишь постольку	1	1
497	первобытного человека	1	1
498	конечно нет	1	1
499	мы знаем	5	1
500	который как	1	1
501	и их	2	1
502	неизменная и	1	1
503	представить себе	1	1
504	не означает	1	1
505	сами по	1	1
506	значение из	1	1
507	менее совершенно	1	1
508	с системой	2	1
509	как раз	2	1
510	тем что	2	1
511	быть по	1	1
512	характерны для	1	1
513	такая система	1	1
514	из двух	1	1
515	имеет свой	1	1
516	целью найти	1	1
517	положение и	1	1
518	бытия в	7	1
519	социальной жизни	3	1
520	и пр	12	1
521	деле если	2	1
522	она является	1	1
523	и самый	1	1
524	зависит от	2	1
525	их является	1	1
526	одну из	2	1
527	о чем	1	1
528	и стать	2	1
529	различие между	3	1
530	с помощью	6	1
531	все более	1	1
532	их с	1	1
533	нет ничего	3	1
534	границы между	1	1
535	о каждом	1	1
536	различия все	1	1
537	с этим	4	1
538	так называемая	4	1
539	в данном	4	1
540	в той	1	1
541	смысле этого	3	1
542	тогда между	1	1
543	первое место	1	1
544	т.е с	2	1
545	там где	2	1
546	многих других	1	1
547	вошли в	1	1
548	здесь идет	1	1
549	затем в	1	1
550	ли не	1	1
551	этого слова	2	1
552	является для	1	1
553	к двум	1	1
554	коренное различие	1	1
555	но для	2	1
556	кроме того	6	1
557	в наше	1	1
558	не является	4	1
559	известной степени	1	1
560	жизни вот	1	1
561	совершается в	5	1
562	не существует	3	1
563	мира и	2	1
564	которой можно	1	1
565	в настоящее	6	1
566	эти проблемы	1	1
567	то о	1	1
568	находит свое	1	1
569	бы в	2	1
570	ни к	2	1
571	причем эта	1	1
572	обстоит дело	1	1
573	а можно	1	1
574	из поля	1	1
575	существования и	1	1
576	состоит из	1	1
577	совершенно не	3	1
578	эти элементы	1	1
579	вся история	2	1
580	с внешней	1	1
581	к этой	2	1
582	в какой-то	2	1
583	в своих	2	1
584	значение в	1	1
