N	2gram	Bakhtin_Pr_3	RusskieA
311	по его	1	1
312	а вместе	1	1
313	ее по	1	1
314	что все	1	1
315	особенность в	1	1
316	с криком	1	1
317	почти каждый	2	1
318	значение в	4	1
319	связанных с	1	1
320	на все	2	1
321	знает что	1	1
322	смеха и	1	1
323	уже знаем	1	1
324	пародии и	2	1
325	связанным с	1	1
326	чаще всего	1	1
327	в новое	4	1
328	его у	1	1
329	о которой	1	1
330	дни в	1	1
331	объясняет это	1	1
332	в развитии	3	1
333	хотя здесь	1	1
334	можно найти	1	1
335	или менее	3	1
336	как праздник	1	1
337	или точнее	1	1
338	таким же	1	1
339	как все	1	1
340	в такой	1	1
341	наиболее полное	1	1
342	место в	2	1
343	еще с	1	1
344	своего рода	3	1
345	смех в	2	1
346	что над	1	1
347	человеком и	1	1
348	но эта	1	1
349	но они	4	1
350	как от	1	1
351	происходят на	1	1
352	при всех	2	1
353	связан и	1	1
354	в науке	1	1
355	и притом	1	1
356	на него	1	1
357	в основе	5	1
358	не вызывает	1	1
359	это еще	2	1
360	ничего не	6	1
361	в дни	1	1
362	сущность его	1	1
363	по своей	9	1
364	и его	10	1
365	так например	2	1
366	как будто	2	1
367	этом отношении	1	1
368	и здесь	1	1
369	всей их	1	1
370	в духе	8	1
371	во все	5	1
372	и такие	1	1
373	и всех	1	1
374	как только	1	1
375	с полной	1	1
376	деталь на	1	1
377	предыдущей главе	1	1
378	здесь еще	2	1
379	в применении	1	1
380	обычно в	3	1
381	и это	3	1
382	и которая	1	1
383	здесь не	4	1
384	не могу	3	1
385	на основе	2	1
386	можно показать	1	1
387	нужно заметить	1	1
388	в особенности	2	1
389	и этим	1	1
390	некоторых других	1	1
391	достаточно чтобы	1	1
392	поэтому мы	1	1
393	с собой	1	1
394	так и	6	1
395	здесь нет	1	1
396	мог бы	1	1
397	обрядов и	1	1
398	известны всем	1	1
399	могла быть	1	1
400	но у	1	1
401	он был	1	1
402	вся его	1	1
403	и вообще	3	1
404	с ним	2	1
405	наивысшего расцвета	1	1
406	силой земли	1	1
407	то они	1	1
408	на этой	1	1
409	имеется описание	1	1
410	можно сказать	8	1
411	затем в	1	1
412	и во	4	1
413	как нет	1	1
414	этот момент	1	1
415	в его	8	1
416	смертью и	1	1
417	во всей	4	1
418	не надо	1	1
419	по разным	1	1
420	о единстве	1	1
421	все время	1	1
422	в литературе	5	1
423	быть и	2	1
424	с той	1	1
425	на которой	1	1
426	не оставался	1	1
427	но с	1	1
428	тот же	2	1
429	с ними	1	1
430	что он	4	1
431	и действительно	1	1
432	и так	3	1
433	стоящего на	2	1
434	они могут	1	1
435	но ее	1	1
436	от них	1	1
437	и обновления	2	1
438	по другим	1	1
439	человека с	1	1
440	характерной для	1	1
441	же и	1	1
442	где-то в	1	1
443	вопроса о	1	1
444	в большинстве	4	1
445	только на	1	1
446	таком месте	2	1
447	вернуться к	1	1
448	значение и	2	1
449	здесь это	1	1
450	так называемый	1	1
451	мир в	1	1
452	который как	1	1
453	всяком случае	1	1
454	в пространстве	1	1
455	в конце	3	1
456	их во	1	1
457	к ним	1	1
458	как его	1	1
459	тем богаче	1	1
460	не просто	1	1
461	жизнь такое	1	1
462	рядом с	1	1
463	время как	1	1
464	ней и	1	1
465	и даже	2	1
466	даже не	1	1
467	имеет и	1	1
468	как у	5	1
469	по своим	1	1
470	в ряде	1	1
471	очень верно	1	1
472	и др	14	1
473	превращается в	1	1
474	в менее	1	1
475	на весь	1	1
476	ритуального смеха	2	1
477	под влиянием	1	1
478	близка к	1	1
479	в исторической	1	1
480	также с	1	1
481	был он	1	1
482	через нее	1	1
483	это на	1	1
484	в одной	2	1
485	и потому	5	1
486	другая сторона	1	1
487	к себе	6	1
488	или по	3	1
489	этому образу	1	1
490	в предыдущей	1	1
491	по своему	6	1
492	ее под	1	1
493	в область	1	1
494	употребление в	1	1
495	смысле этого	2	1
496	здесь имеется	1	1
497	и связанных	1	1
498	ко всему	1	1
499	в тех	1	1
500	можно выразить	1	1
501	и более	2	1
502	этого слова	1	1
503	и не	15	1
504	деле эти	1	1
505	но это	3	1
506	она будет	1	1
507	что касается	2	1
508	и тогда	1	1
509	при всем	1	1
510	происходит не	1	1
511	в царстве	2	1
512	на улице	1	1
513	но эту	1	1
514	странствуют по	1	1
515	в двух	2	1
516	от него	3	1
517	а может	1	1
518	тем более	2	1
519	мы должны	4	1
520	за него	2	1
521	его жизнь	1	1
522	которые в	1	1
523	очень хорошо	3	1
524	священные тексты	2	1
525	ее развития	1	1
526	несмотря на	2	1
527	и начинается	1	1
528	только с	1	1
529	все еще	3	1
530	в период	1	1
531	сказать что	10	1
532	другой стороны	1	1
533	в праздник	1	1
534	например и	1	1
535	всех других	2	1
536	одновременно и	3	1
537	им не	1	1
538	есть и	2	1
539	из своей	1	1
540	передавалась через	1	1
541	в заключение	2	1
542	во всяком	1	1
543	как на	1	1
544	и особенно	3	1
