N	2gram	Bakhtin_fo_1	Hudozhes
404	она и	1	1
405	в самую	1	1
406	которой он	1	1
407	после стольких	1	1
408	он внутренне	1	1
409	жизни но	5	1
410	в один	1	1
411	и еще	2	1
412	в частной	3	1
413	во время	1	1
414	и при	1	1
415	таким же	1	1
416	человек и	2	1
417	наших дней	1	1
418	на месте	1	1
419	характер это	3	1
420	характера с	1	1
421	самого героя	1	1
422	говорил о	1	1
423	свое существование	1	1
424	актов не	1	1
425	и другого	1	1
426	образом и	1	1
427	другом и	1	1
428	но он	2	1
429	теми же	1	1
430	взгляд и	1	1
431	и более	1	1
432	в конце	9	1
433	том же	2	1
434	произведений искусства	1	1
435	в словах	1	1
436	же мы	1	1
437	произведения и	1	1
438	раз и	2	1
439	людьми в	1	1
440	ничего нового	1	1
441	с радостью	1	1
442	виду что	1	1
443	в людях	1	1
444	самого начала	2	1
445	дело в	2	1
446	на себе	1	1
447	не вызывает	1	1
448	во всякой	2	1
449	которых и	1	1
450	чем не	3	1
451	та или	1	1
452	не могло	5	1
453	всей его	2	1
454	появляются в	1	1
455	это то	2	1
456	в самой	2	1
457	или иная	1	1
458	того в	1	1
459	это именно	1	1
460	к концу	3	1
461	как она	2	1
462	не столь	2	1
463	в момент	1	1
464	событий жизни	1	1
465	поэтому не	1	1
466	это также	1	1
467	когда мы	1	1
468	есть только	2	1
469	во все	2	1
470	и такие	1	1
471	похож на	1	1
472	отличается от	1	1
473	числе и	2	1
474	еще яснее	1	1
475	всего в	1	1
476	его с	1	1
477	бы он	1	1
478	той или	2	1
479	не предполагает	1	1
480	время он	1	1
481	такова в	1	1
482	при анализе	1	1
483	он готовился	1	1
484	но по	2	1
485	звездного неба	1	1
486	не существует	1	1
487	подлинной жизни	1	1
488	амуре и	3	1
489	нет никакой	1	1
490	которым она	1	1
491	контакта в	1	1
492	в себя	1	1
493	с самого	2	1
494	не возникает	1	1
495	в дальнейшем	6	1
496	времени и	10	1
497	особенно в	1	1
498	него всегда	1	1
499	глубоко и	1	1
500	наше внимание	1	1
501	жизнь и	4	1
502	этой жизни	1	1
503	по себе	2	1
504	смысле и	1	1
505	в разных	5	1
506	образом в	1	1
507	лишь то	1	1
508	себя а	1	1
509	и здесь	1	1
510	простой народ	1	1
511	т.п в	1	1
512	оставляет места	1	1
513	жизненное положение	1	1
514	и внутреннее	3	1
515	в глаза	2	1
516	времени в	7	1
517	в значительной	2	1
518	нас в	3	1
519	все в	1	1
520	места и	1	1
521	и откуда	1	1
522	путь к	1	1
523	этот момент	1	1
524	по случаю	1	1
525	на одном	1	1
526	борьбе с	2	1
527	тотчас же	1	1
528	по разным	1	1
529	еще более	3	1
530	внешнее и	2	1
531	тот момент	1	1
532	вся жизнь	1	1
533	о своих	1	1
534	ряд с	1	1
535	того что	2	1
536	быть и	2	1
537	жизни его	1	1
538	по своей	1	1
539	и раннее	1	1
540	в человеческой	1	1
541	время когда	1	1
542	бы эти	1	1
543	проникнуть в	1	1
544	и потому	3	1
545	бы его	1	1
546	на своей	2	1
547	к отцу	1	1
548	всей жизни	2	1
549	но как	1	1
550	во времени	3	1
551	например с	1	1
552	не происходит	1	1
553	на мир	1	1
554	похожа на	1	1
555	со всеми	3	1
556	бы один	1	1
557	так что	1	1
558	для всех	2	1
559	уже в	2	1
560	вернуться к	1	1
561	в дом	2	1
562	в начале	3	1
563	эта особенность	1	1
564	героини она	1	1
565	где бы	1	1
566	которого на	1	1
567	не связанных	1	1
568	что происходило	1	1
569	или даже	1	1
570	ведь это	1	1
571	могло бы	1	1
572	следа в	1	1
573	не для	2	1
574	подобный вопрос	1	1
575	так как	6	1
576	то время	4	1
577	при всей	1	1
578	не о	2	1
579	независимо от	1	1
580	этом отношении	3	1
581	на том	1	1
582	героя его	1	1
583	где в	1	1
584	были бы	1	1
585	чувствует себя	2	1
586	и даже	2	1
587	о своей	2	1
588	временем в	1	1
589	и т.п	4	1
590	что человек	1	1
591	действующих лиц	1	1
592	наконец в	1	1
593	сосредоточенность на	1	1
594	и люди	1	1
595	бы друг	1	1
596	и стал	2	1
597	а на	1	1
598	которых мы	1	1
599	и психее	3	1
600	до конца	4	1
601	более того	3	1
602	с которым	1	1
603	своей любви	1	1
604	человека не	1	1
605	там где	2	1
606	но власть	1	1
607	здесь лишь	1	1
608	был тогда	1	1
609	и силы	1	1
610	его характер	1	1
611	своей личности	1	1
612	характер здесь	1	1
613	уже давно	1	1
614	все более	1	1
615	вступает в	2	1
616	почти ничего	1	1
617	героини не	1	1
618	из форм	1	1
619	места для	1	1
620	себе самому	4	1
621	внутреннего человека	1	1
622	этого момента	2	1
623	теперь когда	1	1
624	в пределах	5	1
625	его личной	1	1
626	к жизни	2	1
627	сны и	4	1
628	чем в	2	1
629	в ранних	1	1
630	по существу	12	1
631	человек с	1	1
632	распадается на	1	1
633	дело здесь	1	1
634	и смерти	1	1
635	приобретает в	1	1
636	слова и	2	1
637	я сам	1	1
638	сказать не	1	1
639	этом случае	1	1
640	в условиях	7	1
641	характера в	2	1
642	неотделимы от	1	1
643	же люди	1	1
644	в полном	1	1
645	слова но	1	1
646	на внешнее	1	1
647	жениха и	1	1
648	этого ряда	3	1
649	с возвращением	1	1
650	место для	3	1
651	из себя	1	1
652	бы в	1	1
653	но зато	1	1
654	и дело	1	1
655	же в	3	1
656	первый раз	1	1
657	не обладает	1	1
658	человека есть	1	1
659	образ человека	6	1
660	с ней	1	1
661	не знает	3	1
662	сюжетное движение	1	1
663	совершенно не	2	1
664	но когда	1	1
665	того на	1	1
666	героя в	1	1
667	к этой	1	1
668	вдруг на	1	1
669	в искусстве	1	1
670	люди и	1	1
671	в своих	1	1
672	том числе	4	1
673	героя как	1	1
674	к этому	3	1
675	можно назвать	2	1
676	в таком	3	1
677	во власть	1	1
678	об амуре	3	1
