N	2gram	Trubetskoy_1	Formalny
517	в совершенстве	1	1
518	отличие от	3	1
519	есть ли	1	1
520	свелась к	1	1
521	та же	3	1
522	ее в	1	1
523	что при	6	1
524	что если	3	1
525	эти две	1	1
526	только одно	2	1
527	культуры или	1	1
528	не говоря	1	1
529	понять что	2	1
530	развитии и	1	1
531	общего с	2	1
532	нами два	1	1
533	можно найти	1	1
534	что у	2	1
535	стремления к	1	1
536	в психике	7	1
537	и подобных	1	1
538	после решения	1	1
539	не будучи	1	1
540	мы получаем	1	1
541	всматриваться в	1	1
542	что на	1	1
543	на одном	2	1
544	к природным	1	1
545	только с	1	1
546	между всеми	1	1
547	она и	1	1
548	они так	1	1
549	заимствованных у	1	1
550	которую каждый	1	1
551	в учении	1	1
552	а на	1	1
553	в отдельных	2	1
554	всем миром	1	1
555	что от	1	1
556	а между	8	1
557	сказать что	1	1
558	к своему	1	1
559	так в	1	1
560	вся эта	1	1
561	всеми другими	1	1
562	а с	4	1
563	он и	1	1
564	к тем	2	1
565	в первом	1	1
566	еще менее	1	1
567	к которой	3	1
568	тем не	4	1
569	на себя	1	1
570	но лишь	1	1
571	психологии и	1	1
572	той же	1	1
573	что для	4	1
574	понятий и	1	1
575	вызывает в	1	1
576	культуры а	3	1
577	элементы в	1	1
578	два первых	1	1
579	и такая	1	1
580	в силу	7	1
581	прошлого века	1	1
582	до тех	2	1
583	ту же	2	1
584	сил и	2	1
585	однако это	2	1
586	еще далеко	1	1
587	с соответствующими	1	1
588	ни один	3	1
589	при таких	1	1
590	из самых	1	1
591	по своему	5	1
592	подобных им	1	1
593	как от	1	1
594	широком смысле	2	1
595	из одного	2	1
596	и тем	1	1
597	другой стороны	5	1
598	в котором	2	1
599	мы уже	4	1
600	всем этом	1	1
601	всех их	1	1
602	без исключения	1	1
603	у него	5	1
604	элементов входящих	1	1
605	если она	1	1
606	к его	1	1
607	но из	1	1
608	могут быть	1	1
609	которые будут	2	1
610	же что	2	1
611	мы знаем	10	1
612	наука не	1	1
613	или с	1	1
614	и для	6	1
615	от этой	1	1
616	они должны	3	1
617	к чисто	1	1
618	тому что	2	1
619	в сторону	2	1
620	как для	3	1
621	мы видим	1	1
622	должны занять	1	1
623	и психологии	1	1
624	также и	2	1
625	тут-то и	1	1
626	ее и	3	1
627	между отдельными	2	1
628	остались без	1	1
629	на этом	2	1
630	роль в	1	1
631	язык и	1	1
632	показаться что	1	1
633	далеко не	5	1
634	остроту и	1	1
635	смысле слова	1	1
636	возможно лишь	2	1
637	и ко	1	1
638	весь ход	1	1
639	несмотря на	6	1
640	через которую	1	1
641	том числе	1	1
642	они сумели	1	1
643	тем более	3	1
644	в гораздо	2	1
645	каждый момент	1	1
646	лишь с	1	1
647	для каждого	1	1
648	как историю	1	1
649	от них	1	1
650	оно тем	1	1
651	живет и	1	1
652	самого начала	1	1
653	представить себе	2	1
654	одну из	1	1
655	которую мы	1	1
656	с самого	1	1
657	та или	1	1
658	мы всегда	1	1
659	в такой	4	1
660	между этими	2	1
661	современной европейской	2	1
662	в состав	1	1
663	здесь дело	1	1
664	правда не	1	1
665	за ними	3	1
666	как у	3	1
667	может показаться	1	1
668	которую он	2	1
669	не подлежит	3	1
670	не лучше	1	1
671	этой истории	3	1
672	и всю	1	1
673	не следует	1	1
674	эти последние	2	1
675	основных понятий	1	1
676	этом не	1	1
677	с такой	1	1
678	борьбы с	2	1
679	бы при	1	1
680	в высшей	1	1
681	как оно	1	1
682	являются в	1	1
683	он может	1	1
684	ли они	1	1
685	и уже	2	1
686	так или	5	1
687	нами в	1	1
688	воля к	1	1
689	есть только	1	1
690	которого они	1	1
691	заключается в	2	1
692	по мнению	1	1
693	что оно	3	1
694	лишь на	1	1
695	над другими	1	1
696	нее и	1	1
697	а сам	1	1
698	или иной	1	1
699	перед нами	1	1
700	уже и	3	1
701	из них	5	1
702	состоит в	1	1
703	если только	1	1
704	так как	7	1
705	всех тех	2	1
706	части в	2	1
707	эти вопросы	1	1
708	все остальные	1	1
709	тех пор	2	1
710	гораздо больше	3	1
711	ряд общих	1	1
712	потому не	1	1
713	и эта	1	1
714	к одному	1	1
715	связь между	1	1
716	а от	1	1
717	и по	3	1
718	и определить	1	1
719	в точке	2	1
720	даже без	1	1
721	в данном	3	1
722	с особенностями	1	1
723	и углубленные	1	1
