N	2gram	Bakhtin_Pr_5	VLabPisa
177	но даже	1	2
178	то это	1	2
179	собою и	1	2
180	в ней	2	2
181	меньшей степени	1	2
182	еще не	7	2
183	что его	2	2
184	в чем	4	2
185	бы не	2	2
186	но не	6	2
187	в общем	3	2
188	после всего	1	2
189	отнюдь не	1	2
190	и слова	2	2
191	хотя и	2	2
192	но в	19	2
193	он в	4	2
194	у каждого	1	2
195	ее как	3	2
196	как он	2	2
197	этот процесс	2	2
198	он не	13	2
199	в реальной	1	2
200	подобно тому	2	2
201	так например	1	2
202	человека в	1	2
203	я бы	4	2
204	в каждом	6	2
205	а затем	2	2
206	в другом	12	2
207	говорил что	1	2
208	с другими	2	2
209	в жизни	2	2
210	само собою	1	2
211	достоевского и	2	2
212	он и	5	2
213	и для	8	2
214	что такое	1	2
215	всяком случае	4	2
216	которые в	1	2
217	по крайней	1	2
218	если бы	1	2
219	этого замысла	1	2
220	по себе	4	2
221	не менее	2	2
222	пока еще	2	2
223	того чтобы	1	2
224	только не	1	2
225	и весь	1	2
226	ли это	2	2
227	нет ни	2	2
228	и заключается	1	2
229	отличается от	1	2
230	же самое	1	2
231	что оно	2	2
232	они и	1	2
233	для того	1	2
234	братьев карамазовых	2	2
235	мысль о	1	2
236	и может	1	2
237	роль в	1	2
238	мы наблюдаем	1	2
239	он сам	6	2
240	и даже	5	2
241	во всяком	4	2
242	но к	1	2
243	на вопрос	2	2
244	из рассказа	3	2
245	лишь в	7	2
246	от них	1	2
247	во всей	1	2
248	крайней мере	1	2
249	конце концов	3	2
250	но с	1	2
251	о его	1	2
252	и быть	1	2
253	что даже	2	2
254	как пародия	1	2
255	всех его	1	2
256	образа в	1	2
257	с одной	1	2
258	одной из	2	2
259	слова не	2	2
260	чего бы	2	2
261	эти вопросы	1	2
262	вовсе не	7	2
263	при всей	1	2
264	не о	4	2
265	оно является	1	2
266	в особенности	1	2
267	или иной	4	2
268	до сих	1	2
269	еще и	1	2
270	о чем	1	2
271	тому как	2	2
272	было в	2	2
273	и потому	1	2
274	из которых	1	2
275	самого себя	1	2
276	как например	1	2
277	все произведение	1	2
278	и некоторые	1	2
279	сих пор	1	2
280	того или	1	2
281	но для	2	2
282	можно было	2	2
283	ни одного	9	2
284	своих героев	1	2
285	в большей	1	2
286	будто бы	2	2
287	а в	7	2
288	между ними	1	2
289	к его	1	2
290	отметить что	1	2
291	в своих	1	2
292	а между	3	1
293	в движение	2	1
294	начинается с	1	1
295	и без	4	1
296	самом деле	10	1
297	силы и	1	1
298	все его	4	1
299	свою идею	1	1
300	почти не	1	1
301	и так	4	1
302	достоевского в	3	1
303	оно может	1	1
304	что эти	1	1
305	все те	1	1
306	обойтись без	3	1
307	несколько иной	1	1
308	со всех	1	1
309	без труда	1	1
310	пока он	1	1
311	бы уже	4	1
312	правильного понимания	1	1
313	как мы	8	1
314	и свой	3	1
315	вопрос о	2	1
316	почти все	1	1
317	себя свою	1	1
318	но она	1	1
319	приходит к	1	1
320	по замыслу	11	1
321	не способен	1	1
322	всех сторон	1	1
323	сам по	2	1
324	проявляется в	1	1
325	свою очередь	1	1
326	и то	5	1
327	а другие	1	1
328	собой в	1	1
329	мертвых душ	1	1
330	он был	1	1
331	быть в	2	1
332	здесь не	1	1
333	служит для	1	1
334	ними в	1	1
335	по своему	4	1
336	как если	1	1
337	его сознания	1	1
338	не все	1	1
339	ответ на	1	1
340	уже как	2	1
341	себе и	7	1
342	сама по	1	1
343	лицом к	1	1
344	важно следующее	1	1
345	может обойтись	1	1
346	кроме того	1	1
347	в единый	1	1
348	свою внутреннюю	1	1
349	говорит что	1	1
350	что по	1	1
351	и наконец	7	1
352	окончательный итог	1	1
353	к музыке	1	1
354	это определение	1	1
355	основная тенденция	1	1
356	тон и	4	1
357	лишь о	2	1
358	художественный замысел	1	1
359	то в	2	1
360	а во-вторых	1	1
361	уже в	3	1
362	тут и	1	1
363	что так	1	1
364	многообразие и	1	1
365	постепенно и	1	1
366	тому же	3	1
367	мере во	1	1
368	но на	4	1
369	в братьях	3	1
370	же но	2	1
371	так сказать	2	1
372	и если	1	1
373	на его	4	1
374	уже сама	1	1
375	да и	5	1
376	отношении очень	1	1
377	когда все	1	1
378	как увидим	1	1
379	не как	3	1
380	родились из	1	1
381	что еще	1	1
382	им во	1	1
383	его действительной	1	1
384	уже не	3	1
385	что может	1	1
386	на этом	2	1
387	его можно	1	1
388	заключает в	1	1
389	именно это	1	1
390	одно и	3	1
391	и характер	1	1
392	то есть	16	1
393	зрения на	1	1
394	входит в	1	1
395	на протяжении	5	1
396	то все	2	1
397	этом смысле	3	1
398	же если	1	1
399	приходит в	1	1
400	отражение в	1	1
401	кажется что	2	1
402	материал для	2	1
403	в ином	1	1
404	не чем	1	1
405	ни одной	1	1
406	этого не	3	1
407	с этой	2	1
408	этим и	1	1
409	которой он	3	1
410	здесь можно	1	1
411	же самый	1	1
412	на этот	2	1
413	сознанию и	1	1
414	их на	1	1
415	в этих	2	1
416	рассказа о	1	1
417	верно определяет	1	1
418	он должен	1	1
419	его мнению	1	1
420	знает и	5	1
421	собой не	2	1
422	признать что	1	1
423	но он	4	1
424	друг другу	4	1
425	иным как	1	1
426	говорит как	1	1
427	и эти	1	1
428	что этот	1	1
429	в устах	1	1
430	радости и	1	1
431	бы быть	1	1
432	освободиться от	1	1
433	для воплощения	1	1
434	бежит в	1	1
435	в таких	1	1
436	как можно	2	1
437	еще до	2	1
438	с теми	1	1
439	мысли в	2	1
440	что их	1	1
441	на себе	1	1
442	этими двумя	2	1
443	его собственного	2	1
444	к изучению	1	1
445	время как	2	1
446	материала в	1	1
447	но только	3	1
448	это с	1	1
449	то вполне	1	1
450	ним не	1	1
451	отметим еще	1	1
452	к ней	2	1
453	от него	6	1
454	друг друга	2	1
455	как не	1	1
456	мы бы	1	1
457	только с	3	1
458	как будто	4	1
459	в основе	1	1
460	остаются вне	1	1
461	лежит в	2	1
462	об одном	1	1
463	бы он	2	1
464	которые его	1	1
465	их внутреннего	1	1
466	характер этого	1	1
467	в применении	1	1
468	и это	5	1
469	и поэтому	1	1
470	теперь на	3	1
471	чем иным	1	1
472	и которая	1	1
473	можно и	1	1
474	но по	1	1
475	с ее	3	1
476	же не	4	1
477	данном случае	1	1
478	так до	1	1
479	это предвосхищение	1	1
480	он определяет	1	1
481	затем его	1	1
482	то время	1	1
483	в дальнейшем	2	1
484	на другом	1	1
485	его самого	1	1
486	и сам	7	1
487	что у	6	1
488	в нескольких	1	1
489	почти каждый	1	1
490	это вовсе	1	1
491	по сравнению	1	1
492	за этими	1	1
493	но у	1	1
494	жизнь и	2	1
495	понятно что	2	1
496	является в	1	1
497	поэтому в	1	1
498	для этого	2	1
499	громадное значение	1	1
500	с ним	7	1
501	общественной идеологии	1	1
502	даже из	1	1
503	о нем	2	1
504	на него	5	1
505	исканий и	1	1
506	его художественной	1	1
507	и та	2	1
508	прямо и	1	1
509	и что	6	1
510	в глаза	5	1
511	после того	1	1
512	ли она	1	1
513	с целью	1	1
514	знает что	3	1
515	даже несколько	1	1
516	или как	3	1
517	и во	3	1
518	на одном	1	1
519	говорит он	4	1
520	в форме	3	1
521	даже для	1	1
522	и тех	1	1
523	всего этого	3	1
524	в ту	1	1
525	из моментов	1	1
526	о своих	1	1
527	своего мастерства	1	1
528	для самого	1	1
529	в него	3	1
530	и следует	1	1
531	быть и	2	1
532	согласиться с	1	1
533	но ни	2	1
534	в стороне	1	1
535	очень много	1	1
536	и кончая	1	1
537	между этими	1	1
538	плане и	1	1
539	но между	1	1
540	вот этот	1	1
541	без этого	1	1
542	же и	4	1
543	есть в	1	1
544	собою в	1	1
545	конечно не	2	1
546	и строится	1	1
547	только на	4	1
548	оно в	1	1
549	в виде	7	1
550	в начале	3	1
551	этого процесса	1	1
552	или даже	1	1
553	и других	1	1
554	его и	3	1
555	характерно что	1	1
556	что будет	1	1
557	и объективно	1	1
558	себе в	1	1
559	и из	1	1
560	главное для	1	1
561	ни в	2	1
562	свой образ	1	1
563	для правильного	1	1
564	не для	1	1
565	отношение к	6	1
566	и цельного	1	1
567	автора а	1	1
568	братьях карамазовых	3	1
569	но что	2	1
570	дело и	1	1
571	не случайно	2	1
572	идет в	1	1
573	каждый из	2	1
574	и вдруг	3	1
575	тем что	4	1
576	или ином	1	1
577	и вместе	1	1
578	десять лет	1	1
579	со всем	1	1
580	без всякой	1	1
581	о своей	3	1
582	и сложнее	1	1
583	а именно	1	1
584	ничего он	2	1
585	и создает	1	1
586	человека а	1	1
587	потом в	1	1
588	он это	4	1
589	в свою	1	1
590	чем он	1	1
591	своего собственного	3	1
592	себя и	8	1
593	борьба за	1	1
594	как рассказ	1	1
595	эксперимент в	1	1
596	их можно	1	1
597	а наоборот	1	1
598	жизнь в	1	1
599	наконец в	4	1
600	самого начала	8	1
601	или с	1	1
602	что из	1	1
603	если не	1	1
604	очень часто	2	1
605	долго и	1	1
606	к лицу	1	1
607	нет ничего	1	1
608	сложнее в	1	1
609	и особенно	1	1
610	как в	5	1
611	что вам	2	1
612	приводит в	1	1
613	если так	1	1
614	в данном	1	1
615	тех явлений	1	1
616	в той	4	1
617	и основной	1	1
618	которое не	1	1
619	это его	1	1
620	образом на	1	1
621	бы его	3	1
622	слова все	1	1
623	бы значительно	1	1
624	должно быть	3	1
625	у которого	1	1
626	плане же	1	1
627	или другого	1	1
628	слова и	11	1
629	еще раз	1	1
630	сейчас же	1	1
631	благодаря этому	2	1
632	вне себя	2	1
633	только для	1	1
634	но это	6	1
635	стоит только	1	1
636	слова с	2	1
637	и внешнего	2	1
638	происходит в	1	1
639	его творчества	1	1
640	я всегда	1	1
641	это как	3	1
642	в каждой	2	1
643	и все	15	1
644	той или	4	1
645	у достоевского	12	1
646	еще более	1	1
647	и ни	2	1
648	находится в	1	1
649	потому что	8	1
650	которых он	1	1
651	или не	1	1
652	но вот	1	1
653	еще в	4	1
654	бы с	2	1
655	из тех	1	1
656	это в	2	1
657	том или	1	1
658	в последнем	2	1
659	этот последний	1	1
660	в кругу	1	1
661	или точнее	1	1
662	в заключение	1	1
663	сущности в	2	1
664	это было	2	1
665	и другие	1	1
666	же на	1	1
667	или наоборот	1	1
