N	2gram	Medvedev_F_3	VLabPisa
500	или из	1	1
501	значит не	1	1
502	ином контексте	1	1
503	в этих	3	1
504	относительно и	1	1
505	вещи в	1	1
506	полностью в	1	1
507	их он	1	1
508	в которые	1	1
509	подтверждается даже	1	1
510	это подтверждается	1	1
511	как совокупность	2	1
512	значение для	1	1
513	является только	1	1
514	идеалистическое понимание	1	1
515	произведения но	4	1
516	и той	1	1
517	единство и	1	1
518	но он	1	1
519	творчества и	3	1
520	друг другу	2	1
521	творчества без	1	1
522	и эти	1	1
523	слова к	1	1
524	что этот	2	1
525	не должна	1	1
526	бы быть	2	1
527	это явления	1	1
528	освободиться от	1	1
529	форму в	1	1
530	евгения онегина	1	1
531	задачи и	1	1
532	нет никакого	1	1
533	в художественное	2	1
534	а отсюда	1	1
535	бессодержательной формы	1	1
536	а иногда	2	1
537	что эта	1	1
538	без того	1	1
539	дело не	2	1
540	того как	1	1
541	здесь играет	1	1
542	на себе	1	1
543	материала в	5	1
544	данного искусства	1	1
545	иметь в	1	1
546	как много	2	1
547	но только	1	1
548	та или	1	1
549	не могло	2	1
550	этой схемы	1	1
551	и каково	1	1
552	относят к	1	1
553	учения о	1	1
554	произведения каждый	1	1
555	от него	2	1
556	художников но	1	1
557	друг друга	5	1
558	как не	2	1
559	е от	1	1
560	внутренней логики	1	1
561	года в	1	1
562	моменты в	1	1
563	е не	1	1
564	глубину и	1	1
565	следует что	4	1
566	целом и	1	1
567	семантических элементов	1	1
568	в основе	3	1
569	в каком	2	1
570	больше того	1	1
571	становится понятным	1	1
572	шкловский в	2	1
573	идею и	1	1
574	все то	1	1
575	из элементов	2	1
576	лежит в	1	1
577	обстоятельства что	1	1
578	начале своей	1	1
579	внутреннего мира	2	1
580	сквозь призму	1	1
581	и это	2	1
582	его индивидуальной	1	1
583	теперь на	2	1
584	можно и	1	1
585	своего развития	1	1
586	но по	1	1
587	с ее	2	1
588	связи со	1	1
589	же не	1	1
590	данном случае	4	1
591	в в	1	1
592	нем уже	1	1
593	то или	2	1
594	в дальнейшем	5	1
595	мы только	1	1
596	только через	1	1
597	в плоскости	5	1
598	форму его	1	1
599	тема произведения	1	1
600	жизнь и	3	1
601	и фабулы	1	1
602	является в	2	1
603	и социальные	1	1
604	строго говоря	1	1
605	поэтому в	2	1
606	о котором	1	1
607	для этого	2	1
608	по мере	1	1
609	громадное значение	1	1
610	с ним	1	1
611	о нем	3	1
612	материала и	3	1
613	на него	1	1
614	искусства и	1	1
615	в действительной	1	1
616	это происходит	1	1
617	и та	1	1
618	и что	3	1
619	для нас	3	1
620	этом заключается	1	1
621	как форма	1	1
622	первоначального замысла	1	1
623	по их	1	1
624	знает что	1	1
625	художник должен	1	1
626	за материалом	1	1
627	места и	1	1
628	говорят о	2	1
629	является величиной	1	1
630	ему же	1	1
631	или иначе	1	1
632	и во	2	1
633	говорит он	5	1
634	в форме	1	1
635	приводит и	1	1
636	романа в	3	1
637	и тех	2	1
638	всего этого	1	1
639	в ту	1	1
640	из моментов	1	1
641	если это	1	1
642	когда говорят	2	1
643	для самого	1	1
644	в него	3	1
645	указывает что	1	1
646	различных моментов	1	1
647	быть и	1	1
648	быть при	1	1
649	не механическое	1	1
650	но этим	1	1
651	в какой	3	1
652	из остальных	1	1
653	не видеть	1	1
654	целого и	1	1
655	этих теорий	1	1
656	не имеющих	1	1
657	который в	1	1
658	воплощения в	1	1
659	актом и	1	1
660	во времени	1	1
661	современная же	1	1
662	в большом	1	1
663	без этого	1	1
664	же и	4	1
665	есть в	1	1
666	собою в	1	1
667	конечно не	4	1
668	нуждался в	1	1
669	при этих	1	1
670	только на	4	1
671	его развитие	1	1
672	в живописи	1	1
673	в поэзии	3	1
674	в начале	1	1
675	и чисто	1	1
676	еще одну	1	1
677	смысла в	1	1
678	или даже	1	1
679	в данной	2	1
680	данного человека	1	1
681	и других	1	1
682	его и	3	1
683	ту или	2	1
684	характерно что	2	1
685	к каким	1	1
686	который как	1	1
687	себе в	1	1
688	и из	2	1
689	ни в	8	1
690	к более	2	1
691	содержания и	4	1
692	блока или	1	1
693	сами по	2	1
694	автора а	1	1
695	дело и	1	1
696	в систему	1	1
697	и развитии	1	1
698	и никогда	1	1
699	тем что	5	1
700	не обязательна	1	1
701	этой категории	1	1
702	художник не	1	1
703	или ином	1	1
704	в рамки	2	1
705	распространенное в	1	1
706	и вместе	1	1
707	смысла и	4	1
708	с традицией	1	1
709	это положение	1	1
710	остается подвести	1	1
711	без всякой	2	1
712	сознания могут	1	1
713	художником в	1	1
714	имеет свой	1	1
715	связаны с	2	1
716	творчеством то	1	1
717	фабулы и	1	1
718	и создает	1	1
719	человека а	1	1
720	произведения могут	1	1
721	литературное произведение	3	1
722	борьба за	1	1
723	материала является	2	1
724	полагаем что	1	1
725	связано с	2	1
726	не создает	1	1
727	материал в	4	1
728	а наоборот	1	1
729	и составляет	1	1
730	целым рядом	1	1
731	и самый	2	1
732	художник может	1	1
733	действительности как	1	1
734	жизнь в	1	1
735	наконец в	1	1
736	благодаря чему	1	1
737	самого начала	1	1
738	или с	1	1
739	обычно не	1	1
740	мира в	1	1
741	виду именно	1	1
742	есть одно	1	1
743	может иметь	2	1
744	нет ничего	1	1
745	произведение с	2	1
746	как в	4	1
747	и самые	1	1
748	неотделимо от	2	1
749	где же	1	1
750	в шкловский	3	1
751	в данном	6	1
752	так или	1	1
753	в той	3	1
754	к действительности	1	1
755	типа как	1	1
756	как основные	1	1
757	однако отметить	1	1
758	бы его	1	1
759	исходя из	1	1
760	это значит	2	1
761	лишь системой	1	1
762	может идти	1	1
763	должно быть	1	1
764	их отношение	1	1
765	в художественную	1	1
766	слова и	4	1
767	является для	3	1
768	понимать творчество	1	1
769	совершенно очевидно	1	1
770	только для	1	1
771	но это	2	1
772	аппарат для	1	1
773	романа с	1	1
774	в противном	1	1
775	слова с	1	1
776	произведения а	1	1
777	мы видим	1	1
778	в следующей	2	1
779	ее роли	1	1
780	замысел в	1	1
781	к пониманию	1	1
782	происходит в	1	1
783	его творчества	1	1
784	об искусстве	1	1
785	а к	2	1
786	романа и	2	1
787	ее и	2	1
788	у некоторых	1	1
789	в каждой	1	1
790	и все	8	1
791	произведения во	1	1
792	той или	1	1
793	у достоевского	1	1
794	и художественной	2	1
795	еще более	1	1
796	и поступали	1	1
797	слове произведения	1	1
798	вообще в	1	1
799	ни к	1	1
800	от всего	1	1
801	потому что	7	1
802	или не	1	1
803	сходятся в	1	1
804	этих элементов	1	1
805	еще в	3	1
806	е в	1	1
807	дело с	3	1
808	это в	1	1
809	состоит из	1	1
810	и заменяется	1	1
811	том или	1	1
812	от всех	4	1
813	совершенно не	7	1
814	при определенных	2	1
815	авантюрного романа	1	1
816	в последнем	2	1
817	или иного	1	1
818	в кругу	1	1
819	работы в	1	1
820	или точнее	2	1
821	сущности в	1	1
822	материал а	1	1
823	произведение хотя	1	1
824	это понятие	2	1
825	тех общих	1	1
826	можно назвать	1	1
827	в таком	2	1
828	или наоборот	1	1
