N	2gram	Tiupa_Anal_2	StatiiOP
132	того же	4	2
133	тем же	1	2
134	из его	2	2
135	то же	4	2
136	на первом	1	2
137	почти все	1	2
138	в полной	1	2
139	в сочетании	7	2
140	с его	1	2
141	тогда как	19	2
142	отличие от	2	2
143	на то	2	2
144	и я	2	2
145	мере в	1	2
146	он по	2	2
147	и как	1	2
148	оба раза	1	2
149	более или	1	2
150	с сюжетом	1	2
151	все эти	1	2
152	в этой	9	2
153	в себе	7	2
154	и те	1	2
155	как он	1	2
156	на его	3	2
157	в статье	1	2
158	при этом	10	2
159	если бы	3	2
160	тем не	3	2
161	первой части	1	2
162	не к	1	2
163	и более	1	2
164	значительной степени	2	2
165	том же	1	2
166	а затем	2	2
167	его в	2	2
168	это было	2	2
169	как и	14	2
170	несмотря на	3	2
171	в один	4	2
172	или менее	1	2
173	себя внимание	3	2
174	сочетании с	7	2
175	в отношении	1	2
176	с точки	2	2
177	в отличие	2	2
178	что я	1	2
179	времени не	1	2
180	борьбу с	1	2
181	что этот	1	2
182	в устах	2	2
183	даже в	2	2
184	и вся	1	2
185	что с	2	2
186	в то	2	2
187	дело не	2	2
188	не имеет	2	2
189	это еще	1	2
190	только не	4	2
191	не может	4	2
192	только с	1	2
193	образом не	1	2
194	языка в	1	2
195	на это	1	2
196	в ее	1	2
197	и сам	3	2
198	особенно в	7	2
199	еще в	2	2
200	он был	2	2
201	этом месте	1	2
202	а также	7	2
203	разумеется в	1	2
204	никак не	2	2
205	лирической поэзии	1	2
206	что оба	1	2
207	от степени	1	2
208	в значительной	2	2
209	в которую	1	2
210	борьба с	3	2
211	что и	3	2
212	в заключительной	1	2
213	этот вопрос	1	2
214	в какой	1	2
215	только в	4	2
216	на всем	1	2
217	раз в	1	2
218	очевидно что	1	2
219	ни с	2	2
220	сами по	1	2
221	в конце	4	2
222	так как	1	2
223	на меня	1	2
224	ли и	1	2
225	может быть	6	2
226	в них	1	2
227	со стороны	3	2
228	и речи	1	2
229	о своей	2	2
230	с той	2	2
231	только к	1	2
232	говорит о	5	2
233	на этот	2	2
234	ниже в	1	2
235	его как	2	2
236	было для	1	2
237	или с	1	2
238	как говорит	2	2
239	если не	1	2
240	эти слова	1	2
241	должна была	2	2
242	и потому	1	2
243	как это	6	2
244	к своему	2	2
245	в данном	8	2
246	такого рода	2	2
247	в тех	1	2
248	по существу	2	2
249	том смысле	1	2
250	с этой	1	2
251	ее в	1	2
252	в результате	3	2
253	конечно и	1	2
254	только что	1	2
255	сказать что	2	2
256	совершенно не	1	2
257	а между	1	1
258	произведения но	1	1
259	зависимость от	1	1
260	с жизнью	1	1
261	и то	3	1
262	совершенно новый	1	1
263	в приведенном	1	1
264	которого является	1	1
265	в первом	1	1
266	отношения между	1	1
267	по преимуществу	4	1
268	и до	2	1
269	действительности и	1	1
270	равнодушен к	1	1
271	той же	2	1
272	их и	1	1
273	бы уже	1	1
274	с с	1	1
275	в сущности	4	1
276	совпадает с	4	1
277	говорить о	6	1
278	не вполне	1	1
279	в изложении	2	1
280	из того	1	1
281	событий и	1	1
282	на последнем	1	1
283	поэтического слова	1	1
284	еще не	2	1
285	в последних	1	1
286	в чем	1	1
287	автора есть	1	1
288	на своих	1	1
289	это имеет	1	1
290	истинный смысл	1	1
291	совсем не	1	1
292	а тем	1	1
293	о смерти	1	1
294	в сторону	5	1
295	не удивительно	3	1
296	этого противопоставления	1	1
297	ответ на	3	1
298	по отношению	4	1
299	одни и	1	1
300	себе и	1	1
301	тут же	1	1
302	отличаются от	1	1
303	для русской	1	1
304	независимо от	1	1
305	что касается	3	1
306	когда он	1	1
307	следует сказать	1	1
308	о самом	1	1
309	к другому	1	1
310	в литературном	1	1
311	мне не	1	1
312	так или	1	1
313	представляет собой	8	1
314	в ответ	2	1
315	не оставляет	1	1
316	из этих	1	1
317	с их	2	1
318	данном контексте	1	1
319	и тот	1	1
320	особое место	1	1
321	разговор о	1	1
322	в ряду	1	1
323	столько с	1	1
324	и если	3	1
325	будто вы	1	1
326	что она	2	1
327	не следует	2	1
328	а то	2	1
329	вследствие этого	2	1
330	выше уже	2	1
331	от которого	2	1
332	в первую	1	1
333	в понимании	1	1
334	свою собственную	1	1
335	в принципе	1	1
336	к одному	1	1
337	не как	1	1
338	свое время	1	1
339	его от	3	1
340	на этом	4	1
341	одно и	1	1
342	тут не	1	1
343	интонаций в	1	1
344	а когда	1	1
345	том-то и	1	1
346	в совершенно	1	1
347	значение в	1	1
348	те же	2	1
349	на этой	2	1
350	литературным произведением	1	1
351	необходимой для	1	1
352	в несколько	1	1
353	заключается в	1	1
354	обоих случаях	2	1
355	первую очередь	1	1
356	евгения онегина	1	1
357	этом смысле	2	1
358	роль в	2	1
359	что один	1	1
360	и тем	4	1
361	к которым	1	1
362	текст в	1	1
363	говорится о	1	1
364	такой же	1	1
365	еще раз	1	1
366	но я	1	1
367	на речь	1	1
368	но если	1	1
369	во второй	4	1
370	от своего	2	1
371	и их	2	1
372	который оказался	1	1
373	это делает	1	1
374	одним и	1	1
375	место в	3	1
376	то его	1	1
377	в прозе	1	1
378	прочим и	1	1
379	вплоть до	1	1
380	облечен в	1	1
381	который всегда	1	1
382	обмен репликами	1	1
383	и эти	1	1
384	темам и	1	1
385	нас к	2	1
386	счел нужным	1	1
387	в таких	2	1
388	собственному признанию	1	1
389	она не	2	1
390	виду что	1	1
391	с теми	1	1
392	хотелось бы	1	1
393	на слова	1	1
394	одна из	1	1
395	тому кто	1	1
396	на него	2	1
397	было не	1	1
398	всех языках	1	1
399	которого он	1	1
400	материала в	1	1
401	о них	1	1
402	но только	1	1
403	для всего	1	1
404	он с	1	1
405	л и	2	1
406	смысл его	1	1
407	же время	2	1
408	этих двух	1	1
409	впрочем в	1	1
410	явным образом	2	1
411	как она	1	1
412	и эстетическим	2	1
413	прежде чем	1	1
414	в текст	2	1
415	стороны или	1	1
416	другого но	2	1
417	таких условиях	1	1
418	как будто	3	1
419	и далее	1	1
420	предположение о	1	1
421	ни о	3	1
422	он и	2	1
423	на границе	1	1
424	похож на	1	1
425	его за	1	1
426	отличается от	1	1
427	на довольно	1	1
428	в поле	4	1
429	этого рода	2	1
430	что при	1	1
431	отказаться от	1	1
432	как мы	3	1
433	в свое	1	1
434	значения и	1	1
435	что все	2	1
436	свою очередь	1	1
437	слава богу	1	1
438	данном случае	5	1
439	к какой	1	1
440	характер и	1	1
441	как драматический	1	1
442	в пределах	9	1
443	речи например	1	1
444	слова а	1	1
445	разговора с	1	1
446	говорит на	1	1
447	с собой	1	1
448	можно было	3	1
449	не так	4	1
450	не с	4	1
451	с самим	3	1
452	каждого из	1	1
453	в борьбе	2	1
454	на которую	2	1
455	однако ж	2	1
456	она была	1	1
457	в диалог	1	1
458	поэтому в	1	1
459	разговорного языка	1	1
460	эту сцену	1	1
461	со всех	1	1
462	но к	1	1
463	столь же	4	1
464	второй половине	1	1
465	одного из	3	1
466	можно сказать	4	1
467	не хотелось	1	1
468	и во	2	1
469	на всех	2	1
470	а количество	1	1
471	недели в	1	1
472	или иначе	1	1
473	от них	1	1
474	очень близко	1	1
475	нуждается в	1	1
476	борьбе с	2	1
477	чем и	2	1
478	о н	2	1
479	в том-то	1	1
480	ни к	1	1
481	и всего	1	1
482	я был	1	1
483	не совпадает	1	1
484	не случайно	8	1
485	один из	2	1
486	в двух	2	1
487	тот же	1	1
488	с ними	3	1
489	других персонажей	1	1
490	особенно если	1	1
491	лишь на	1	1
492	его жизнь	1	1
493	будто бы	1	1
494	степени ее	1	1
495	который в	1	1
496	отмечали что	1	1
497	вы хотите	1	1
498	узнает о	2	1
499	внимание что	1	1
500	уже в	1	1
501	только на	3	1
502	больше не	1	1
503	в поэзии	2	1
504	различия в	1	1
505	этого процесса	1	1
506	одно из	2	1
507	ведь это	2	1
508	а в	3	1
509	не о	2	1
510	может служить	1	1
511	как его	1	1
512	у него	4	1
513	следует понимать	1	1
514	и речь	1	1
515	в каждом	1	1
516	реплики в	2	1
517	ф о	2	1
518	представляют собой	2	1
519	даже не	1	1
520	мы привыкли	1	1
521	за пределы	4	1
522	той точки	1	1
523	что тот	1	1
524	романа в	3	1
525	себя и	1	1
526	близко к	1	1
527	то и	1	1
528	и стал	2	1
529	не исключает	1	1
530	одну из	2	1
531	а своего	1	1
532	и слово	2	1
533	в связи	1	1
534	было в	1	1
535	но оно	1	1
536	и м	2	1
537	в последней	1	1
538	внимания к	1	1
539	его собственному	1	1
540	центрального эпизода	1	1
541	что же	1	1
542	самого себя	1	1
543	и всей	1	1
544	да и	1	1
545	я с	1	1
546	и такие	1	1
547	и старухи	1	1
548	в контексте	5	1
549	этом случае	4	1
550	известном смысле	1	1
551	внимания на	1	1
552	я от	1	1
553	автор этого	1	1
554	нисколько не	1	1
555	должны быть	1	1
556	за его	1	1
557	и для	2	1
558	которых он	1	1
559	и сами	1	1
560	или в	3	1
561	а все	1	1
562	для нас	1	1
563	от него	1	1
564	и все	3	1
565	отметить еще	1	1
566	бы он	1	1
567	бы в	3	1
568	все они	1	1
569	же в	1	1
570	в свою	1	1
571	могли быть	1	1
572	в стихах	1	1
573	с фигурой	2	1
574	к самому	1	1
575	другой в	1	1
576	и внутренне	2	1
577	к его	2	1
578	по одному	1	1
579	едва ли	3	1
580	отношению к	4	1
581	из этого	1	1
582	этой сцены	2	1
583	своих читателей	1	1
584	к этой	1	1
585	о себе	2	1
586	который не	1	1
587	в таком	2	1
588	точно так	1	1
589	все что	2	1
590	смысле что	1	1
