N	2gram	Tiupa_Disk_1	Komedia
326	в бытовом	1	1
327	от отца	1	1
328	но уже	1	1
329	выступает не	1	1
330	в разработке	1	1
331	соответствии с	2	1
332	их взаимоотношения	1	1
333	со своими	1	1
334	которой он	1	1
335	мы видели	1	1
336	автора и	1	1
337	как таковой	1	1
338	не мог	1	1
339	является его	1	1
340	только тем	1	1
341	или менее	2	1
342	во второй	1	1
343	и при	1	1
344	таким же	1	1
345	свою речь	1	1
346	и без	2	1
347	начинает меняться	1	1
348	представляла собой	1	1
349	не столько	1	1
350	а представляет	1	1
351	которые лежат	1	1
352	от его	1	1
353	должны были	1	1
354	в памяти	1	1
355	для многих	1	1
356	образом и	1	1
357	тем не	1	1
358	как от	1	1
359	есть некий	1	1
360	вместе со	1	1
361	с точки	1	1
362	от трагедии	1	1
363	и охватывает	2	1
364	но они	2	1
365	тем самым	1	1
366	она могла	1	1
367	для каждого	1	1
368	характер чувства	1	1
369	же достаточно	1	1
370	в основе	7	1
371	xv в	1	1
372	к жанру	1	1
373	никогда не	2	1
374	в отношениях	1	1
375	имеем дело	2	1
376	можно усмотреть	2	1
377	общему мнению	1	1
378	и является	1	1
379	углом зрения	1	1
380	и теперь	1	1
381	сводится к	5	1
382	здесь же	1	1
383	из того	1	1
384	иногда не	1	1
385	одежду и	1	1
386	в области	1	1
387	в каком	1	1
388	персонажей не	1	1
389	к себе	2	1
390	и вполне	1	1
391	сомнение в	2	1
392	и другой	1	1
393	отличается от	2	1
394	числе и	2	1
395	его с	1	1
396	той или	3	1
397	частной жизни	2	1
398	они и	3	1
399	все еще	1	1
400	отказаться от	1	1
401	для себя	4	1
402	же образом	1	1
403	то она	2	1
404	только при	1	1
405	его поступки	1	1
406	графиня в	1	1
407	мысль о	1	1
408	в себя	5	1
409	в пределах	2	1
410	приводит к	2	1
411	обращаясь к	1	1
412	и драматургии	1	1
413	времени и	3	1
414	том случае	1	1
415	было в	2	1
416	в контексте	1	1
417	мог бы	1	1
418	своему происхождению	2	1
419	разного рода	2	1
420	в эпоху	5	1
421	о котором	2	1
422	его времени	1	1
423	с человеком	2	1
424	воплощением в	1	1
425	а также	8	1
426	возможна только	1	1
427	зрения на	3	1
428	внимание на	4	1
429	одного из	2	1
430	там же	1	1
431	нас в	1	1
432	этих двух	1	1
433	служит для	2	1
434	в греческой	2	1
435	при встрече	2	1
436	что же	2	1
437	них в	2	1
438	следовало бы	1	1
439	впрочем не	1	1
440	в литературе	2	1
441	события происходящие	1	1
442	к которому	2	1
443	таким способом	1	1
444	по своей	11	1
445	i в	1	1
446	что даже	2	1
447	по свидетельству	1	1
448	в греко-римской	1	1
449	и весьма	1	1
450	поэтов в	1	1
451	трагедии и	1	1
452	наше время	2	1
453	приходит в	1	1
454	по мнению	1	1
455	тот или	2	1
456	основное внимание	1	1
457	нередко и	2	1
458	в большинстве	1	1
459	только на	1	1
460	то и	1	1
461	этого понятия	1	1
462	свидетельствует о	2	1
463	не все	1	1
464	основе его	1	1
465	связан в	1	1
466	большинстве случаев	1	1
467	к своим	1	1
468	он имеет	1	1
469	для него	4	1
470	а нередко	1	1
471	в известной	1	1
472	как их	2	1
473	греческий глагол	1	1
474	не о	1	1
475	как его	2	1
476	при отсутствии	1	1
477	как раз	1	1
478	общения и	2	1
479	сложилось в	1	1
480	к той	3	1
481	о которых	1	1
482	значительную роль	1	1
483	никого не	2	1
484	из двух	2	1
485	и даже	3	1
486	или иной	5	1
487	на примере	1	1
488	на ее	2	1
489	не обязательно	4	1
490	и создает	1	1
491	выступает в	1	1
492	а с	5	1
493	сведения о	1	1
494	что не	4	1
495	говорит о	1	1
496	как можно	1	1
497	к более	1	1
498	онегина по	1	1
499	в любой	1	1
500	не делает	1	1
501	до конца	1	1
502	не на	1	1
503	а не	22	1
504	однако и	2	1
505	другой стороны	3	1
506	одну из	2	1
507	и фигура	1	1
508	ни о	1	1
509	самого начала	1	1
510	для каждой	1	1
511	речи и	1	1
512	с высказываниями	1	1
513	несмотря на	1	1
514	действия в	1	1
515	с помощью	1	1
516	свою очередь	3	1
517	в творчестве	1	1
518	ближе всего	1	1
519	во множестве	1	1
520	из трех	1	1
521	только его	1	1
522	текста в	2	1
523	способом существования	1	1
524	персонажи не	1	1
525	приводит в	1	1
526	до настоящего	1	1
527	он говорит	1	1
528	целом ряде	1	1
529	однако эти	1	1
530	любой из	1	1
531	такого рода	4	1
532	ведет к	3	1
533	в сферу	3	1
534	именно в	3	1
535	хх в	1	1
536	исходя из	2	1
537	в современной	1	1
538	на дорогу	1	1
539	оба они	1	1
540	за ним	1	1
541	о мире	1	1
542	ближе к	1	1
543	в наше	2	1
544	в одно	1	1
545	это уже	1	1
546	может служить	1	1
547	случаях когда	1	1
548	случае если	1	1
549	при таком	1	1
550	разговор двух	1	1
551	в результате	1	1
552	это как	1	1
553	когда он	2	1
554	то при	1	1
555	не с	3	1
556	тем более	1	1
557	и как	6	1
558	будто бы	2	1
559	том чтобы	2	1
560	хотя в	2	1
561	наглядный пример	1	1
562	встречается в	1	1
563	в системе	1	1
564	постановки вопроса	1	1
565	героя и	2	1
566	не знает	1	1
567	сказать что	3	1
568	в свою	3	1
569	всех других	1	1
570	или иного	1	1
571	для определенного	1	1
572	которому в	1	1
573	по праву	1	1
574	того или	2	1
575	цель его	1	1
576	событий в	1	1
