N	2gram	Tiupa_Anal_3	Freidism
267	рядом с	1	2
268	и даже	8	2
269	с другой	7	2
270	человека в	1	2
271	чем он	1	2
272	а с	1	2
273	отца в	1	2
274	одной стороны	2	2
275	зависит от	1	2
276	а не	9	2
277	что мы	2	2
278	в предыдущей	1	2
279	другого человека	1	2
280	внешнего мира	1	2
281	это уже	1	2
282	всего они	1	2
283	формы и	1	2
284	все они	2	2
285	да и	2	2
286	к его	1	2
287	есть и	1	2
288	и другие	1	2
289	в своих	1	2
290	к этому	3	2
291	во сне	3	2
292	как на	1	2
293	они не	1	2
294	с новыми	3	1
295	но особенно	1	1
296	того кого	1	1
297	противоречие с	1	1
298	ибо как	1	1
299	не признает	1	1
300	нам кажется	2	1
301	не имеют	1	1
302	с таким	1	1
303	намек на	1	1
304	сказанное на	1	1
305	со всех	1	1
306	элементы и	1	1
307	вопрос о	1	1
308	как то	1	1
309	оно есть	1	1
310	принимает на	1	1
311	ему в	1	1
312	мы и	1	1
313	в целом	3	1
314	но от	1	1
315	не способен	1	1
316	всех сторон	1	1
317	проявляется в	1	1
318	и самого	6	1
319	этот психологический	1	1
320	что по	4	1
321	время в	1	1
322	объекта или	1	1
323	там и	1	1
324	соединиться с	1	1
325	о смерти	3	1
326	данное произведение	1	1
327	них самих	1	1
328	в качестве	12	1
329	иметь дело	2	1
330	что они	3	1
331	в истории	1	1
332	как говорит	3	1
333	человеческой личности	1	1
334	что во	1	1
335	независимо от	1	1
336	от содержания	1	1
337	новыми и	1	1
338	этом же	1	1
339	способен в	1	1
340	как уже	2	1
341	и каждое	2	1
342	в противоположность	2	1
343	и хотя	1	1
344	та же	1	1
345	бы и	2	1
346	обратное влияние	1	1
347	тут и	1	1
348	бы не	1	1
349	степени и	1	1
350	по преимуществу	2	1
351	это тот	1	1
352	объекта в	1	1
353	мы обратимся	1	1
354	на то	1	1
355	и обстоятельств	1	1
356	что было	1	1
357	от его	2	1
358	все другие	1	1
359	приводимые в	1	1
360	чтобы их	1	1
361	его можно	1	1
362	но всегда	2	1
363	его составе	1	1
364	без исключения	3	1
365	в нее	1	1
366	такого же	1	1
367	отца которая	1	1
368	не следует	1	1
369	этим самым	1	1
370	а затем	1	1
371	борьбы и	1	1
372	говорящих и	1	1
373	художественный образ	1	1
374	входит в	2	1
375	не умеет	1	1
376	три дня	1	1
377	этом смысле	1	1
378	говоря о	1	1
379	сильнее был	1	1
380	на свои	1	1
381	о которых	2	1
382	далеко не	4	1
383	место и	1	1
384	что произведение	1	1
385	не всегда	3	1
386	во внимание	1	1
387	он и	3	1
388	обратимся к	1	1
389	в один	1	1
390	не мог	2	1
391	с еще	1	1
392	с я	1	1
393	в связь	1	1
394	этом случае	1	1
395	таким же	1	1
396	никаких оснований	1	1
397	наконец даже	1	1
398	и без	3	1
399	где мы	1	1
400	формы так	1	1
401	себе а	1	1
402	далеки от	1	1
403	на первой	2	1
404	в одном	4	1
405	для данного	1	1
406	по крайней	4	1
407	однако в	5	1
408	так называемого	1	1
409	нас к	1	1
410	возникает в	2	1
411	так ли	1	1
412	его роли	1	1
413	до известной	3	1
414	и должно	1	1
415	отметить что	1	1
416	на два	2	1
417	без остатка	2	1
418	образом в	1	1
419	нам известно	1	1
420	дело в	2	1
421	обратим внимание	2	1
422	его речи	1	1
423	человек как	1	1
424	известно из	1	1
425	или как	1	1
426	и приводит	1	1
427	она хочет	1	1
428	и является	1	1
429	и чувства	1	1
430	что на	1	1
431	и далее	1	1
432	и здесь	2	1
433	истории не	2	1
434	представляется нам	2	1
435	похож на	1	1
436	к истолкованию	1	1
437	его за	2	1
438	той или	3	1
439	в поле	1	1
440	уже на	1	1
441	как некое	1	1
442	своего отца	1	1
443	о том	6	1
444	характер этого	1	1
445	правда не	1	1
446	то она	1	1
447	мысль о	3	1
448	этим же	1	1
449	в дальнейшем	2	1
450	и сам	4	1
451	в мире	5	1
452	не с	2	1
453	мог бы	1	1
454	в результате	5	1
455	как ему	1	1
456	жизнь и	3	1
457	формы то	1	1
458	часть третья	1	1
459	ничего не	3	1
460	все его	1	1
461	о ней	1	1
462	то есть	10	1
463	в широком	1	1
464	а также	2	1
465	же всякое	1	1
466	конфликтов с	1	1
467	внимание на	4	1
468	под маской	1	1
469	основе своей	1	1
470	любви к	2	1
471	с теми	1	1
472	а у	1	1
473	от них	1	1
474	ними в	2	1
475	в форме	2	1
476	этом как	2	1
477	крайней мере	4	1
478	выше в	1	1
479	о своих	2	1
480	к которому	1	1
481	глубине души	1	1
482	что можем	1	1
483	дело с	3	1
484	вступить в	2	1
485	во всем	3	1
486	субъективного сознания	1	1
487	и так	1	1
488	который в	3	1
489	они могут	1	1
490	бы ни	1	1
491	есть в	1	1
492	с нею	2	1
493	смысл этой	1	1
494	от других	1	1
495	по выражению	1	1
496	к содержанию	3	1
497	одно из	1	1
498	цели и	1	1
499	слова в	1	1
500	моментов в	1	1
501	играет в	1	1
502	как будто	1	1
503	тем что	2	1
504	к той	1	1
505	и строго	1	1
506	лишь для	1	1
507	и только	1	1
508	или иной	5	1
509	на примере	2	1
510	на них	1	1
511	именно в	3	1
512	эти две	1	1
513	за обладание	1	1
514	и между	1	1
515	на чем	1	1
516	только по	1	1
517	превращается в	1	1
518	целым рядом	1	1
519	однако и	3	1
520	своей любви	1	1
521	отнюдь не	4	1
522	в слове	5	1
523	своем поведении	1	1
524	там где	2	1
525	или с	1	1
526	растворяясь в	1	1
527	жизнь в	1	1
528	его поступка	1	1
529	все основные	1	1
530	себе самому	2	1
531	знаем о	1	1
532	требует от	1	1
533	из которых	1	1
534	иной плоскости	1	1
535	такого рода	5	1
536	и ведет	1	1
537	связаны с	1	1
538	ко всему	1	1
539	в первой	8	1
540	свое внимание	1	1
541	ему о	1	1
542	в иные	1	1
543	этого слова	2	1
544	борьбе за	2	1
545	в контексте	2	1
546	и формы	1	1
547	бытия с	1	1
548	в гораздо	1	1
549	не будем	1	1
550	остается в	1	1
551	в дальнейшей	1	1
552	в книге	1	1
553	известной степени	3	1
554	как отец	1	1
555	пределах одной	1	1
556	в область	1	1
557	бы в	1	1
558	тем более	1	1
559	в динамике	1	1
560	будто бы	1	1
561	я в	5	1
562	же в	2	1
563	в том	9	1
564	утверждал что	1	1
565	к ее	1	1
566	не обладает	1	1
567	нам не	2	1
568	может и	1	1
569	является все	1	1
570	о своем	2	1
571	это все	1	1
572	на смену	1	1
573	их с	1	1
574	в иной	2	1
575	роли в	3	1
576	же мы	1	1
577	из этого	1	1
578	который не	2	1
579	гораздо более	2	1
