N	2gram	Bakhtin_Pr_2	VrazhdaK
104	таким образом	5	2
105	в мире	1	2
106	об этой	1	2
107	мне и	1	2
108	достоевского он	2	2
109	в них	4	2
110	рядом с	5	2
111	а с	2	2
112	мы знаем	1	2
113	не мог	1	2
114	в эту	3	2
115	во время	4	2
116	точки зрения	13	2
117	в своей	4	2
118	и ее	3	2
119	с точки	8	2
120	он тоже	3	2
121	не менее	3	2
122	том же	4	2
123	в повести	2	2
124	одна из	2	2
125	никогда не	9	2
126	п в	1	2
127	бесах он	1	2
128	к себе	7	2
129	его с	1	2
130	на это	1	2
131	и это	4	2
132	же не	4	2
133	так в	1	2
134	еще не	9	2
135	за роман	1	2
136	тем более	1	2
137	что ж	6	2
138	с нею	1	2
139	уже не	3	2
140	из них	2	2
141	его и	2	2
142	для него	8	2
143	отношение к	2	2
144	как раз	4	2
145	и т.п	1	2
146	как же	2	2
147	о чем	1	2
148	не может	18	2
149	вместе с	1	2
150	в него	7	2
151	в это	1	2
152	но это	4	2
153	что я	6	2
154	же в	1	2
155	очень хорошо	2	2
156	а в	5	2
157	это в	1	2
158	ну что	5	1
159	себя как	3	1
160	а между	2	1
161	также и	3	1
162	от вас	1	1
163	человека и	2	1
164	рассматривать в	1	1
165	того же	3	1
166	это и	1	1
167	идет о	1	1
168	и есть	1	1
169	ему не	1	1
170	несколько позже	1	1
171	а от	1	1
172	не хочет	3	1
173	уже по	1	1
174	в их	3	1
175	вы не	1	1
176	той же	3	1
177	вот она	1	1
178	героя нашего	1	1
179	именно к	1	1
180	он как	1	1
181	роман в	1	1
182	на бале	2	1
183	ты как	1	1
184	ему в	1	1
185	один пример	1	1
186	и тонко	2	1
187	к брату	1	1
188	а другие	1	1
189	собой в	1	1
190	одном из	1	1
191	на них	1	1
192	он обратился	1	1
193	влияния на	1	1
194	служит для	1	1
195	по своему	2	1
196	а следовательно	1	1
197	одним словом	1	1
198	но не	5	1
199	же на	1	1
200	в сторону	2	1
201	если в	1	1
202	достоевский прежде	1	1
203	произведений достоевского	2	1
204	к сожалению	1	1
205	искал в	1	1
206	перед началом	1	1
207	из которого	1	1
208	как в	2	1
209	с этим	2	1
210	достоевского этот	1	1
211	как к	1	1
212	что как	1	1
213	как нам	2	1
214	в мысли	1	1
215	героев достоевского	4	1
216	и наконец	6	1
217	знаю что	4	1
218	себе не	1	1
219	них он	1	1
220	и отчасти	1	1
221	то в	1	1
222	человеком в	1	1
223	поэтому он	1	1
224	в самом	7	1
225	что это	2	1
226	к страхову	1	1
227	в целом	2	1
228	момент его	2	1
229	не был	2	1
230	тургенев же	1	1
231	что же	7	1
232	романа это	1	1
233	еще один	3	1
234	тому же	3	1
235	достоевского а	1	1
236	но ведь	5	1
237	как он	2	1
238	не могла	1	1
239	развиваться в	1	1
240	да и	5	1
241	одному из	1	1
242	в первой	2	1
243	утверждению о	1	1
244	чем у	3	1
245	этот процесс	1	1
246	страхову в	1	1
247	свои собственные	1	1
248	в плане	1	1
249	что ни	1	1
250	никому не	3	1
251	однако в	1	1
252	одно и	2	1
253	называя его	1	1
254	этом он	1	1
255	конечно в	2	1
256	их и	1	1
257	самим собой	3	1
258	говорить не	1	1
259	было бы	5	1
260	действительно были	1	1
261	в жизни	3	1
262	и романа	1	1
263	а за	3	1
264	автору и	1	1
265	его отношения	1	1
266	не всегда	1	1
267	жития великого	1	1
268	которой он	1	1
269	он и	3	1
270	такой же	3	1
271	этот материал	1	1
272	которую он	2	1
273	в этих	6	1
274	и их	3	1
275	всяком случае	1	1
276	в авторском	1	1
277	толчком для	1	1
278	тем не	2	1
279	по крайней	1	1
280	без всяких	1	1
281	с такими	1	1
282	что этот	2	1
283	рассказ у	1	1
284	не должна	3	1
285	а вот	2	1
286	раз и	2	1
287	так он	1	1
288	но они	1	1
289	это о	1	1
290	человека но	1	1
291	не имеет	1	1
292	русский народ	1	1
293	этой повести	1	1
294	в процессе	2	1
295	героев и	1	1
296	из их	1	1
297	нем в	1	1
298	только не	1	1
299	следовательно и	1	1
300	нельзя не	1	1
301	ничего не	3	1
302	того как	2	1
303	и лишь	1	1
304	вне его	2	1
305	по своей	1	1
306	ему и	1	1
307	это слово	5	1
308	сюжет в	1	1
309	до того	1	1
310	такие же	1	1
311	среди них	4	1
312	в духе	1	1
313	органическое единство	1	1
314	в речах	1	1
315	могут быть	3	1
316	ли не	1	1
317	отличается от	2	1
318	не есть	2	1
319	ничего общего	1	1
320	творчества достоевского	1	1
321	он ищет	1	1
322	у себя	1	1
323	с ее	1	1
324	но при	3	1
325	в ее	1	1
326	не могло	1	1
327	но мы	1	1
328	то время	2	1
329	и сам	7	1
330	человека он	1	1
331	стремится быть	1	1
332	так и	3	1
333	на нее	1	1
334	не с	1	1
335	живет в	1	1
336	достоевский нашел	1	1
337	еще в	1	1
338	во второй	1	1
339	том как	1	1
340	жизнь и	1	1
341	с героем	1	1
342	в пику	1	1
343	и вообще	1	1
344	во всяком	2	1
345	удалении от	1	1
346	с тою	1	1
347	критика и	1	1
348	из произведений	1	1
349	его жизни	2	1
350	до сих	7	1
351	не стоит	1	1
352	при полном	1	1
353	нас в	1	1
354	к нему	5	1
355	о бесах	1	1
356	во всех	4	1
357	от них	2	1
358	из своего	1	1
359	и повторяя	1	1
360	во всей	1	1
361	в форме	2	1
362	любил и	1	1
363	крайней мере	1	1
364	в другой	1	1
365	промелькнуло в	1	1
366	возникает вопрос	1	1
367	достоевского это	3	1
368	романа в	1	1
369	человека как	1	1
370	хорошо знаю	1	1
371	и самые	1	1
372	я ее	1	1
373	к которому	1	1
374	нас интересует	1	1
375	этом смысле	2	1
376	один из	1	1
377	но с	1	1
378	за исключением	1	1
379	и резкое	1	1
380	он оставил	1	1
381	во всем	3	1
382	достоевский также	1	1
383	то он	1	1
384	он уже	1	1
385	в качестве	1	1
386	же он	1	1
387	себя в	3	1
388	из гордости	1	1
389	своим собственным	1	1
390	быть весьма	2	1
391	этот раз	1	1
392	что для	1	1
393	ни с	1	1
394	говорит о	1	1
395	в известной	1	1
396	мы находим	1	1
397	в одном	12	1
398	и двусмысленный	1	1
399	друг друга	1	1
400	каждый из	2	1
401	остается за	1	1
402	никого не	1	1
403	из двух	1	1
404	связан с	1	1
405	и речи	1	1
406	о своей	3	1
407	и из	1	1
408	с другой	4	1
409	все равно	1	1
410	такое же	1	1
411	прежде всего	10	1
412	в стиле	4	1
413	на этот	4	1
414	до конца	4	1
415	в рассказе	3	1
416	человек в	1	1
417	одну из	1	1
418	из героев	1	1
419	голос и	1	1
420	что из	1	1
421	себя на	2	1
422	с помощью	1	1
423	материал и	1	1
424	него в	3	1
425	и гораздо	1	1
426	знаем о	1	1
427	из которых	1	1
428	без труда	1	1
429	не знал	1	1
430	этого типа	1	1
431	и довольно	1	1
432	в ответ	1	1
433	того что	2	1
434	романе достоевского	2	1
435	был в	1	1
436	с очень	1	1
437	сих пор	7	1
438	в основном	1	1
439	но для	3	1
440	не любил	1	1
441	я очень	2	1
442	более того	4	1
443	уж конечно	1	1
444	которых он	1	1
445	пишет брату	1	1
446	и от	1	1
447	но на	2	1
448	я всегда	1	1
449	о котором	1	1
450	это как	1	1
451	человек и	2	1
452	работы над	1	1
453	хотя и	5	1
454	бы в	5	1
455	в литературной	2	1
456	еще более	2	1
457	конце концов	2	1
458	но зато	3	1
459	для достоевского	3	1
460	но вот	1	1
461	отношении к	2	1
462	бедного человека	1	1
463	быть и	2	1
464	другой стороны	3	1
465	они как	1	1
466	ему но	1	1
467	автора в	1	1
468	из этого	1	1
469	героя в	3	1
470	жизни и	1	1
471	среде но	1	1
472	он у	1	1
473	который не	2	1
474	как на	1	1
475	в таком	2	1
476	все что	1	1
477	они не	1	1
478	он часто	1	1
