N	2gram	Vygotskiy__7	VLabPisa
460	в этих	2	1
461	в ходе	12	1
462	и музыке	1	1
463	этому же	2	1
464	мысль в	1	1
465	процесса мышления	1	1
466	собой не	1	1
467	признать что	2	1
468	в памяти	2	1
469	и той	2	1
470	процесса и	2	1
471	но он	2	1
472	друг другу	3	1
473	иным как	2	1
474	говорит как	1	1
475	слова к	5	1
476	что этот	5	1
477	мы встречаемся	1	1
478	что есть	1	1
479	поэтому у	1	1
480	говорит по	1	1
481	что эта	6	1
482	с теми	1	1
483	начинает с	1	1
484	мысли в	9	1
485	дело не	1	1
486	того как	2	1
487	на себе	1	1
488	к изучению	3	1
489	без остатка	1	1
490	время как	2	1
491	но только	3	1
492	не могло	1	1
493	это с	1	1
494	мышления и	9	1
495	не имеет	2	1
496	о природе	7	1
497	казалось бы	2	1
498	не имели	1	1
499	учения о	4	1
500	к ней	2	1
501	друг друга	4	1
502	его значения	3	1
503	как не	1	1
504	сопоставить эти	1	1
505	целом и	1	1
506	не выражается	2	1
507	эту внутреннюю	1	1
508	как будто	1	1
509	в основе	3	1
510	в каком	1	1
511	если только	1	1
512	больше того	1	1
513	становится понятным	1	1
514	один раз	1	1
515	функцию но	1	1
516	об одном	2	1
517	содержание в	1	1
518	одну и	1	1
519	краеугольным камнем	1	1
520	раз навсегда	1	1
521	именно таким	1	1
522	перейти к	4	1
523	и это	1	1
524	и поэтому	1	1
525	чем иным	2	1
526	и которая	1	1
527	основной и	2	1
528	проявления этой	1	1
529	своего развития	1	1
530	но по	1	1
531	изолированно от	1	1
532	с ее	2	1
533	и мысль	2	1
534	данном случае	5	1
535	то время	2	1
536	причем в	1	1
537	что у	4	1
538	и ту	1	1
539	по аналогии	1	1
540	нельзя не	2	1
541	в нескольких	1	1
542	по сравнению	9	1
543	мы в	3	1
544	понятно что	1	1
545	является в	5	1
546	поэтому в	1	1
547	силу того	1	1
548	короче говоря	1	1
549	о котором	1	1
550	этапы в	1	1
551	для этого	3	1
552	по мере	7	1
553	это обычно	1	1
554	с ним	3	1
555	в математике	2	1
556	особый вид	1	1
557	этих особенностей	1	1
558	и записать	1	1
559	а по	2	1
560	о нем	1	1
561	ситуации и	2	1
562	на него	1	1
563	скорее к	1	1
564	прямо и	1	1
565	и что	6	1
566	после того	1	1
567	для нас	2	1
568	этом заключается	1	1
569	аналогии с	1	1
570	связанной с	1	1
571	несомненно и	1	1
572	развития не	1	1
573	достаточным основанием	1	1
574	или как	1	1
575	говорят о	1	1
576	которой мы	2	1
577	и во	4	1
578	не заканчивается	1	1
579	в форме	1	1
580	приводит и	1	1
581	сомнения в	1	1
582	всего этого	1	1
583	в свете	4	1
584	из моментов	1	1
585	является общим	2	1
586	если это	1	1
587	какой мере	2	1
588	дальнейшего изложения	1	1
589	в сферу	1	1
590	в меньшей	1	1
591	речи о	4	1
592	восприятии и	1	1
593	в какой	6	1
594	к их	1	1
595	и движение	2	1
596	в стороне	1	1
597	который в	1	1
598	в большом	1	1
599	но ее	1	1
600	но между	1	1
601	есть в	3	1
602	конечно не	1	1
603	только на	3	1
604	не знать	1	1
605	в виде	1	1
606	в начале	5	1
607	предполагает наличие	1	1
608	говорят об	1	1
609	этого процесса	1	1
610	в данной	1	1
611	по выражению	1	1
612	и других	2	1
613	психологии в	3	1
614	процессом в	1	1
615	его и	2	1
616	до самых	1	1
617	и значения	3	1
618	теснейшим образом	1	1
619	себе в	5	1
620	и из	1	1
621	ни в	2	1
622	в прозе	1	1
623	к более	1	1
624	не для	1	1
625	в состоянии	1	1
626	себя от	2	1
627	отношение к	2	1
628	идет в	3	1
629	положению вещей	1	1
630	же говорят	1	1
631	заметить что	1	1
632	тем что	9	1
633	и вместе	2	1
634	себя это	1	1
635	это положение	3	1
636	плане не	1	1
637	к двум	2	1
638	исследований и	1	1
639	развития в	3	1
640	а именно	1	1
641	и создает	1	1
642	явление наблюдается	1	1
643	в свою	2	1
644	деятельности а	1	1
645	от общей	1	1
646	как возникают	1	1
647	как же	1	1
648	следовало ожидать	1	1
649	себя и	2	1
650	в живом	3	1
651	в соответствии	1	1
652	связано с	1	1
653	процесс в	1	1
654	поскольку она	1	1
655	не означает	3	1
656	многих авторов	1	1
657	него когда	1	1
658	наконец в	2	1
659	подобного рода	2	1
660	образом это	1	1
661	благодаря чему	1	1
662	самого начала	7	1
663	со своими	1	1
664	что перед	1	1
665	строение и	1	1
666	если не	1	1
667	эти сложные	1	1
668	имеет свои	1	1
669	и обусловливает	1	1
670	свести к	1	1
671	и особенно	1	1
672	целом но	1	1
673	двум основным	1	1
674	представить себе	3	1
675	мы говорим	2	1
676	как в	4	1
677	и самые	1	1
678	тенденций в	1	1
679	обратил внимание	1	1
680	в данном	5	1
681	сравнению с	8	1
682	в той	4	1
683	к действительности	2	1
684	которая служит	1	1
685	образом на	1	1
686	имеем дело	1	1
687	ней не	1	1
688	исходя из	1	1
689	это значит	1	1
690	никем не	2	1
691	должно быть	2	1
692	представляется как	1	1
693	слова и	10	1
694	сейчас же	1	1
695	благодаря этому	2	1
696	только для	1	1
697	но это	3	1
698	поэтому что	1	1
699	самое существенное	1	1
700	слова с	4	1
701	особенностей и	1	1
702	случае он	1	1
703	мы видим	3	1
704	форм и	2	1
705	к пониманию	3	1
706	структура и	1	1
707	происходит в	1	1
708	авторов и	1	1
709	встречается не	1	1
710	а к	1	1
711	не представляет	2	1
712	деятельность в	1	1
713	внимание на	2	1
714	и все	1	1
715	той или	1	1
716	еще более	1	1
717	находится в	2	1
718	ни к	1	1
719	потому что	16	1
720	увидим ниже	1	1
721	его значение	2	1
722	если все	1	1
723	еще в	1	1
724	находит свое	3	1
725	к ее	1	1
726	бы с	2	1
727	дело с	1	1
728	из тех	1	1
729	состоит из	1	1
730	совершенно не	2	1
731	при определенных	1	1
732	природе и	2	1
733	есть то	3	1
734	эти данные	2	1
735	связанные как	1	1
736	в заключение	1	1
737	всей полноты	1	1
738	к этой	2	1
739	видим в	1	1
740	это было	1	1
741	и другие	1	1
742	это понятие	1	1
743	ничего иного	1	1
744	в таком	1	1
745	или наоборот	1	1
