N	2gram	Tiupa_Disk_1	KulturaY
276	чтобы быть	1	2
277	не мог	1	2
278	было в	2	2
279	о котором	2	2
280	о нем	2	2
281	на примере	1	2
282	это было	2	2
283	в греческой	2	2
284	в собственно	1	2
285	во втором	4	2
286	должны быть	3	2
287	мой взгляд	2	2
288	а именно	1	2
289	в современной	1	2
290	традиции в	1	2
291	и того	3	2
292	на мой	2	2
293	в сторону	4	2
294	в большинстве	1	2
295	то и	1	2
296	в значении	2	2
297	свидетельствует о	2	2
298	прошлого столетия	1	2
299	событие и	1	2
300	целом и	1	2
301	может служить	1	2
302	здесь как	1	2
303	общения и	2	2
304	в каком	1	2
305	по своим	4	2
306	смысл в	2	2
307	обратить внимание	2	2
308	значение или	1	2
309	о чем	2	2
310	не всегда	2	2
311	в иных	1	2
312	форм языка	1	2
313	своего времени	2	2
314	в контексте	1	2
315	с этой	1	2
316	этом случае	1	2
317	с историей	1	2
318	поэтому что	1	2
319	в смысле	1	2
320	случаях когда	1	2
321	или в	2	2
322	другое дело	1	2
323	и все	2	2
324	тем более	1	2
325	на более	1	2
326	бы на	1	2
327	не говоря	2	2
328	себя самого	1	2
329	понимать как	1	2
330	в свое	1	2
331	широкое распространение	1	1
332	человеческой речи	1	1
333	в обычном	1	1
334	для себя	4	1
335	же относятся	1	1
336	и должны	1	1
337	в строгом	3	1
338	из его	1	1
339	целого которое	1	1
340	удивляться что	1	1
341	противном случае	1	1
342	в основании	3	1
343	едва ли	2	1
344	в году	2	1
345	языка с	2	1
346	следует обратить	1	1
347	не приходится	2	1
348	из своих	1	1
349	проблематики в	1	1
350	во внутреннем	1	1
351	говорить о	1	1
352	из того	1	1
353	мы и	1	1
354	как свой	1	1
355	слово не	2	1
356	культурной традиции	1	1
357	не хочет	1	1
358	не был	1	1
359	столь же	3	1
360	в различных	2	1
361	события в	2	1
362	истории в	1	1
363	важный вопрос	1	1
364	как правило	4	1
365	в область	1	1
366	не то	1	1
367	сказки и	2	1
368	к ним	3	1
369	присутствует в	1	1
370	отношение к	4	1
371	отличие от	5	1
372	форме и	1	1
373	как говорит	1	1
374	в одной	3	1
375	не входят	1	1
376	в акте	3	1
377	же с	1	1
378	как к	2	1
379	в противном	1	1
380	перед нами	3	1
381	собственно и	2	1
382	вопросом о	1	1
383	в действительности	3	1
384	следующим образом	1	1
385	состояло в	1	1
386	как иногда	2	1
387	зрения как	1	1
388	ораторского выступления	1	1
389	поскольку мы	1	1
390	со своей	1	1
391	таковы например	1	1
392	в чем	1	1
393	в нашем	1	1
394	отчасти и	1	1
395	в известном	1	1
396	в словаре	1	1
397	и те	1	1
398	в случае	1	1
399	по словам	2	1
400	не следует	2	1
401	в разработке	1	1
402	всех этих	1	1
403	как прямая	1	1
404	к одному	1	1
405	однако он	1	1
406	нам только	1	1
407	i в	1	1
408	любой из	1	1
409	и по	2	1
410	на этом	2	1
411	или иных	1	1
412	одно и	1	1
413	то чтобы	1	1
414	где нет	1	1
415	есть все	1	1
416	том случае	1	1
417	об этом	2	1
418	на все	1	1
419	в данной	3	1
420	на протяжении	2	1
421	может стать	1	1
422	на почве	1	1
423	то все	1	1
424	своего значения	1	1
425	они по	1	1
426	чаще всего	1	1
427	не соответствует	1	1
428	стоит на	1	1
429	в жизни	1	1
430	которому и	1	1
431	и делает	1	1
432	совмещается с	1	1
433	выступает не	1	1
434	далеко не	10	1
435	для своего	2	1
436	мы видели	1	1
437	обозначить как	1	1
438	строгом смысле	1	1
439	слово со	1	1
440	в научной	1	1
441	раз и	1	1
442	мысли что	1	1
443	всем желании	1	1
444	во второй	1	1
445	в ходе	3	1
446	категории в	1	1
447	наших дней	2	1
448	и без	2	1
449	что вся	1	1
450	мы называем	1	1
451	в прозе	1	1
452	в отличие	5	1
453	мысли и	2	1
454	своего рода	8	1
455	в дневнике	1	1
456	должны были	1	1
457	вопрос на	1	1
458	когда она	1	1
459	что особенно	1	1
460	невозможна в	1	1
461	но это	1	1
462	но они	2	1
463	однако в	3	1
464	в историческом	2	1
465	литературы как	1	1
466	немецкой философии	1	1
467	и притом	1	1
468	своего существования	1	1
469	в центр	1	1
470	в процессе	5	1
471	субъектов и	1	1
472	подошел к	1	1
473	мира здесь	1	1
474	не могло	2	1
475	рассматривать как	2	1
476	лишь способ	1	1
477	собственной природе	1	1
478	дело в	1	1
479	как формы	2	1
480	действительно в	1	1
481	целое в	1	1
482	как не	3	1
483	тех или	1	1
484	столетия и	1	1
485	с достаточной	1	1
486	и теперь	1	1
487	можно рассматривать	1	1
488	науке о	2	1
489	здесь возможны	1	1
490	как будто	1	1
491	может и	2	1
492	что на	1	1
493	однако это	2	1
494	такие же	1	1
495	художественной литературы	1	1
496	но только	1	1
497	одном ряду	1	1
498	выход из	1	1
499	могут быть	4	1
500	здесь совершенно	1	1
501	обмен любезностями	1	1
502	возможна только	1	1
503	той или	3	1
504	словаре английского	1	1
505	указывает на	2	1
506	они и	3	1
507	как некое	1	1
508	о событии	1	1
509	которое принадлежит	1	1
510	не ограничивается	2	1
511	как мы	2	1
512	основываясь на	1	1
513	более не	1	1
514	значения и	1	1
515	язык вообще	1	1
516	на нем	1	1
517	говоря уже	2	1
518	говорит и	2	1
519	далеко еще	4	1
520	в ее	3	1
521	и от	1	1
522	в каких	1	1
523	только то	1	1
524	в себя	5	1
525	чужой речи	1	1
526	и сам	1	1
527	только через	1	1
528	по аналогии	1	1
529	нельзя не	2	1
530	мог бы	1	1
531	область в	1	1
532	разного рода	2	1
533	поэтому в	1	1
534	это как	1	1
535	в словах	1	1
536	в каждой	3	1
537	даже не	1	1
538	образом в	1	1
539	или современный	1	1
540	а его	1	1
541	типа но	1	1
542	века до	1	1
543	момент в	1	1
544	одного из	2	1
545	утверждает что	1	1
546	у достоевского	1	1
547	а также	8	1
548	аналогии с	1	1
549	времени в	2	1
550	не заключает	1	1
551	и во	2	1
552	нас в	1	1
553	во всех	5	1
554	случае ясно	1	1
555	состоит не	1	1
556	должно было	1	1
557	в конечном	1	1
558	как его	2	1
559	в форме	2	1
560	это лишь	1	1
561	в теории	1	1
562	научной литературе	1	1
563	в литературе	2	1
564	несовершенного вида	1	1
565	при самом	1	1
566	что здесь	1	1
567	он видел	1	1
568	которое было	1	1
569	научного мышления	3	1
570	и одновременно	2	1
571	которая однако	1	1
572	готов к	1	1
573	речь о	1	1
574	дело с	2	1
575	что даже	2	1
576	не имеющих	1	1
577	которому он	1	1
578	наше время	2	1
579	или же	1	1
580	имеет своим	1	1
581	тот или	2	1
582	с одной	9	1
583	отделено от	1	1
584	до наших	1	1
585	литературы в	2	1
586	возник и	1	1
587	каждый из	1	1
588	вопроса о	1	1
589	себя в	2	1
590	только на	1	1
591	ничего нельзя	1	1
592	себя и	1	1
593	о книге	1	1
594	в нашей	1	1
595	здесь это	1	1
596	большинстве случаев	1	1
597	или даже	2	1
598	и других	1	1
599	его и	1	1
600	и понимание	2	1
601	их как	1	1
602	базируется не	1	1
603	которые в	1	1
604	к мысли	2	1
605	для него	4	1
606	и их	1	1
607	в новом	2	1
608	в известной	1	1
609	слова в	2	1
610	сами по	2	1
611	и один	1	1
612	в конце	1	1
613	в современном	2	1
614	тому же	5	1
615	внимание не	1	1
616	мы можем	1	1
617	их по	1	1
618	при некоторых	1	1
619	явно не	1	1
620	к той	3	1
621	от того	1	1
622	и литературной	1	1
623	и строго	1	1
624	одной стороны	9	1
625	пока еще	6	1
626	историческим и	1	1
627	особое внимание	1	1
628	отличаются от	1	1
629	сюда же	1	1
630	здесь в	2	1
631	как полевой	1	1
632	было и	1	1
633	перед ним	1	1
634	в россии	1	1
635	нового времени	1	1
636	говорит о	1	1
637	к более	1	1
638	ничем не	1	1
639	лица по	1	1
640	в любой	1	1
641	а сам	2	1
642	из наиболее	2	1
643	бы назвать	1	1
644	более того	2	1
645	зависит от	2	1
646	однако и	2	1
647	имен как	1	1
648	термина для	1	1
649	его как	2	1
650	речевых жанров	12	1
651	речи это	1	1
652	отнюдь не	8	1
653	различие между	2	1
654	всю совокупность	1	1
655	в одно	1	1
656	то она	2	1
657	но как	2	1
658	в организации	2	1
659	к лицу	1	1
660	к его	2	1
661	к такому	2	1
662	по своему	3	1
663	он говорит	1	1
664	это также	1	1
665	лицом к	1	1
666	наряду с	1	1
667	с некоторыми	2	1
668	столь широкое	1	1
669	переход с	1	1
670	за рамки	2	1
671	быть только	1	1
672	например для	1	1
673	да и	1	1
674	своего развития	1	1
675	как нельзя	1	1
676	как целое	1	1
677	хорошо известны	1	1
678	только о	1	1
679	в основном	1	1
680	как предмет	1	1
681	который по	1	1
682	о его	1	1
683	в начале	2	1
684	но для	1	1
685	к другим	2	1
686	литературы во	1	1
687	при всем	1	1
688	в наше	2	1
689	всего лишь	1	1
690	это уже	1	1
691	объекта и	1	1
692	которая в	1	1
693	категории поскольку	1	1
694	развития и	1	1
695	поэзии в	1	1
696	или нет	1	1
697	но отчасти	1	1
698	с понятием	2	1
699	будто бы	2	1
700	он стал	1	1
701	когда указывает	1	1
702	если можно	1	1
703	я в	1	1
704	отношении к	1	1
705	является его	1	1
706	жизни в	2	1
707	не знает	1	1
708	сказать что	3	1
709	для каждой	1	1
710	их с	1	1
711	сошлюсь хотя	1	1
712	культуры в	1	1
713	на своем	1	1
714	речи как	2	1
715	но эти	1	1
716	также не	1	1
717	в роли	1	1
718	случае если	1	1
719	в своих	3	1
720	это понятие	3	1
721	свою задачу	1	1
722	к этому	2	1
723	значение в	1	1
