N	2gram	Losev_Prob_2	VelikijI
296	как это	1	1
297	то есть	39	1
298	что всякий	5	1
299	мы в	3	1
300	у нас	18	1
301	в которых	1	1
302	он говорит	1	1
303	если оно	3	1
304	для всякого	2	1
305	этих словах	1	1
306	с такой	1	1
307	в одном	1	1
308	но я	1	1
309	а потом	1	1
310	в тот	1	1
311	по крайней	6	1
312	думать о	1	1
313	это значит	4	1
314	который он	2	1
315	если нет	1	1
316	физическими то	1	1
317	же говорим	1	1
318	этот мир	1	1
319	и очень	1	1
320	раз и	5	1
321	на пути	1	1
322	нет никакого	1	1
323	и нет	1	1
324	можно ли	6	1
325	равно не	1	1
326	как можно	1	1
327	есть знак	10	1
328	из нас	1	1
329	здесь есть	1	1
330	есть прежде	4	1
331	к ним	1	1
332	и другое	1	1
333	в познании	1	1
334	думают что	1	1
335	и остается	1	1
336	смысле и	1	1
337	и два	1	1
338	свою роль	1	1
339	и именно	1	1
340	мы все	3	1
341	и слишком	2	1
342	не существует	6	1
343	и от	3	1
344	себя своего	2	1
345	и всегда	1	1
346	мира и	1	1
347	которая в	1	1
348	ничего не	10	1
349	жизни не	1	1
350	лишь как	1	1
351	может быть	18	1
352	вообще в	1	1
353	конце концов	7	1
354	для полноты	1	1
355	будто бы	5	1
356	это слово	1	1
357	на него	2	1
358	сознания так	1	1
359	но вот	2	1
360	уже и	3	1
361	что на	4	1
362	ничего нельзя	1	1
363	хотели бы	2	1
364	о своем	2	1
365	но какой	1	1
366	другой стороны	5	1
367	не быть	1	1
368	для нашего	1	1
369	но все	2	1
370	есть и	1	1
371	есть то	5	1
372	к этому	1	1
373	еще недостаточно	1	1
374	ли что	1	1
375	в своих	3	1
376	слова с	1	1
377	и эта	1	1
378	это в	2	1
379	отказаться от	1	1
380	себя и	1	1
381	она не	3	1
382	они не	1	1
