N	2gram	Tiupa_Lite_2	Psycholo
390	но они	1	1
391	этот образ	1	1
392	все мы	1	1
393	того как	1	1
394	и вместо	1	1
395	от жизни	1	1
396	но только	2	1
397	и всегда	1	1
398	развивается в	1	1
399	такая же	1	1
400	не нужен	1	1
401	и направляет	1	1
402	в сознании	1	1
403	так называемый	1	1
404	из того	2	1
405	смысла по	1	1
406	что на	1	1
407	на веру	1	1
408	однако это	1	1
409	например столь	1	1
410	уже о	2	1
411	об одном	1	1
412	всего что	1	1
413	ни единой	1	1
414	в специальной	1	1
415	расходится с	1	1
416	вздоха и	1	1
417	но по	1	1
418	свою очередь	1	1
419	не могу	2	1
420	личности и	1	1
421	мысль о	1	1
422	когда наконец	1	1
423	с первого	1	1
424	государства в	1	1
425	только то	1	1
426	слова а	1	1
427	границы и	1	1
428	каждого из	1	1
429	и каждый	2	1
430	остается только	1	1
431	является в	1	1
432	он сам	1	1
433	где каждый	1	1
434	движения и	1	1
435	тех кто	4	1
436	вот и	1	1
437	как форма	1	1
438	и сделать	1	1
439	и просто	1	1
440	а также	2	1
441	смерть как	1	1
442	время не	1	1
443	в конечном	5	1
444	на протяжении	1	1
445	к далекому	1	1
446	это действительность	1	1
447	творчества в	1	1
448	ним и	1	1
449	его так	1	1
450	который бы	1	1
451	которая сама	1	1
452	но с	3	1
453	этой точки	1	1
454	что только	1	1
455	одной из	2	1
456	свет и	1	1
457	и представляет	1	1
458	которое мы	1	1
459	все той	1	1
460	в обществе	1	1
461	как слова	1	1
462	с какой	1	1
463	есть в	1	1
464	не принял	1	1
465	только на	1	1
466	ни было	2	1
467	слова в	1	1
468	пути по	1	1
469	от других	1	1
470	а то	1	1
471	не так	2	1
472	себе в	1	1
473	от читателя	1	1
474	начала жизни	1	1
475	русский язык	1	1
476	жизни на	2	1
477	в любви	1	1
478	он один	1	1
479	нас как	1	1
480	рядом с	1	1
481	в особенности	1	1
482	к его	1	1
483	и даже	8	1
484	в данный	1	1
485	нам не	1	1
486	и признания	1	1
487	живой и	1	1
488	не следует	1	1
489	с другим	2	1
490	этом как	1	1
491	к которому	1	1
492	когда по	1	1
493	во второй	1	1
494	и др	3	1
495	себя и	2	1
496	и своего	1	1
497	здесь дело	1	1
498	однако и	1	1
499	в ту	1	1
500	него не	2	1
501	и ты	3	1
502	не об	1	1
503	этой же	1	1
504	него в	1	1
505	так в	5	1
506	за медленность	1	1
507	в жизнь	1	1
508	целом ряде	1	1
509	отношению к	3	1
510	это его	2	1
511	это какая-то	1	1
512	но это	3	1
513	имел в	1	1
514	в чем	1	1
515	в смысле	1	1
516	искусством и	1	1
517	это как	2	1
518	за его	1	1
519	не станет	1	1
520	которых он	1	1
521	и состоит	1	1
522	которого нет	1	1
523	которая в	1	1
524	совершенно иной	1	1
525	от него	1	1
526	что препятствует	1	1
527	на нашем	1	1
528	бы в	1	1
529	направляет на	1	1
530	но разве	1	1
531	же в	2	1
532	извлечь из	1	1
533	в новый	1	1
534	к ее	1	1
535	жизни в	4	1
536	нет ничего	1	1
537	в свою	1	1
538	из тех	2	1
539	то здесь	1	1
540	начать с	1	1
541	него нет	1	1
542	по которой	1	1
543	в сравнении	2	1
544	ничего общего	1	1
545	гораздо более	1	1
