N	2gram	Berdyaev_M_2	Dialekti
602	не для	3	1
603	это верно	1	1
604	от тех	1	1
605	на поверхности	4	1
606	для них	1	1
607	у него	22	1
608	человек как	1	1
609	да это	1	1
610	не видел	2	1
611	почему не	2	1
612	и дурной	1	1
613	есть выражение	2	1
614	от того	3	1
615	бы это	1	1
616	идея не	1	1
617	это будет	1	1
618	заменить ее	1	1
619	во власти	6	1
620	не были	1	1
621	никогда и	1	1
622	на примере	1	1
623	с другим	3	1
624	в я	1	1
625	и можно	3	1
626	только один	1	1
627	такое же	1	1
628	в природе	1	1
629	мы еще	2	1
630	человек может	1	1
631	ней ничего	1	1
632	больше и	1	1
633	не нужна	1	1
634	связано с	3	1
635	превращается в	2	1
636	не сама	1	1
637	может ли	1	1
638	а за	2	1
639	есть лишь	17	1
640	для исследования	1	1
641	вопрос можно	1	1
642	и уже	1	1
643	знает только	1	1
644	жизнь в	6	1
645	и ему	1	1
646	должно привести	2	1
647	вместе с	2	1
648	тогда только	3	1
649	в меру	1	1
650	в духе	5	1
651	в европе	1	1
652	даже до	1	1
653	к своему	2	1
654	по нему	1	1
655	она на	1	1
656	на тот	1	1
657	в чистом	1	1
658	происходит в	1	1
659	из этой	2	1
660	с которым	3	1
661	познания добра	2	1
662	во всю	1	1
663	но для	2	1
664	плоти и	1	1
665	во мне	1	1
666	лишь его	1	1
667	же есть	3	1
668	– его	2	1
669	более ничего	1	1
670	– уже	1	1
671	в пределе	2	1
672	когда нет	1	1
673	это можно	1	1
674	что кроме	1	1
675	организма но	1	1
676	мира и	1	1
677	своей собственной	1	1
678	человек и	2	1
679	поэтому она	1	1
680	и перед	3	1
681	но также	1	1
682	к этой	1	1
683	за него	1	1
684	а также	1	1
685	есть уже	4	1
686	жизни в	3	1
687	между ними	1	1
688	от своего	1	1
689	не быть	1	1
690	и зла	6	1
691	все к	2	1
692	жизни а	2	1
693	не что	3	1
694	и жизнь	1	1
695	сам в	1	1
696	есть то	1	1
697	они не	4	1
698	дает для	1	1
699	все что	4	1
700	более о	1	1
