N	2gram	Tiupa_Narr_2	Literetu
613	в своем	6	1
614	в это	1	1
615	приобретает в	1	1
616	и от	1	1
617	своей жизни	1	1
618	автора и	1	1
619	время не	1	1
620	художником это	1	1
621	пока еще	3	1
622	мире а	1	1
623	не мог	1	1
624	существования в	2	1
625	еще одна	1	1
626	на самом	2	1
627	в пределе	1	1
628	откровения в	1	1
629	это он	1	1
630	мира и	3	1
631	но одновременно	2	1
632	об одном	1	1
633	совершенно иной	1	1
634	и все	4	1
635	как теперь	1	1
636	со второй	1	1
637	личность не	3	1
638	той или	3	1
639	здесь ценностно	1	1
640	еще более	1	1
641	повествование о	1	1
642	от всего	2	1
643	исключительно в	2	1
644	в ходе	1	1
645	оказывается всего	1	1
646	в системе	1	1
647	не предполагает	1	1
648	к ее	1	1
649	нам не	1	1
650	такова что	1	1
651	от первого	3	1
652	о своем	2	1
653	и представляет	3	1
654	имя и	1	1
655	а во	2	1
656	в свою	2	1
657	к его	3	1
658	в последнем	1	1
659	по которой	1	1
660	именно к	1	1
661	из этого	1	1
662	и адресата	2	1
663	и рецептивного	2	1
664	и состоит	2	1
665	частности в	1	1
666	судьба в	1	1
667	а я	1	1
668	ее в	1	1
669	отмежевывается от	1	1
670	у людей	1	1
671	который не	1	1
672	к этому	1	1
673	можно назвать	2	1
674	они не	2	1
675	гораздо более	1	1
