N	4gram	Tiupa_Anal_1	TeoriaLi
205	соединении с художественной идеологемой	1	1
206	субъект и объект эстетического	1	1
207	предмет созерцания оказывается эстетическим	1	1
208	ролевому сверх-я сверхличная заданность	1	1
209	на отдельные слова не	1	1
210	в событии художественного творчества	1	1
211	со-бытийному я другого межличностная	1	1
212	или иное логическое отношение	1	1
213	строки дж донна ставшие	1	1
214	не только мы родственные	1	1
215	обобщения могущие иметь место	1	1
216	владеет сотворивший ее художник	1	1
217	внехудожественной действительности приобщение к	1	1
218	существования предметом такого знания	1	1
219	знания является специфическая целостность	1	1
220	я есть точка пересечения	1	1
221	и сочетаться подобно кубикам	1	1
222	какое-то утверждение о жизни	1	1
223	акта в отличие от	1	1
224	химическом соединении с художественной	1	1
225	своему собственному я самоопределение	1	1
226	и объект эстетического отношения	1	1
227	документ но прежде всего	1	1
228	полноту и неизбыточность явлений	1	1
229	фундаментальных отношений личности к	1	1
230	цельность как бы личность	1	1
231	люди такие и что	1	1
232	между тем художественная реальность	1	1
233	форма целостности доступной человеческому	1	1
234	универсально родственно всем любая	1	1
235	поведения в принципе недоступна	1	1
236	неспецифичны собственно же художественное	1	1
237	потому что из нас	1	1
238	внутреннее присутствие во внешней	1	1
239	деятельности созерцания направленной на	1	1
240	уникально и одновременно универсально	1	1
241	в той или иной	3	1
242	обогащает наш духовный опыт	1	1
243	всей своей полноте и	1	1
244	случае не следует смешивать	1	1
245	присутствие во внешней реальности	1	1
246	субъектом только перед лицом	1	1
247	же время узкое и	1	1
248	в конечном счете искусство	1	1
249	логическое отношение между ними	1	1
250	в литературе нового времени	1	1
251	трагическое есть рассказ о	1	1
252	жизни однако все они	1	1
253	рода обогащает наш духовный	1	1
254	всем знакомее и роднее	1	1
255	одновременно универсально родственно всем	1	1
256	обыденной внехудожественной действительности приобщение	1	1
257	как ценностного центра этого	1	1
258	запись документ но прежде	1	1
259	содержания лишь в химическом	1	1
260	художественном произведении чище и	1	1
261	ставшие общеизвестными после романа	1	1
262	я ядра личности а	1	1
263	в том числе и	1	1
264	не только такие специфические	1	1
265	по шеллингу чем произведение	1	1
266	поверхностные психологические социальные политические	1	1
267	целостности доступной человеческому восприятию	1	1
268	событие индивидуальный характер поступок	1	1
269	души личности более того	1	1
270	разнообразные в частности научные	1	1
271	эстетическим субъектом только перед	1	1
272	что ж результат тот	1	1
273	в коем случае не	2	1
274	иностранцы узнают себя свою	1	1
275	иное логическое отношение между	1	1
276	исходном значении этого слова	1	1
277	состав художественного содержания лишь	1	1
278	двумя соседними сегментами субъектной	1	1
279	восприятия все прочие обобщения	1	1
280	и трагическое есть рассказ	1	1
281	фиеста можно сказать не	1	1
282	только целостность тела вещи	1	1
283	перефразируя строки дж донна	1	1
284	тем объектом эстетического созерцания	1	1
285	созерцания оказывается эстетическим объектом	1	1
286	но иностранцы узнают себя	1	1
287	но и души личности	1	1
288	логическому познанию тайна внутреннего	1	1
289	полюсами предмет созерцания оказывается	1	1
290	между двумя соседними сегментами	1	1
291	цитатного типа как письмо	1	1
292	вследствие этого словами гегеля	1	1
293	душу чем глубже зачерпнуть	1	1
294	меру обобщения личностного опыта	1	1
295	между ними могут мыслиться	1	1
296	о мире и жизни	1	1
297	созерцания может выступать и	1	1
298	слова не разложимое а	1	1
299	воображаемого мира вокруг я	1	1
300	психологические социальные политические входят	1	1
301	социальные политические входят в	1	1
302	искусство в том числе	1	1
303	отношений личности к своему	1	1
304	я есть высшая форма	1	1
305	чем это возможно в	1	1
306	художественные тексты способны запечатлевать	1	1
307	это еще одна вымышленная	1	1
308	собственно же художественное знание	1	1
309	всякое я уникально и	1	1
310	обладают некое событие индивидуальный	1	1
311	субъект и то или	1	1
312	последовательного наращивания текста наиболее	1	1
313	ее оболочек психологии характера	1	1
314	коем случае не следует	1	1
315	в своих героях воображая	1	1
316	любая личность является таким	1	1
317	к ролевому сверх-я сверхличная	1	1
318	собственно говоря и состоит	2	1
319	наоборот созерцающий становится эстетическим	1	1
320	все прочие обобщения могущие	1	1
321	глубже зачерпнуть тем общее	1	1
322	карнавал переживаемый в одиночку	1	1
323	и души личности более	1	1
324	нельзя не сделав хуже	1	1
325	не только целостность тела	1	1
326	наиболее очевидная граница между	1	1
327	рассказ о счастье существования	1	1
328	такие и что ж	1	1
329	так и не наступает	1	1
330	же художественное знание по	1	1
331	счастье существования предметом такого	1	1
332	в присутствии эстетического субъекта	1	1
333	и одновременно универсально родственно	1	1
334	это какое-то утверждение о	1	1
335	целостность тела вещи но	1	1
336	то субъект и объект	1	1
337	внутреннего личностного присутствия во	1	1
338	не разложимое а в	1	1
339	о счастье существования предметом	1	1
340	и к жизненно смежному	1	1
341	объект логический субъект и	1	1
342	что достоевский описывал себя	1	1
343	художественного восприятия все прочие	1	1
344	есть рассказ о счастье	1	1
345	неизбыточность явлений между тем	1	1
346	субъективную предпосылку эстетического отношения	1	1
347	но прежде всего основные	1	1
348	самые разнообразные в частности	1	1
349	иметь место в произведении	1	1
350	никакому логическому познанию тайна	1	1
351	что из нас самих	1	1
352	только мы родственные ему	1	1
353	универсальнее вы говорите писал	1	1
354	том числе и трагическое	1	1
355	политические входят в состав	1	1
356	произведении искусства но факультативные	1	1
357	стержень художественного восприятия все	1	1
358	художественного содержания лишь в	1	1
359	всем потому что из	1	1
360	тела вещи но и	1	1
361	и нераздельными его полюсами	1	1
362	в произведении искусства но	1	1
363	словами гегеля духовная ценность	1	1
364	себя в своих героях	1	1
365	характера социального поведения в	1	1
366	приобщение к знанию такого	1	1
367	самоопределение к ролевому сверх-я	1	1
368	уплотнение воображаемого мира вокруг	1	1
369	место в произведении искусства	1	1
370	все люди такие и	1	1
371	оболочек психологии характера социального	1	1
372	изначально владеет сотворивший ее	1	1
373	не было и не	1	1
374	в состав художественного содержания	1	1
375	родственные ему люди но	1	1
376	тексты способны запечатлевать самые	1	1
377	внутреннего я ядра личности	1	1
378	точка пересечения трех фундаментальных	1	1
379	о жизни по всеохватывающей	1	1
380	что даже в этих	1	1
381	логический субъект и то	1	1
382	то же время узкое	1	1
383	ценностного центра этого мира	1	1
384	то же время они	1	1
385	преимуществу внешнюю полноту и	1	1
386	возможно в обыденной внехудожественной	1	1
387	результат тот что даже	1	1
388	того личность как внутреннее	1	1
389	себя свою душу чем	1	1
390	в химическом соединении с	1	1
391	чище и прозрачнее чем	1	1
392	в таком случае это	1	1
393	действительности приобщение к знанию	1	1
394	наращивания текста наиболее очевидная	1	1
395	в этих исключительных лицах	1	1
396	и жизни однако все	1	1
397	дает ему известную цельность	1	1
398	личность является таким я-в-мире	1	1
399	типа как письмо дневниковая	1	1
400	предельную меру обобщения личностного	1	1
401	имеем в виду не	1	1
402	все они для искусства	1	1
403	лишь в химическом соединении	1	1
404	более того личность как	1	1
405	а не ее оболочек	1	1
406	шеллингу чем произведение оригинальнее	1	1
407	это интересно всем потому	1	1
408	прибавить ни убавить ни	1	1
409	к своему собственному я	1	1
410	ни прибавить ни убавить	1	1
411	духовный опыт внутреннего личностного	1	1
412	жизни по всеохватывающей своей	1	1
413	социального поведения в принципе	1	1
414	его полюсами предмет созерцания	1	1
415	героя как ценностного центра	1	1
416	чем глубже зачерпнуть тем	1	1
417	единство духовного я есть	1	1
418	ни в коем случае	2	1
419	разложимое а в то	1	1
420	доверенной его романному герою	1	1
421	изменить ничего нельзя не	1	1
422	произведение оригинальнее тем оно	1	1
423	в ходе последовательного наращивания	1	1
424	пришвин это интересно всем	1	1
425	эстетического отношения являются неслиянными	1	1
426	запечатлевать самые разнообразные в	1	1
427	высшая форма целостности доступной	1	1
428	предметом такого знания является	1	1
429	кубикам то субъект и	1	1
430	во всей своей полноте	1	1
431	познанию тайна внутреннего я	1	1
432	только в присутствии эстетического	1	1
433	духовная ценность которой обладают	1	1
434	ни изменить ничего нельзя	1	1
435	даже в этих исключительных	1	1
436	сотворивший ее художник вследствие	1	1
437	в обыденной внехудожественной действительности	1	1
438	узнают себя свою душу	1	1
439	объект эстетического отношения являются	1	1
440	и то или иное	1	1
441	сочетаться подобно кубикам то	1	1
442	личности а не ее	1	1
443	искусства но факультативные и	1	1
444	я самоопределение к ролевому	1	1
445	интересно всем потому что	1	1
446	вокруг я героя как	1	1
447	ходе последовательного наращивания текста	1	1
448	что все люди такие	1	1
