N	2gram	Potebnia_M_1	Vladivir
241	знания и	1	2
242	которая как	1	2
243	и мы	1	2
244	того что	8	2
245	с ними	1	2
246	всяком случае	1	2
247	по этому	2	2
248	то и	7	2
249	не из	3	2
250	и других	4	2
251	из них	1	2
252	прибавить что	1	2
253	тем что	9	2
254	не были	2	2
255	и затем	1	2
256	обратить внимание	1	2
257	только что	2	2
258	именно так	1	2
259	что мы	4	2
260	виде в	1	2
261	начиная с	1	2
262	еще на	1	2
263	он говорит	1	2
264	в ответ	1	2
265	в тех	1	2
266	несколько слов	1	2
267	своей жизни	1	2
268	о его	2	2
269	нисколько не	2	2
270	и для	5	2
271	имеют для	3	2
272	в результате	1	2
273	того с	1	2
274	от него	4	2
275	тем более	2	2
276	мы должны	3	2
277	на такой	1	2
278	отношением к	1	2
279	совершенно не	1	2
280	из этого	2	2
281	в самом	3	2
282	ко времени	1	2
283	к этой	3	2
284	и это	3	2
285	как на	3	2
286	во всяком	3	2
287	все что	2	2
288	всегда в	1	1
289	которого в	1	1
290	а из	1	1
291	на самом	1	1
292	только потому	3	1
293	воля но	1	1
294	и есть	2	1
295	индивидуальности и	1	1
296	нам кажется	1	1
297	что когда	1	1
298	отношений в	1	1
299	то в	5	1
300	чего не	1	1
301	не имеют	5	1
302	видеть в	2	1
303	отношения к	1	1
304	в их	2	1
305	есть не	2	1
306	с с	1	1
307	души которые	1	1
308	человеческой природы	3	1
309	что если	3	1
310	не во	1	1
311	в основных	1	1
312	есть нечто	4	1
313	не вполне	1	1
314	в некотором	2	1
315	что можно	3	1
316	в ней	7	1
317	и самого	1	1
318	столько же	3	1
319	развить в	1	1
320	на них	1	1
321	силою и	1	1
322	иное как	2	1
323	относилась к	1	1
324	столь же	3	1
325	бы то	2	1
326	в различных	1	1
327	которое он	2	1
328	во всех	5	1
329	природы и	1	1
330	и бог	1	1
331	а следовательно	1	1
332	видели что	1	1
333	для теории	3	1
334	явлений и	3	1
335	для других	1	1
336	значение и	2	1
337	будет непонятно	2	1
338	по отношению	13	1
339	а и	1	1
340	тогда как	2	1
341	себе и	1	1
342	жизни все	1	1
343	на вопрос	1	1
344	человек может	1	1
345	относится к	3	1
346	него только	1	1
347	вызывает в	1	1
348	что во	2	1
349	дает нам	1	1
350	что как	3	1
351	в одних	2	1
352	может получить	1	1
353	что по	3	1
354	был связан	1	1
355	себе не	1	1
356	в противоположность	1	1
357	ясно и	1	1
358	и стремления	4	1
359	и хотя	1	1
360	для которого	1	1
361	и воли	7	1
362	сказать о	1	1
363	себя к	1	1
364	таковы например	1	1
365	этого видно	1	1
366	тоже не	1	1
367	свои мысли	1	1
368	нами и	1	1
369	может считаться	1	1
370	им в	1	1
371	человеке и	1	1
372	которой стоит	1	1
373	если он	1	1
374	по мнению	3	1
375	не могла	2	1
376	так сказать	2	1
377	жизнью и	1	1
378	истины в	1	1
379	не следует	5	1
380	началу то	1	1
381	после этого	2	1
382	стороны а	1	1
383	всем своем	1	1
384	нас любовь	1	1
385	чем попало	1	1
386	одной и	3	1
387	из него	2	1
388	одно и	1	1
389	но все	2	1
390	к божественному	1	1
391	наука не	1	1
392	том же	2	1
393	смысле в	4	1
394	касается до	1	1
395	не будет	2	1
396	те же	1	1
397	их и	2	1
398	развития к	1	1
399	них не	2	1
400	не нашел	1	1
401	заключается в	3	1
402	которого не	1	1
403	с другими	1	1
404	это не	7	1
405	именно что	2	1
406	и тем	3	1
407	только одно	1	1
408	который сам	1	1
409	премудрости божией	1	1
410	эмпиризма и	1	1
411	для них	2	1
412	но уже	2	1
413	о которых	2	1
414	мы имеем	1	1
415	тому что	3	1
416	место и	1	1
417	и уже	1	1
418	жизни но	1	1
419	с такой	1	1
420	чем в	2	1
421	только во	1	1
422	мы не	10	1
423	духовной жизни	2	1
424	остается в	1	1
425	в этих	7	1
426	в г	2	1
427	таким же	2	1
428	заключать в	1	1
429	и без	3	1
430	растет и	1	1
431	которое нам	1	1
432	и понятия	2	1
433	бы мы	1	1
434	вопрос о	4	1
435	любовь и	1	1
436	и той	3	1
437	есть его	1	1
438	свое состояние	2	1
439	без всяких	1	1
440	их в	1	1
441	ни было	2	1
442	том и	2	1
443	языков и	1	1
444	вместе со	1	1
445	не для	1	1
446	она не	3	1
447	людьми или	1	1
448	любви и	1	1
449	впоследствии они	1	1
450	в таких	2	1
451	к лицу	1	1
452	только вследствие	1	1
453	что ему	1	1
454	этими двумя	1	1
455	на себе	2	1
456	и искусство	1	1
457	случае не	1	1
458	что иное	2	1
459	не могло	3	1
460	нам и	2	1
461	только не	2	1
462	то чего	2	1
463	следовательно и	2	1
464	и сразу	1	1
465	его от	1	1
466	для всех	5	1
467	или как	1	1
468	тоже только	1	1
469	с этих	1	1
470	не выходя	1	1
471	к исторической	1	1
472	убедиться в	1	1
473	вернее сказать	1	1
474	связи с	3	1
475	до того	1	1
476	этом отношении	1	1
477	ни малейшего	2	1
478	в области	1	1
479	человека что	1	1
480	не потому	2	1
481	деятельности и	5	1
482	физических явлений	2	1
483	уже о	1	1
484	все то	2	1
485	своей дальнейшей	1	1
486	не могут	4	1
487	есть только	11	1
488	сравнении с	2	1
489	только мысли	1	1
490	мнения о	2	1
491	а что	1	1
492	и деятельности	1	1
493	человек принужден	1	1
494	слова с	1	1
495	в каждом	4	1
496	необходимым и	1	1
497	то ни	3	1
498	из всего	1	1
499	с ее	2	1
500	свою очередь	4	1
501	говоря уже	1	1
502	всего этого	1	1
503	на другой	1	1
504	к нам	1	1
505	к т	2	1
506	может только	1	1
507	свою сторону	1	1
508	уже с	2	1
509	только то	2	1
510	в произведении	1	1
511	с самого	3	1
512	всей своей	1	1
513	так в	1	1
514	роль в	1	1
515	и совершенно	1	1
516	в личной	1	1
517	не с	1	1
518	было в	1	1
519	и которые	2	1
520	том виде	1	1
521	сказано выше	1	1
522	без основания	1	1
523	и первые	1	1
524	если бы	14	1
525	построена на	1	1
526	в разных	2	1
527	связанная с	1	1
528	против этого	1	1
529	образования и	2	1
530	познания и	2	1
531	как существо	1	1
532	уже были	1	1
533	внимание на	1	1
534	одного из	2	1
535	смысле оно	1	1
536	нас в	1	1
537	затем в	1	1
538	все в	2	1
539	между нами	1	1
540	связь между	2	1
541	от них	1	1
542	которые мы	5	1
543	и во	3	1
544	во всей	1	1
545	нельзя себе	2	1
546	в другой	3	1
547	которые он	1	1
548	укажем только	1	1
549	сомнения в	1	1
550	что бы	2	1
551	совсем в	1	1
552	для самого	1	1
553	содержания но	1	1
554	тех пор	1	1
555	в формах	1	1
556	на которой	1	1
557	но с	2	1
558	не как	1	1
559	время когда	1	1
560	что даже	2	1
561	силы человека	2	1
562	истории и	1	1
563	как нечто	1	1
564	в разные	2	1
565	которое мы	2	1
566	его образования	1	1
567	в обществе	1	1
568	между этими	1	1
569	жить и	1	1
570	вопрос об	3	1
571	с одной	3	1
572	история и	2	1
573	с какой	1	1
574	самом деле	1	1
575	же в	2	1
576	что не	10	1
577	чем с	1	1
578	слова не	2	1
579	чего бы	2	1
580	одно из	3	1
581	жил и	1	1
582	в одном	8	1
583	свойства человеческой	1	1
584	друг друга	5	1
585	власти над	1	1
586	мы можем	2	1
587	как его	1	1
588	жить как	1	1
589	бытия и	3	1
590	и никакой	1	1
591	должны сказать	1	1
592	заметить что	2	1
593	от того	4	1
594	и вместе	2	1
595	ее на	1	1
596	в других	2	1
597	должно следовать	2	1
598	и только	2	1
599	которые как	1	1
600	чувствует себя	1	1
601	без того	1	1
602	но одно	1	1
603	влияние на	2	1
604	не один	1	1
605	что человек	5	1
606	именно в	1	1
607	и насколько	1	1
608	будет ли	1	1
609	даже самого	1	1
610	далеко не	1	1
611	в свою	4	1
612	даже для	1	1
613	себя и	1	1
614	слово но	1	1
615	прежде всего	4	1
616	притом не	4	1
617	одной стороны	3	1
618	которые не	2	1
619	а не	21	1
620	человеческой жизни	1	1
621	бы по	1	1
622	о значении	1	1
623	разных местах	1	1
624	с прежними	1	1
625	его как	1	1
626	как именно	1	1
627	с чувством	1	1
628	гораздо глубже	1	1
629	время с	1	1
630	так же	5	1
631	приводит в	1	1
632	тогда только	1	1
633	в одной	1	1
634	д в	1	1
635	только его	1	1
636	то можно	1	1
637	например когда	1	1
638	что понятие	3	1
639	перейти в	1	1
640	поэтому не	1	1
641	в данном	1	1
642	что за	1	1
643	который мы	1	1
644	она есть	1	1
645	лицом к	1	1
646	к великому	1	1
647	смысле этого	1	1
648	я хочу	1	1
649	самого себя	4	1
650	и вполне	1	1
651	языками но	1	1
652	ней не	1	1
653	в состоянии	3	1
654	и более	2	1
655	быть не	4	1
656	и глубине	1	1
657	этого слова	1	1
658	с этой	2	1
659	этих отношений	1	1
660	как предмет	2	1
661	заставляет нас	2	1
662	ничего кроме	1	1
663	и того	2	1
664	в более	4	1
665	это новое	1	1
666	логической мысли	1	1
667	не существует	2	1
668	об отношении	3	1
669	или в	2	1
670	и слова	2	1
671	мысль о	2	1
672	по одной	3	1
673	бы в	4	1
674	не будучи	1	1
675	хотя в	3	1
676	себе на	1	1
677	не есть	10	1
678	связь с	2	1
679	человека то	1	1
680	это все	1	1
681	но если	2	1
682	между ними	1	1
683	привело к	1	1
684	не говоря	1	1
685	от своего	1	1
686	он находит	1	1
687	сказать об	1	1
688	дело с	1	1
689	которым он	1	1
690	по одному	1	1
691	жизни а	1	1
692	по которой	1	1
693	в сравнении	3	1
694	не что	2	1
695	до какой	1	1
696	ко всему	1	1
697	прочим а	1	1
698	время не	1	1
699	к другим	2	1
700	ума есть	1	1
701	и другие	1	1
702	в таком	5	1
