N	2gram	Potebnia_M_3	Vladivir
507	же именно	1	1
508	само собою	1	1
509	в них	5	1
510	смысле совокупности	1	1
511	все равно	4	1
512	не всегда	2	1
513	которой он	1	1
514	чему стремится	1	1
515	нигде не	1	1
516	оно имеет	3	1
517	и почему	2	1
518	в один	4	1
519	что собственно	2	1
520	вещи в	1	1
521	во время	2	1
522	от своего	1	1
523	и при	4	1
524	мысль и	1	1
525	не зависит	1	1
526	как все	1	1
527	в такой	1	1
528	и без	7	1
529	представить себе	3	1
530	живет только	1	1
531	другим как	1	1
532	то для	2	1
533	относиться ко	1	1
534	место в	3	1
535	и понятия	3	1
536	себе а	4	1
537	в которых	2	1
538	бы мы	2	1
539	но эта	1	1
540	не будем	1	1
541	образом и	3	1
542	но он	1	1
543	друг другу	1	1
544	своих признаков	1	1
545	не поймет	1	1
546	в понятии	2	1
547	есть именно	1	1
548	речи в	1	1
549	без всяких	1	1
550	важную роль	1	1
551	ни было	1	1
552	возможно только	3	1
553	говорит не	1	1
554	с такими	1	1
555	общего и	1	1
556	том же	2	1
557	того кто	1	1
558	или если	1	1
559	и необходимость	1	1
560	слово будет	1	1
561	виду что	1	1
562	с которой	1	1
563	хотя это	1	1
564	что с	2	1
565	и другое	1	1
566	на себе	1	1
567	но вместе	4	1
568	не составляют	3	1
569	это с	1	1
570	следовательно и	1	1
571	того и	1	1
572	того как	4	1
573	под этим	1	1
574	это то	1	1
575	только из	1	1
576	но очень	1	1
577	обобщения и	1	1
578	и чувства	1	1
579	буквальном смысле	2	1
580	это слово	4	1
581	такой точки	1	1
582	и теперь	6	1
583	в процессе	1	1
584	до того	4	1
585	внутреннюю форму	5	1
586	него но	1	1
587	ему не	2	1
588	настоящего времени	1	1
589	и оно	3	1
590	о таком	1	1
591	именно оно	1	1
592	начиная с	1	1
593	относиться к	1	1
594	когда мы	2	1
595	тогда и	3	1
596	то какой	1	1
597	его за	1	1
598	свою личную	1	1
599	и другим	1	1
600	он вечно	1	1
601	для его	1	1
602	указывает на	6	1
603	что при	3	1
604	которые мы	1	1
605	и он	1	1
606	на нечто	1	1
607	мыслимо только	1	1
608	или идея	1	1
609	говоря уже	1	1
610	чего я	1	1
611	без всякого	1	1
612	в ее	2	1
613	в буквальном	2	1
614	только не	2	1
615	такой взгляд	1	1
616	с самого	1	1
617	говорится что	1	1
618	так в	2	1
619	свободу и	1	1
620	другом и	1	1
621	это можно	3	1
622	и признаки	1	1
623	те же	6	1
624	ясно что	1	1
625	особенно в	1	1
626	с самим	1	1
627	мы только	1	1
628	что первобытный	1	1
629	и каждый	1	1
630	оно как	1	1
631	когда в	2	1
632	но никак	2	1
633	том как	3	1
634	могла быть	2	1
635	истины а	1	1
636	не имели	1	1
637	а еще	1	1
638	даны в	1	1
639	этого сознания	1	1
640	по неизвестным	1	1
641	образ или	2	1
642	такой простой	1	1
643	каждый раз	2	1
644	мы могли	1	1
645	каждой из	3	1
646	другими словами	1	1
647	одного из	1	1
648	или на	2	1
649	этой работе	1	1
650	сознания есть	1	1
651	можно сказать	3	1
652	ли она	4	1
653	критически относиться	1	1
654	вопросу о	1	1
655	такими же	1	1
656	все в	2	1
657	не могло	1	1
658	если например	2	1
659	словом которое	2	1
660	же самые	1	1
661	творчества в	1	1
662	я думаю	2	1
663	а потому	6	1
664	определение есть	1	1
665	в глазах	1	1
666	же после	1	1
667	непосредственно в	1	1
668	вслед за	3	1
669	есть тоже	1	1
670	еще только	1	1
671	и следовательно	3	1
672	если это	1	1
673	он легко	1	1
674	самая вещь	1	1
675	и мы	2	1
676	с нашей	1	1
677	этой силы	1	1
678	тех пор	1	1
679	этих признаков	2	1
680	здесь от	1	1
681	признаки а	1	1
682	один из	4	1
683	что только	6	1
684	но легко	1	1
685	только одной	1	1
686	мы видим	2	1
687	понятно и	1	1
688	уже одно	1	1
689	словом и	5	1
690	что одно	1	1
691	это стремление	1	1
692	впрочем и	2	1
693	же почему	1	1
694	говорит только	2	1
695	на одно	1	1
696	есть ни	4	1
697	не то	3	1
698	самом деле	2	1
699	этому поводу	1	1
700	конечно не	1	1
701	преобладающих над	1	1
702	а это	1	1
703	не дает	2	1
704	в душе	10	1
705	за ним	3	1
706	эти два	1	1
707	сущности совершенно	1	1
708	не находит	1	1
709	иначе как	1	1
710	случае когда	1	1
711	признаков и	3	1
712	него происходит	1	1
713	очевидно не	1	1
714	при всей	1	1
715	притом не	2	1
716	существовать в	1	1
717	этого он	1	1
718	это единство	2	1
719	мало для	1	1
720	указание на	2	1
721	известного рода	1	1
722	это будет	1	1
723	имеет значение	6	1
724	принадлежит ему	2	1
725	нужно было	1	1
726	и произведения	1	1
727	до сих	3	1
728	о влиянии	1	1
729	что человек	2	1
730	образа а	1	1
731	по своим	1	1
732	бы эти	1	1
733	есть представление	6	1
734	не тождественно	1	1
735	на чем	2	1
736	такое же	3	1
737	в природе	2	1
738	души и	2	1
739	себя и	4	1
740	что для	4	1
741	к более	1	1
742	от другого	3	1
743	противном случае	1	1
744	они представляются	1	1
745	случайных и	1	1
746	бы для	1	1
747	на этот	1	1
748	идеи в	2	1
749	принадлежит не	1	1
750	и непосредственно	1	1
751	было результатом	1	1
752	человеческой жизни	3	1
753	только от	3	1
754	есть истина	1	1
755	с которым	1	1
756	творчество в	1	1
757	было в	1	1
758	его я	3	1
759	входить в	1	1
760	я говорю	1	1
761	говорит нам	1	1
762	с какою	4	1
763	перейти от	2	1
764	ограничиваясь только	1	1
765	в строгом	1	1
766	было для	1	1
767	есть такое	1	1
768	его на	1	1
769	в человеке	3	1
770	и определения	1	1
771	по своему	2	1
772	строгом смысле	1	1
773	он говорит	2	1
774	она есть	1	1
775	ради того	1	1
776	в последнем	3	1
777	я это	1	1
778	но этот	2	1
779	для человека	4	1
780	то к	3	1
781	категории субстанции	1	1
782	такого произведения	1	1
783	ли эта	1	1
784	своего развития	1	1
785	исходя из	1	1
786	том смысле	3	1
787	этого слова	11	1
788	к понятию	1	1
789	было ни	1	1
790	слова и	5	1
791	на пути	1	1
792	сих пор	3	1
793	как предмет	1	1
794	только для	1	1
795	заставляет нас	2	1
796	каждое из	2	1
797	все это	4	1
798	видно что	1	1
799	и таким	1	1
800	от нас	3	1
801	в более	1	1
802	и после	2	1
803	формы с	1	1
804	только а	1	1
805	уже на	2	1
806	первой его	1	1
807	тем и	3	1
808	ему только	2	1
809	не подлежит	2	1
810	между ними	1	1
811	же понятие	1	1
812	а к	3	1
813	бы даже	1	1
814	ее понимаем	1	1
815	развития и	1	1
816	отсюда видно	1	1
817	души в	1	1
818	на свою	2	1
819	ее то	1	1
820	есть уже	11	1
821	отношении к	2	1
822	к самому	1	1
823	есть то	2	1
824	нам не	1	1
825	и начинается	1	1
826	может и	1	1
827	существование и	1	1
828	в свою	3	1
829	себя ради	1	1
830	не говоря	3	1
831	только как	5	1
832	в системе	2	1
833	в действительности	5	1
834	допустить что	1	1
835	жизни и	2	1
836	но эти	1	1
837	человека к	1	1
838	то оно	3	1
839	по поводу	4	1
840	невозможна без	1	1
841	все что	4	1
842	гораздо более	1	1
