N	2gram	Bakhtin_Fr_2	DiskursI
351	это ощущение	3	1
352	смерть не	1	1
353	можно только	1	1
354	поэтому в	1	1
355	в эпоху	13	1
356	для этого	1	1
357	и даже	2	1
358	высокое и	1	1
359	один человек	1	1
360	с ним	4	1
361	и смерть	1	1
362	которого можно	1	1
363	о нем	1	1
364	и здесь	1	1
365	не был	3	1
366	другом месте	2	1
367	и т.д	2	1
368	в значительной	3	1
369	или меньшую	1	1
370	и во	4	1
371	должно было	1	1
372	рассказы и	1	1
373	погружен в	1	1
374	таким путем	1	1
375	существенную роль	1	1
376	в форме	4	1
377	века и	3	1
378	слов и	1	1
379	и следовательно	2	1
380	как она	1	1
381	лирики то	1	1
382	как мне	1	1
383	свое наиболее	1	1
384	от утверждения	2	1
385	сводить к	1	1
386	традиции в	2	1
387	художественной литературе	1	1
388	и весьма	1	1
389	до нас	8	1
390	в литературу	1	1
391	с будущим	1	1
392	имеет своим	1	1
393	на мир	2	1
394	книги или	1	1
395	так что	1	1
396	свидетельствуют о	1	1
397	он усматривает	1	1
398	только на	1	1
399	себя и	1	1
400	особое отношение	1	1
401	не дает	3	1
402	большинстве случаев	1	1
403	присутствует в	1	1
404	в книге	3	1
405	искать в	1	1
406	и их	1	1
407	всяком случае	2	1
408	с последующим	1	1
409	вовсе не	10	1
410	вводит в	1	1
411	тем что	4	1
412	и оценки	1	1
413	это по	1	1
414	но из	1	1
415	не претендуя	1	1
416	отношения но	1	1
417	того что	1	1
418	не были	2	1
419	вторая правда	1	1
420	о влиянии	1	1
421	обращении к	1	1
422	быть ничего	1	1
423	еще и	1	1
424	во второй	1	1
425	к однозначности	1	1
426	и др	9	1
427	необходимо понять	1	1
428	в романе	9	1
429	были созданы	1	1
430	быть названо	1	1
431	превращается в	3	1
432	он описывает	1	1
433	на этот	1	1
434	и оценен	1	1
435	до конца	2	1
436	влияние и	1	1
437	с конца	1	1
438	которые по	1	1
439	направляется на	1	1
440	там где	4	1
441	что из	1	1
442	более глубокое	1	1
443	ближе к	1	1
444	и глубоко	1	1
445	равно как	1	1
446	на фоне	2	1
447	с назидательной	1	1
448	человек в	2	1
449	была усвоена	1	1
450	всем что	2	1
451	в меру	2	1
452	включиться в	1	1
453	этого момента	2	1
454	в особенности	5	1
455	из которых	1	1
456	по своему	1	1
457	это были	1	1
458	и там	1	1
459	да и	3	1
460	жизни во	1	1
461	претендуя на	1	1
462	и смерти	5	1
463	даже в	3	1
464	грани между	1	1
465	под названием	2	1
466	как некую	1	1
467	и от	1	1
468	время от	1	1
469	видно что	1	1
470	и носит	1	1
471	что касается	2	1
472	и служило	1	1
473	один из	7	1
474	были с	1	1
475	о мире	7	1
476	более того	1	1
477	лицо и	1	1
478	только таким	1	1
479	и характерное	1	1
480	взгляд они	1	1
481	ряд традиционных	1	1
482	же к	1	1
483	еще более	1	1
484	и ни	1	1
485	большую или	1	1
486	от всего	1	1
487	будто бы	1	1
488	прошлого и	1	1
489	к историческому	1	1
490	же в	3	1
491	к самому	1	1
492	всего на	1	1
493	одной из	2	1
494	как явления	1	1
495	и настоящего	1	1
496	а о	1	1
497	первых двух	1	1
498	сказать что	6	1
499	их с	1	1
500	одновременно и	1	1
501	занимает в	1	1
502	времени но	1	1
503	в какой	1	1
504	включает в	2	1
505	ее в	2	1
506	в античности	1	1
507	во всяком	2	1
