N	2gram	Vygotskiy__3	TeoriaLi
386	у нас	2	1
387	очень часто	2	1
388	в момент	1	1
389	не могут	2	1
390	и заключается	1	1
391	образом что	1	1
392	когда мы	2	1
393	указывает на	6	1
394	на это	3	1
395	она не	6	1
396	говорит о	2	1
397	в каждой	1	1
398	обычно в	1	1
399	должен быть	3	1
400	на мягкую	1	1
401	и весело	1	1
402	этой своей	1	1
403	из всего	2	1
404	как мы	7	1
405	у себя	1	1
406	значения и	1	1
407	а затем	1	1
408	того чтобы	9	1
409	действующие лица	1	1
410	это еще	1	1
411	на основе	1	1
412	только при	1	1
413	для читателя	2	1
414	в собственном	1	1
415	они ни	1	1
416	мысль о	1	1
417	собственные законы	1	1
418	только то	2	1
419	то время	2	1
420	всей своей	1	1
421	значение в	1	1
422	и совершенно	4	1
423	можно было	1	1
424	начала и	1	1
425	шиллер в	1	1
426	вошел в	2	1
427	две части	1	1
428	в новую	1	1
429	наше внимание	3	1
430	на каждом	1	1
431	трагизма в	1	1
432	автор должен	3	1
433	в словах	1	1
434	для этого	2	1
435	с ним	2	1
436	мы рассмотрим	2	1
437	нет на	1	1
438	на вопрос	1	1
439	определенным образом	1	1
440	никак не	7	1
441	всеми теми	1	1
442	не ту	1	1
443	одного из	2	1
444	под маской	3	1
445	основе своей	1	1
446	и который	2	1
447	может не	1	1
448	в сущности	10	1
449	в евгении	1	1
450	эта перемена	1	1
451	под именем	1	1
452	в которую	2	1
453	не уничтожается	1	1
454	эти два	3	1
455	я думаю	1	1
456	ним и	1	1
457	героев в	2	1
458	и только	3	1
459	в другой	1	1
460	для эстетической	1	1
461	не совпадает	2	1
462	один из	6	1
463	но с	1	1
464	в двух	9	1
465	тот же	3	1
466	дело с	1	1
467	а у	2	1
468	в какой	5	1
469	образа в	1	1
470	или же	1	1
471	между этими	1	1
472	что ж	1	1
473	бы рассказ	1	1
474	со всеми	2	1
475	с которыми	1	1
476	так что	8	1
477	из которого	1	1
478	для всех	2	1
479	есть в	2	1
480	другими звуками	1	1
481	если мы	6	1
482	только на	1	1
483	в поэзии	1	1
484	смысл этой	3	1
485	эта возможность	1	1
486	героев или	1	1
487	из них	6	1
488	за ним	1	1
489	только одно	1	1
490	к каким	2	1
491	поэзии есть	1	1
492	одно из	2	1
493	и их	1	1
494	представить себе	1	1
495	ведь это	1	1
496	и прежде	1	1
497	в одном	8	1
498	с этими	1	1
499	так как	6	1
500	тому же	1	1
501	к ним	3	1
502	может служить	7	1
503	без этого	1	1
504	не говорит	1	1
505	басни или	2	1
506	для того	8	1
507	представляют собой	2	1
508	разница в	1	1
509	не оказывается	1	1
510	бывает в	1	1
511	те два	4	1
512	насколько это	1	1
513	на примере	2	1
514	как у	1	1
515	две половины	1	1
516	отказаться от	1	1
517	по своим	1	1
518	с той	4	1
519	в уме	1	1
520	еще и	2	1
521	такое же	3	1
522	души и	1	1
523	что для	1	1
524	противоречие между	2	1
525	положений и	1	1
526	бы никакого	1	1
527	эмоционального строя	1	1
528	напротив мы	1	1
529	превращается в	1	1
530	не было	1	1
531	понимаем что	1	1
532	зависит от	1	1
533	жизнь в	1	1
534	же точно	2	1
535	и я	2	1
536	и первый	1	1
537	когда же	1	1
538	могут служить	1	1
539	которое существует	1	1
540	разговор с	1	1
541	что из	1	1
542	ближе к	1	1
543	то она	1	1
544	если не	1	1
545	это на	1	1
546	перейдем к	1	1
547	и заключительные	1	1
548	в одной	2	1
549	подробностей и	1	1
550	нимало не	1	1
551	к своему	2	1
552	целом ряде	1	1
553	истории не	1	1
554	одновременно и	3	1
555	одновременно с	1	1
556	тому как	1	1
557	лицом и	1	1
558	чувства и	2	1
559	для понимания	1	1
560	евгении онегине	1	1
561	в малой	2	1
562	с этой	2	1
563	восприятия все	1	1
564	на время	2	1
565	художественное произведение	1	1
566	быть и	1	1
567	каждого из	3	1
568	выше можно	1	1
569	своей жизни	2	1
570	о его	1	1
571	все это	3	1
572	я от	1	1
573	о мире	2	1
574	чтобы этот	1	1
575	каждой из	1	1
576	для автора	1	1
577	в результате	1	1
578	все они	2	1
579	о котором	5	1
580	больше и	3	1
581	места в	2	1
582	бы в	3	1
583	не более	2	1
584	с другими	1	1
585	поэт в	1	1
586	ту форму	1	1
587	им с	1	1
588	же в	2	1
589	мы видим	12	1
590	полагал что	1	1
591	не есть	1	1
592	в стихах	3	1
593	вступает в	1	1
594	к самому	2	1
595	с ней	1	1
596	от всех	1	1
597	совершенно не	5	1
598	вступить в	1	1
599	автора в	1	1
600	из этого	8	1
601	что такое	1	1
602	просто не	1	1
603	жизни и	1	1
604	ее в	4	1
605	видим в	2	1
606	и другие	2	1
607	случае если	1	1
608	в своих	4	1
609	можно назвать	2	1
610	в таком	3	1
611	все что	1	1
612	этой точки	1	1
