N	2gram	Propp_Russ_2	Psycholo
214	и при	2	2
215	исследовании о	1	2
216	всяком случае	1	2
217	вывод что	2	2
218	место в	1	2
219	их в	4	2
220	том же	4	2
221	в этих	3	2
222	что этот	1	2
223	и форма	1	2
224	что чем	1	2
225	как можно	2	2
226	считает что	1	2
227	принадлежат к	2	2
228	на него	1	2
229	до самой	1	2
230	учения о	1	2
231	такие же	3	2
232	когда мы	2	2
233	как только	1	2
234	оно не	1	2
235	она не	3	2
236	и которая	1	2
237	свою очередь	1	2
238	и многие	2	2
239	на другой	2	2
240	сводится к	1	2
241	в особенности	1	2
242	так в	2	2
243	который он	1	2
244	на которую	1	2
245	что такие	2	2
246	том как	1	2
247	и вообще	1	2
248	в таком	4	2
249	и здесь	1	2
250	во всяком	1	2
251	в глаза	2	2
252	после того	2	2
253	с того	1	2
254	в его	1	2
255	в свете	3	2
256	и следовательно	1	2
257	в него	2	2
258	к нему	4	2
259	показывают что	1	2
260	в новой	2	2
261	пришел к	1	2
262	в какой	1	2
263	детскую игру	1	2
264	их как	1	2
265	говорит о	2	2
266	могло бы	1	2
267	в одном	1	2
268	в состоянии	1	2
269	отношение к	1	2
270	к ним	1	2
271	в день	7	2
272	каждый из	2	2
273	в других	15	2
274	она начинает	1	2
275	а с	2	2
276	не было	2	2
277	на которых	1	2
278	не на	1	2
279	зависит от	1	2
280	в руках	2	2
281	там где	2	2
282	на который	1	2
283	вместе с	6	2
284	эта теория	4	2
285	если она	2	2
286	из которых	2	2
287	но это	1	2
288	и таким	1	2
289	почему именно	1	2
290	а к	2	2
291	для нас	6	2
292	из себя	1	2
293	у них	2	2
294	тем более	1	2
295	другой стороны	1	2
296	их с	1	2
297	ли он	1	2
298	и от	3	2
299	изо рта	1	2
300	заметить что	2	2
301	это в	2	2
302	все что	1	2
303	а между	1	1
304	ясно и	1	1
305	одним из	2	1
306	в русских	4	1
307	человека и	1	1
308	на дереве	1	1
309	количество таких	1	1
310	он может	1	1
311	что тема	1	1
312	на две	2	1
313	и должен	1	1
314	и за	1	1
315	тридевять земель	1	1
316	а как	1	1
317	что между	1	1
318	на место	1	1
319	происходило в	1	1
320	так чтобы	2	1
321	что иное	2	1
322	мы и	1	1
323	чтобы у	1	1
324	тем как	1	1
325	это имеет	2	1
326	подобной же	1	1
327	самих себя	1	1
328	с одной	2	1
329	шли в	1	1
330	же на	1	1
331	только тогда	3	1
332	должны были	2	1
333	а и	2	1
334	иногда и	2	1
335	к сожалению	1	1
336	независимо от	1	1
337	можно предположить	3	1
338	что ее	3	1
339	к новому	1	1
340	что касается	1	1
341	кроме того	2	1
342	и где	1	1
343	его к	1	1
344	к числу	2	1
345	более или	1	1
346	следующим образом	5	1
347	этой цели	2	1
348	смысл мы	1	1
349	уже не	4	1
350	животных и	1	1
351	этот случай	1	1
352	себя к	1	1
353	все по	1	1
354	из этих	2	1
355	в большинстве	1	1
356	остановиться на	1	1
357	только один	1	1
358	тому же	1	1
359	если он	2	1
360	не могла	1	1
361	вообще не	1	1
362	как оно	2	1
363	не следует	1	1
364	видел в	1	1
365	за тридевять	1	1
366	он должен	1	1
367	и если	1	1
368	и свойства	1	1
369	или другое	1	1
370	от людей	1	1
371	чем сильнее	1	1
372	людей и	2	1
373	так например	1	1
374	к выводу	1	1
375	в нее	1	1
376	но все	1	1
377	это конечно	1	1
378	совпадают с	1	1
379	не будет	1	1
380	указывали на	1	1
381	данных для	1	1
382	в другом	1	1
383	а по	1	1
384	его в	8	1
385	те или	1	1
386	в и	3	1
387	и под	3	1
388	и дает	1	1
389	что большинство	1	1
390	и была	1	1
391	д с	1	1
392	к теории	1	1
393	то увидим	1	1
394	только одно	1	1
395	не ясно	2	1
396	он же	1	1
397	а когда	1	1
398	своих поэтических	1	1
399	для чего	1	1
400	мы видели	7	1
401	чем в	2	1
402	должно быть	2	1
403	и тогда	1	1
404	в эту	3	1
405	земли и	5	1
406	но если	3	1
407	когда ее	1	1
408	таким же	1	1
409	как воплощение	1	1
410	нас не	2	1
411	в котором	3	1
412	бы к	1	1
413	не столько	2	1
414	и назначение	1	1
415	на свою	1	1
416	в отличие	3	1
417	стоит в	1	1
418	и этой	1	1
419	мир и	1	1
420	свет на	1	1
421	не играют	1	1
422	образом из	1	1
423	так называемое	1	1
424	чтобы это	1	1
425	однако в	1	1
426	на дерево	1	1
427	и очень	1	1
428	что есть	1	1
429	того момента	1	1
430	к такой	1	1
431	что эта	1	1
432	в русской	1	1
433	без ответа	1	1
434	дело не	2	1
435	эти формы	1	1
436	дело в	1	1
437	одна из	11	1
438	каждый день	1	1
439	когда они	2	1
440	подходят к	1	1
441	о них	2	1
442	найти в	1	1
443	в качестве	3	1
444	именно с	1	1
445	к ней	2	1
446	п в	12	1
447	и является	1	1
448	на природу	2	1
449	же он	1	1
450	связи с	2	1
451	происхождению и	1	1
452	так называемый	1	1
453	его потеряла	1	1
454	форма все	1	1
455	и оно	1	1
456	все то	2	1
457	чтобы сделать	1	1
458	форме а	1	1
459	сходство с	1	1
460	и другим	1	1
461	о таких	1	1
462	в одну	1	1
463	должен быть	2	1
464	из всего	1	1
465	как мы	3	1
466	и о	3	1
467	на нем	1	1
468	всем этим	1	1
469	затем они	1	1
470	она живет	1	1
471	нет никаких	2	1
472	приводит к	1	1
473	по аналогии	1	1
474	на нее	6	1
475	начинают все	1	1
476	не с	2	1
477	живет в	3	1
478	делается для	1	1
479	палку в	1	1
480	с собой	1	1
481	еще в	2	1
482	это сходство	1	1
483	когда в	1	1
484	что бывает	1	1
485	могла быть	1	1
486	возможно что	1	1
487	чтобы вызвать	2	1
488	с этого	1	1
489	как у	1	1
490	собой и	1	1
491	предположить что	4	1
492	означает что	1	1
493	выводу что	1	1
494	в тех	1	1
495	горе мы	1	1
496	иное как	2	1
497	из основных	2	1
498	держа в	1	1
499	который пишет	1	1
500	что каждый	1	1
501	можно сказать	1	1
502	случаев когда	1	1
503	только способность	1	1
504	происходит не	1	1
505	аналогии с	1	1
506	и во	1	1
507	детская игра	1	1
508	под именем	3	1
509	смотрят на	1	1
510	ее от	2	1
511	этому поводу	2	1
512	мы указывали	2	1
513	от самих	1	1
514	все в	2	1
515	представления о	2	1
516	если эта	1	1
517	это приводит	1	1
518	связь между	2	1
519	в самый	2	1
520	же можно	1	1
521	дело так	1	1
522	у той	1	1
523	на которой	1	1
524	наоборот он	1	1
525	в двух	1	1
526	с ними	1	1
527	мы увидим	1	1
528	никакой роли	1	1
529	его жизнь	1	1
530	рассматриваться как	2	1
531	по этому	2	1
532	какой степени	1	1
533	где они	2	1
534	же и	1	1
535	в таких	3	1
536	можно установить	1	1
537	вопроса о	1	1
538	не всякое	1	1
539	как более	1	1
540	они умирали	1	1
541	от других	1	1
542	который без	1	1
543	за ним	3	1
544	который как	1	1
545	был бы	1	1
546	для него	1	1
547	прежде всего	2	1
548	носит характер	1	1
549	ее не	1	1
550	только с	1	1
551	из нее	2	1
552	случае не	1	1
553	эта поэтическая	1	1
554	же цель	1	1
555	она будет	1	1
556	не просто	1	1
557	распущенными волосами	2	1
558	ее на	2	1
559	встречаемся с	1	1
560	до самого	1	1
561	в другой	1	1
562	нужно было	1	1
563	ней и	1	1
564	даже не	1	1
565	при рассмотрении	2	1
566	с другим	2	1
567	и эту	1	1
568	игры и	1	1
569	сюда же	2	1
570	именно в	4	1
571	человека а	2	1
572	и затем	1	1
573	теория не	3	1
574	вопрос почему	1	1
575	в некоторых	9	1
576	связано с	2	1
577	несколько иным	1	1
578	на основании	1	1
579	смысла и	1	1
580	во что	1	1
581	целым рядом	1	1
582	на эту	2	1
583	если эти	1	1
584	этом основании	1	1
585	совершенно очевидно	2	1
586	под влиянием	1	1
587	он по	1	1
588	ряд других	2	1
589	этой же	1	1
590	должна была	5	1
591	о сходстве	1	1
592	которое в	2	1
593	раз наоборот	1	1
594	верно что	1	1
595	зерна с	1	1
596	одной стороны	2	1
597	не дают	1	1
598	это доказать	1	1
599	во все	1	1
600	и там	3	1
601	когда же	1	1
602	или менее	1	1
603	если это	1	1
604	исходя из	1	1
605	быть не	1	1
606	по ним	1	1
607	бросается в	2	1
608	или другого	1	1
609	этого слова	1	1
610	этом случае	6	1
611	человека который	2	1
612	не касаясь	1	1
613	остается без	1	1
614	этом и	2	1
615	вошла в	1	1
616	в противном	1	1
617	из ряда	1	1
618	говорить что	2	1
619	и сами	1	1
620	так будто	1	1
621	она может	1	1
622	на новый	3	1
623	в область	1	1
624	или в	7	1
625	и другими	1	1
626	от него	1	1
627	от одного	1	1
628	не более	1	1
629	воду с	2	1
630	понимал и	1	1
631	первое что	1	1
632	будто бы	5	1
633	в круг	1	1
634	и наконец	1	1
635	только что	1	1
636	по пути	1	1
637	не сумела	1	1
638	за этим	2	1
639	установить и	1	1
640	имеет целью	2	1
641	две формы	2	1
642	и эта	1	1
643	понимать как	1	1
644	это на	1	1
645	им не	1	1
646	не что	2	1
647	это и	2	1
648	из своей	1	1
649	какой смысл	1	1
650	в виде	4	1
651	всем этом	1	1
652	в воде	3	1
653	и другие	14	1
654	очень редко	1	1
655	что за	1	1
656	к этому	5	1
657	ничего общего	1	1
