N	2gram	Vinokur_Ku_1	Mirosoze
194	хотя и	3	2
195	в действительности	1	2
196	увидим что	2	2
197	от этого	2	2
198	в которой	6	2
199	бы не	1	2
200	и те	1	2
201	в братьях	1	2
202	но на	1	2
203	может уже	1	2
204	и если	3	2
205	на его	3	2
206	на этом	1	2
207	еще более	1	2
208	лишь в	2	2
209	то все	1	2
210	стоит на	1	2
211	не всегда	2	2
212	должно быть	3	2
213	в этих	4	2
214	точки зрения	14	2
215	ее в	2	2
216	которые в	1	2
217	сам он	1	2
218	стоит в	4	2
219	тогда когда	6	2
220	правда в	1	2
221	ничего не	2	2
222	не достигается	1	2
223	связи с	7	2
224	как будто	1	2
225	нашего культурного	1	2
226	и социального	1	2
227	к себе	4	2
228	всегда есть	1	2
229	оно не	3	2
230	свои силы	1	2
231	можно было	6	2
232	в последней	1	2
233	после того	1	2
234	по себе	2	2
235	в разных	2	2
236	нет уже	1	2
237	и что	5	2
238	в сущности	3	2
239	нас в	1	2
240	чтобы получить	2	2
241	не надо	1	2
242	это лишь	1	2
243	все время	1	2
244	у всех	1	2
245	которое было	1	2
246	но с	2	2
247	тот же	2	2
248	к свету	2	2
249	мы увидим	3	2
250	а лишь	1	2
251	между тем	5	2
252	так что	4	2
253	же и	2	2
254	уже в	3	2
255	ни одного	2	2
256	и других	1	2
257	себе в	3	2
258	братьях карамазовых	1	2
259	противоречии с	1	2
260	не случайно	6	2
261	были бы	2	2
262	он понял	1	2
263	е в	2	2
264	или иной	3	2
265	интерес к	1	2
266	что не	5	2
267	превращается в	2	2
268	человеческой жизни	1	2
269	и своим	1	2
270	вместе с	7	2
271	к своему	2	2
272	не видел	1	2
273	что за	1	2
274	это есть	2	2
275	что же	6	2
276	да и	1	2
277	из этой	1	2
278	но для	1	2
279	в более	2	2
280	и самое	1	2
281	бы в	7	2
282	дневнике писателя	1	2
283	а в	5	2
284	это все	1	2
285	отношению к	9	2
286	недостаточно еще	1	1
287	говорят о	1	1
288	и то	3	1
289	быть противопоставлен	1	1
290	приходят к	1	1
291	самом деле	9	1
292	только потому	6	1
293	мере в	6	1
294	из самых	1	1
295	почти всегда	1	1
296	ведь и	1	1
297	от которых	1	1
298	должна быть	3	1
299	со своей	1	1
300	в германии	1	1
301	всего лишь	1	1
302	мы из	1	1
303	для достижения	1	1
304	должны раскрыться	1	1
305	что если	2	1
306	все уже	1	1
307	большую роль	1	1
308	среды и	1	1
309	еще до	1	1
310	говорить о	1	1
311	на практике	3	1
312	не знают	2	1
313	явление не	1	1
314	что теперь	1	1
315	быть в	2	1
316	под действие	1	1
317	и сделали	2	1
318	можно и	1	1
319	тем как	1	1
320	нельзя понимать	1	1
321	значение и	2	1
322	только тогда	3	1
323	не все	2	1
324	если в	2	1
325	его во	1	1
326	в новом	1	1
327	которые не	1	1
328	которые могли	1	1
329	государства и	1	1
330	с этим	4	1
331	могли бы	2	1
332	вопросом о	1	1
333	и как	2	1
334	достоевского стоит	1	1
335	его к	3	1
336	нас все	2	1
337	явления и	1	1
338	не хочет	1	1
339	ни один	1	1
340	в целом	4	1
341	формы в	2	1
342	все так	1	1
343	все эти	6	1
344	во многих	2	1
345	такой человек?	1	1
346	что ничего	1	1
347	отношение между	1	1
348	на то	4	1
349	все другие	1	1
350	все те	2	1
351	и социальной	2	1
352	он должен	1	1
353	что нужно	2	1
354	к собственной	1	1
355	наших глазах	1	1
356	под конец	1	1
357	имел бы	1	1
358	но все	2	1
359	или так	1	1
360	зрения так	1	1
361	же не	1	1
362	бы перенести	1	1
363	он знал	1	1
364	то чтобы	1	1
365	об этом	1	1
366	и русский	1	1
367	на протяжении	1	1
368	вот например	1	1
369	зачем живет	1	1
370	было бы	15	1
371	он есть	3	1
372	и тем	2	1
373	не соответствует	1	1
374	какой они	1	1
375	он несет	1	1
376	не люблю	1	1
377	он принадлежит	1	1
378	она и	1	1
379	к которым	1	1
380	берет на	1	1
381	двух человек	1	1
382	этого не	2	1
383	с тем	5	1
384	и уже	1	1
385	с такой	1	1
386	как угодно	1	1
387	принадлежит в	2	1
388	в развитии	1	1
389	на себя	3	1
390	и становится	2	1
391	бы на	2	1
392	но если	2	1
393	что такое	6	1
394	и без	1	1
395	в котором	3	1
396	с точки	9	1
397	к одному	1	1
398	в которых	6	1
399	отношение это	1	1
400	своего рода	1	1
401	той мере	5	1
402	должны были	1	1
403	ответить на	1	1
404	него не	1	1
405	втором случае	2	1
406	имеет смысл	1	1
407	и более	2	1
408	и всякую	1	1
409	вернемся к	1	1
410	иной раз	2	1
411	но они	1	1
412	это чувство	1	1
413	человека но	1	1
414	из нас	1	1
415	как о	2	1
416	также значение	1	1
417	и форм	1	1
418	и именно	2	1
419	в самых	1	1
420	к такому	1	1
421	та или	1	1
422	учения о	1	1
423	или иная	1	1
424	есть это	1	1
425	культурой не	1	1
426	и теперь	1	1
427	в сознании	1	1
428	того же	4	1
429	до того	2	1
430	уже и	3	1
431	и делает	1	1
432	что на	1	1
433	не потому	5	1
434	не могут	2	1
435	мало чем	1	1
436	сомневаться в	1	1
437	бы он	1	1
438	с проблемой	1	1
439	но также	2	1
440	по сравнению	1	1
441	для себя	1	1
442	как не	1	1
443	обществом и	1	1
444	в ее	1	1
445	к нам	1	1
446	на той	1	1
447	в пределах	4	1
448	роль в	4	1
449	как с	2	1
450	и сам	1	1
451	не с	3	1
452	в борьбе	1	1
453	которая была	1	1
454	мог бы	1	1
455	живет такой	1	1
456	она была	1	1
457	когда в	2	1
458	стороне от	1	1
459	к тем	1	1
460	но у	1	1
461	в словах	1	1
462	в прошлое	1	1
463	связанная с	2	1
464	находится в	1	1
465	а также	1	1
466	в самой	4	1
467	тех его	1	1
468	во втором	2	1
469	себя но	1	1
470	и только	1	1
471	тотчас же	1	1
472	кто в	1	1
473	общество к	1	1
474	из моментов	1	1
475	на наших	1	1
476	ней все	1	1
477	уже из	2	1
478	будь то	1	1
479	которым он	1	1
480	в какой	6	1
481	в стороне	2	1
482	за себя	1	1
483	в природе	1	1
484	а имеет	1	1
485	не то	1	1
486	которому он	1	1
487	бы у	1	1
488	и у	1	1
489	я имею	1	1
490	в противоречии	1	1
491	не из	1	1
492	не дает	1	1
493	его и	1	1
494	был бы	2	1
495	а потому	5	1
496	в письме	1	1
497	моментов в	1	1
498	смысле этого	3	1
499	для них	2	1
500	но что	1	1
501	этом отношении	5	1
502	тема эта	1	1
503	бы последний	1	1
504	себе представить	1	1
505	на примере	2	1
506	с другой	7	1
507	во второй	1	1
508	а с	3	1
509	на которые	1	1
510	не нужна	1	1
511	к более	1	1
512	также в	1	1
513	перед которой	1	1
514	бы назвать	1	1
515	и поставил	1	1
516	но никогда	1	1
517	о чем	2	1
518	на эту	2	1
519	русской действительности	1	1
520	перерождение и	1	1
521	весть о	1	1
522	принужден был	1	1
523	на самом	2	1
524	в мировую	1	1
525	в европе	1	1
526	xix века	5	1
527	по своему	1	1
528	на тот	1	1
529	в той	5	1
530	такие явления	1	1
531	отрицал что	1	1
532	многих других	1	1
533	чтобы сделать	1	1
534	смысл в	2	1
535	этого слова	3	1
536	с этой	2	1
537	этот не	1	1
538	это дух	2	1
539	этой трагедии	1	1
540	все это	6	1
541	письме к	1	1
542	него путем	1	1
543	в силах	2	1
544	вело к	1	1
545	это можно	1	1
546	задача которая	1	1
547	а все	1	1
548	когда он	3	1
549	целый ряд	5	1
550	той или	1	1
551	ним все	1	1
552	за него	1	1
553	ведь есть	1	1
554	в русский	1	1
555	всякий раз	1	1
556	только что	1	1
557	чувствовал себя	1	1
558	от всякого	1	1
559	понять эту	1	1
560	себе всю	1	1
561	у русского	1	1
562	между ними	2	1
563	ответственна за	1	1
564	в эволюции	1	1
565	была бы	3	1
566	и убийства	1	1
567	всего потому	2	1
568	и русского	1	1
569	культуры в	1	1
570	сам в	1	1
571	в свое	2	1
572	на своем	1	1
573	и неизбежной	1	1
574	не сказал	1	1
575	но эти	1	1
576	а может	1	1
577	к этому	1	1
578	как на	3	1
