N	2gram	Bakhtin_sl_2	OGranits
210	здесь нет	1	1
211	или на	2	1
212	на материале	2	1
213	сознания нет	1	1
214	в социальное	1	1
215	или их	1	1
216	в синтаксической	1	1
217	и о	1	1
218	возможно только	1	1
219	темы в	2	1
220	стиля в	1	1
221	разговорного языка	1	1
222	наиболее близкий	1	1
223	для этого	4	1
224	по себе	5	1
225	приходится выбирать	1	1
226	стиля есть	1	1
227	но такая	1	1
228	но может	1	1
229	сведены к	1	1
230	с ее	2	1
231	в мире	1	1
232	слово не	1	1
233	другими словами	1	1
234	язык еще	1	1
235	и что	1	1
236	еще не	7	1
237	в широком	1	1
238	единству языка	1	1
239	в различных	2	1
240	организован как	1	1
241	тем как	1	1
242	то мы	1	1
243	данного языка	2	1
244	к нему	3	1
245	за норму	1	1
246	совсем не	1	1
247	но не	6	1
248	или иные	1	1
249	то он	1	1
250	что язык	2	1
251	борьба с	4	1
252	применяется к	1	1
253	может и	2	1
254	отношение к	4	1
255	отметить что	3	1
256	свою новую	1	1
257	в едином	1	1
258	и речи	2	1
259	на то	1	1
260	в художественной	1	1
261	материала так	1	1
262	в истории	11	1
263	в одной	1	1
264	не зная	1	1
265	мышление и	1	1
266	до его	1	1
267	в своем	6	1
268	по своей	1	1
269	и законченное	1	1
270	один из	5	1
271	моменты в	1	1
272	пример такой	1	1
273	и как	3	1
274	языка наиболее	1	1
275	и превращается	1	1
276	отбора и	1	1
277	одной из	1	1
278	что он	2	1
279	более или	2	1
280	или иную	1	1
281	что слово	1	1
282	в значительной	6	1
283	не приходится	3	1
284	в предшествующей	2	1
285	его роль	1	1
286	иной характер	1	1
287	предшествующей главе	2	1
288	со всеми	2	1
289	так в	2	1
290	выражение в	1	1
291	математических и	1	1
292	в этой	1	1
293	оценкой и	1	1
294	и стилистически	2	1
295	для всех	4	1
296	с их	3	1
297	о слове	7	1
298	в дальнейшем	2	1
299	есть чисто	1	1
300	не проникнет	1	1
301	реального языка	1	1
302	с одним	2	1
303	конечно не	5	1
304	на всем	1	1
305	не можем	1	1
306	только на	1	1
307	если он	1	1
308	себя и	4	1
309	общения с	1	1
310	и чисто	2	1
311	к слову	1	1
312	эта полнота	1	1
313	что она	1	1
314	чужого языка	6	1
315	этого процесса	3	1
316	или даже	3	1
317	и других	4	1
318	быть сведены	1	1
319	единая и	1	1
320	о стиле	1	1
321	постановка вопроса	1	1
322	его и	2	1
323	стороны оно	1	1
324	одно из	1	1
325	и социальной	3	1
326	а вовсе	2	1
327	сознания но	1	1
328	в узком	4	1
329	в виде	2	1
330	ни была	1	1
331	в открытой	1	1
332	в конце	1	1
333	и язык	4	1
334	только с	2	1
335	здесь для	1	1
336	из него	2	1
337	и никогда	1	1
338	отличие от	13	1
339	на этом	3	1
340	людей и	2	1
341	лишь с	1	1
342	смешения разных	1	1
343	или иных	1	1
344	языка она	1	1
345	даже и	4	1
346	для того	2	1
347	мы слышим	1	1
348	борьбы и	1	1
349	косвенной речи	1	1
350	в особенности	3	1
351	что мир	1	1
352	и характер	1	1
353	в чисто	3	1
354	бы быть	1	1
355	на все	1	1
356	как мог	1	1
357	для своей	1	1
358	говорить не	1	1
359	и здесь	2	1
360	стилей в	1	1
361	его в	4	1
362	как к	3	1
363	высказывание на	1	1
364	те или	1	1
365	говорить и	1	1
366	и иных	4	1
367	свое идеологическое	1	1
368	жанров язык	1	1
369	лежит в	1	1
370	ним мы	1	1
371	с единым	1	1
372	нужно сказать	1	1
373	о которых	1	1
374	не было	2	1
375	широко пользуется	1	1
376	о художественном	1	1
377	а на	1	1
378	поскольку она	1	1
379	все равно	1	1
380	далеко не	2	1
381	и самый	1	1
382	самое слово	1	1
383	письменной речи	1	1
384	слове в	3	1
385	не всегда	2	1
386	и вне	2	1
387	как ни	1	1
388	все время	1	1
389	области поэтики	1	1
390	объекта в	1	1
391	отнюдь не	1	1
392	с миром	1	1
393	статьи и	1	1
394	автора остается	1	1
395	выйти за	1	1
396	в категории	1	1
397	не актуализуется	1	1
398	должно быть	1	1
399	этого произведения	1	1
400	менее всего	2	1
401	такой же	1	1
402	автора и	2	1
403	сразу в	1	1
404	здесь она	1	1
405	или менее	2	1
406	вступает в	1	1
407	жизненных ситуациях	1	1
408	при изучении	1	1
409	эти слова	2	1
410	синтаксическая конструкция	1	1
411	и особенно	2	1
412	этого необходимо	1	1
413	наконец даже	2	1
414	в такой	1	1
415	как это	3	1
416	лео шпицер	1	1
417	узких пределах	1	1
418	и языка	4	1
419	здесь уже	2	1
420	языке но	2	1
421	себе а	1	1
422	между языком	3	1
423	в отличие	12	1
424	мысли и	1	1
425	проблема поэтического	1	1
426	он говорит	1	1
427	такой степени	1	1
428	касаемся здесь	1	1
429	к этому	1	1
430	должно было	1	1
431	где она	1	1
432	и там	3	1
433	богаче и	1	1
434	высказывания и	1	1
435	слова могут	4	1
436	тем не	1	1
437	речи в	1	1
438	и более	2	1
439	для понимания	1	1
440	своего времени	1	1
441	относятся все	1	1
442	очень трудно	1	1
443	в последнем	1	1
444	может идти	1	1
445	зрения и	2	1
446	этого слова	1	1
447	что такое	1	1
448	в контексте	3	1
449	ситуациях и	1	1
450	быть и	3	1
451	идеологической жизни	1	1
452	в условиях	1	1
453	до конца	17	1
454	стиля не	1	1
455	но это	3	1
456	слово для	3	1
457	и свободной	1	1
458	о значении	1	1
459	ситуацию и	1	1
460	и оно	2	1
461	в то	4	1
462	как о	2	1
463	например у	2	1
464	одна из	4	1
465	близкий к	1	1
466	языка его	1	1
467	она ни	1	1
468	и падения	1	1
469	к новым	1	1
470	тех или	1	1
471	весь этот	1	1
472	не знаем	2	1
473	связанная с	1	1
474	того чтобы	2	1
475	на самый	1	1
476	иметь в	1	1
477	синтаксической конструкции	1	1
478	и становится	1	1
479	связанный с	1	1
480	или в	2	1
481	узком смысле	4	1
482	языковые особенности	1	1
483	того как	2	1
484	же время	4	1
485	или как	4	1
486	в основе	4	1
487	наблюдения над	1	1
488	важное значение	1	1
489	вообще в	1	1
490	от него	5	1
491	из существеннейших	2	1
492	а лишь	2	1
493	это слово	1	1
494	в новых	2	1
495	связи с	3	1
496	же слова	1	1
497	эта категория	3	1
498	для осуществления	1	1
499	эти три	1	1
500	в системе	1	1
501	этом отношении	3	1
502	об этом	1	1
503	и экспрессивную	1	1
504	этот разрыв	1	1
505	не знает	2	1
506	языка в	6	1
507	сказать что	3	1
508	стиль и	1	1
509	речи и	3	1
510	в поэтическом	1	1
511	работы и	2	1
512	все то	1	1
513	слова есть	1	1
514	языкового сознания	7	1
515	и часто	3	1
516	во все	1	1
517	языке и	1	1
518	рождается и	2	1
519	с его	7	1
520	только о	2	1
521	его понимании	1	1
522	указать на	1	1
523	следовательно не	1	1
524	вместе с	2	1
525	язык во	1	1
526	драматических диалогов	1	1
527	как для	3	1
528	и языком	2	1
529	всегда нуждается	1	1
530	например в	5	1
531	разрыва между	1	1
532	него невозможно	1	1
533	что при	1	1
534	системы даже	1	1
535	они не	2	1
