N	2gram	Tiupa_Vved_1	Problemy
132	одним из	5	3
133	также и	4	3
134	в приведенном	2	3
135	тем же	1	3
136	между двумя	3	3
137	и до	1	3
138	той же	1	3
139	мы имеем	5	3
140	всех его	1	3
141	и о	1	3
142	мы и	2	3
143	отношение к	2	3
144	отличие от	2	3
145	в центре	2	3
146	в той	4	3
147	в своем	5	3
148	более или	2	3
149	из этих	3	3
150	в этой	1	3
151	как он	2	3
152	на то	1	3
153	но именно	1	3
154	не к	4	3
155	их в	2	3
156	на этом	1	3
157	реакции на	1	3
158	в мире	8	3
159	рассказ в	2	3
160	было бы	4	3
161	кажется что	1	3
162	далеко не	4	3
163	в слове	3	3
164	или менее	2	3
165	но если	1	3
166	и их	1	3
167	в своей	5	3
168	в отличие	2	3
169	не как	2	3
170	но он	1	3
171	в отношении	1	3
172	по своей	3	3
173	на него	2	3
174	числе и	1	3
175	с ее	1	3
176	но при	5	3
177	с собой	1	3
178	в последующих	1	3
179	если бы	7	3
180	и т.д	5	3
181	никак не	2	3
182	и что	1	3
183	и только	1	3
184	в формах	1	3
185	между этими	1	3
186	себя в	1	3
187	только на	1	3
188	а то	2	3
189	в конце	1	3
190	что и	2	3
191	тем что	2	3
192	и даже	1	3
193	с другой	5	3
194	жизнь в	1	3
195	с помощью	1	3
196	так же	1	3
197	к своему	1	3
198	что же	3	3
199	другого человека	1	3
200	и для	3	3
201	в речи	2	3
202	бы в	3	3
203	еще более	1	3
204	другой стороны	2	3
205	того же	1	3
206	героя в	1	3
207	в речь	2	3
208	и через	1	2
209	рассказ и	1	2
210	а как	1	2
211	он как	1	2
212	он сам	1	2
213	как если	1	2
214	друг на	1	2
215	не входит	1	2
216	если в	2	2
217	к слову	1	2
218	в одной	2	2
219	не входят	1	2
220	стороны и	1	2
221	в художественном	1	2
222	и слова	1	2
223	целый ряд	2	2
224	не было	2	2
225	зрения как	1	2
226	бы и	4	2
227	бы не	2	2
228	степени и	1	2
229	так в	4	2
230	отношение между	1	2
231	но на	2	2
232	должна быть	2	2
233	на том	1	2
234	в корне	1	2
235	и по	3	2
236	об этом	4	2
237	лишь в	2	2
238	хотя бы	1	2
239	он есть	1	2
240	этом смысле	1	2
241	и тем	2	2
242	в кухне	1	2
243	все равно	2	2
244	на друга	1	2
245	и само	1	2
246	автора и	1	2
247	что такое	18	2
248	нами два	1	2
249	в которых	1	2
250	могло бы	3	2
251	не менее	4	2
252	того как	1	2
253	одна из	4	2
254	но она	1	2
255	не могло	2	2
256	жизни не	1	2
257	пути и	1	2
258	высказывания даже	1	2
259	своей природе	2	2
260	отношении к	1	2
261	этих случаях	2	2
262	то и	2	2
263	у нас	1	2
264	могут быть	4	2
265	к тому	6	2
266	той или	3	2
267	указывает на	1	2
268	в произведении	1	2
269	можно было	2	2
270	те же	2	2
271	времени и	7	2
272	это вовсе	1	2
273	из одного	1	2
274	с ним	3	2
275	в смерти	1	2
276	между тем	1	2
277	от них	1	2
278	большей или	1	2
279	но с	1	2
280	оглядкой на	1	2
281	том или	1	2
282	реагирует на	1	2
283	и так	1	2
284	поэтому и	1	2
285	так что	1	2
286	этого нельзя	1	2
287	для него	3	2
288	сами по	1	2
289	а в	6	2
290	о которых	1	2
291	или иной	3	2
292	мне и	1	2
293	или меньшей	1	2
294	только к	1	2
295	на этот	1	2
296	в рассказе	6	2
297	слова что	1	2
298	что мы	2	2
299	вместе с	1	2
300	в строгом	1	2
301	в духе	1	2
302	в данном	13	2
303	в первой	1	2
304	прямая речь	1	2
305	слов в	1	2
306	главного героя	1	2
307	чужой голос	1	2
308	при всем	1	2
309	и времени	2	2
310	оно и	1	2
311	в результате	3	2
312	о котором	2	2
313	для нас	2	2
314	сказать что	1	2
315	к другим	1	2
316	значение в	1	2
317	во всяком	1	2
318	все что	3	2
319	они не	1	2
320	относится и	1	1
321	рассматривать в	1	1
322	получает в	1	1
323	на самом	4	1
324	он может	1	1
325	к своей	1	1
326	в чужой	1	1
327	оказываются в	1	1
328	перед лицом	1	1
329	сохраняется но	1	1
330	смерть в	1	1
331	к рассказу	1	1
332	этот эпизод	1	1
333	в доме	1	1
334	из всех	1	1
335	в несколько	1	1
336	нуждаются в	1	1
337	входит в	1	1
338	к новой	1	1
339	язык как	2	1
340	именно к	1	1
341	высказывания в	1	1
342	как то	1	1
343	принадлежит к	3	1
344	на себе	1	1
345	не вполне	3	1
346	и чужого	2	1
347	вместо того	2	1
348	от друга	1	1
349	после первого	1	1
350	из того	1	1
351	пространство и	2	1
352	первого и	2	1
353	подчеркнуть что	5	1
354	в каждой	1	1
355	это время	2	1
356	в ней	4	1
357	и сами	2	1
358	между собой	2	1
359	от своей	1	1
360	от себя	1	1
361	время здесь	1	1
362	события в	1	1
363	же самые	1	1
364	в сюжете	1	1
365	в нашем	6	1
366	как правило	6	1
367	могло быть	1	1
368	но как	1	1
369	а только	1	1
370	языка например	1	1
371	же она	1	1
372	в новом	1	1
373	при условии	1	1
374	рассказчика в	1	1
375	друг от	1	1
376	один и	1	1
377	показалось что	2	1
378	к сожалению	1	1
379	характер и	1	1
380	вследствие чего	1	1
381	автору в	1	1
382	без другого	1	1
383	как к	1	1
384	однако не	1	1
385	могли бы	1	1
386	главных героев	1	1
387	в ожидании	1	1
388	обычных жизненных	1	1
389	о самом	1	1
390	и пространства	1	1
391	со своей	1	1
392	текста при	1	1
393	та же	1	1
394	из жизни	2	1
395	что это	1	1
396	в целом	3	1
397	тоже не	2	1
398	что автор	1	1
399	еще один	1	1
400	рассказ о	1	1
401	с их	1	1
402	тому же	4	1
403	иначе и	1	1
404	слово это	1	1
405	такие определения	1	1
406	героя к	1	1
407	всеми остальными	1	1
408	и если	1	1
409	рассказе и	1	1
410	на его	1	1
411	что она	1	1
412	в ее	1	1
413	чрезвычайно существенно	1	1
414	главное в	1	1
415	читателя в	1	1
416	высшей степени	2	1
417	и еще	1	1
418	или иному	1	1
419	первого лица	1	1
420	в силу	2	1
421	и вот	1	1
422	в первом	2	1
423	одном высказывании	1	1
424	новое и	1	1
425	что у	1	1
426	такая постановка	1	1
427	писателем в	1	1
428	здесь мы	1	1
429	дистанцию между	1	1
430	хода жизни	1	1
431	что все	1	1
432	же не	1	1
433	этом он	1	1
434	речью и	1	1
435	и иных	1	1
436	и мы	1	1
437	голосов как	1	1
438	уж не	1	1
439	произведении и	1	1
440	вводит в	1	1
441	до времени	1	1
442	он является	2	1
443	в них	2	1
444	в высшей	2	1
445	жизни то	2	1
446	автору и	1	1
447	не всегда	2	1
448	несмотря на	1	1
449	жизни но	1	1
450	нет своего	1	1
451	обратимся к	2	1
452	во время	1	1
453	бы на	1	1
454	рассказать историю	1	1
455	от своего	1	1
456	или точнее	1	1
457	благодаря этому	1	1
458	не должен	1	1
459	и благодаря	1	1
460	установки и	1	1
461	место в	2	1
462	не столько	4	1
463	что до	1	1
464	в авторском	2	1
465	рождение и	1	1
466	остается вне	1	1
467	обращение к	1	1
468	тем самым	5	1
469	однако в	4	1
470	даже в	1	1
471	а вот	1	1
472	тому что	1	1
473	такое время	2	1
474	дома то	1	1
475	все для	1	1
476	вплоть до	1	1
477	дня и	1	1
478	но они	2	1
479	он остается	1	1
480	дело не	1	1
481	и притом	1	1
482	как его	2	1
483	чтобы стать	2	1
484	о них	3	1
485	его участников	2	1
486	но только	1	1
487	и автор	1	1
488	человека по	1	1
489	не речевой	1	1
490	пространство в	2	1
491	живу в	1	1
492	а во	1	1
493	всего на	1	1
494	говорящим как	1	1
495	на практике	1	1
496	авторской интенции	1	1
497	определения как	1	1
498	а лишь	2	1
499	связи с	1	1
500	и сама	1	1
501	мы бы	1	1
502	в сознании	4	1
503	из истории	1	1
504	только с	1	1
505	не столь	1	1
506	как будто	4	1
507	ему показалось	2	1
508	что на	2	1
509	к читателю	1	1
510	в области	3	1
511	может показаться	1	1
512	с первой	1	1
513	развернуты в	1	1
514	начиная с	3	1
515	в мировой	1	1
516	втором эпизоде	1	1
517	человека в	1	1
518	значительной степени	1	1
519	и другим	1	1
520	его с	2	1
521	бы он	1	1
522	для его	1	1
523	при любой	1	1
524	стороны жизни	1	1
525	того чтобы	1	1
526	во внутренний	1	1
527	данном случае	6	1
528	исключает возможности	1	1
529	оказаться в	1	1
530	имеют для	1	1
531	от времени	1	1
532	она только	1	1
533	в пределе	1	1
534	сознания с	1	1
535	роль в	1	1
536	миру а	1	1
537	что может	1	1
538	с первым	1	1
539	не с	3	1
540	чужого сознания	1	1
541	их непрерывной	1	1
542	а порой	1	1
543	оно как	1	1
544	глубоко и	1	1
545	речь как	1	1
546	еще в	2	1
547	это только	2	1
548	определенным образом	1	1
549	с человеком	2	1
550	и соответственно	2	1
551	произведения как	1	1
552	т.п в	1	1
553	мы убедимся	1	1
554	за пределами	3	1
555	этом последнем	1	1
556	его жизни	1	1
557	в игре	1	1
558	в сфере	1	1
559	другого сознания	1	1
560	в значительной	1	1
561	его смысла	2	1
562	и смысловой	1	1
563	это сделать	1	1
564	нем не	1	1
565	или иначе	2	1
566	во втором	2	1
567	автор как	1	1
568	убедимся что	1	1
569	наконец в	1	1
570	отдельного слова	1	1
571	в художественной	1	1
572	и она	1	1
573	в жизнь	1	1
574	в литературе	2	1
575	известно что	1	1
576	быть и	2	1
577	но так	1	1
578	сюда же	1	1
579	один из	3	1
580	себя с	1	1
581	в двух	1	1
582	мы видим	1	1
583	действие в	1	1
584	проникнуть в	1	1
585	в какой	4	1
586	для себя	1	1
587	должен был	1	1
588	они могут	1	1
589	точка зрения	3	1
590	и жизни	1	1
591	с одной	5	1
592	из которого	1	1
593	и у	1	1
594	так можно	1	1
595	менее очевидна	1	1
596	подумал он	1	1
597	до предела	2	1
598	обстоит дело	1	1
599	предполагает наличие	1	1
600	смерть и	1	1
601	его и	1	1
602	гостиной где	1	1
603	в роман	1	1
604	всяком случае	1	1
605	его мире	1	1
606	в прозе	1	1
607	у нее	2	1
608	ее не	2	1
609	при всей	2	1
610	не о	2	1
611	может служить	4	1
612	не сводятся	1	1
613	которые могут	1	1
614	вследствие этой	2	1
615	остается за	1	1
616	дистанцию по	1	1
617	в последние	1	1
618	что могло	1	1
619	жизни в	4	1
620	от ее	1	1
621	одной стороны	5	1
622	со стороны	5	1
623	границу между	1	1
624	следует подчеркнуть	5	1
625	осмысления и	1	1
626	не обязательно	1	1
627	по своим	3	1
628	а именно	1	1
629	к которому	2	1
630	было и	1	1
631	а с	2	1
632	и др	1	1
633	что не	1	1
634	что для	1	1
635	точке зрения	1	1
636	в соответствии	6	1
637	связано с	3	1
638	которых мы	1	1
639	не исключает	1	1
640	а главное	1	1
641	не на	1	1
642	однако и	2	1
643	человек в	1	1
644	так называемой	1	1
645	очень легко	1	1
646	время оно	1	1
647	оснований для	1	1
648	в связи	1	1
649	именно поэтому	1	1
650	этот рассказ	1	1
651	в сторону	1	1
652	и особенно	1	1
653	границы между	2	1
654	и потому	1	1
655	как это	1	1
656	и оценки	1	1
657	о возможности	1	1
658	автора в	5	1
659	установкой на	2	1
660	при любом	1	1
661	рассказа в	1	1
662	в мир	1	1
663	в форме	1	1
664	на другое	1	1
665	этом случае	1	1
666	и героини	1	1
667	известной степени	1	1
668	фоне его	1	1
669	событие взаимодействия	2	1
670	не имея	1	1
671	котором он	2	1
672	мира и	2	1
673	в другой	1	1
674	а к	3	1
675	с установкой	2	1
676	нет ничего	1	1
677	к этой	1	1
678	но зато	1	1
679	иначе обстоит	1	1
680	становления в	1	1
681	все они	2	1
682	сводятся к	2	1
683	по поводу	2	1
684	от первого	1	1
685	от лица	1	1
686	в свою	4	1
687	это все	1	1
688	на их	1	1
689	и внутренне	1	1
690	в частности	13	1
691	понимает и	1	1
692	жизни а	1	1
693	все люди	1	1
694	подходом к	1	1
695	к иному	1	1
696	мира все	1	1
697	тексте а	1	1
698	главным героем	2	1
699	можно назвать	1	1
700	в своих	2	1
701	прямой речи	1	1
702	который не	1	1
703	к этому	2	1
704	в таком	1	1
