N	2gram	Medvedev_V_1	Psycholo
442	он сам	2	1
443	качественное различие	1	1
444	виде не	1	1
445	и формы	2	1
446	общественной среды	1	1
447	это имеет	1	1
448	как если	1	1
449	с одной	2	1
450	же на	1	1
451	по обычным	1	1
452	только тогда	1	1
453	а и	1	1
454	уже как	1	1
455	или иное	1	1
456	и достоевский	2	1
457	за пределы	1	1
458	основные вопросы	1	1
459	искусстве нет	1	1
460	к сожалению	2	1
461	чем же	4	1
462	в истории	1	1
463	толстого и	1	1
464	более чем	1	1
465	общего с	1	1
466	бы при	1	1
467	что ее	1	1
468	кроме того	1	1
469	стихотворения и	1	1
470	сознательное и	1	1
471	сознания в	1	1
472	мысль в	1	1
473	сказал бы	1	1
474	общественного человека	1	1
475	самый элементарный	1	1
476	более или	6	1
477	следующим образом	3	1
478	в противоположность	3	1
479	лет а	1	1
480	не очень	1	1
481	основная тенденция	1	1
482	то в	1	1
483	только то	2	1
484	уже не	1	1
485	не приходится	2	1
486	с чрезвычайной	2	1
487	у каждого	1	1
488	из этих	7	1
489	художников и	1	1
490	художественная деятельность	1	1
491	искусство это	1	1
492	тому же	1	1
493	но ведь	1	1
494	если он	1	1
495	это его	1	1
496	этот процесс	2	1
497	его действительной	1	1
498	например как	1	1
499	противном случае	2	1
500	как оно	1	1
501	не следует	8	1
502	приходят к	1	1
503	однако при	1	1
504	идеи и	6	1
505	понятий и	1	1
506	в силу	11	1
507	и если	1	1
508	сказал что	1	1
509	именно к	1	1
510	чувства в	1	1
511	у пушкина	2	1
512	в плане	5	1
513	что ни	2	1
514	так например	2	1
515	с законами	1	1
516	одно и	1	1
517	же не	1	1
518	типы и	1	1
519	и характер	1	1
520	человеческой психики	1	1
521	и дальше	2	1
522	в другом	2	1
523	чего он	1	1
524	его не	3	1
525	говорил что	2	1
526	а по	1	1
527	с целью	1	1
528	его в	3	1
529	те или	1	1
530	наблюдается и	2	1
531	произведения от	1	1
532	на почве	1	1
533	и дает	1	1
534	и целиком	1	1
535	в художественную	1	1
536	в обыденной	1	1
537	роли и	1	1
538	является для	1	1
539	в стихах	1	1
540	он же	5	1
541	эти вопросы	2	1
542	его частей	1	1
543	этого сравнения	1	1
544	как об	2	1
545	и определяет	1	1
546	и следовало	1	1
547	образы в	1	1
548	романы достоевского	1	1
549	которой он	1	1
550	он и	2	1
551	мы видели	3	1
552	духовной жизни	1	1
553	должно быть	2	1
554	потому и	1	1
555	философии а	1	1
556	их он	1	1
557	два примера	1	1
558	взгляд на	1	1
559	у художника	2	1
560	в котором	3	1
561	выражение только	1	1
562	что всякий	1	1
563	это что	1	1
564	как произведение	1	1
565	не столько	2	1
566	на свою	1	1
567	что до	1	1
568	и значит	2	1
569	от его	2	1
570	строго говоря	1	1
571	он отмечает	1	1
572	является только	1	1
573	искусства не	2	1
574	его общей	1	1
575	по крайней	2	1
576	дает при	1	1
577	так называемое	1	1
578	в устах	1	1
579	следующими словами	1	1
580	зрения и	1	1
581	действием и	1	1
582	мы встречаемся	1	1
583	нет никакого	1	1
584	что есть	1	1
585	того момента	1	1
586	перед собою	1	1
587	что эта	1	1
588	с теми	1	1
589	самого начала	1	1
590	дело не	1	1
591	эти формы	1	1
592	одна из	4	1
593	что их	1	1
594	к этим	2	1
595	не по	2	1
596	материала в	1	1
597	и искусство	1	1
598	художественной деятельности	2	1
599	о методах	1	1
600	только не	2	1
601	на язык	2	1
602	в качестве	11	1
603	жизни не	1	1
604	имеем дело	1	1
605	у этого	1	1
606	показывает как	2	1
607	произведения а	1	1
608	почти исключительно	1	1
609	к ней	1	1
610	п в	3	1
611	и чувства	1	1
612	с достаточной	1	1
613	связи с	4	1
614	относящимися к	1	1
615	еще платон	1	1
616	в области	2	1
617	формы для	1	1
618	все то	1	1
619	эпохе в	1	1
620	ли не	2	1
621	количество и	1	1
622	обходятся без	1	1
623	переживания которые	1	1
624	к утверждению	1	1
625	они и	1	1
626	о роли	1	1
627	можно свести	1	1
628	в каждой	1	1
629	характер этого	1	1
630	должен быть	4	1
631	именно эту	1	1
632	как мы	1	1
633	основываясь на	2	1
634	смысле что	1	1
635	и служит	1	1
636	перед необходимостью	1	1
637	и сводится	4	1
638	нет никаких	2	1
639	приводит к	5	1
640	и может	2	1
641	о бедном	1	1
642	художественное творчество	6	1
643	по аналогии	1	1
644	было в	2	1
645	к анализу	1	1
646	процесса как	3	1
647	еще в	1	1
648	часто в	1	1
649	является в	1	1
650	силу того	1	1
651	как у	2	1
652	от начала	1	1
653	вот это	2	1
654	что художники	1	1
655	содержания на	1	1
656	из основных	1	1
657	разница между	1	1
658	и поэтом	1	1
659	о нем	1	1
660	в действительной	1	1
661	светлое поле	1	1
662	же теории	1	1
663	художника в	6	1
664	и просто	2	1
665	у художников	1	1
666	можно сказать	4	1
667	все его	2	1
668	в сфере	2	1
669	в пользу	2	1
670	как форма	1	1
671	аналогии с	1	1
672	той социальной	1	1
673	и во	1	1
674	под именем	1	1
675	или иные	1	1
676	свести все	1	1
677	теории нет	1	1
678	этому поводу	7	1
679	переходит в	1	1
680	таких же	1	1
681	противоречия и	1	1
682	художника как	2	1
683	же говорят	1	1
684	непосредственно данное	1	1
685	крайней мере	2	1
686	хотя оно	1	1
687	ход ассоциаций	1	1
688	быть даже	1	1
689	признается в	1	1
690	вообще и	2	1
691	творческой фантазии	1	1
692	познания или	1	1
693	к сознанию	1	1
694	поле сознания	1	1
695	и самые	1	1
696	же роман	1	1
697	сюда относится	1	1
698	все зависит	1	1
699	действительности не	1	1
700	дело так	1	1
701	этом смысле	1	1
702	которых она	1	1
703	вещи для	1	1
704	обе эти	1	1
705	вся область	1	1
706	однако сами	1	1
707	с ними	4	1
708	что даже	2	1
709	явления в	2	1
710	он совершенно	1	1
711	на художественное	2	1
712	то прежде	1	1
713	что а	1	1
714	всю его	1	1
715	грань между	1	1
716	не имеющих	1	1
717	эти утверждения	1	1
718	образа в	2	1
719	по этому	9	1
720	душевных сил	1	1
721	же и	2	1
722	в таких	1	1
723	конечно не	1	1
724	звуков и	1	1
725	ни одного	2	1
726	сделанное в	1	1
727	свидетельствует о	1	1
728	от других	1	1
729	рассказывает о	4	1
730	не дает	1	1
731	по выражению	1	1
732	психологии в	1	1
733	его и	1	1
734	который как	1	1
735	для него	8	1
736	ведь это	1	1
737	различая их	1	1
738	и та	1	1
739	прежде всего	13	1
740	произведения и	7	1
741	не о	2	1
742	только с	2	1
743	художник не	2	1
744	образом не	3	1
745	он поясняет	1	1
746	встречаемся с	1	1
747	более значительными	1	1
748	имели бы	1	1
749	игре и	1	1
750	для художника	5	1
751	даже не	2	1
752	этой проблемы	3	1
753	и точно	1	1
754	понятие или	1	1
755	и ему	1	1
756	не один	1	1
757	не знать	1	1
758	леонардо да	1	1
759	именно в	2	1
760	человека а	1	1
761	онегина не	1	1
762	писателя и	2	1
763	процессе творчества	1	1
764	себя и	1	1
765	только наиболее	1	1
766	идет только	1	1
767	имеет ничего	1	1
768	к более	1	1
769	естественно что	2	1
770	в соответствии	1	1
771	связано с	1	1
772	на основании	8	1
773	смысла и	1	1
774	материал в	1	1
775	он только	1	1
776	первая из	1	1
777	и составляет	1	1
778	целым рядом	1	1
779	идеи в	2	1
780	психологии а	1	1
781	бы весь	1	1
782	жизнь в	1	1
783	так называемой	1	1
784	да винчи	1	1
785	благодаря чему	1	1
786	на эту	1	1
787	от индивидуального	1	1
788	что мы	2	1
789	совершенно очевидно	1	1
790	не об	2	1
791	в связи	3	1
792	один раз	1	1
793	бы чрезвычайно	1	1
794	к примеру	1	1
795	о работе	3	1
796	из его	3	1
797	мы говорим	1	1
798	от посторонних	1	1
799	в светлое	1	1
800	одной стороны	2	1
801	в той	1	1
802	простого и	1	1
803	фантазии о	1	1
804	аллегории и	1	1
805	или менее	6	1
806	верно отмечает	1	1
807	если это	1	1
808	исходя из	1	1
809	основные признаки	1	1
810	и преступника	1	1
811	и наблюдая	1	1
812	том смысле	1	1
813	бросается в	1	1
814	или другого	1	1
815	поэма о	1	1
816	что рассказывает	3	1
817	смысл искусства	1	1
818	еще раз	1	1
819	благодаря этому	1	1
820	нам приходится	1	1
821	о его	2	1
822	нет ничего	1	1
823	поэтому что	1	1
824	этом и	2	1
825	в противном	2	1
826	самое существенное	1	1
827	основанием для	1	1
828	в более	1	1
829	сомнения в	1	1
830	практике но	1	1
831	сюжета и	2	1
832	так будто	1	1
833	свете этих	1	1
834	его творчества	1	1
835	или в	3	1
836	авторов и	1	1
837	в результате	5	1
838	мира и	3	1
839	художник в	1	1
840	его поведение	1	1
841	от него	1	1
842	значительными аргументами	1	1
843	о достоевском	1	1
844	бы в	3	1
845	что из	1	1
846	своих героев	2	1
847	с а	1	1
848	ни к	1	1
849	будто бы	2	1
850	и наконец	2	1
851	отличия от	2	1
852	только что	4	1
853	быть определена	1	1
854	исключительно в	1	1
855	как показывает	1	1
856	хотя в	1	1
857	лежит в	1	1
858	утверждал что	1	1
859	и бессознательное	2	1
860	и вдруг	1	1
861	его точки	1	1
862	а о	2	1
863	между ними	3	1
864	понимать как	2	1
865	это на	1	1
866	сводить к	1	1
867	это и	6	1
868	только о	2	1
869	ничего иного	1	1
870	в виде	1	1
871	занимает и	1	1
872	и другие	1	1
873	приходится главным	1	1
874	по поводу	2	1
875	творчество как	3	1
876	это понятие	1	1
877	к этому	9	1
878	свою басню	1	1
879	не чувственное	1	1
880	они не	2	1
881	ничего общего	1	1
