N	2gram	Medvedev_U_1	Psycholo
159	области философии	1	2
160	что этот	1	2
161	оно конечно	1	2
162	этой области	3	2
163	точно и	1	2
164	произведения как	1	2
165	в процессе	1	2
166	это то	1	2
167	же время	3	2
168	не вполне	1	2
169	эстетического объекта	6	2
170	она не	1	2
171	сводится к	2	2
172	идет не	1	2
173	начала и	1	2
174	в таком	1	2
175	и содержание	1	2
176	в его	2	2
177	и только	5	2
178	этого материала	1	2
179	в поэтическом	1	2
180	от смысла	1	2
181	таком понимании	1	2
182	и у	2	2
183	ней не	1	2
184	содержания и	1	2
185	но что	1	2
186	не было	1	2
187	материал и	1	2
188	прием а	1	2
189	из которых	1	2
190	чем к	1	2
191	при построении	1	2
192	но это	2	2
193	самое что	1	2
194	получаем от	1	2
195	искусства как	2	2
196	не существует	1	2
197	тем более	1	2
198	другой стороны	3	2
199	состоит из	1	2
200	в свое	1	2
201	это в	1	2
202	все что	1	2
203	литературы а	1	1
204	а между	2	1
205	одним из	2	1
206	человека и	1	1
207	сводится именно	1	1
208	каждом шагу	2	1
209	он может	1	1
210	их и	2	1
211	а как	2	1
212	имеет свою	1	1
213	а для	1	1
214	мы и	2	1
215	литературы и	2	1
216	и формы	3	1
217	и эстетики	1	1
218	с одной	1	1
219	не метод	1	1
220	и т.д	3	1
221	материал как	2	1
222	за пределы	1	1
223	искусстве нет	2	1
224	к сожалению	3	1
225	о принципах	1	1
226	толстого и	1	1
227	более чем	2	1
228	независимо от	1	1
229	его на	1	1
230	образом художественное	1	1
231	для всех	2	1
232	построения литературной	2	1
233	которые подходят	1	1
234	и художник	1	1
235	более или	1	1
236	искусство и	1	1
237	уже не	1	1
238	не приходится	2	1
239	формальный метод	11	1
240	элементарным и	1	1
241	словесности с	1	1
242	как принцип	2	1
243	метод а	1	1
244	этот процесс	1	1
245	случае все	1	1
246	нет содержания	2	1
247	противном случае	2	1
248	не следует	3	1
249	формальным методом	1	1
250	бесспорного и	1	1
251	прием в	2	1
252	литературной науки	4	1
253	в россии	4	1
254	в понятии	1	1
255	именно к	1	1
256	у пушкина	1	1
257	же не	2	1
258	тем в	1	1
259	красивые вещи	1	1
260	но именно	1	1
261	самых крайних	1	1
262	он и	1	1
263	и вне	1	1
264	стиха с	1	1
265	к вопросам	1	1
266	смысл того	1	1
267	должно быть	1	1
268	но если	1	1
269	общее правило	1	1
270	методом и	1	1
271	в котором	1	1
272	красоты а	1	1
273	не столько	2	1
274	на каждом	2	1
275	строго говоря	1	1
276	является только	1	1
277	искусства не	1	1
278	впадая в	1	1
279	ему приходится	1	1
280	формы является	1	1
281	что было	1	1
282	по крайней	2	1
283	принципов и	1	1
284	что ему	1	1
285	содержания или	1	1
286	сколько и	1	1
287	было у	1	1
288	подходят к	1	1
289	как труп	2	1
290	о методах	1	1
291	в качестве	1	1
292	произведения а	1	1
293	и является	2	1
294	с новой	1	1
295	и делает	1	1
296	в области	3	1
297	с другом	1	1
298	именно такой	1	1
299	почему все	1	1
300	количество и	1	1
301	этого и	1	1
302	всего что	1	1
303	не есть	2	1
304	для себя	1	1
305	и служит	1	1
306	только при	1	1
307	для читателя	1	1
308	и прием	2	1
309	приводит к	1	1
310	искусстве форма	1	1
311	слова а	1	1
312	художественное творчество	1	1
313	ничего подобного	1	1
314	почему в	1	1
315	является в	2	1
316	и всякого	1	1
317	не впадая	1	1
318	их образы	1	1
319	смысле и	1	1
320	содержания на	1	1
321	о нем	1	1
322	высказывается против	1	1
323	исследования нам	1	1
324	можно сказать	1	1
325	все его	1	1
326	в сфере	1	1
327	в пользу	1	1
328	переходит в	1	1
329	крайней мере	2	1
330	все в	1	1
331	познания или	1	1
332	этом смысле	2	1
333	которых она	1	1
334	обе эти	1	1
335	что только	1	1
336	художественного восприятия	1	1
337	и творчество	1	1
338	которое мы	1	1
339	изучения литературы	1	1
340	не то	1	1
341	конечно не	4	1
342	вопроса о	2	1
343	его и	2	1
344	принципах построения	1	1
345	для него	3	1
346	прежде всего	8	1
347	не о	3	1
348	литературного произведения	1	1
349	явлением и	1	1
350	и материал	1	1
351	даже не	1	1
352	сюда же	1	1
353	и прежде	1	1
354	только к	3	1
355	в некоторых	2	1
356	на эту	2	1
357	что мы	2	1
358	очень легко	1	1
359	этой же	1	1
360	должна была	2	1
361	бы это	1	1
362	приемов к	1	1
363	одной стороны	1	1
364	он будет	1	1
365	в той	1	1
366	внимательном анализе	1	1
367	познакомиться с	1	1
368	или менее	1	1
369	поскольку он	1	1
370	друг с	1	1
371	другое произведение	1	1
372	быть не	1	1
373	еще раз	1	1
374	этом случае	1	1
375	больше к	1	1
376	в противном	2	1
377	построении теории	1	1
378	что формализм	1	1
379	из приемов	1	1
380	бы в	1	1
381	ни было	3	1
382	а о	2	1
383	и эта	1	1
384	сводить к	1	1
385	вопрос идет	1	1
386	что под	1	1
387	в виде	1	1
388	методах изучения	1	1
389	художественного задания	2	1
390	к этому	1	1
