N	2gram	Vinokur_St_1	Vladivir
137	на этот	3	4
138	него в	1	4
139	по поводу	7	4
140	это время	1	4
141	можно говорить	1	3
142	отношения к	2	3
143	последний год	1	3
144	едва ли	1	3
145	и вот	1	3
146	лет и	1	3
147	быть в	2	3
148	во всех	8	3
149	но не	3	3
150	как в	13	3
151	что касается	3	3
152	так или	2	3
153	из этих	6	3
154	в очень	3	3
155	им в	1	3
156	всех этих	2	3
157	таким образом	7	3
158	должен был	2	3
159	только одно	1	3
160	в них	1	3
161	в отношении	9	3
162	с точки	8	3
163	не столько	1	3
164	что я	1	3
165	но он	2	3
166	в россии	4	3
167	том же	1	3
168	вплоть до	5	3
169	только и	1	3
170	же время	4	3
171	в области	14	3
172	когда мы	1	3
173	и вполне	3	3
174	и это	2	3
175	что и	6	3
176	вообще в	1	3
177	уже не	1	3
178	я в	1	3
179	уже в	2	3
180	в виде	3	3
181	этот раз	2	3
182	он именует	1	3
183	само собой	1	3
184	даже и	2	3
185	или иначе	2	3
186	собой разумеется	1	3
187	дело в	6	3
188	после прочтения	1	3
189	не говоря	1	3
190	конце концов	1	3
191	в данном	14	3
192	да и	3	3
193	по существу	2	3
194	и для	3	3
195	еще более	4	3
196	тем более	4	3
197	хотя бы	6	3
198	но вот	1	3
199	в таком	3	3
200	точно так	1	3
201	это в	4	3
202	на днях	1	2
203	в рукописи	4	2
204	увидим ниже	1	2
205	не имел	1	2
206	этого последнего	1	2
207	и есть	1	2
208	и до	1	2
209	из его	1	2
210	что эти	1	2
211	его не	1	2
212	г в	5	2
213	еще на	1	2
214	не согласен	2	2
215	который был	1	2
216	время как	2	2
217	как я	1	2
218	но то	1	2
219	же нужно	1	2
220	при жизни	1	2
221	как к	3	2
222	я должен	1	2
223	это тоже	1	2
224	к числу	2	2
225	в самом	7	2
226	бы с	1	2
227	во многих	3	2
228	как он	1	2
229	на то	4	2
230	не могла	2	2
231	в статье	7	2
232	же это	3	2
233	том чтобы	1	2
234	и сам	2	2
235	и по	5	2
236	но дело	1	2
237	но все	4	2
238	в работе	1	2
239	на все	1	2
240	заключается в	4	2
241	это не	8	2
242	кажется что	3	2
243	и вы	1	2
244	с тем	1	2
245	эту тему	4	2
246	которой он	1	2
247	мы не	2	2
248	еще в	1	2
249	нисколько не	2	2
250	д д	6	2
251	и при	1	2
252	общего дела	1	2
253	их в	2	2
254	однако в	1	2
255	даже в	3	2
256	и очень	4	2
257	мы пока	1	2
258	она не	2	2
259	меня не	2	2
260	не имеет	4	2
261	на котором	1	2
262	тогда когда	1	2
263	правда в	1	2
264	того как	1	2
265	и притом	1	2
266	к этим	1	2
267	тогда и	1	2
268	того чтобы	11	2
269	казалось бы	1	2
270	не о	1	2
271	и нужно	3	2
272	уже и	1	2
273	как будто	4	2
274	из рукописей	1	2
275	больше того	1	2
276	уже о	5	2
277	начиная с	2	2
278	относиться к	1	2
279	i здесь	1	2
280	к тому	1	2
281	будто бы	3	2
282	в настоящее	1	2
283	не дала	1	2
284	хотел бы	2	2
285	в виду	1	2
286	говоря уже	1	2
287	не могу	1	2
288	без всякого	2	2
289	данном случае	6	2
290	почему и	1	2
291	последнее время	1	2
292	в печати	5	2
293	возможно что	3	2
294	разумеется что	1	2
295	ничего не	2	2
296	он жил	1	2
297	вот это	1	2
298	о нем	1	2
299	настоящее время	1	2
300	после того	1	2
301	в чем	3	2
302	в сущности	2	2
303	и во	2	2
304	к нему	2	2
305	и всякая	1	2
306	и можно	2	2
307	разницы между	1	2
308	рукописей а	1	2
309	i и	1	2
310	себя в	1	2
311	а то	2	2
312	его и	1	2
313	ни с	3	2
314	себе в	1	2
315	в новом	4	2
316	мы находим	4	2
317	для того	10	2
318	видно из	1	2
319	себе представить	1	2
320	и из	1	2
321	здесь в	1	2
322	о пушкине	9	2
323	во второй	9	2
324	что не	3	2
325	что для	3	2
326	не на	1	2
327	в изд	3	2
328	на эту	4	2
329	если не	2	2
330	уже давно	1	2
331	нет никаких	2	2
332	в частности	4	2
333	к его	1	2
334	и потому	2	2
335	было написано	1	2
336	в той	6	2
337	такого рода	2	2
338	это за	1	2
339	можно было	13	2
340	и от	1	2
341	в двух	3	2
342	я хотел	1	2
343	даже после	1	2
344	петра i	1	2
345	с ней	1	2
346	же и	4	2
347	можно назвать	2	2
348	в своих	2	2
349	гораздо более	4	2
350	как известно	1	1
351	если б	1	1
352	и т	30	1
353	не должны	1	1
354	например в	8	1
355	в тех	3	1
356	и др	1	1
357	тех же	1	1
358	мере в	2	1
359	речи на	1	1
360	нужно спорить	1	1
361	и за	3	1
362	по его	2	1
363	поэзии и	1	1
364	чем он	1	1
365	слово во	1	1
366	поэзии пушкина	1	1
367	более ранней	1	1
368	до него	1	1
369	не помешало	1	1
370	этом не	1	1
371	говорить о	2	1
372	на тему	1	1
373	представление о	4	1
374	теперь о	1	1
375	но даже	1	1
376	д благой	4	1
377	следовательно в	1	1
378	его поездки	1	1
379	думаю что	5	1
380	и самого	1	1
381	литературы и	2	1
382	в которых	5	1
383	ответа на	2	1
384	он считал	1	1
385	бы то	1	1
386	за свое	1	1
387	чуть ли	2	1
388	я никогда	1	1
389	самом деле	11	1
390	но тогда	1	1
391	б с	1	1
392	но как	1	1
393	а только	1	1
394	не все	3	1
395	если в	2	1
396	своих работ	1	1
397	с собою	1	1
398	что так	3	1
399	не просто	1	1
400	бы что	2	1
401	нет и	1	1
402	теперь не	1	1
403	что они	7	1
404	но без	1	1
405	конечно совершенно	1	1
406	в изданиях	2	1
407	во что	1	1
408	меньше всего	1	1
409	особенно не	1	1
410	как говорит	1	1
411	более чем	2	1
412	вокруг пушкина	1	1
413	общего с	3	1
414	что именно	1	1
415	так называемая	3	1
416	чем мы	1	1
417	до его	1	1
418	этой стороны	1	1
419	что нет	2	1
420	целый ряд	2	1
421	что по	1	1
422	работает в	1	1
423	это просто	3	1
424	самое важное	1	1
425	себе как	1	1
426	лежит на	1	1
427	бы и	4	1
428	он в	1	1
429	тут и	1	1
430	в нашем	1	1
431	и и	2	1
432	право на	1	1
433	думать что	2	1
434	времени не	4	1
435	если он	1	1
436	его работа	1	1
437	обращается с	1	1
438	что каждая	1	1
439	что она	4	1
440	больше всего	1	1
441	чтобы он	1	1
442	т д	21	1
443	пушкина и	13	1
444	нужно не	1	1
445	в первую	2	1
446	на том	1	1
447	xix века	1	1
448	свою собственную	2	1
449	чем у	2	1
450	этой книге	1	1
451	них нет	1	1
452	свое время	2	1
453	и философской	1	1
454	никому не	1	1
455	так например	7	1
456	все с	1	1
457	занимается не	1	1
458	то ни	1	1
459	что все	2	1
460	вызвать у	1	1
461	будто в	3	1
462	а по	1	1
463	лишь в	3	1
464	а как	2	1
465	первую очередь	2	1
466	его личности	1	1
467	не имела	1	1
468	в свое	2	1
469	литературного критика	1	1
470	в свой	2	1
471	по истории	2	1
472	по мысли	1	1
473	ведь в	1	1
474	всего прочего	1	1
475	которая была	2	1
476	я считаю	4	1
477	так называемого	1	1
478	для них	1	1
479	на которую	1	1
480	чем ведь	1	1
481	далеко не	1	1
482	на основании	1	1
483	мы имеем	2	1
484	всю жизнь	1	1
485	очень рад	1	1
486	во внимание	1	1
487	чем в	3	1
488	вот о	1	1
489	писать на	1	1
490	очень важный	1	1
491	сейчас мы	1	1
492	такой же	5	1
493	зато в	2	1
494	рукописи с	1	1
495	но я	4	1
496	лет у	1	1
497	можно только	1	1
498	не так	1	1
499	в г	3	1
500	во время	3	1
501	но если	4	1
502	от своего	1	1
503	будет в	1	1
504	а главное	1	1
505	никаких оснований	2	1
506	можно найти	2	1
507	ли можно	1	1
508	в №	1	1
509	в такой	2	1
510	и без	3	1
511	это делает	1	1
512	на подобные	1	1
513	место в	1	1
514	еще с	1	1
515	степени не	1	1
516	что до	2	1
517	то было	1	1
518	оказывается что	1	1
519	далее в	2	1
520	бы мы	2	1
521	своего рода	3	1
522	но эта	1	1
523	которые в	2	1
524	если бы	9	1
525	без всяких	2	1
526	что этот	2	1
527	могли быть	1	1
528	из писателей	1	1
529	но они	1	1
530	равно не	1	1
531	всего его	1	1
532	что с	2	1
533	о трудностях	1	1
534	в русской	1	1
535	дело не	4	1
536	что их	1	1
537	пушкина но	8	1
538	что такое	1	1
539	на него	2	1
540	как о	2	1
541	читаем что	1	1
542	но только	1	1
543	не могло	1	1
544	каждый из	1	1
545	судя по	2	1
546	это то	1	1
547	этих двух	3	1
548	и лишь	1	1
549	очень мало	3	1
550	того в	1	1
551	и является	1	1
552	вернее сказать	1	1
553	к работе	1	1
554	в сознании	2	1
555	из истории	3	1
556	было не	2	1
557	только с	2	1
558	которая по	1	1
559	в каком	3	1
560	ему не	1	1
561	ну а	1	1
562	к отдельным	1	1
563	очень часто	3	1
564	ли не	2	1
565	должны быть	3	1
566	безусловно и	1	1
567	за что	4	1
568	отказаться от	1	1
569	ничего общего	3	1
570	не хочу	3	1
571	по следующим	1	1
572	только при	1	1
573	ни стало	1	1
574	только то	1	1
575	на той	1	1
576	с самого	1	1
577	так в	1	1
578	после всех	1	1
579	от того	1	1
580	и перед	2	1
581	внимательном изучении	1	1
582	лет назад	2	1
583	за то	3	1
584	которыми мы	1	1
585	времени и	1	1
586	ясно что	10	1
587	больше в	1	1
588	здесь нет	1	1
589	во многом	1	1
590	еще не	3	1
591	он писал	1	1
592	когда в	1	1
593	том как	4	1
594	поэтому в	3	1
595	для этого	2	1
596	является почти	1	1
597	он говорил	1	1
598	против этого	1	1
599	из других	1	1
600	до последних	1	1
601	издания в	8	1
602	как постоянное	2	1
603	и возможно	1	1
604	где оно	1	1
605	может не	2	1
606	на вопрос	4	1
607	и та	1	1
608	язык и	1	1
609	тогда действительно	1	1
610	то как	1	1
611	притом в	1	1
612	статьей в	1	1
613	очень многое	1	1
614	все его	1	1
615	и который	1	1
616	в пользу	2	1
617	читаем и	1	1
618	к истине	1	1
619	двух сторон	1	1
620	ли заслуживает	1	1
621	и всю	1	1
622	во втором	4	1
623	большее значение	1	1
624	то место	2	1
625	в глазах	1	1
626	что бы	1	1
627	также в	2	1
628	еще только	1	1
629	не знаю	2	1
630	и об	7	1
631	сверх того	1	1
632	говорит в	2	1
633	не зная	1	1
634	значит что	3	1
635	в современной	1	1
636	критики в	1	1
637	что здесь	2	1
638	нас интересует	1	1
639	но с	3	1
640	но тот	1	1
641	что только	1	1
642	мне кажется	5	1
643	конечно еще	1	1
644	можно считать	1	1
645	на каждое	1	1
646	этот вопрос	4	1
647	дело с	2	1
648	в какой	3	1
649	пор не	1	1
650	как нечто	1	1
651	это очень	3	1
652	на л	1	1
653	с изданием	1	1
654	всех его	1	1
655	и тем	3	1
656	по этому	3	1
657	со всеми	2	1
658	в качестве	4	1
659	этому поводу	2	1
660	оказывается в	2	1
661	мы очень	1	1
662	если мы	1	1
663	ни одного	2	1
664	речи в	1	1
665	что писал	1	1
666	хотя в	2	1
667	слова не	1	1
668	же у	1	1
669	при помощи	2	1
670	в данной	2	1
671	и других	1	1
672	всегда было	1	1
673	из них	8	1
674	в печать	1	1
675	так писал	2	1
676	и этот	1	1
677	и их	2	1
678	никто не	4	1
679	в одном	1	1
680	и творчества	2	1
681	т п	9	1
682	в прошлом	1	1
683	это нужно	1	1
684	с этими	1	1
685	и стремится	1	1
686	у читателей	1	1
687	но которая	1	1
688	к ним	1	1
689	текущей литературе	1	1
690	дело и	1	1
691	как раз	4	1
692	тем что	5	1
693	этом отношении	7	1
694	как можно	2	1
695	ссылается на	1	1
696	нужно было	2	1
697	не были	1	1
698	даже не	4	1
699	совсем на	1	1
700	до сих	7	1
701	на ее	1	1
702	тот кто	1	1
703	и красоту	1	1
704	при чем	6	1
705	этом у	1	1
706	обратиться к	1	1
707	больше и	1	1
708	этот термин	1	1
709	нужно сказать	5	1
710	а на	3	1
711	здесь дело	2	1
712	иначе но	1	1
713	которых мы	1	1
714	также с	1	1
715	и следовало	1	1
716	возвращаясь к	1	1
717	ни о	1	1
718	него не	1	1
719	что мы	5	1
720	и пушкина	1	1
721	если это	3	1
722	я вовсе	3	1
723	можно утверждать	1	1
724	недоразумение и	1	1
725	ни на	2	1
726	что во	2	1
727	и гораздо	1	1
728	было по	1	1
729	в разной	1	1
730	многих случаях	2	1
731	чем то	1	1
732	к своему	1	1
733	не могут	1	1
734	его личной	1	1
735	он приводит	1	1
736	есть только	2	1
737	и своим	1	1
738	пишет в	1	1
739	перед нами	1	1
740	впрочем это	1	1
741	и всей	1	1
742	в первой	12	1
743	для понимания	1	1
744	как например	1	1
745	этом случае	2	1
746	является для	1	1
747	сих пор	7	1
748	нужно отметить	1	1
749	но для	2	1
750	чем та	1	1
751	дела в	1	1
752	этом смысле	1	1
753	вопрос в	3	1
754	которых он	1	1
755	но помимо	1	1
756	тем и	1	1
757	и другим	1	1
758	потому не	1	1
759	котором он	1	1
760	время и	1	1
761	у них	1	1
762	что значит	1	1
763	статья в	1	1
764	разве только	1	1
765	пришлось бы	1	1
766	можно спорить	1	1
767	бы на	1	1
768	отношении к	1	1
769	фактами в	1	1
770	рецензий на	1	1
771	в целях	1	1
772	чем можно	1	1
773	в период	1	1
774	много таких	1	1
775	быть и	2	1
776	которая на	1	1
777	этот разрыв	1	1
778	была бы	5	1
779	от всех	1	1
780	уже после	1	1
781	время не	1	1
782	большей частью	1	1
783	но эти	1	1
784	а может	1	1
785	и другие	1	1
786	с общим	1	1
787	те которые	1	1
788	том числе	2	1
789	они не	1	1
790	и кажется	1	1
