N	2gram	Tiupa_Anal_2	Psycholo
389	в силу	1	1
390	и если	3	1
391	именно к	1	1
392	нашего времени	4	1
393	свое время	1	1
394	что ни	1	1
395	так например	2	1
396	сам не	1	1
397	одно и	1	1
398	же не	2	1
399	в совершенно	1	1
400	в другом	1	1
401	его не	1	1
402	волосы и	1	1
403	оно становится	1	1
404	казака а	1	1
405	обретает в	1	1
406	его в	2	1
407	в глазах	1	1
408	или приемом	1	1
409	лишь материал	1	1
410	литературном произведении	1	1
411	только одно	1	1
412	в стихах	1	1
413	он же	2	1
414	а когда	1	1
415	как об	1	1
416	в ритме	2	1
417	которой он	1	1
418	всегда и	1	1
419	он и	2	1
420	жизни но	2	1
421	и тогда	1	1
422	игру и	1	1
423	в эту	3	1
424	которая является	1	1
425	голосов в	2	1
426	на дорогу	1	1
427	но если	1	1
428	таким же	1	1
429	взгляд на	1	1
430	в котором	2	1
431	не столько	3	1
432	на каждом	1	1
433	в отличие	2	1
434	строго говоря	2	1
435	каким является	1	1
436	стало быть	2	1
437	от поэтического	1	1
438	по крайней	3	1
439	всякий другой	1	1
440	однако в	1	1
441	в устах	2	1
442	зрения и	1	1
443	действием и	1	1
444	при чтении	1	1
445	что те	1	1
446	эстетический факт	1	1
447	мы вынуждены	1	1
448	с теми	1	1
449	хотелось бы	1	1
450	дело не	2	1
451	некоторого рода	2	1
452	на котором	2	1
453	одна из	1	1
454	материала в	1	1
455	о них	1	1
456	только не	4	1
457	или еще	1	1
458	в разных	1	1
459	в качестве	11	1
460	жизни не	1	1
461	имеем дело	3	1
462	именно с	1	1
463	в противоречие	1	1
464	произведения а	1	1
465	почти исключительно	1	1
466	его судьбу	1	1
467	и является	4	1
468	на природу	1	1
469	убедиться в	1	1
470	связи с	1	1
471	о чем-то	1	1
472	для анализа	1	1
473	и оказывается	1	1
474	уже и	2	1
475	чем объясняется	1	1
476	с другом	1	1
477	встречается в	1	1
478	мы узнаем	2	1
479	похож на	1	1
480	ли не	2	1
481	не есть	2	1
482	мы могли	1	1
483	в одну	2	1
484	он оказывается	1	1
485	для себя	1	1
486	следует отнести	1	1
487	как мы	3	1
488	и о	1	1
489	смысле что	1	1
490	читателя он	1	1
491	но при	1	1
492	имеет никаких	1	1
493	для читателя	2	1
494	существенное значение	1	1
495	характер и	1	1
496	в себя	4	1
497	что оба	1	1
498	приводит к	3	1
499	слова а	1	1
500	обращаясь к	2	1
501	природе своей	2	1
502	здесь он	1	1
503	времени и	1	1
504	не с	4	1
505	было в	1	1
506	к анализу	1	1
507	в борьбе	2	1
508	с собой	1	1
509	еще в	2	1
510	слова которые	1	1
511	как у	1	1
512	в тех	1	1
513	иное как	1	1
514	о нем	1	1
515	является весьма	1	1
516	но скорее	1	1
517	всем протяжении	1	1
518	но мы	1	1
519	не ту	1	1
520	объект его	1	1
521	можно сказать	4	1
522	все его	1	1
523	если наконец	1	1
524	и во	2	1
525	этом сами	1	1
526	восходит к	1	1
527	и приходит	1	1
528	автор как	1	1
529	различных по	1	1
530	крайней мере	3	1
531	вообще и	2	1
532	это приводит	1	1
533	и недаром	1	1
534	помимо двух	1	1
535	этом смысле	2	1
536	на которой	1	1
537	в двух	2	1
538	художественного восприятия	2	1
539	с ними	3	1
540	одного сознания	1	1
541	что даже	1	1
542	его жизнь	1	1
543	грань между	2	1
544	продолжить эту	1	1
545	несколько ином	1	1
546	же и	1	1
547	в таких	2	1
548	внимание что	1	1
549	на всем	1	1
550	вопроса о	1	1
551	героя с	1	1
552	же явления	1	1
553	свидетельствует о	2	1
554	не обладают	1	1
555	как более	1	1
556	а то	2	1
557	по выражению	2	1
558	его и	1	1
559	за ним	1	1
560	и называет	1	1
561	который как	1	1
562	для него	4	1
563	автором в	1	1
564	ведь это	2	1
565	прежде всего	3	1
566	возвращает нас	1	1
567	не совпадают	1	1
568	не о	2	1
569	литературного произведения	16	1
570	только с	1	1
571	которые могут	1	1
572	людей не	1	1
573	образом не	1	1
574	игре и	1	1
575	к совершенно	1	1
576	со стороны	3	1
577	даже не	1	1
578	в данный	1	1
579	нам не	1	1
580	при рассмотрении	1	1
581	и точно	1	1
582	с другим	1	1
583	игры и	4	1
584	именно в	3	1
585	той точки	1	1
586	один и	1	1
587	себя и	1	1
588	только к	1	1
589	обратиться к	1	1
590	читателю и	1	1
591	в соответствии	2	1
592	однако его	1	1
593	есть лишь	1	1
594	для человека	1	1
595	когда автор	1	1
596	есть превращение	1	1
597	он по	2	1
598	в связи	1	1
599	должна была	2	1
600	ко всем	1	1
601	бы это	1	1
602	из его	2	1
603	при переходе	2	1
604	одной стороны	4	1
605	который мы	1	1
606	было написано	4	1
607	такого рода	2	1
608	во все	1	1
609	и там	1	1
610	или менее	1	1
611	в первой	3	1
612	нельзя лучше	1	1
613	друг с	1	1
614	исходя из	1	1
615	том смысле	1	1
616	и смерти	4	1
617	этого слова	3	1
618	еще раз	1	1
619	бы можно	1	1
620	этом случае	4	1
621	человека который	1	1
622	здравого смысла	2	1
623	под собой	1	1
624	о его	4	1
625	других к	1	1
626	в противном	1	1
627	только частный	1	1
628	переживания и	1	1
629	сюжета и	3	1
630	и сами	1	1
631	не имея	1	1
632	или в	3	1
633	и другими	2	1
634	в результате	3	1
635	непременно должны	1	1
636	от него	1	1
637	бы в	3	1
638	с а	1	1
639	ни к	1	1
640	будто бы	1	1
641	и наконец	1	1
642	только что	1	1
643	страсть к	1	1
644	может и	1	1
645	а о	1	1
646	читателя не	1	1
647	слово в	1	1
648	сообщения о	2	1
649	от своего	2	1
650	понимать как	1	1
651	речи и	2	1
652	быть признано	1	1
653	не что	1	1
654	что ты	1	1
655	существенная сторона	1	1
656	имеет в	1	1
657	своих читателей	1	1
658	себе не	2	1
659	по поводу	3	1
660	тем самым	4	1
661	к этому	2	1
